hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240218,01,10,1,4156,0.19,0.15,0.15,3,9.257
20240218,01,10,2,3686,0.13,0.18,0.15,4,18.490000000000002
20240218,01,10,3,4748,0.12,0.13,0.16,1,14.833
20240218,01,10,4,4641,0.13,0.19,0.18,5,17.006999999999998
20240218,01,10,5,5313,0.09,0.14,0.0,2,2.691
20240218,01,10,6,3852,0.18,0.37,0.18,6,429496744.839
20240218,01,11,1,4787,0.15,0.0001,0.12,1,12.283
20240218,01,11,2,4049,0.13,0.08,0.14,3,11.053999999999998
20240218,01,11,3,4702,0.16,0.06,0.14,2,12.234000000000002
20240218,01,11,4,4808,0.12,0.14,0.14,4,12.481
20240218,01,11,5,4261,0.11,0.17,0.15,5,11.835
20240218,01,11,6,4610,0.1,0.18,0.18,6,429496737.843
20240218,01,12,1,4024,0.19,0.02,0.14,2,17.037
20240218,01,12,2,4939,0.2,0.06,0.15,3,14.401999999999997
20240218,01,12,3,4645,0.17,0.0002,0.14,1,12.598
20240218,01,12,4,3842,0.21,0.02,0.2,2,11.190000000000001
20240218,01,12,5,4468,0.19,0.08,0.13,4,14.448999999999998
20240218,01,12,6,4420,0.18,0.02,0.17,2,15.120000000000001
20240218,01,1,1,5150,0.2,0.04,0.17,4,16.084
20240218,01,1,2,4261,0.19,0.03,0.16,3,12.035
20240218,01,1,3,4641,0.21,0.08,0.17,5,17.006999999999998
20240218,01,1,4,4889,0.13,0.0001,0.13,1,16.200999999999997
20240218,01,1,5,4619,0.21,0.03,0.21,3,13.387999999999998
20240218,01,1,6,5275,0.22,0.0002,0.15,2,13.656
20240218,01,2,1,3877,0.18,0.27,0.14,5,10.698
20240218,01,2,2,4358,0.27,0.06,0.2,4,9.084999999999999
20240218,01,2,3,3655,0.25,0.01,0.16,3,14.443999999999999
20240218,01,2,4,4245,0.21,0.0003,0.17,1,11.212000000000002
20240218,01,2,5,4156,0.12,0.0014000000000000002,0.17,2,9.357000000000001
20240218,01,2,6,3406,0.19,0.01,0.2,3,17.105
20240218,01,3,1,4203,0.1,0.0009,0.13,3,8.945
20240218,01,3,2,4702,0.11,0.0008,0.14,2,12.234000000000002
20240218,01,3,3,4024,0.15,0.0,0.16,1,17.136999999999997
20240218,01,3,4,4438,0.21,0.08,0.12,5,11.538
20240218,01,3,5,3448,0.18,0.15,0.16,6,429496746.924
20240218,01,3,6,3392,0.22,0.05,0.23,4,8.976999999999999
20240218,01,4,1,4431,0.03,0.03,0.13,3,11.878999999999998
20240218,01,4,2,4468,0.06,0.01,0.13,2,14.649
20240218,01,4,3,3852,0.08,0.0007000000000000001,0.16,1,15.738999999999999
20240218,01,4,4,4787,0.05,0.04,0.12,4,11.982999999999999
20240218,01,4,5,5063,0.1,0.13,0.16,5,16.520999999999997
20240218,01,4,6,4270,0.14,0.22,0.2,6,429496741.32
20240218,01,5,1,4049,0.14,0.0029,0.16,5,10.854
20240218,01,5,2,4610,0.1,0.0023,0.17,4,8.443
20240218,01,5,3,3712,0.13,0.0012,0.15,2,9.753000000000002
20240218,01,5,4,4888,0.06,0.04,0.16,6,429496734.933
20240218,01,5,5,4939,0.23,0.0021,0.14,3,14.401999999999997
20240218,01,5,6,5313,0.12,0.0003,0.12,1,2.791
20240218,01,6,1,4645,0.2,0.05,0.13,5,12.198
20240218,01,6,2,4660,0.23,0.0004,0.21,2,14.169
20240218,01,6,3,3889,0.22,0.02,0.16,4,13.173999999999998
20240218,01,6,4,5275,0.11,0.0005,0.18,3,13.556
20240218,01,6,5,3406,0.14,0.09,0.17,6,429496746.405
20240218,01,6,6,4568,0.09,0.0003,0.18,1,18.334
20240218,01,7,1,4808,0.18,0.02,0.15,1,12.781
20240218,01,7,2,4245,0.19,0.08,0.19,4,10.912
20240218,01,7,3,3842,0.13,0.06,0.17,3,11.09
20240218,01,7,4,4615,0.16,0.17,0.19,6,429496735.176
20240218,01,7,5,4203,0.15,0.05,0.17,2,9.045000000000002
20240218,01,7,6,4078,0.2,0.15,0.25,5,10.071
20240218,01,8,1,4438,0.15,0.11,0.16,4,11.638
20240218,01,8,2,5150,0.17,0.26,0.2,6,429496745.484
20240218,01,8,3,3653,0.12,0.06,0.19,1,7.909000000000001
20240218,01,8,4,5063,0.12,0.08,0.16,2,16.820999999999998
20240218,01,8,5,4420,0.11,0.13,0.16,5,14.82
20240218,01,8,6,4358,0.16,0.09,0.23,3,9.184999999999999
20240218,01,9,1,4888,0.07,,0.16,1,5.833
20240218,01,9,2,3340,0.12,,0.17,1,15.139000000000001
20240218,01,9,3,3448,0.13,,0.16,1,17.823999999999998
20240218,01,9,4,3655,0.12,,0.18,1,14.644
20240218,01,9,5,4889,0.09,,0.14,1,16.200999999999997
20240218,01,9,6,4623,0.1,,0.21,1,19.368999999999996
20240218,02,10,1,4409,0.19,0.0005,0.15,2,15.690000000000001
20240218,02,10,2,5191,0.22,0.03,0.15,5,14.945999999999998
