hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240320,1,10,1,4114,深澤 達徳,NIGE,51.2,80.4,0.16,0.05,7.05,3,1,40.0,53.33,34.38,46.88,9.0,8.0,0.0,0.0,0.0,3.0,15.904,14.123333333333333,11.061,-3.062333333333333,0,1,1
20240320,1,10,2,4466,南 佑典,NIGE,12.5,55.0,0.17,0.09,7.02,2,2,35.71,54.76,29.85,50.75,9.0,8.0,1.0,4.0,0.0,0.0,14.493,14.123333333333333,11.061,-3.062333333333333,0,1,1
20240320,1,10,3,4090,中村 尊,NIGE,27.6,65.9,0.11,0.19,7.01,1,5,27.27,48.48,39.34,52.46,9.0,8.0,6.0,0.0,5.0,2.0,11.972999999999999,14.123333333333333,11.061,-3.062333333333333,0,1,1
20240320,1,10,4,4163,山崎 裕司,NIGE,5.4,61.8,0.18,0.15,7.08,4,3,26.19,52.38,29.41,50.0,9.0,8.0,2.0,0.0,0.0,1.0,11.465,14.123333333333333,11.061,-3.062333333333333,0,1,1
20240320,1,10,5,3848,川上 聡介,NIGE,5.2,21.0,0.14,0.18,7.08,4,4,25.0,47.92,37.88,53.03,9.0,8.0,0.0,0.0,1.0,1.0,10.629999999999999,14.123333333333333,11.061,-3.062333333333333,0,1,1
20240320,1,10,6,3482,金子 猛志,NIGE,2.7,11.1,0.17,0.19,7.18,5,5,28.3,52.83,36.76,54.41,9.0,8.0,0.0,0.0,0.0,0.0,11.088000000000001,14.123333333333333,11.061,-3.062333333333333,0,1,1
20240320,1,11,1,4654,篠田 優也,NIGE,61.1,91.6,0.14,0.0005,7.12,3,3,17.78,31.11,48.33,61.67,9.0,8.0,0.0,0.0,0.0,0.0,9.145999999999999,10.264,143165589.32033333,143165579.05633333,0,1,1
20240320,1,11,2,3156,金子 良昭,NIGE,6.0,48.4,0.17,0.12,7.18,5,5,28.57,52.38,46.27,59.7,9.0,8.0,1.0,2.0,0.0,1.0,11.745,10.264,143165589.32033333,143165579.05633333,0,1,1
20240320,1,11,3,4319,三宅 潤,NIGE,5.1,41.0,0.16,0.0002,7.16,4,1,20.83,45.83,33.93,46.43,9.0,8.0,1.0,0.0,1.0,0.0,9.901,10.264,143165589.32033333,143165579.05633333,0,1,1
20240320,1,11,4,3909,佐々木 康幸,NIGE,16.6,52.0,0.13,0.0003,7.1,2,2,15.0,20.0,31.25,53.13,9.0,8.0,3.0,1.0,2.0,1.0,8.694,10.264,143165589.32033333,143165579.05633333,0,1,1
20240320,1,11,5,4608,荒井 翔伍,NIGE,12.5,52.0,0.14,0.02,7.23,6,4,39.13,45.65,30.88,51.47,9.0,8.0,2.0,0.0,4.0,0.0,15.577,10.264,143165589.32033333,143165579.05633333,0,1,1
20240320,1,11,6,4578,藤山 雅弘,NIGE,0.0,18.9,0.2,0.14,7.04,1,6,38.0,50.0,22.95,50.82,9.0,8.0,0.0,0.0,0.0,0.0,429496743.69,10.264,143165589.32033333,143165579.05633333,0,1,1
20240320,1,12,1,4137,君島 秀三,NIGE,68.4,94.7,0.15,0.18,7.27,5,5,43.9,56.1,24.53,43.4,9.0,8.0,0.0,0.0,0.0,3.0,16.817999999999998,14.668000000000001,143165588.34233335,143165573.67433333,0,1,1
20240320,1,12,2,4580,長谷川 雅和,NIGE,10.2,58.9,0.18,0.0004,7.26,4,1,45.24,66.67,32.26,64.52,9.0,8.0,0.0,4.0,0.0,0.0,17.206,14.668000000000001,143165588.34233335,143165573.67433333,0,1,1
20240320,1,12,3,4360,庄司 孝輔,NIGE,7.5,50.0,0.17,0.0018,7.06,1,3,23.26,37.21,40.91,57.58,9.0,8.0,0.0,1.0,2.0,0.0,9.98,14.668000000000001,143165588.34233335,143165573.67433333,0,1,1
20240320,1,12,4,4491,田中 堅,NIGE,20.5,64.1,0.18,0.13,7.28,6,4,22.73,43.18,29.23,46.15,9.0,8.0,2.0,3.0,2.0,1.0,9.865,14.668000000000001,143165588.34233335,143165573.67433333,0,1,1
20240320,1,12,5,4089,妹尾 忠幸,NIGE,10.2,53.0,0.17,0.26,7.18,2,6,35.29,45.1,38.98,54.24,9.0,8.0,0.0,0.0,5.0,0.0,429496744.149,14.668000000000001,143165588.34233335,143165573.67433333,0,1,1
20240320,1,12,6,4105,松下 直也,NIGE,2.3,38.1,0.2,0.0009,7.2,3,2,25.49,50.98,50.0,61.54,9.0,8.0,0.0,0.0,1.0,0.0,11.013,14.668000000000001,143165588.34233335,143165573.67433333,0,1,1
20240320,1,1,1,4181,花本 夏樹,MAKURI,43.7,78.1,0.17,0.01,7.16,4,4,46.34,60.98,33.33,57.14,6.0,5.0,0.0,0.0,0.0,1.0,16.726000000000003,143165591.137,12.291333333333334,-143165578.84566665,0,1,1
20240320,1,1,2,4345,西舘 健,MAKURI,10.0,43.3,0.17,0.04,7.24,5,6,36.96,60.87,41.27,60.32,6.0,5.0,0.0,1.0,0.0,2.0,429496743.168,143165591.137,12.291333333333334,-143165578.84566665,0,1,1
20240320,1,1,3,4782,浜崎 準也,MAKURI,20.6,55.1,0.15,0.0013,7.15,3,3,34.09,56.82,41.94,51.61,6.0,5.0,1.0,3.0,2.0,0.0,13.517,143165591.137,12.291333333333334,-143165578.84566665,0,1,1
20240320,1,1,4,5090,生方 靖亜,MAKURI,4.7,23.8,0.18,0.0004,7.05,1,2,32.61,47.83,30.36,42.86,6.0,5.0,2.0,0.0,0.0,0.0,12.795,143165591.137,12.291333333333334,-143165578.84566665,0,1,1
20240320,1,1,5,4114,深澤 達徳,MAKURI,9.0,27.2,0.17,0.03,7.11,2,5,40.0,53.33,34.38,46.88,6.0,5.0,1.0,0.0,3.0,0.0,15.504,143165591.137,12.291333333333334,-143165578.84566665,0,1,1
20240320,1,1,6,4458,抹香 雄三,MAKURI,0.0,7.1,0.16,0.0001,7.05,1,1,16.67,33.33,29.51,37.7,6.0,5.0,0.0,0.0,0.0,0.0,8.575000000000001,143165591.137,12.291333333333334,-143165578.84566665,0,1,1
20240320,1,2,1,4229,市川 美宏,NIGE,40.7,88.8,0.13,0.01,7.05,1,1,44.19,55.81,28.36,38.81,9.0,8.0,0.0,0.0,0.0,0.0,16.459,16.183999999999997,13.331999999999999,-2.8519999999999985,0,1,1
20240320,1,2,2,3226,浦田 信義,NIGE,11.9,59.5,0.16,0.02,7.06,2,2,45.65,54.35,25.0,39.06,9.0,8.0,1.0,4.0,0.0,0.0,17.090999999999998,16.183999999999997,13.331999999999999,-2.8519999999999985,0,1,1
20240320,1,2,3,3619,長谷川 充,NIGE,7.5,45.0,0.17,0.09,7.07,3,3,38.1,54.76,31.15,50.82,9.0,8.0,3.0,0.0,0.0,0.0,15.001999999999999,16.183999999999997,13.331999999999999,-2.8519999999999985,0,1,1
20240320,1,2,4,3848,川上 聡介,NIGE,6.6,40.0,0.15,0.11,7.06,2,4,25.0,47.92,37.88,53.03,9.0,8.0,1.0,0.0,1.0,0.0,10.629999999999999,16.183999999999997,13.331999999999999,-2.8519999999999985,0,1,1
