hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240320,01,10,1,4114,0.06,0.05,43,3,0.16,51.2,80.4
20240320,01,10,2,4466,0.09,0.09,40,7,0.17,12.5,55.0
20240320,01,10,3,4090,0.05,0.19,39,17,0.11,27.6,65.9
20240320,01,10,4,4163,0.1,0.15,46,13,0.18,5.4,61.8
20240320,01,10,5,3848,0.13,0.18,46,16,0.14,5.2,21.0
20240320,01,10,6,3482,0.17,0.19,56,17,0.17,2.7,11.1
20240320,01,11,1,4654,0.26,0.0005,50,42,0.14,61.1,91.6
20240320,01,11,2,3156,0.31,0.12,56,10,0.17,6.0,48.4
20240320,01,11,3,4319,0.27,0.0002,54,42,0.16,5.1,41.0
20240320,01,11,4,3909,0.27,0.0003,48,42,0.13,16.6,52.0
20240320,01,11,5,4608,0.35,0.02,61,42,0.14,12.5,52.0
20240320,01,11,6,4578,0.4,0.14,42,12,0.2,0.0,18.9
20240320,01,12,1,4137,0.37,0.18,65,16,0.15,68.4,94.7
20240320,01,12,2,4580,0.32,0.0004,64,42,0.18,10.2,58.9
20240320,01,12,3,4360,0.28,0.0018,44,42,0.17,7.5,50.0
20240320,01,12,4,4491,0.26,0.13,66,11,0.18,20.5,64.1
20240320,01,12,5,4089,0.24,0.26,56,24,0.17,10.2,53.0
20240320,01,12,6,4105,0.27,0.0009,58,42,0.2,2.3,38.1
20240320,01,1,1,4181,0.2,0.01,54,42,0.17,43.7,78.1
20240320,01,1,2,4345,0.22,0.04,62,2,0.17,10.0,43.3
20240320,01,1,3,4782,0.23,0.0013,53,42,0.15,20.6,55.1
20240320,01,1,4,5090,0.23,0.0004,43,42,0.18,4.7,23.8
20240320,01,1,5,4114,0.25,0.03,49,1,0.17,9.0,27.2
20240320,01,1,6,4458,0.26,0.0001,43,42,0.16,0.0,7.1
20240320,01,2,1,4229,0.05,0.01,43,42,0.13,40.7,88.8
20240320,01,2,2,3226,0.11,0.02,44,42,0.16,11.9,59.5
20240320,01,2,3,3619,0.13,0.09,45,7,0.17,7.5,45.0
20240320,01,2,4,3848,0.16,0.11,44,9,0.15,6.6,40.0
20240320,01,2,5,3475,0.13,0.09,48,7,0.17,5.5,44.4
20240320,01,2,6,4428,0.07,0.17,44,15,0.14,9.5,38.1
20240320,01,3,1,4319,0.33,0.001,67,42,0.14,78.7,84.8
20240320,01,3,2,4360,0.37,0.0011,63,42,0.19,11.7,44.1
20240320,01,3,3,3419,0.35,0.0009,67,42,0.2,3.1,43.7
20240320,01,3,4,4031,0.34,0.16,72,14,0.17,6.4,35.4
20240320,01,3,5,4466,0.39,0.18,64,16,0.17,2.5,33.3
20240320,01,3,6,4188,0.24,0.21,71,19,0.15,0.0,50.0
20240320,01,4,1,3793,0.16,0.05,44,3,0.12,17.8,71.4
20240320,01,4,2,4340,0.2,0.02,41,42,0.14,14.8,70.3
20240320,01,4,3,3156,0.18,0.0002,37,42,0.16,9.8,41.1
20240320,01,4,4,4580,0.21,0.03,41,1,0.17,11.6,51.1
20240320,01,4,5,5010,0.28,0.13,40,11,0.16,2.5,51.2
20240320,01,4,6,4090,0.17,0.03,26,1,0.15,0.0,24.3
20240320,01,5,1,3268,0.2,,73,42,0.13,73.3,96.6
20240320,01,5,2,4105,0.21,,73,42,0.15,4.0,67.3
20240320,01,5,3,5090,0.25,,73,42,0.17,13.8,58.3
20240320,01,5,4,3911,0.26,,73,42,0.16,6.9,51.7
20240320,01,5,5,4163,0.23,,73,42,0.18,0.0,34.2
20240320,01,5,6,4308,0.22,,73,42,0.16,0.0,36.6
20240320,01,6,1,4089,0.19,0.11,49,9,0.16,67.6,90.1
20240320,01,6,2,5150,0.25,0.31,46,29,0.2,4.0,44.0
20240320,01,6,3,3482,0.2,0.1,69,8,0.15,7.3,41.4
20240320,01,6,4,4345,0.05,0.07,69,5,0.15,7.1,46.4
20240320,01,6,5,3226,0.18,0.06,59,4,0.16,2.8,20.0
20240320,01,6,6,3107,0.17,0.11,71,9,0.18,0.0,28.0
20240320,01,7,1,4491,0.22,0.18,56,16,0.16,51.1,88.3
20240320,01,7,2,4274,0.2,0.21,65,19,0.18,11.4,45.7
20240320,01,7,3,4428,0.2,0.23,49,21,0.14,26.1,85.7
20240320,01,7,4,4181,0.21,0.16,59,14,0.19,6.3,31.9
20240320,01,7,5,3419,0.23,0.08,71,6,0.25,3.8,19.2
20240320,01,7,6,5252,0.17,0.23,48,21,0.16,0.0,8.3
20240320,01,8,1,3475,0.26,0.12,46,10,0.19,44.6,74.4
20240320,01,8,2,4031,0.26,0.11,50,9,0.16,10.0,56.6
20240320,01,8,3,4458,0.25,0.18,53,16,0.15,5.5,25.0
20240320,01,8,4,3793,0.24,0.17,70,15,0.16,7.4,59.2
20240320,01,8,5,4137,0.27,0.31,57,29,0.14,2.2,46.6
20240320,01,8,6,5318,0.24,0.76,53,40,0.2,0.0,0.0
20240320,01,9,1,5010,0.26,0.03,55,1,0.16,34.2,71.4
20240320,01,9,2,4188,0.2,0.11,49,9,0.13,19.5,68.2
20240320,01,9,3,3268,0.18,0.0015,50,42,0.17,9.5,45.2
20240320,01,9,4,4782,0.12,0.07,43,5,0.16,9.0,72.7
20240320,01,9,5,3619,0.2,0.18,41,16,0.2,2.0,28.5
20240320,01,9,6,4025,0.19,0.08,33,6,0.17,0.0,31.0
20240320,02,10,1,3908,0.16,0.16,35,14,0.14,76.0,92.9
20240320,02,10,2,4344,0.14,0.01,33,42,0.15,15.3,76.9
20240320,02,10,3,4504,0.14,0.13,18,11,0.14,25.5,72.3
20240320,02,10,4,4024,0.11,0.12,30,10,0.16,18.7,68.7
20240320,02,10,5,4760,0.15,0.07,21,5,0.12,17.1,60.0
20240320,02,10,6,5084,0.22,0.25,23,23,0.15,9.6,38.7
20240320,02,11,1,4320,0.16,0.19,20,17,0.12,83.3,95.4
20240320,02,11,2,4361,0.18,0.19,18,17,0.16,26.0,69.5
20240320,02,11,3,4502,0.16,0.17,26,15,0.13,19.0,61.9
20240320,02,11,4,4148,0.1,0.27,21,25,0.13,17.2,68.9
20240320,02,11,5,3941,0.17,0.27,28,25,0.13,20.0,67.5
20240320,02,11,6,3952,0.17,0.14,18,12,0.13,8.5,48.5
20240320,02,12,1,3854,0.05,0.14,26,12,0.14,77.4,87.1
20240320,02,12,2,4238,0.08,0.05,37,3,0.15,39.0,80.4
20240320,02,12,3,4362,0.05,0.01,22,42,0.14,19.5,58.5
20240320,02,12,4,4939,0.07,0.18,38,16,0.17,19.5,68.2
20240320,02,12,5,4444,0.1,0.0008,29,42,0.12,13.8,55.5
20240320,02,12,6,4337,0.13,0.0006,33,42,0.14,6.2,43.7
20240320,02,1,1,4013,0.11,0.13,31,11,0.13,75.3,90.7
20240320,02,1,2,4468,0.07,0.11,27,9,0.13,46.5,67.4
20240320,02,1,3,3874,0.05,0.15,26,13,0.13,12.8,69.2
20240320,02,1,4,3942,0.09,0.13,15,11,0.14,23.0,74.3
20240320,02,1,5,3541,0.12,0.0001,27,42,0.15,2.4,36.5
