hd,jcd,rno,lane,regno,racer_id,racer_name,p1_win
20240304,3,4,6,4575,4575,戸塚 邦好,0.0
20240304,3,5,1,4061,4061,萩原 秀人,0.0
20240304,3,5,2,4324,4324,海野 康志郎,0.0
20240304,3,5,3,4118,4118,宇佐見 淳,0.0
20240304,3,5,4,3952,3952,中澤 和志,0.0
20240304,3,5,5,3716,3716,石渡 鉄兵,0.0
20240304,3,5,6,4084,4084,杉山 正樹,0.0
20240304,3,6,1,4933,4933,板橋 侑我,0.0
20240304,3,6,2,4409,4409,坂元 浩仁,0.0
20240304,3,6,3,4468,4468,大池 佑来,0.0
20240304,3,6,4,4459,4459,片岡 雅裕,0.0
20240304,3,6,5,3499,3499,市川 哲也,0.0
20240304,3,6,6,4361,4361,柳生 泰二,0.0
20240304,3,7,1,4828,4828,松山 将吾,0.0
20240304,3,7,2,4418,4418,茅原 悠紀,0.0
20240304,3,7,3,4586,4586,磯部 誠,0.0
20240304,3,7,4,4095,4095,福来 剛,0.0
20240304,3,7,5,4500,4500,山田 康二,0.0
20240304,3,7,6,3541,3541,三嶌 誠司,0.0
20240304,3,8,1,4337,4337,平本 真之,0.0
20240304,3,8,2,4024,4024,井口 佳典,0.0
20240304,3,8,3,4292,4292,麻生 慎介,0.0
20240304,3,8,4,4483,4483,北野 輝季,0.0
20240304,3,8,5,4769,4769,馬場 剛,0.0
20240304,3,8,6,4441,4441,末永 由楽,0.0
20240304,3,9,1,4688,4688,永井 彪也,0.0
20240304,3,9,2,4808,4808,松尾 拓,0.0
20240304,3,9,3,4486,4486,野村 誠,0.0
20240304,3,9,4,4839,4839,四宮 与寛,0.0
20240304,3,9,5,4826,4826,井上 一輝,0.0
20240304,3,9,6,4118,4118,宇佐見 淳,0.0
20240304,4,12,1,4102,4102,益田 啓司,0.0
20240304,4,12,2,4295,4295,小坂 尚哉,0.0
20240304,4,12,3,4352,4352,下條 雄太郎,0.0
20240304,4,12,4,4478,4478,櫻本 あゆみ,0.0
20240304,4,12,5,4804,4804,高田 ひかる,0.0
20240304,4,12,6,4506,4506,稗田 聖也,0.0
20240304,4,1,1,5209,5209,小野 京平,0.0
20240304,4,1,2,3624,3624,大石 和彦,0.0
20240304,4,1,3,4379,4379,桑島 和宏,0.0
20240304,4,1,4,5153,5153,佐藤 ほのか,0.0
20240304,4,1,5,3533,3533,佐川 正道,0.0
20240304,4,1,6,4139,4139,丹下 健,0.0
20240304,4,2,1,5190,5190,大月 遊雅,0.0
20240304,4,2,2,4942,4942,柴田 朋哉,0.0
20240304,4,2,3,5207,5207,高山 敬悟,0.0
20240304,4,2,4,3630,3630,黒田 誠司,0.0
20240304,4,2,5,3563,3563,堤 昇,0.0
20240304,4,2,6,4979,4979,中野 夢斗,0.0
20240304,4,3,1,4578,4578,藤山 雅弘,0.0
20240304,4,3,2,3591,3591,後藤 孝義,0.0
20240304,4,3,3,4346,4346,前田 健太郎,0.0
20240304,4,3,4,3825,3825,宮嵜 隆太郎,0.0
20240304,4,3,5,4367,4367,山口 修路,0.0
20240304,4,3,6,4644,4644,山田 亮太,0.0
20240304,4,4,1,5204,5204,宇恵 有香,0.0
20240304,4,4,2,3736,3736,岡本 猛,0.0
20240304,4,4,3,3748,3748,小黒 竜吾,0.0
20240304,4,4,4,4289,4289,落合 直子,0.0
20240304,4,4,5,3993,3993,永井 聖美,0.0
20240304,4,4,6,5158,5158,宮脇 遼太,0.0
20240304,4,5,1,4229,4229,市川 美宏,0.0
20240304,4,5,2,4514,4514,上條 嘉嗣,0.0
20240304,4,5,3,5209,5209,小野 京平,0.0
20240304,4,5,4,4091,4091,荒田 泰明,0.0
20240304,4,5,5,3624,3624,大石 和彦,0.0
20240304,4,5,6,5071,5071,野見山 拓己,0.0
20240304,4,6,1,5153,5153,佐藤 ほのか,0.0
20240304,4,6,2,3681,3681,山谷 央,0.0
20240304,4,6,3,4398,4398,船岡 洋一郎,0.0
20240304,4,6,4,5047,5047,國分 将太郎,0.0
20240304,4,6,5,4942,4942,柴田 朋哉,0.0
20240304,4,6,6,4471,4471,新田 泰章,0.0
20240304,4,7,1,4171,4171,榎 幸司,0.0
20240304,4,7,2,3533,3533,佐川 正道,0.0
20240304,4,7,3,3630,3630,黒田 誠司,0.0
20240304,4,7,4,4346,4346,前田 健太郎,0.0
20240304,4,7,5,4798,4798,浜先 真範,0.0
20240304,4,7,6,3591,3591,後藤 孝義,0.0
20240304,4,8,1,3993,3993,永井 聖美,0.0
20240304,4,8,2,4367,4367,山口 修路,0.0
20240304,4,8,3,3825,3825,宮嵜 隆太郎,0.0
20240304,4,8,4,5190,5190,大月 遊雅,0.0
20240304,4,8,5,5204,5204,宇恵 有香,0.0
20240304,4,8,6,5207,5207,高山 敬悟,0.0
20240304,4,9,1,4644,4644,山田 亮太,0.0
20240304,4,9,2,4139,4139,丹下 健,0.0
20240304,4,9,3,4091,4091,荒田 泰明,0.0
20240304,4,9,4,3748,3748,小黒 竜吾,0.0
20240304,4,9,5,3736,3736,岡本 猛,0.0
20240304,4,9,6,4578,4578,藤山 雅弘,0.0
20240304,6,10,1,3752,3752,宇土 泰就,0.0
20240304,6,10,2,3156,3156,金子 良昭,0.0
20240304,6,10,3,3881,3881,浦上 拓也,0.0
20240304,6,10,4,3353,3353,前田 光昭,0.0
20240304,6,10,5,3559,3559,水長 照雄,0.0
20240304,6,10,6,3620,3620,信濃 由行,0.0
20240304,6,11,1,3268,3268,森 竜也,0.0
20240304,6,11,2,3617,3617,竹田 広樹,0.0
20240304,6,11,3,3501,3501,川上 昇平,0.0
20240304,6,11,4,3600,3600,玄馬 徹,0.0
20240304,6,11,5,3401,3401,上田 隆章,0.0
20240304,6,11,6,3211,3211,北川 敏弘,0.0
20240304,6,12,1,3577,3577,向所 浩二,0.0
20240304,6,12,2,3477,3477,近藤 稔也,0.0
20240304,6,12,3,3546,3546,中里 昌志,0.0
20240304,6,12,4,3284,3284,渡邊 伸太郎,0.0
20240304,6,12,5,3775,3775,泉 啓文,0.0
20240304,6,12,6,3680,3680,森林 太,0.0
20240304,6,1,1,3419,3419,栗原 謙治,0.0
20240304,6,1,2,3881,3881,浦上 拓也,0.0
20240304,6,1,3,3544,3544,豊田 訓靖,0.0
20240304,6,1,4,3400,3400,樋江井 愼祐,0.0
20240304,6,1,5,3535,3535,渡 修平,0.0
20240304,6,1,6,3430,3430,角浜 修,0.0
20240304,6,2,1,3353,3353,前田 光昭,0.0
20240304,6,2,2,3462,3462,竹上 真司,0.0
20240304,6,2,3,3478,3478,嶋田 貴支,0.0
20240304,6,2,4,3730,3730,塩崎 優司,0.0
20240304,6,2,5,3617,3617,竹田 広樹,0.0
20240304,6,2,6,2014,2014,高塚 清一,0.0
20240304,6,4,1,3850,3850,小川 知行,0.0
20240304,6,4,2,3284,3284,渡邊 伸太郎,0.0
20240304,6,4,3,3233,3233,小畑 実成,0.0
20240304,6,4,4,3370,3370,坪内 実,0.0
20240304,6,4,5,3211,3211,北川 敏弘,0.0
20240304,6,4,6,3156,3156,金子 良昭,0.0
20240304,6,5,1,3559,3559,水長 照雄,0.0
20240304,6,5,2,3775,3775,泉 啓文,0.0
20240304,6,5,3,3605,3605,中村 守成,0.0
20240304,6,5,4,3692,3692,竹腰 正樹,0.0
20240304,6,5,5,3268,3268,森 竜也,0.0
20240304,6,5,6,3107,3107,平岡 重典,0.0
20240304,6,7,1,3548,3548,室田 泰史,0.0
20240304,6,7,2,3661,3661,柳瀬 興志,0.0
20240304,6,7,3,3461,3461,渡邊 哲也,0.0
20240304,6,7,4,3478,3478,嶋田 貴支,0.0
20240304,6,7,5,3546,3546,中里 昌志,0.0
20240304,6,7,6,3857,3857,阿波 勝哉,0.0
20240304,6,8,1,3697,3697,勝野 竜司,0.0
20240304,6,8,2,3680,3680,森林 太,0.0
20240304,6,8,3,3419,3419,栗原 謙治,0.0
20240304,6,8,4,3462,3462,竹上 真司,0.0
20240304,6,8,5,3233,3233,小畑 実成,0.0
20240304,6,8,6,3352,3352,小川 晃司,0.0
20240304,6,9,1,3664,3664,鈴木 賢一,0.0
20240304,6,9,2,3605,3605,中村 守成,0.0
20240304,6,9,3,2014,2014,高塚 清一,0.0
20240304,6,9,4,3587,3587,武田 信一,0.0
20240304,6,9,5,3400,3400,樋江井 愼祐,0.0
20240304,6,9,6,3370,3370,坪内 実,0.0
20240304,7,10,1,5089,5089,前田 翔,0.0
20240304,7,10,2,5081,5081,篠原 飛翔,0.0
20240304,7,10,3,5098,5098,大江 純,0.0
20240304,7,10,4,5034,5034,若林 義人,0.0
20240304,7,10,5,5186,5186,遠藤 圭吾,0.0
20240304,7,10,6,5090,5090,生方 靖亜,0.0
20240304,7,11,1,5051,5051,松本 純平,0.0
20240304,7,11,2,5262,5262,鈴木 章司,0.0
20240304,7,11,3,5121,5121,定松 勇樹,0.0
20240304,7,11,4,5044,5044,渡邉 健,0.0
20240304,7,11,5,5050,5050,木下 雄介,0.0
20240304,7,11,6,5075,5075,中島 秀治,0.0
20240304,7,12,1,4959,4959,井上 忠政,0.0
20240304,7,12,2,5216,5216,長谷川 晴哉,0.0
20240304,7,12,3,4958,4958,溝口 海義也,0.0
20240304,7,12,4,5029,5029,中 亮太,0.0
20240304,7,12,5,5191,5191,飛田 江己,0.0
20240304,7,12,6,5109,5109,川崎 智稔,0.0
20240304,7,1,1,5252,5252,荒木 颯斗,0.0
20240304,7,1,2,5032,5032,谷口 知優,0.0
20240304,7,1,3,5139,5139,大場 恒季,0.0
20240304,7,1,4,5076,5076,石原 光,0.0
20240304,7,1,5,5243,5243,三馬 崇史,0.0
20240304,7,1,6,5083,5083,柳瀬 幹太,0.0
20240304,7,2,1,5050,5050,木下 雄介,0.0
20240304,7,2,2,5082,5082,一色 凌雅,0.0
20240304,7,2,3,5166,5166,仲道 大輔,0.0
20240304,7,2,4,5064,5064,品川 二千翔,0.0
20240304,7,2,5,5090,5090,生方 靖亜,0.0
20240304,7,2,6,5301,5301,岩下 巧斗,0.0
20240304,7,3,1,5169,5169,堀本 翔太,0.0
20240304,7,3,2,5178,5178,成貞 琳平,0.0
20240304,7,3,3,5216,5216,長谷川 晴哉,0.0
20240304,7,3,4,5186,5186,遠藤 圭吾,0.0
20240304,7,3,5,5051,5051,松本 純平,0.0
20240304,7,3,6,5033,5033,藤原 孝斗,0.0
20240304,7,4,1,5068,5068,前田 滉,0.0
20240304,7,4,2,4958,4958,溝口 海義也,0.0
20240304,7,4,3,5075,5075,中島 秀治,0.0
20240304,7,4,4,5154,5154,村松 栄太,0.0
20240304,7,4,5,5098,5098,大江 純,0.0
20240304,7,4,6,5292,5292,佐藤 右京,0.0
20240304,7,5,1,5262,5262,鈴木 章司,0.0
20240304,7,5,2,5109,5109,川崎 智稔,0.0
20240304,7,5,3,4983,4983,前田 篤哉,0.0
20240304,7,5,4,5257,5257,西丸 侑太朗,0.0
20240304,7,5,5,5159,5159,笠間 憲哉,0.0
20240304,7,5,6,5032,5032,谷口 知優,0.0
20240304,7,6,1,5214,5214,田中 宏典,0.0
20240304,7,6,2,5191,5191,飛田 江己,0.0
20240304,7,6,3,5252,5252,荒木 颯斗,0.0
20240304,7,6,4,5121,5121,定松 勇樹,0.0
20240304,7,6,5,5301,5301,岩下 巧斗,0.0
20240304,7,6,6,5125,5125,高井 雄基,0.0
20240304,7,7,1,5064,5064,品川 二千翔,0.0
20240304,7,7,2,5044,5044,渡邉 健,0.0
20240304,7,7,3,5169,5169,堀本 翔太,0.0
20240304,7,7,4,4959,4959,井上 忠政,0.0
20240304,7,7,5,5181,5181,森 智哉,0.0
20240304,7,7,6,5232,5232,樅山 拓馬,0.0
20240304,7,8,1,5166,5166,仲道 大輔,0.0
20240304,7,8,2,5083,5083,柳瀬 幹太,0.0
20240304,7,8,3,5029,5029,中 亮太,0.0
20240304,7,8,4,5033,5033,藤原 孝斗,0.0
20240304,7,8,5,5154,5154,村松 栄太,0.0
20240304,7,8,6,5285,5285,若林 麗,0.0
20240304,7,9,1,4934,4934,佐々木 翔斗,0.0
20240304,7,9,2,5243,5243,三馬 崇史,0.0
20240304,7,9,3,5067,5067,山田 真聖,0.0
20240304,7,9,4,4983,4983,前田 篤哉,0.0
20240304,7,9,5,5082,5082,一色 凌雅,0.0
20240304,7,9,6,5178,5178,成貞 琳平,0.0
20240304,9,10,1,4796,4796,春園 功太,0.0
20240304,9,10,2,4297,4297,山田 哲也,0.0
20240304,9,10,3,3532,3532,柴田 光,0.0
20240304,9,10,4,4086,4086,寺本 重宣,0.0
20240304,9,10,5,3619,3619,長谷川 充,0.0
20240304,9,10,6,4431,4431,石塚 裕介,0.0
20240304,9,11,1,4824,4824,松井 洪弥,0.0
20240304,9,11,2,3641,3641,一瀬 明,0.0
20240304,9,11,3,3653,3653,品川 賢次,0.0
20240304,9,11,4,3712,3712,淺香 文武,0.0
20240304,9,11,5,4888,4888,金児 隆太,0.0
20240304,9,11,6,3655,3655,本橋 克洋,0.0
20240304,9,12,1,4645,4645,上村 純一,0.0
20240304,9,12,2,4568,4568,廣瀬 真也,0.0
20240304,9,12,3,4754,4754,松尾 充,0.0
20240304,9,12,4,4759,4759,今泉 友吾,0.0
20240304,9,12,5,4261,4261,岡 祐臣,0.0
20240304,9,12,6,4181,4181,花本 夏樹,0.0
20240304,9,1,1,4759,4759,今泉 友吾,0.0
20240304,9,1,2,3653,3653,品川 賢次,0.0
20240304,9,1,3,4440,4440,萩原 知哉,0.0
20240304,9,1,4,4813,4813,宮内 直哉,0.0
20240304,9,1,5,4887,4887,富澤 祐作,0.0
20240304,9,1,6,5275,5275,松田 淳平,0.0
20240304,9,2,1,5256,5256,中山 翔太,0.0
20240304,9,2,2,4077,4077,品田 直樹,0.0
20240304,9,2,3,4169,4169,多田 有佑,0.0
20240304,9,2,4,3392,3392,小森 信雄,0.0
20240304,9,2,5,3973,3973,崎 利仁,0.0
20240304,9,2,6,5253,5253,藤井 太雅,0.0
20240304,9,3,1,4431,4431,石塚 裕介,0.0
20240304,9,3,2,4888,4888,金児 隆太,0.0
20240304,9,3,3,4618,4618,乃村 康友,0.0
20240304,9,3,4,3740,3740,大澤 普司,0.0
20240304,9,3,5,4945,4945,上村 宏太,0.0
20240304,9,3,6,4358,4358,松本 庸平,0.0
20240304,9,5,1,4261,4261,岡 祐臣,0.0
20240304,9,5,2,4440,4440,萩原 知哉,0.0
20240304,9,5,3,3619,3619,長谷川 充,0.0
20240304,9,5,4,4887,4887,富澤 祐作,0.0
20240304,9,5,5,3712,3712,淺香 文武,0.0
20240304,9,5,6,4766,4766,石井 孝之,0.0
20240304,9,6,1,5006,5006,久保原 秀人,0.0
20240304,9,6,2,4086,4086,寺本 重宣,0.0
20240304,9,6,3,4297,4297,山田 哲也,0.0
20240304,9,6,4,5256,5256,中山 翔太,0.0
20240304,9,6,5,4077,4077,品田 直樹,0.0
20240304,9,6,6,4824,4824,松井 洪弥,0.0
20240304,9,7,1,4954,4954,内山 峻輔,0.0
20240304,9,7,2,3655,3655,本橋 克洋,0.0
20240304,9,7,3,4945,4945,上村 宏太,0.0
20240304,9,7,4,3641,3641,一瀬 明,0.0
20240304,9,7,5,4754,4754,松尾 充,0.0
20240304,9,7,6,3392,3392,小森 信雄,0.0
20240304,9,8,1,5070,5070,中島 航,0.0
20240304,9,8,2,4358,4358,松本 庸平,0.0
20240304,9,8,3,4568,4568,廣瀬 真也,0.0
20240304,9,8,4,4420,4420,津久井 拓也,0.0
20240304,9,8,5,5275,5275,松田 淳平,0.0
20240304,9,8,6,4645,4645,上村 純一,0.0
20240304,9,9,1,3740,3740,大澤 普司,0.0
20240304,9,9,2,4766,4766,石井 孝之,0.0
20240304,9,9,3,4895,4895,門間 雄大,0.0
20240304,9,9,4,3888,3888,山本 英志,0.0
20240304,9,9,5,5253,5253,藤井 太雅,0.0
20240304,9,9,6,4618,4618,乃村 康友,0.0
20240304,11,10,1,3158,3158,島川 光男,0.0
20240304,11,10,2,4918,4918,川島 拓郎,0.0
20240304,11,10,3,3315,3315,広瀬 聖仁,0.0
20240304,11,10,4,4926,4926,吉川 貴仁,0.0
20240304,11,10,5,4252,4252,松下 哲也,0.0
20240304,11,10,6,4402,4402,乙藤 智史,0.0
20240304,11,11,1,4561,4561,藤山 翔大,0.0
20240304,11,11,2,4992,4992,廣瀬 篤哉,0.0
20240304,11,11,3,3362,3362,間嶋 仁志,0.0
20240304,11,11,4,4167,4167,片岡 秀樹,0.0
20240304,11,11,5,3950,3950,石川 哲秀,0.0
20240304,11,11,6,4156,4156,浜野 孝志,0.0
20240304,11,12,1,4743,4743,木村 仁紀,0.0
20240304,11,12,2,3934,3934,鋤柄 貴俊,0.0
20240304,11,12,3,4231,4231,鈴木 裕隆,0.0
20240304,11,12,4,4809,4809,外崎 悟,0.0
20240304,11,12,5,4302,4302,西野 翔太,0.0
20240304,11,12,6,4630,4630,岩永 雅人,0.0
20240304,11,1,1,4167,4167,片岡 秀樹,0.0
20240304,11,1,2,3776,3776,横井 健太,0.0
20240304,11,1,3,4204,4204,柴田 大輔,0.0
20240304,11,1,4,4593,4593,小坂 宗司,0.0
20240304,11,1,5,5302,5302,秋末 秦悟,0.0
20240304,11,1,6,4918,4918,川島 拓郎,0.0
20240304,11,2,1,4992,4992,廣瀬 篤哉,0.0
20240304,11,2,2,4257,4257,古川 健,0.0
20240304,11,2,3,4119,4119,泥谷 一毅,0.0
20240304,11,2,4,4638,4638,小林 遼太,0.0
20240304,11,2,5,3381,3381,滝沢 芳行,0.0
20240304,11,2,6,4231,4231,鈴木 裕隆,0.0
20240304,11,3,1,4898,4898,菊地 敬介,0.0
20240304,11,3,2,4402,4402,乙藤 智史,0.0
20240304,11,3,3,4156,4156,浜野 孝志,0.0
20240304,11,3,4,4978,4978,山田 和佐,0.0
20240304,11,3,5,5319,5319,近藤 颯斗,0.0
20240304,11,3,6,3024,3024,西島 義則,0.0
20240304,11,4,1,4252,4252,松下 哲也,0.0
20240304,11,4,2,3584,3584,佐々木 英樹,0.0
20240304,11,4,3,3820,3820,樫葉 次郎,0.0
20240304,11,4,4,4561,4561,藤山 翔大,0.0
20240304,11,4,5,3934,3934,鋤柄 貴俊,0.0
20240304,11,4,6,5325,5325,澁川 夏,0.0
20240304,11,5,1,4302,4302,西野 翔太,0.0
20240304,11,5,2,3315,3315,広瀬 聖仁,0.0
20240304,11,5,3,3776,3776,横井 健太,0.0
20240304,11,5,4,5157,5157,市川 健太,0.0
20240304,11,5,5,3629,3629,浅見 昌克,0.0
20240304,11,5,6,4325,4325,新出 浩司,0.0
20240304,11,7,1,3362,3362,間嶋 仁志,0.0
20240304,11,7,2,4368,4368,山口 隆史,0.0
20240304,11,7,3,4809,4809,外崎 悟,0.0
20240304,11,7,4,4257,4257,古川 健,0.0
20240304,11,7,5,4204,4204,柴田 大輔,0.0
20240304,11,7,6,5319,5319,近藤 颯斗,0.0
20240304,11,8,1,4119,4119,泥谷 一毅,0.0
20240304,11,8,2,4978,4978,山田 和佐,0.0
20240304,11,8,3,3808,3808,秋田 健太郎,0.0
20240304,11,8,4,4743,4743,木村 仁紀,0.0
20240304,11,8,5,5325,5325,澁川 夏,0.0
20240304,11,8,6,4732,4732,堀本 和也,0.0
20240304,11,9,1,3714,3714,梶原 正,0.0
20240304,11,9,2,4462,4462,夏山 亮平,0.0
20240304,11,9,3,4793,4793,金子 萌,0.0
20240304,11,9,4,4898,4898,菊地 敬介,0.0
20240304,11,9,5,4325,4325,新出 浩司,0.0
20240304,11,9,6,4640,4640,山ノ内 雅人,0.0
20240304,13,10,1,3590,3590,濱野谷 憲吾,0.0
20240304,13,10,2,3780,3780,魚谷 智之,0.0
20240304,13,10,3,4932,4932,新開 航,0.0
20240304,13,10,4,4573,4573,佐藤 翼,0.0
20240304,13,10,5,4305,4305,金子 拓矢,0.0
20240304,13,10,6,4445,4445,宮地 元輝,0.0
20240304,13,12,1,3854,3854,吉川 元浩,0.0
20240304,13,12,2,4262,4262,馬場 貴也,0.0
20240304,13,12,3,4831,4831,羽野 直也,0.0
20240304,13,12,4,4787,4787,椎名 豊,0.0
20240304,13,12,5,3415,3415,松井 繁,0.0
20240304,13,12,6,4444,4444,桐生 順平,0.0
20240304,13,1,1,4448,4448,青木 玄太,0.0
20240304,13,1,2,4852,4852,川原 祐明,0.0
20240304,13,1,3,4290,4290,稲田 浩二,0.0
20240304,13,1,4,3737,3737,上平 真二,0.0
20240304,13,1,5,4494,4494,河合 佑樹,0.0
20240304,13,1,6,3874,3874,山本 寛久,0.0
20240304,13,2,1,4573,4573,佐藤 翼,0.0
20240304,13,2,2,4472,4472,尾嶋 一広,0.0
20240304,13,2,3,4685,4685,島村 隆幸,0.0
20240304,13,2,4,4030,4030,森高 一真,0.0
20240304,13,2,5,4524,4524,深谷 知博,0.0
20240304,13,2,6,4350,4350,篠崎 元志,0.0
20240304,13,3,1,4757,4757,山田 祐也,0.0
20240304,13,3,2,4278,4278,藤岡 俊介,0.0
20240304,13,3,3,3941,3941,池田 浩二,0.0
20240304,13,3,4,4166,4166,吉田 拡郎,0.0
20240304,13,3,5,4477,4477,篠崎 仁志,0.0
20240304,13,3,6,4856,4856,豊田 健士郎,0.0
20240304,13,4,1,4604,4604,岩瀬 裕亮,0.0
20240304,13,4,2,4168,4168,石野 貴之,0.0
20240304,13,4,3,4445,4445,宮地 元輝,0.0
20240304,13,4,4,3978,3978,齊藤 仁,0.0
20240304,13,4,5,4002,4002,古結 宏,0.0
20240304,13,4,6,3744,3744,徳増 秀樹,0.0
20240304,13,5,1,3623,3623,深川 真二,0.0
20240304,13,5,2,4344,4344,新田 雄史,0.0
20240304,13,5,3,4427,4427,秦 英悟,0.0
20240304,13,5,4,4547,4547,中田 竜太,0.0
20240304,13,5,5,3590,3590,濱野谷 憲吾,0.0
20240304,13,5,6,4512,4512,高野 哲史,0.0
20240304,13,6,1,4686,4686,丸野 一樹,0.0
20240304,13,6,2,4362,4362,土屋 智則,0.0
20240304,13,6,3,5016,5016,宮田 龍馬,0.0
20240304,13,6,4,4932,4932,新開 航,0.0
20240304,13,6,5,4042,4042,丸岡 正典,0.0
20240304,13,6,6,3897,3897,白井 英治,0.0
20240304,13,7,1,3654,3654,武田 光史,0.0
20240304,13,7,2,4794,4794,和田 拓也,0.0
20240304,13,7,3,4477,4477,篠崎 仁志,0.0
20240304,13,7,4,4524,4524,深谷 知博,0.0
20240304,13,7,5,4719,4719,上條 暢嵩,0.0
20240304,13,7,6,3961,3961,谷村 一哉,0.0
20240304,13,8,1,4290,4290,稲田 浩二,0.0
20240304,13,8,2,4166,4166,吉田 拡郎,0.0
20240304,13,8,3,3719,3719,辻 栄蔵,0.0
20240304,13,8,4,3744,3744,徳増 秀樹,0.0
20240304,13,8,5,4545,4545,岡村 慶太,0.0
20240304,13,8,6,4685,4685,島村 隆幸,0.0
20240304,13,9,1,4030,4030,森高 一真,0.0
20240304,13,9,2,3737,3737,上平 真二,0.0
20240304,13,9,3,4168,4168,石野 貴之,0.0
20240304,13,9,4,5042,5042,畑田 汰一,0.0
20240304,13,9,5,4055,4055,吉田 俊彦,0.0
20240304,13,9,6,4344,4344,新田 雄史,0.0
20240304,16,10,1,4011,4011,堀之内紀代子,0.0
20240304,16,10,2,3875,3875,廣中 良一,0.0
20240304,16,10,3,4097,4097,貫地谷 直人,0.0
20240304,16,10,4,3454,3454,井川 大作,0.0
20240304,16,10,5,4724,4724,吉田 祐貴,0.0
20240304,16,10,6,4643,4643,近江 翔吾,0.0
20240304,16,11,1,4713,4713,白神 優,0.0
20240304,16,11,2,4172,4172,森定 晃史,0.0
20240304,16,11,3,3434,3434,松尾 宣邦,0.0
20240304,16,11,4,4600,4600,井内 将太郎,0.0
20240304,16,11,5,4989,4989,石原 翼,0.0
20240304,16,11,6,3357,3357,福島 陽子,0.0
20240304,16,1,1,4677,4677,片橋 幸貴,0.0
20240304,16,1,2,3701,3701,大西 隆洋,0.0
20240304,16,1,3,4014,4014,片岡 恵里,0.0
20240304,16,1,4,4097,4097,貫地谷 直人,0.0
20240304,16,1,5,3935,3935,岩津 徹郎,0.0
20240304,16,1,6,3434,3434,松尾 宣邦,0.0
20240304,16,2,1,4853,4853,前原 哉,0.0
20240304,16,2,2,4253,4253,西川 真人,0.0
20240304,16,2,3,4728,4728,山口 亮,0.0
20240304,16,2,4,5177,5177,松井 貫太,0.0
20240304,16,2,5,5165,5165,小林 愛実,0.0
20240304,16,2,6,5208,5208,屋良 龍紀,0.0
20240304,16,3,1,3459,3459,中野 和裕,0.0
20240304,16,3,2,4894,4894,原村 拓也,0.0
20240304,16,3,3,3976,3976,内田 圭,0.0
20240304,16,3,4,3357,3357,福島 陽子,0.0
20240304,16,3,5,3875,3875,廣中 良一,0.0
20240304,16,3,6,4374,4374,永田 義紘,0.0
20240304,16,4,1,4724,4724,吉田 祐貴,0.0
20240304,16,4,2,3901,3901,松田 憲幸,0.0
20240304,16,4,3,3987,3987,後藤 正宗,0.0
20240304,16,4,4,4460,4460,後藤 翔之,0.0
20240304,16,4,5,4172,4172,森定 晃史,0.0
20240304,16,4,6,5250,5250,嶋田 有里,0.0
20240304,16,5,1,4906,4906,鈴木 雅希,0.0
20240304,16,5,2,3454,3454,井川 大作,0.0
20240304,16,5,3,4600,4600,井内 将太郎,0.0
20240304,16,5,4,3444,3444,香月 大介,0.0
20240304,16,5,5,4225,4225,土屋 千明,0.0
20240304,16,5,6,4014,4014,片岡 恵里,0.0
20240304,16,6,1,3995,3995,重野 哲之,0.0
20240304,16,6,2,4011,4011,堀之内紀代子,0.0
20240304,16,6,3,4989,4989,石原 翼,0.0
20240304,16,6,4,5111,5111,三村 岳人,0.0
20240304,16,6,5,5261,5261,岡 暢祐,0.0
20240304,16,6,6,3701,3701,大西 隆洋,0.0
20240304,16,8,1,4894,4894,原村 拓也,0.0
20240304,16,8,2,4762,4762,藤原 啓史朗,0.0
20240304,16,8,3,3901,3901,松田 憲幸,0.0
20240304,16,8,4,3935,3935,岩津 徹郎,0.0
20240304,16,8,5,5208,5208,屋良 龍紀,0.0
20240304,16,8,6,4089,4089,妹尾 忠幸,0.0
20240304,16,9,1,4253,4253,西川 真人,0.0
20240304,16,9,2,3435,3435,寺田 千恵,0.0
20240304,16,9,3,3933,3933,山地 正樹,0.0
20240304,16,9,4,3987,3987,後藤 正宗,0.0
20240304,16,9,5,4906,4906,鈴木 雅希,0.0
20240304,16,9,6,3976,3976,内田 圭,0.0
20240304,20,10,1,3432,3432,宮迫 暢彦,0.0
20240304,20,10,2,5188,5188,武井 莉里佳,0.0
20240304,20,10,3,3711,3711,江本 真治,0.0
20240304,20,10,4,3717,3717,立間 充宏,0.0
20240304,20,10,5,3593,3593,横井 光弘,0.0
20240304,20,10,6,4405,4405,南野 利騰,0.0
20240304,20,11,1,3997,3997,北村 征嗣,0.0
20240304,20,11,2,5048,5048,眞鳥 康太,0.0
20240304,20,11,3,3484,3484,芝田 浩治,0.0
20240304,20,11,4,4232,4232,笠 雅雄,0.0
20240304,20,11,5,4890,4890,石川 諒,0.0
20240304,20,11,6,4505,4505,島田 賢人,0.0
20240304,20,12,1,3188,3188,日高 逸子,0.0
20240304,20,12,2,4183,4183,宇野 弥生,0.0
20240304,20,12,3,5218,5218,山田 理央,0.0
20240304,20,12,4,3618,3618,海野 ゆかり,0.0
20240304,20,12,5,4924,4924,中北 涼,0.0
20240304,20,12,6,5254,5254,羽田 妃希,0.0
20240304,20,2,1,3919,3919,村上 純,0.0
20240304,20,2,2,4405,4405,南野 利騰,0.0
20240304,20,2,3,4463,4463,三苫 晃幸,0.0
20240304,20,2,4,3305,3305,小野 信樹,0.0
20240304,20,2,5,5254,5254,羽田 妃希,0.0
