hd,jcd,rno,lane,regno,racer_id,racer_name,p1_win
20240318,15,8,5,4534,4534,坂 咲友理,0.0
20240318,15,8,6,5265,5265,大廣 咲季,0.0
20240318,15,9,1,3579,3579,中里 優子,0.0
20240318,15,9,2,4414,4414,大澤 真菜,0.0
20240318,15,9,3,4387,4387,平山 智加,0.0
20240318,15,9,4,5153,5153,佐藤 ほのか,0.0
20240318,15,9,5,5241,5241,門田 栞,0.0
20240318,15,9,6,3871,3871,池田 紫乃,0.0
20240318,17,10,1,4442,4442,松竹 大輔,0.0
20240318,17,10,2,4395,4395,下河 雅史,0.0
20240318,17,10,3,4788,4788,小池 哲也,0.0
20240318,17,10,4,3805,3805,高橋 英之,0.0
20240318,17,10,5,4057,4057,松井 賢治,0.0
20240318,17,10,6,3788,3788,一宮 稔弘,0.0
20240318,17,11,1,4535,4535,北山 康介,0.0
20240318,17,11,2,4000,4000,松本 博昭,0.0
20240318,17,11,3,3955,3955,眞田 英二,0.0
20240318,17,11,4,4122,4122,安東 幸治,0.0
20240318,17,11,5,3304,3304,烏野 賢太,0.0
20240318,17,11,6,4260,4260,中越 博紀,0.0
20240318,17,12,1,4448,4448,青木 玄太,0.0
20240318,17,12,2,3966,3966,作間 章,0.0
20240318,17,12,3,4227,4227,安達 裕樹,0.0
20240318,17,12,4,4364,4364,池永 太,0.0
20240318,17,12,5,4739,4739,中村 晃朋,0.0
20240318,17,12,6,4808,4808,松尾 拓,0.0
20240318,17,1,1,4788,4788,小池 哲也,0.0
20240318,17,1,2,4406,4406,幸野 史明,0.0
20240318,17,1,3,5222,5222,津田 陸翔,0.0
20240318,17,1,4,4034,4034,西原 明生,0.0
20240318,17,1,5,3614,3614,谷 勝幸,0.0
20240318,17,1,6,4204,4204,柴田 大輔,0.0
20240318,17,4,1,4873,4873,蒲原 健太,0.0
20240318,17,4,2,4739,4739,中村 晃朋,0.0
20240318,17,4,3,3805,3805,高橋 英之,0.0
20240318,17,4,4,4684,4684,楠原 翔太,0.0
20240318,17,4,5,3955,3955,眞田 英二,0.0
20240318,17,4,6,5134,5134,大原 祥昌,0.0
20240318,17,5,1,4364,4364,池永 太,0.0
20240318,17,5,2,4449,4449,中嶋 達也,0.0
20240318,17,5,3,4000,4000,松本 博昭,0.0
20240318,17,5,4,4053,4053,芦澤 望,0.0
20240318,17,5,5,4442,4442,松竹 大輔,0.0
20240318,17,5,6,4034,4034,西原 明生,0.0
20240318,17,6,1,3912,3912,川原 正明,0.0
20240318,17,6,2,4227,4227,安達 裕樹,0.0
20240318,17,6,3,4951,4951,新田 洋一,0.0
20240318,17,6,4,3788,3788,一宮 稔弘,0.0
20240318,17,6,5,4429,4429,豊田 泰洋,0.0
20240318,17,6,6,4122,4122,安東 幸治,0.0
20240318,17,7,1,3542,3542,清水 紀克,0.0
20240318,17,7,2,4448,4448,青木 玄太,0.0
20240318,17,7,3,4359,4359,横川 聖志,0.0
20240318,17,7,4,4204,4204,柴田 大輔,0.0
20240318,17,7,5,4531,4531,武富 智亮,0.0
20240318,17,7,6,3327,3327,野長瀬 正孝,0.0
20240318,17,9,1,3951,3951,石川 吉鎬,0.0
20240318,17,9,2,3338,3338,出本 正博,0.0
20240318,17,9,3,4684,4684,楠原 翔太,0.0
20240318,17,9,4,4323,4323,山田 佑樹,0.0
20240318,17,9,5,4406,4406,幸野 史明,0.0
20240318,17,9,6,5236,5236,小宮 涼雅,0.0
20240318,22,10,1,5087,5087,佐藤 航,0.0
20240318,22,10,2,5242,5242,高山 弘斗,0.0
20240318,22,10,3,4711,4711,前出 達吉,0.0
20240318,22,10,4,3381,3381,滝沢 芳行,0.0
20240318,22,10,5,4570,4570,前田 聖文,0.0
20240318,22,10,6,4734,4734,安河内 将,0.0
20240318,22,11,1,5015,5015,高橋 竜矢,0.0
20240318,22,11,2,4828,4828,松山 将吾,0.0
20240318,22,11,3,4131,4131,原 豊土,0.0
20240318,22,11,4,4877,4877,鈴谷 一平,0.0
20240318,22,11,5,4638,4638,小林 遼太,0.0
20240318,22,11,6,5029,5029,中 亮太,0.0
20240318,22,12,1,3257,3257,田頭 実,0.0
20240318,22,12,2,3721,3721,守田 俊介,0.0
20240318,22,12,3,4371,4371,西山 貴浩,0.0
20240318,22,12,4,3716,3716,石渡 鉄兵,0.0
20240318,22,12,5,4205,4205,山口 剛,0.0
20240318,22,12,6,4500,4500,山田 康二,0.0
20240318,22,1,1,4877,4877,鈴谷 一平,0.0
20240318,22,1,2,4936,4936,戸敷 晃美,0.0
20240318,22,1,3,3882,3882,新田 智彰,0.0
20240318,22,1,4,5242,5242,高山 弘斗,0.0
20240318,22,1,5,4138,4138,中井 俊祐,0.0
20240318,22,1,6,5085,5085,中村 栄治,0.0
20240318,22,3,1,4638,4638,小林 遼太,0.0
20240318,22,3,2,3537,3537,田山 和広,0.0
20240318,22,3,3,4500,4500,山田 康二,0.0
20240318,22,3,4,4893,4893,渡邉 真奈美,0.0
20240318,22,3,5,3752,3752,宇土 泰就,0.0
20240318,22,3,6,4744,4744,伊藤 玲奈,0.0
20240318,22,4,1,3286,3286,坂東 満,0.0
20240318,22,4,2,5060,5060,数原 魁,0.0
20240318,22,4,3,5079,5079,大石 真央,0.0
20240318,22,4,4,5015,5015,高橋 竜矢,0.0
20240318,22,4,5,5087,5087,佐藤 航,0.0
20240318,22,4,6,3721,3721,守田 俊介,0.0
20240318,22,5,1,3882,3882,新田 智彰,0.0
20240318,22,5,2,4145,4145,小澤 学,0.0
20240318,22,5,3,4734,4734,安河内 将,0.0
20240318,22,5,4,5117,5117,冨名腰 桃奈,0.0
20240318,22,5,5,3257,3257,田頭 実,0.0
20240318,22,5,6,4828,4828,松山 将吾,0.0
20240318,22,6,1,3615,3615,横田 茂,0.0
20240318,22,6,2,3381,3381,滝沢 芳行,0.0
20240318,22,6,3,5029,5029,中 亮太,0.0
20240318,22,6,4,4371,4371,西山 貴浩,0.0
20240318,22,6,5,4383,4383,竹田 吉行,0.0
20240318,22,6,6,4436,4436,渋谷 明憲,0.0
20240318,22,7,1,4205,4205,山口 剛,0.0
20240318,22,7,2,4076,4076,杉田 篤光,0.0
20240318,22,7,3,3945,3945,橋口 真樹,0.0
20240318,22,7,4,4327,4327,加藤 翔,0.0
20240318,22,7,5,3072,3072,西田 靖,0.0
20240318,22,7,6,4116,4116,川田 正人,0.0
20240318,22,8,1,3444,3444,香月 大介,0.0
20240318,22,8,2,3716,3716,石渡 鉄兵,0.0
20240318,22,8,3,3537,3537,田山 和広,0.0
20240318,22,8,4,5060,5060,数原 魁,0.0
20240318,22,8,5,5212,5212,西川 拓利,0.0
20240318,22,8,6,4818,4818,伏見 俊介,0.0
20240318,23,10,1,5142,5142,常住 蓮,0.0
20240318,23,10,2,3898,3898,平田 忠則,0.0
20240318,23,10,3,4839,4839,四宮 与寛,0.0
20240318,23,10,4,4377,4377,濱本 優一,0.0
20240318,23,10,5,4111,4111,奥田 誠,0.0
20240318,23,10,6,4346,4346,前田 健太郎,0.0
20240318,23,11,1,4384,4384,鶴本 崇文,0.0
20240318,23,11,2,4236,4236,松村 敏,0.0
20240318,23,11,3,4214,4214,林 祐介,0.0
20240318,23,11,4,4121,4121,富永 修一,0.0
20240318,23,11,5,4425,4425,大井 清貴,0.0
20240318,23,11,6,4348,4348,宮崎 奨,0.0
20240318,23,12,1,4069,4069,山本 修一,0.0
20240318,23,12,2,4218,4218,吉川 喜継,0.0
20240318,23,12,3,4064,4064,原田 篤志,0.0
20240318,23,12,4,4600,4600,井内 将太郎,0.0
20240318,23,12,5,4330,4330,奈須 啓太,0.0
20240318,23,12,6,3747,3747,國崎 良春,0.0
20240318,23,1,1,4839,4839,四宮 与寛,0.0
20240318,23,1,2,3591,3591,後藤 孝義,0.0
20240318,23,1,3,5244,5244,黒田 剛,0.0
20240318,23,1,4,4981,4981,牧山 敦也,0.0
20240318,23,1,5,4753,4753,森 照夫,0.0
20240318,23,1,6,3212,3212,亀本 勇樹,0.0
20240318,23,3,1,4377,4377,濱本 優一,0.0
20240318,23,3,2,5124,5124,上瀧 絢也,0.0
20240318,23,3,3,3747,3747,國崎 良春,0.0
20240318,23,3,4,5199,5199,垂水 悠,0.0
20240318,23,3,5,3211,3211,北川 敏弘,0.0
20240318,23,3,6,4880,4880,澤崎 雄哉,0.0
20240318,23,4,1,4331,4331,三好 勇人,0.0
20240318,23,4,2,4355,4355,小川 広大,0.0
20240318,23,4,3,4384,4384,鶴本 崇文,0.0
20240318,23,4,4,5307,5307,富永 夏哉人,0.0
20240318,23,4,5,5142,5142,常住 蓮,0.0
20240318,23,4,6,4301,4301,関 裕也,0.0
20240318,23,5,1,4111,4111,奥田 誠,0.0
20240318,23,5,2,4376,4376,藤田 靖弘,0.0
20240318,23,5,3,4557,4557,松尾 光広,0.0
20240318,23,5,4,4776,4776,竹田 和哉,0.0
20240318,23,5,5,4218,4218,吉川 喜継,0.0
20240318,23,5,6,4899,4899,占部 一真,0.0
20240318,23,7,1,3461,3461,渡邊 哲也,0.0
20240318,23,7,2,4348,4348,宮崎 奨,0.0
20240318,23,7,3,3211,3211,北川 敏弘,0.0
20240318,23,7,4,3792,3792,田中 豪,0.0
20240318,23,7,5,4600,4600,井内 将太郎,0.0
20240318,23,7,6,5244,5244,黒田 剛,0.0
20240318,23,9,1,4981,4981,牧山 敦也,0.0
20240318,23,9,2,3661,3661,柳瀬 興志,0.0
20240318,23,9,3,3587,3587,武田 信一,0.0
20240318,23,9,4,4063,4063,市橋 卓士,0.0
20240318,23,9,5,4331,4331,三好 勇人,0.0
20240318,23,9,6,4376,4376,藤田 靖弘,0.0
20240318,24,10,1,4276,4276,鈴木 勝博,0.0
20240318,24,10,2,4150,4150,山田 雄太,0.0
20240318,24,10,3,4259,4259,真庭 明志,0.0
20240318,24,10,4,4077,4077,品田 直樹,0.0
20240318,24,10,5,4191,4191,赤羽 克也,0.0
20240318,24,10,6,4700,4700,金子 和之,0.0
20240318,24,11,1,4437,4437,中田 元泰,0.0
20240318,24,11,2,4594,4594,谷川 祐一,0.0
20240318,24,11,3,4174,4174,赤坂 俊輔,0.0
20240318,24,11,4,4887,4887,富澤 祐作,0.0
20240318,24,11,5,3849,3849,中岡 正彦,0.0
20240318,24,11,6,3841,3841,佐々木 和伸,0.0
20240318,24,12,1,4566,4566,塩田 北斗,0.0
20240318,24,12,2,4335,4335,若林 将,0.0
20240318,24,12,3,4016,4016,西川 新太郎,0.0
20240318,24,12,4,4136,4136,江夏 満,0.0
20240318,24,12,5,4624,4624,高田 明,0.0
20240318,24,12,6,4438,4438,森作 雄大,0.0
20240318,24,1,1,3501,3501,川上 昇平,0.0
20240318,24,1,2,3773,3773,津留 浩一郎,0.0
20240318,24,1,3,3664,3664,鈴木 賢一,0.0
20240318,24,1,4,4129,4129,宇野 博之,0.0
20240318,24,1,5,3953,3953,志道 吉和,0.0
20240318,24,1,6,4803,4803,飯田 庄吾,0.0
20240318,24,2,1,5065,5065,伊久間 陽優,0.0
20240318,24,2,2,3718,3718,伊達 正利,0.0
20240318,24,2,3,3841,3841,佐々木 和伸,0.0
20240318,24,2,4,4410,4410,井上 大輔,0.0
20240318,24,2,5,5268,5268,山本 幸也,0.0
20240318,24,2,6,4259,4259,真庭 明志,0.0
20240318,24,3,1,4817,4817,渡邉 翼,0.0
20240318,24,3,2,4438,4438,森作 雄大,0.0
20240318,24,3,3,4241,4241,大串 重幸,0.0
20240318,24,3,4,4740,4740,齋藤 達希,0.0
20240318,24,3,5,4437,4437,中田 元泰,0.0
20240318,24,3,6,5328,5328,井上 慧人,0.0
20240318,24,4,1,3860,3860,松本 浩貴,0.0
20240318,24,4,2,3505,3505,山田 竜一,0.0
20240318,24,4,3,4624,4624,高田 明,0.0
20240318,24,4,4,4752,4752,西尾 亮輔,0.0
20240318,24,4,5,4174,4174,赤坂 俊輔,0.0
20240318,24,4,6,3950,3950,石川 哲秀,0.0
20240318,24,5,1,4691,4691,水原 慎,0.0
20240318,24,5,2,3953,3953,志道 吉和,0.0
20240318,24,5,3,4136,4136,江夏 満,0.0
20240318,24,5,4,3849,3849,中岡 正彦,0.0
20240318,24,5,5,5048,5048,眞鳥 康太,0.0
20240318,24,5,6,4077,4077,品田 直樹,0.0
20240318,24,6,1,4919,4919,吉田 翔悟,0.0
20240318,24,6,2,4191,4191,赤羽 克也,0.0
20240318,24,6,3,4335,4335,若林 将,0.0
20240318,24,6,4,3501,3501,川上 昇平,0.0
20240318,24,6,5,4887,4887,富澤 祐作,0.0
20240318,24,6,6,3718,3718,伊達 正利,0.0
20240318,24,7,1,3664,3664,鈴木 賢一,0.0
20240318,24,7,2,3922,3922,菅沼 佳昭,0.0
20240318,24,7,3,4594,4594,谷川 祐一,0.0
20240318,24,7,4,4566,4566,塩田 北斗,0.0
20240318,24,7,5,4241,4241,大串 重幸,0.0
20240318,24,7,6,5268,5268,山本 幸也,0.0
20240318,24,8,1,4016,4016,西川 新太郎,0.0
20240318,24,8,2,4410,4410,井上 大輔,0.0
20240318,24,8,3,4452,4452,松尾 祭,0.0
20240318,24,8,4,4254,4254,川島 圭司,0.0
20240318,24,8,5,3790,3790,佐口 達也,0.0
20240318,24,8,6,4949,4949,横田 貴満,0.0
20240318,24,9,1,4553,4553,坪口 竜也,0.0
20240318,24,9,2,4740,4740,齋藤 達希,0.0
20240318,24,9,3,4832,4832,権藤 俊光,0.0
20240318,24,9,4,3746,3746,岡瀬 正人,0.0
20240318,24,9,5,3860,3860,松本 浩貴,0.0
20240318,24,9,6,4593,4593,小坂 宗司,0.0
20240319,1,10,1,4580,4580,長谷川 雅和,0.0
20240319,1,10,2,4578,4578,藤山 雅弘,0.0
20240319,1,10,3,4089,4089,妹尾 忠幸,0.0
20240319,1,10,4,4188,4188,久田 敏之,0.0
20240319,1,10,5,4458,4458,抹香 雄三,0.0
20240319,1,10,6,5150,5150,坂本 雄紀,0.0
20240319,1,11,1,4090,4090,中村 尊,0.0
20240319,1,11,2,3475,3475,橋本 久和,0.0
20240319,1,11,3,4608,4608,荒井 翔伍,0.0
20240319,1,11,4,3226,3226,浦田 信義,0.0
20240319,1,11,5,4105,4105,松下 直也,0.0
20240319,1,11,6,3793,3793,高橋 真吾,0.0
20240319,1,12,1,3909,3909,佐々木 康幸,0.0
20240319,1,12,2,4163,4163,山崎 裕司,0.0
20240319,1,12,3,4120,4120,柘植 政浩,0.0
20240319,1,12,4,4308,4308,河村 了,0.0
20240319,1,12,5,4025,4025,山本 隆幸,0.0
20240319,1,12,6,4654,4654,篠田 優也,0.0
20240319,1,1,1,3419,3419,栗原 謙治,0.0
20240319,1,1,2,3107,3107,平岡 重典,0.0
20240319,1,1,3,4274,4274,長畑 友輔,0.0
20240319,1,1,4,4114,4114,深澤 達徳,0.0
20240319,1,1,5,4580,4580,長谷川 雅和,0.0
20240319,1,1,6,4229,4229,市川 美宏,0.0
20240319,1,2,1,5061,5061,中村 駿平,0.0
20240319,1,2,2,3268,3268,森 竜也,0.0
20240319,1,2,3,3475,3475,橋本 久和,0.0
20240319,1,2,4,4340,4340,土性 雅也,0.0
20240319,1,2,5,3482,3482,金子 猛志,0.0
20240319,1,2,6,4120,4120,柘植 政浩,0.0
20240319,1,3,1,3619,3619,長谷川 充,0.0
20240319,1,3,2,4090,4090,中村 尊,0.0
20240319,1,3,3,4025,4025,山本 隆幸,0.0
20240319,1,3,4,4319,4319,三宅 潤,0.0
20240319,1,3,5,5252,5252,荒木 颯斗,0.0
20240319,1,3,6,4345,4345,西舘 健,0.0
20240319,1,4,1,4031,4031,飯島 誠,0.0
20240319,1,4,2,4654,4654,篠田 優也,0.0
20240319,1,4,3,3911,3911,鈴木 猛,0.0
20240319,1,4,4,5150,5150,坂本 雄紀,0.0
20240319,1,4,5,5318,5318,河内 一馬,0.0
20240319,1,4,6,4608,4608,荒井 翔伍,0.0
20240319,1,5,1,3848,3848,川上 聡介,0.0
20240319,1,5,2,4491,4491,田中 堅,0.0
20240319,1,5,3,4578,4578,藤山 雅弘,0.0
20240319,1,5,4,4229,4229,市川 美宏,0.0
20240319,1,5,5,3793,3793,高橋 真吾,0.0
20240319,1,5,6,4137,4137,君島 秀三,0.0
20240319,1,6,1,4308,4308,河村 了,0.0
20240319,1,6,2,5061,5061,中村 駿平,0.0
20240319,1,6,3,5010,5010,宇留田 翔平,0.0
20240319,1,6,4,3419,3419,栗原 謙治,0.0
20240319,1,6,5,4181,4181,花本 夏樹,0.0
20240319,1,6,6,5090,5090,生方 靖亜,0.0
20240319,1,7,1,4105,4105,松下 直也,0.0
20240319,1,7,2,5252,5252,荒木 颯斗,0.0
20240319,1,7,3,3909,3909,佐々木 康幸,0.0
20240319,1,7,4,3107,3107,平岡 重典,0.0
20240319,1,7,5,3156,3156,金子 良昭,0.0
20240319,1,7,6,3268,3268,森 竜也,0.0
20240319,1,8,1,4163,4163,山崎 裕司,0.0
20240319,1,8,2,3619,3619,長谷川 充,0.0
20240319,1,8,3,4340,4340,土性 雅也,0.0
20240319,1,8,4,4274,4274,長畑 友輔,0.0
20240319,1,8,5,4428,4428,有賀 達也,0.0
20240319,1,8,6,5318,5318,河内 一馬,0.0
20240319,1,9,1,3911,3911,鈴木 猛,0.0
20240319,1,9,2,4137,4137,君島 秀三,0.0
20240319,1,9,3,4114,4114,深澤 達徳,0.0
20240319,1,9,4,4360,4360,庄司 孝輔,0.0
20240319,1,9,5,4782,4782,浜崎 準也,0.0
20240319,1,9,6,4466,4466,南 佑典,0.0
20240319,2,10,1,4238,4238,毒島 誠,0.0
20240319,2,10,2,4939,4939,宮之原 輝紀,0.0
20240319,2,10,3,4361,4361,柳生 泰二,0.0
20240319,2,10,4,4024,4024,井口 佳典,0.0
20240319,2,10,5,3952,3952,中澤 和志,0.0
20240319,2,10,6,4504,4504,前田 将太,0.0
20240319,2,11,1,4148,4148,枝尾 賢,0.0
20240319,2,11,2,4444,4444,桐生 順平,0.0
20240319,2,11,3,3908,3908,重成 一人,0.0
20240319,2,11,4,4760,4760,山崎 郡,0.0
20240319,2,11,5,4362,4362,土屋 智則,0.0
20240319,2,11,6,4502,4502,遠藤 エミ,0.0
20240319,2,12,1,3854,3854,吉川 元浩,0.0
20240319,2,12,2,4320,4320,峰 竜太,0.0
20240319,2,12,3,4337,4337,平本 真之,0.0
20240319,2,12,4,3941,3941,池田 浩二,0.0
20240319,2,12,5,4344,4344,新田 雄史,0.0
20240319,2,12,6,5084,5084,末永 和也,0.0
20240319,2,1,1,3946,3946,赤岩 善生,0.0
20240319,2,1,2,4933,4933,板橋 侑我,0.0
20240319,2,1,3,4544,4544,松田 大志郎,0.0
20240319,2,1,4,4787,4787,椎名 豊,0.0
20240319,2,1,5,4445,4445,宮地 元輝,0.0
20240319,2,1,6,4682,4682,大上 卓人,0.0
20240319,2,2,1,4547,4547,中田 竜太,0.0
20240319,2,2,2,4468,4468,大池 佑来,0.0
20240319,2,2,3,4262,4262,馬場 貴也,0.0
20240319,2,2,4,3744,3744,徳増 秀樹,0.0
20240319,2,2,5,3874,3874,山本 寛久,0.0
20240319,2,2,6,4831,4831,羽野 直也,0.0
20240319,2,3,1,4418,4418,茅原 悠紀,0.0
20240319,2,3,2,4266,4266,長田 頼宗,0.0
20240319,2,3,3,4586,4586,磯部 誠,0.0
20240319,2,3,4,3942,3942,寺田 祥,0.0
20240319,2,3,5,3960,3960,菊地 孝平,0.0
20240319,2,3,6,4013,4013,中島 孝平,0.0
20240319,2,4,1,4762,4762,藤原 啓史朗,0.0
20240319,2,4,2,4459,4459,片岡 雅裕,0.0
20240319,2,4,3,4546,4546,浜田 亜理沙,0.0
20240319,2,4,4,3897,3897,白井 英治,0.0
20240319,2,4,5,4719,4719,上條 暢嵩,0.0
20240319,2,4,6,4028,4028,田村 隆信,0.0
20240319,2,7,1,4586,4586,磯部 誠,0.0
20240319,2,7,2,4787,4787,椎名 豊,0.0
20240319,2,7,3,3942,3942,寺田 祥,0.0
20240319,2,7,4,3874,3874,山本 寛久,0.0
20240319,2,7,5,4547,4547,中田 竜太,0.0
20240319,2,7,6,3415,3415,松井 繁,0.0
20240319,2,8,1,4262,4262,馬場 貴也,0.0
20240319,2,8,2,3960,3960,菊地 孝平,0.0
20240319,2,8,3,4719,4719,上條 暢嵩,0.0
20240319,2,8,4,4418,4418,茅原 悠紀,0.0
20240319,2,8,5,4459,4459,片岡 雅裕,0.0
20240319,2,8,6,4468,4468,大池 佑来,0.0
20240319,2,9,1,4168,4168,石野 貴之,0.0
20240319,2,9,2,4028,4028,田村 隆信,0.0
20240319,2,9,3,4266,4266,長田 頼宗,0.0
20240319,2,9,4,4762,4762,藤原 啓史朗,0.0
20240319,2,9,5,4544,4544,松田 大志郎,0.0
20240319,2,9,6,3541,3541,三嶌 誠司,0.0
20240319,3,10,1,5141,5141,大澤 風葵,0.0
20240319,3,10,2,4167,4167,片岡 秀樹,0.0
20240319,3,10,3,4723,4723,寺島 吉彦,0.0
20240319,3,10,4,4290,4290,稲田 浩二,0.0
20240319,3,10,5,4603,4603,谷川 将太,0.0
20240319,3,10,6,5070,5070,中島 航,0.0
20240319,3,11,1,3978,3978,齊藤 仁,0.0
20240319,3,11,2,4472,4472,尾嶋 一広,0.0
20240319,3,11,3,3708,3708,岡部 貴司,0.0
20240319,3,11,4,3517,3517,高橋 勲,0.0
20240319,3,11,5,4358,4358,松本 庸平,0.0
20240319,3,11,6,4134,4134,杉山 貴博,0.0
20240319,3,12,1,4851,4851,関 浩哉,0.0
20240319,3,12,2,4824,4824,松井 洪弥,0.0
20240319,3,12,3,4537,4537,渡邉 和将,0.0
20240319,3,12,4,3843,3843,上之 晃弘,0.0
20240319,3,12,5,3737,3737,上平 真二,0.0
20240319,3,12,6,3105,3105,内山 文典,0.0
20240319,3,1,1,3808,3808,秋田 健太郎,0.0
20240319,3,1,2,3776,3776,横井 健太,0.0
20240319,3,1,3,5008,5008,羽野 諒,0.0
20240319,3,1,4,5259,5259,野田 昇吾,0.0
20240319,3,1,5,4861,4861,田中 宏樹,0.0
20240319,3,1,6,5298,5298,水谷 理人,0.0
20240319,3,2,1,4729,4729,佐藤 謙史朗,0.0
20240319,3,2,2,2014,2014,高塚 清一,0.0
20240319,3,2,3,3024,3024,西島 義則,0.0
20240319,3,2,4,5266,5266,石田 勇斗,0.0
20240319,3,2,5,4431,4431,石塚 裕介,0.0
20240319,3,2,6,4453,4453,永田 郁弥,0.0
20240319,3,3,1,5228,5228,若林 樹蘭,0.0
20240319,3,3,2,4793,4793,金子 萌,0.0
20240319,3,3,3,3517,3517,高橋 勲,0.0
20240319,3,3,4,3544,3544,豊田 訓靖,0.0
20240319,3,3,5,5016,5016,宮田 龍馬,0.0
20240319,3,3,6,3629,3629,浅見 昌克,0.0
20240319,3,4,1,5006,5006,久保原 秀人,0.0
20240319,3,4,2,5278,5278,田中 駿兵,0.0
20240319,3,4,3,4343,4343,村岡 賢,0.0
20240319,3,4,4,4297,4297,山田 哲也,0.0
20240319,3,4,5,4167,4167,片岡 秀樹,0.0
20240319,3,4,6,5141,5141,大澤 風葵,0.0
20240319,3,5,1,4134,4134,杉山 貴博,0.0
20240319,3,5,2,4603,4603,谷川 将太,0.0
20240319,3,5,3,3808,3808,秋田 健太郎,0.0
20240319,3,5,4,4723,4723,寺島 吉彦,0.0
20240319,3,5,5,4472,4472,尾嶋 一広,0.0
20240319,3,5,6,5259,5259,野田 昇吾,0.0
20240319,3,6,1,5070,5070,中島 航,0.0
20240319,3,6,2,4358,4358,松本 庸平,0.0
20240319,3,6,3,4290,4290,稲田 浩二,0.0
20240319,3,6,4,3708,3708,岡部 貴司,0.0
20240319,3,6,5,3776,3776,横井 健太,0.0
20240319,3,6,6,5266,5266,石田 勇斗,0.0
20240319,3,7,1,4793,4793,金子 萌,0.0
20240319,3,7,2,4976,4976,金山 立樹,0.0
20240319,3,7,3,5228,5228,若林 樹蘭,0.0
20240319,3,7,4,4729,4729,佐藤 謙史朗,0.0
20240319,3,7,5,2014,2014,高塚 清一,0.0
20240319,3,7,6,3978,3978,齊藤 仁,0.0
20240319,3,8,1,4343,4343,村岡 賢,0.0
20240319,3,8,2,3544,3544,豊田 訓靖,0.0
20240319,3,8,3,4297,4297,山田 哲也,0.0
20240319,3,8,4,4453,4453,永田 郁弥,0.0
20240319,3,8,5,5008,5008,羽野 諒,0.0
20240319,3,8,6,4431,4431,石塚 裕介,0.0
20240319,3,9,1,5016,5016,宮田 龍馬,0.0
20240319,3,9,2,3024,3024,西島 義則,0.0
20240319,3,9,3,5278,5278,田中 駿兵,0.0
20240319,3,9,4,4861,4861,田中 宏樹,0.0
20240319,3,9,5,5006,5006,久保原 秀人,0.0
20240319,3,9,6,5298,5298,水谷 理人,0.0
20240319,5,10,1,4759,4759,今泉 友吾,0.0
20240319,5,10,2,4789,4789,古賀 智之,0.0
20240319,5,10,3,4037,4037,別府 正幸,0.0
20240319,5,10,4,4318,4318,桑原 将光,0.0
20240319,5,10,5,3988,3988,古川 誠之,0.0
20240319,5,10,6,4977,4977,馬野 耀,0.0
20240319,5,11,1,4398,4398,船岡 洋一郎,0.0
20240319,5,11,2,4058,4058,野末 智一,0.0
20240319,5,11,3,3656,3656,伯母 芳恒,0.0
20240319,5,11,4,4215,4215,吉島 祥之,0.0
20240319,5,11,5,4413,4413,水摩 敦,0.0
20240319,5,11,6,5096,5096,上原 崚,0.0
20240319,5,12,1,3256,3256,三角 哲男,0.0
20240319,5,12,2,4850,4850,野中 一平,0.0
20240319,5,12,3,4292,4292,麻生 慎介,0.0
20240319,5,12,4,4737,4737,竹井 貴史,0.0
20240319,5,12,5,4953,4953,尾上 雅也,0.0
20240319,5,12,6,4991,4991,宗行 治哉,0.0
20240319,5,1,1,3807,3807,岡部 哲,0.0
20240319,5,1,2,4467,4467,渡邉 俊介,0.0
20240319,5,1,3,4420,4420,津久井 拓也,0.0
20240319,5,1,4,4058,4058,野末 智一,0.0
20240319,5,1,5,4047,4047,吉永 浩則,0.0
20240319,5,1,6,5253,5253,藤井 太雅,0.0
20240319,5,2,1,4039,4039,村上 功祐,0.0
20240319,5,2,2,3988,3988,古川 誠之,0.0
20240319,5,2,3,5096,5096,上原 崚,0.0
20240319,5,2,4,3880,3880,浅見 宗孝,0.0
20240319,5,2,5,4216,4216,星 栄爾,0.0
20240319,5,2,6,3940,3940,飯山 泰,0.0
20240319,5,4,1,4651,4651,佐藤 大騎,0.0
20240319,5,4,2,4292,4292,麻生 慎介,0.0
20240319,5,4,3,4789,4789,古賀 智之,0.0
20240319,5,4,4,3826,3826,村田 修次,0.0
20240319,5,4,5,5110,5110,杉山 喜一,0.0
20240319,5,4,6,3656,3656,伯母 芳恒,0.0
20240319,5,5,1,4495,4495,森 晋太郎,0.0
20240319,5,5,2,4565,4565,西村 豪洋,0.0
20240319,5,5,3,4398,4398,船岡 洋一郎,0.0
20240319,5,5,4,4953,4953,尾上 雅也,0.0
20240319,5,5,5,4977,4977,馬野 耀,0.0
20240319,5,5,6,5279,5279,石渡 翔一郎,0.0
20240319,5,6,1,3503,3503,堂原 洋史,0.0
20240319,5,6,2,3256,3256,三角 哲男,0.0
20240319,5,6,3,4413,4413,水摩 敦,0.0
20240319,5,6,4,4467,4467,渡邉 俊介,0.0
20240319,5,6,5,4779,4779,伊倉 光,0.0
20240319,5,6,6,4486,4486,野村 誠,0.0
20240319,5,7,1,4215,4215,吉島 祥之,0.0
20240319,5,7,2,3602,3602,奥平 拓也,0.0
20240319,5,7,3,3940,3940,飯山 泰,0.0
20240319,5,7,4,3992,3992,関口 智久,0.0
20240319,5,7,5,4918,4918,川島 拓郎,0.0
20240319,5,7,6,4737,4737,竹井 貴史,0.0
20240319,5,8,1,3888,3888,山本 英志,0.0
