hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240128,01,10,1,4233,0.16,0.0008,0.14,3,12.082999999999998
20240128,01,10,2,3907,0.2,0.0002,0.17,2,11.208
20240128,01,10,3,4512,0.21,0.0001,0.15,1,17.503
20240128,01,10,4,5222,0.17,0.0002,0.14,2,9.945
20240128,01,10,5,4866,0.24,0.09,0.15,4,15.063999999999998
20240128,01,10,6,3502,0.21,0.11,0.23,5,7.968
20240128,01,11,1,4370,0.14,0.0012,0.14,4,14.088999999999999
20240128,01,11,2,4114,0.17,0.0009,0.2,1,11.41
20240128,01,11,3,4420,0.08,0.0011,0.14,3,11.312
20240128,01,11,4,4518,0.09,0.0016,0.15,5,9.684
20240128,01,11,5,5220,0.08,0.001,0.16,2,11.961
20240128,01,11,6,5070,0.11,0.07,0.2,6,429496744.638
20240128,01,12,1,4659,0.23,0.08,0.14,6,429496739.328
20240128,01,12,2,3679,0.23,0.04,0.16,5,15.474
20240128,01,12,3,3686,0.23,0.03,0.16,4,11.575
20240128,01,12,4,3563,0.16,0.02,0.17,3,9.193999999999999
20240128,01,12,5,4748,0.1,0.0009,0.16,2,17.727
20240128,01,12,6,4949,0.18,0.0007000000000000001,0.2,1,20.397999999999996
20240128,01,1,1,3419,0.17,0.06,0.17,2,13.836
20240128,01,1,2,4318,0.11,0.06,0.15,2,12.681000000000001
20240128,01,1,3,4626,0.08,0.13,0.16,4,19.387
20240128,01,1,4,4429,0.16,0.09,0.17,3,12.976999999999999
20240128,01,1,5,5222,0.17,0.03,0.16,1,10.045
20240128,01,1,6,4114,0.29,0.03,0.17,1,11.41
20240128,01,2,1,3808,0.19,,0.15,1,18.967
20240128,01,2,2,4748,0.19,,0.14,1,17.826999999999998
20240128,01,2,3,5020,0.23,,0.14,1,16.770999999999997
20240128,01,2,4,3839,0.24,,0.16,1,17.668
20240128,01,2,5,4233,0.28,,0.17,1,12.283
20240128,01,2,6,5315,0.2,,0.21,1,10.549000000000001
20240128,01,3,1,3411,0.2,0.01,0.15,2,15.231
20240128,01,3,2,4331,0.21,0.04,0.13,3,9.988999999999999
20240128,01,3,3,4866,0.22,0.37,0.16,5,14.963999999999999
20240128,01,3,4,4420,0.36,0.0004,0.13,1,11.512
20240128,01,3,5,3578,0.38,0.01,0.17,2,15.36
20240128,01,3,6,3563,0.26,0.16,0.19,4,9.094
20240128,01,4,1,3692,0.11,0.15,0.16,4,18.991000000000003
20240128,01,4,2,5070,0.15,0.25,0.18,6,429496744.638
20240128,01,4,3,4506,0.09,0.18,0.16,5,10.655999999999999
20240128,01,4,4,4949,0.03,0.03,0.17,2,20.298
20240128,01,4,5,3502,0.06,0.05,0.17,3,8.168
20240128,01,4,6,4760,0.02,0.0006,0.13,1,6.349
20240128,01,5,1,4128,0.26,0.05,0.14,4,6.3759999999999994
20240128,01,5,2,4834,0.25,0.16,0.15,6,429496736.343
20240128,01,5,3,4659,0.23,0.03,0.14,3,10.027999999999999
20240128,01,5,4,3268,0.24,0.0004,0.19,1,9.406
20240128,01,5,5,4370,0.23,0.02,0.16,2,14.289
20240128,01,5,6,3532,0.31,0.14,0.19,5,17.211
20240128,01,6,1,4512,0.2,0.04,0.15,1,17.503
20240128,01,6,2,5109,0.15,0.05,0.17,2,6.755999999999999
20240128,01,6,3,4293,0.2,0.22,0.17,4,14.482
20240128,01,6,4,3419,0.24,0.12,0.23,3,13.735999999999999
20240128,01,6,5,4902,0.22,0.12,0.17,3,9.308
20240128,01,6,6,5020,0.25,0.04,0.18,1,16.770999999999997
20240128,01,7,1,3686,0.04,0.0004,0.12,1,11.875
20240128,01,7,2,3411,0.12,0.02,0.18,3,15.130999999999998
20240128,01,7,3,4518,0.1,0.0007000000000000001,0.18,2,9.984
20240128,01,7,4,4626,0.11,0.09,0.14,5,19.287
20240128,01,7,5,5315,0.14,0.23,0.0,6,429496739.649
20240128,01,7,6,4821,0.22,0.08,0.19,4,12.109
20240128,01,8,1,4822,0.2,0.02,0.15,4,5.058999999999999
20240128,01,8,2,4429,0.08,0.0003,0.16,2,13.077
20240128,01,8,3,3912,0.09,0.09,0.16,6,429496737.687
20240128,01,8,4,3808,0.14,0.07,0.16,5,18.567
20240128,01,8,5,3679,0.14,0.0002,0.16,1,15.874
20240128,01,8,6,3578,0.08,0.0009,0.19,3,15.259999999999998
20240128,01,9,1,4318,0.21,0.07,0.14,1,12.781
20240128,01,9,2,3532,0.18,0.18,0.17,5,17.211
20240128,01,9,3,4760,0.19,0.12,0.13,2,6.249
20240128,01,9,4,4331,0.21,0.07,0.16,1,10.189
20240128,01,9,5,3790,0.22,0.15,0.18,4,8.962
20240128,01,9,6,3839,0.23,0.13,0.19,3,17.468
20240128,02,10,1,4979,0.19,0.0003,0.17,1,14.727999999999998
20240128,02,10,2,4095,0.21,0.25,0.13,4,14.359
20240128,02,10,3,4789,0.26,0.29,0.15,5,17.025
20240128,02,10,4,4474,0.27,0.03,0.19,2,17.793
20240128,02,10,5,4159,0.28,0.11,0.21,3,11.561
20240128,02,10,6,4489,0.24,0.03,0.21,2,14.355
20240128,02,11,1,4388,0.17,0.0001,0.15,1,11.368
20240128,02,11,2,4637,0.2,0.09,0.18,5,15.713999999999999
20240128,02,11,3,4888,0.16,0.04,0.17,3,16.733
20240128,02,11,4,5190,0.19,0.05,0.16,4,11.610999999999999
20240128,02,11,5,3978,0.23,0.04,0.15,3,14.747
20240128,02,11,6,4377,0.26,0.0003,0.22,2,15.024
20240128,02,12,1,3983,0.09,0.07,0.14,1,13.24
20240128,02,12,2,5141,0.12,0.07,0.13,1,17.389
20240128,02,12,3,4543,0.13,0.15,0.18,3,14.642
20240128,02,12,4,4387,0.14,0.19,0.15,5,14.408999999999999
20240128,02,12,5,3909,0.1,0.14,0.13,2,14.046000000000001
20240128,02,12,6,4134,0.13,0.17,0.2,4,14.458
20240128,02,1,1,3647,0.23,0.0001,0.17,1,15.181
20240128,02,1,2,4439,0.16,0.05,0.17,4,14.889999999999999
20240128,02,1,3,4104,0.11,0.05,0.13,4,10.696
20240128,02,1,4,4789,0.12,0.02,0.16,2,17.325
20240128,02,1,5,5102,0.16,0.27,0.2,5,13.139999999999999
20240128,02,1,6,5069,0.21,0.03,0.2,3,10.447999999999999
20240128,02,2,1,3544,0.15,0.16,0.16,6,429496745.358
20240128,02,2,2,4988,0.17,0.0002,0.16,1,12.694
20240128,02,2,3,3681,0.19,0.05,0.17,3,12.277999999999999
20240128,02,2,4,4540,0.12,0.12,0.11,5,14.34
20240128,02,2,5,4785,0.17,0.0003,0.2,2,12.021
20240128,02,2,6,3659,0.17,0.07,0.18,4,12.918999999999999
20240128,02,3,1,4440,0.23,0.01,0.15,1,12.595
20240128,02,3,2,3065,0.3,0.05,0.19,3,14.48
20240128,02,3,3,5190,0.18,0.06,0.16,4,11.610999999999999
20240128,02,3,4,3655,0.16,0.02,0.18,2,15.876
20240128,02,3,5,4561,0.14,0.09,0.16,5,8.745000000000001
20240128,02,3,6,4388,0.11,0.06,0.16,4,11.068
20240128,02,4,1,4404,0.18,0.01,0.17,2,10.419
20240128,02,4,2,4159,0.19,0.23,0.16,5,11.361
20240128,02,4,3,4501,0.15,0.32,0.18,6,429496742.154
20240128,02,4,4,4888,0.11,0.09,0.16,3,16.733
20240128,02,4,5,4095,0.13,0.0002,0.14,1,14.659
20240128,02,4,6,4637,0.2,0.13,0.18,4,15.813999999999998
20240128,02,5,1,4489,0.18,0.08,0.14,3,14.254999999999999
20240128,02,5,2,4406,0.28,0.36,0.18,5,11.484
20240128,02,5,3,3934,0.18,0.14,0.16,4,15.768999999999997
20240128,02,5,4,4738,0.21,0.0007000000000000001,0.16,2,15.624000000000002
20240128,02,5,5,3647,0.22,0.0003,0.17,1,15.181
20240128,02,5,6,5317,0.28,0.45,0.24,6,429496744.035
20240128,02,6,1,4377,0.05,0.24,0.13,6,429496744.224
20240128,02,6,2,3978,0.09,0.13,0.14,4,14.647
20240128,02,6,3,4474,0.12,0.12,0.14,3,17.692999999999998
20240128,02,6,4,3544,0.13,0.03,0.21,2,16.158
20240128,02,6,5,4988,0.08,0.14,0.13,5,12.294
20240128,02,6,6,4979,0.14,0.0009,0.17,1,14.727999999999998
20240128,02,7,1,4561,0.15,0.02,0.18,2,9.045000000000002
20240128,02,7,2,3800,0.22,0.09,0.18,3,11.578999999999999
20240128,02,7,3,4565,0.13,0.25,0.14,4,13.27
20240128,02,7,4,4440,0.18,0.09,0.17,3,12.395
20240128,02,7,5,4439,0.22,0.0001,0.18,1,15.19
20240128,02,7,6,3533,0.2,0.02,0.18,2,9.285
20240128,02,8,1,4785,0.11,,0.17,1,12.121
20240128,02,8,2,5102,0.14,,0.19,1,13.54
20240128,02,8,3,3655,0.1,,0.16,1,15.975999999999999
20240128,02,8,4,3681,0.07,,0.15,1,12.478
20240128,02,8,5,4404,0.09,,0.21,1,10.519
20240128,02,8,6,3065,0.17,,0.23,1,14.680000000000001
20240128,02,9,1,4738,0.14,0.04,0.13,3,15.524000000000001
20240128,02,9,2,5069,0.15,0.14,0.12,6,429496739.748
20240128,02,9,3,4909,0.16,0.11,0.15,5,13.293
