hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240201,2,10,1,3436,,,1,2,0.12,57.4,87.2
20240201,2,10,2,4505,,,3,2,0.14,14.2,76.1
20240201,2,10,3,3722,,0.13,4,1,0.15,3.4,44.8
20240201,2,10,4,3381,,,2,2,0.14,18.6,51.1
20240201,2,10,5,3327,,,4,2,0.18,0.0,25.0
20240201,2,10,6,4410,,,5,2,0.17,4.8,29.2
20240201,2,11,1,4700,,0.18,1,2,0.17,62.8,80.0
20240201,2,11,2,4640,,,5,3,0.13,13.3,64.4
20240201,2,11,3,4179,,,2,3,0.13,13.3,57.7
20240201,2,11,4,4674,,,4,3,0.14,10.0,40.0
20240201,2,11,5,4109,,,3,3,0.14,12.0,56.0
20240201,2,11,6,3780,,0.12,6,1,0.18,6.0,39.3
20240201,2,12,1,4826,,0.29,2,5,0.14,76.4,90.2
20240201,2,12,2,4076,,0.21,1,4,0.18,11.3,54.5
20240201,2,12,3,3882,,0.19,3,3,0.17,14.2,50.0
20240201,2,12,4,3992,,0.17,5,1,0.15,15.0,35.0
20240201,2,12,5,3445,,0.18,4,2,0.18,3.8,46.1
20240201,2,12,6,4601,,,6,6,0.16,0.0,27.7
20240201,2,1,1,4973,,0.01,1,2,0.18,64.2,82.1
20240201,2,1,2,4846,,0.0,4,1,0.17,8.1,51.3
20240201,2,1,3,4410,,0.08,5,3,0.16,15.6,52.9
20240201,2,1,4,4054,,0.33,3,4,0.15,9.6,41.9
20240201,2,1,5,5225,,0.39,2,6,0.19,0.0,0.0
20240201,2,1,6,5300,,0.38,6,5,0.2,0.0,3.6
20240201,2,2,1,3748,,0.09,1,3,0.16,26.0,47.8
20240201,2,2,2,4898,,0.04,2,1,0.15,0.0,21.4
20240201,2,2,3,3436,,0.08,3,2,0.13,23.0,53.8
20240201,2,2,4,4251,,0.16,2,6,0.2,2.7,48.6
20240201,2,2,5,5120,,0.14,4,4,0.16,5.8,47.0
20240201,2,2,6,5266,,0.15,5,5,0.19,0.0,2.7
20240201,2,3,1,3664,,,1,4,0.14,59.4,81.0
20240201,2,3,2,4635,,,3,4,0.14,10.0,46.6
20240201,2,3,3,4700,,0.23,1,2,0.17,10.5,68.4
20240201,2,3,4,5206,,0.25,2,3,0.13,6.2,28.1
20240201,2,3,5,4983,,0.05,1,1,0.17,22.2,50.0
20240201,2,3,6,3882,,0.05,4,1,0.21,0.0,14.2
20240201,2,4,1,3305,,0.06,1,2,0.17,57.6,76.9
20240201,2,4,2,3445,,0.15,2,3,0.16,9.6,51.6
20240201,2,4,3,3434,,,5,4,0.15,12.0,56.0
20240201,2,4,4,4917,,,3,4,0.18,2.8,28.5
20240201,2,4,5,3722,,,5,4,0.15,0.0,17.2
20240201,2,4,6,4109,,0.03,4,1,0.15,5.5,33.3
20240201,2,5,1,4150,,0.11,2,1,0.14,58.0,84.0
20240201,2,5,2,5225,,0.14,3,3,0.19,0.0,0.0
20240201,2,5,3,4865,,0.21,5,5,0.17,9.6,38.7
20240201,2,5,4,4826,,0.12,1,2,0.15,30.0,55.0
20240201,2,5,5,3546,,,4,6,0.18,2.5,25.6
20240201,2,5,6,4179,,0.16,6,4,0.18,2.9,29.4
20240201,2,6,1,4054,,0.01,4,1,0.17,48.0,68.0
20240201,2,6,2,3748,,0.13,2,4,0.17,0.0,55.8
20240201,2,6,3,4640,,0.21,3,5,0.15,16.6,62.5
20240201,2,6,4,4567,,0.05,1,2,0.22,0.0,35.2
20240201,2,6,5,4505,,0.09,6,3,0.15,11.4,51.4
20240201,2,6,6,4076,,0.24,5,6,0.2,0.0,27.9
20240201,2,7,1,4983,,,1,4,0.15,61.1,87.0
20240201,2,7,2,3992,,,4,4,0.16,11.1,33.3
20240201,2,7,3,4693,,0.09,2,2,0.17,0.0,43.4
20240201,2,7,4,5181,,0.17,3,3,0.17,7.1,21.4
20240201,2,7,5,5300,,0.04,5,1,0.16,0.0,0.0
20240201,2,7,6,4898,,,6,4,0.18,0.0,19.0
20240201,2,8,1,3434,,,3,5,0.17,52.0,84.0
20240201,2,8,2,4488,,,1,5,0.16,13.9,69.7
20240201,2,8,3,4846,,0.06,5,3,0.16,2.7,37.8
20240201,2,8,4,4601,,0.04,4,2,0.13,27.9,62.7
20240201,2,8,5,5266,,0.02,2,1,0.16,0.0,0.0
20240201,2,8,6,4532,,0.08,6,4,0.15,4.0,40.0
20240201,2,9,1,4809,,,2,5,0.14,52.9,85.2
20240201,2,9,2,4973,,0.07,5,1,0.17,13.3,50.0
20240201,2,9,3,5206,,0.12,1,3,0.12,2.2,34.0
20240201,2,9,4,5120,,0.14,4,4,0.16,0.0,50.0
20240201,2,9,5,4150,,,5,5,0.12,3.0,45.4
20240201,2,9,6,4324,,0.08,3,2,0.16,6.6,26.6
20240201,5,10,1,4794,,,4,3,0.13,71.4,100.0
20240201,5,10,2,4664,,,2,3,0.2,7.6,38.4
20240201,5,10,3,5066,,,5,3,0.12,36.3,72.7
20240201,5,10,4,4813,,,3,3,0.18,20.0,60.0
20240201,5,10,5,4209,,0.19,1,2,0.15,2.1,43.4
20240201,5,10,6,3693,,0.08,6,1,0.16,0.0,12.0
20240201,5,11,1,4608,,0.04,3,1,0.15,54.3,85.9
20240201,5,11,2,4843,,,2,3,0.14,29.0,58.0
20240201,5,11,3,4457,,0.07,4,2,0.2,7.1,50.0
20240201,5,11,4,4152,,,6,3,0.15,12.2,46.3
20240201,5,11,5,3995,,,5,3,0.12,21.7,56.5
20240201,5,11,6,4692,,,1,3,0.15,2.3,39.5
20240201,5,12,1,4448,,0.01,2,1,0.13,84.9,100.0
20240201,5,12,2,4945,,0.07,1,4,0.16,10.0,50.0
20240201,5,12,3,5045,,,4,6,0.16,21.4,71.4
20240201,5,12,4,3624,,0.02,3,2,0.18,0.0,37.5
20240201,5,12,5,4083,,0.12,5,5,0.15,11.9,50.0
20240201,5,12,6,4754,,0.06,6,3,0.16,2.3,41.8
20240201,5,1,1,4660,,0.15,3,3,0.18,43.7,68.7
20240201,5,1,2,5047,,0.02,1,1,0.16,18.1,72.7
20240201,5,1,3,4800,,0.07,2,2,0.16,0.0,38.1
20240201,5,1,4,4472,,,2,4,0.14,23.7,71.1
20240201,5,1,5,3175,,,4,4,0.18,6.6,33.3
20240201,5,1,6,4209,,,3,4,0.18,2.3,18.6
20240201,5,2,1,4457,,0.03,2,2,0.16,57.8,78.9
20240201,5,2,2,4290,,0.03,2,2,0.11,22.5,75.0
20240201,5,2,3,3826,,,3,3,0.14,10.0,60.0
20240201,5,2,4,5262,,,2,3,0.16,5.8,17.6
20240201,5,2,5,4345,,,4,3,0.16,8.5,42.8
20240201,5,2,6,4792,,0.01,1,1,0.2,0.0,7.6
20240201,5,3,1,3718,,,1,1,0.14,66.6,80.0
20240201,5,3,2,4813,,,1,1,0.21,0.0,39.2
20240201,5,3,3,3624,,,1,1,0.17,8.8,29.4
20240201,5,3,4,4843,,,1,1,0.17,11.1,22.2
20240201,5,3,5,5320,,,1,1,0.0,0.0,0.0
20240201,5,3,6,4086,,,1,1,0.17,0.0,38.7
20240201,5,4,1,4845,,0.08,2,2,0.13,51.5,84.8
20240201,5,4,2,4083,,0.16,5,3,0.15,19.0,69.0
20240201,5,4,3,4794,,0.19,4,4,0.14,18.9,70.2
20240201,5,4,4,3461,,0.06,6,1,0.18,3.3,26.6
20240201,5,4,5,4692,,,3,5,0.14,8.5,25.7
20240201,5,4,6,4281,,,1,5,0.2,0.0,10.3
20240201,5,5,1,3294,,0.02,1,2,0.13,15.1,69.7
20240201,5,5,2,3693,,0.04,1,4,0.19,5.0,35.0
20240201,5,5,3,3895,,0.03,3,3,0.15,16.2,45.9
20240201,5,5,4,5047,,0.14,4,5,0.16,0.0,41.1
20240201,5,5,5,4608,,0.14,3,5,0.14,12.5,52.0
20240201,5,5,6,5045,,0.01,2,1,0.18,3.0,42.4
20240201,5,6,1,4345,,,5,4,0.16,46.8,71.8
20240201,5,6,2,4453,,,4,4,0.16,6.4,35.4
20240201,5,6,3,4152,,0.05,6,1,0.17,8.1,51.3
20240201,5,6,4,4754,,0.08,3,2,0.14,14.5,66.6
20240201,5,6,5,4664,,0.19,2,3,0.18,8.0,24.0
20240201,5,6,6,4472,,,1,4,0.14,2.7,33.3
20240201,5,7,1,3995,,0.04,3,1,0.12,80.4,97.8
20240201,5,7,2,4792,,,4,6,0.2,0.0,46.6
20240201,5,7,3,5194,,0.07,5,2,0.16,8.5,34.2
20240201,5,7,4,4660,,0.18,4,3,0.19,0.0,27.0
20240201,5,7,5,4448,,0.2,1,4,0.14,21.4,53.5
20240201,5,7,6,5320,,0.34,2,5,0.17,0.0,0.0
20240201,5,8,1,4037,,0.12,3,3,0.14,42.4,84.8
20240201,5,8,2,4828,,,4,4,0.13,13.9,74.4
20240201,5,8,3,4945,,,1,4,0.15,10.0,36.6
20240201,5,8,4,4845,,0.08,5,2,0.15,20.0,60.0
20240201,5,8,5,5130,,0.03,6,1,0.18,2.2,31.8
20240201,5,8,6,4290,,0.08,2,2,0.14,3.3,23.3
