hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240201,2,1,BP栗橋カップ開設記念・サンスポZBAT！杯,逃げ,晴,6,7.0,5.0,1-4-2
20240201,2,2,BP栗橋カップ開設記念・サンスポZBAT！杯,逃げ,晴,6,8.0,5.0,1-2-3
20240201,2,3,BP栗橋カップ開設記念・サンスポZBAT！杯,差し,晴,6,8.0,5.0,2-1-3
20240201,2,4,BP栗橋カップ開設記念・サンスポZBAT！杯,まくり,晴,6,10.0,7.0,6-2-4
20240201,2,5,BP栗橋カップ開設記念・サンスポZBAT！杯,逃げ,晴,6,10.0,7.0,1-4-6
20240201,2,6,BP栗橋カップ開設記念・サンスポZBAT！杯,抜き,晴,6,10.0,7.0,3-1-5
20240201,2,7,BP栗橋カップ開設記念・サンスポZBAT！杯,まくり,晴,6,12.0,10.0,2-1-6
20240201,2,8,BP栗橋カップ開設記念・サンスポZBAT！杯,差し,晴,6,12.0,10.0,2-1-6
20240201,2,9,BP栗橋カップ開設記念・サンスポZBAT！杯,抜き,晴,6,12.0,10.0,1-5-4
20240201,2,10,BP栗橋カップ開設記念・サンスポZBAT！杯,まくり,晴,6,12.0,10.0,2-5-3
20240201,2,11,BP栗橋カップ開設記念・サンスポZBAT！杯,逃げ,晴,6,12.0,10.0,1-2-4
20240201,2,12,BP栗橋カップ開設記念・サンスポZBAT！杯,逃げ,晴,6,12.0,10.0,1-5-4
20240201,5,1,第30回神奈川新聞社賞,逃げ,曇り,1,1.0,2.0,1-2-4
20240201,5,2,第30回神奈川新聞社賞,逃げ,曇り,1,1.0,2.0,1-2-3
20240201,5,3,第30回神奈川新聞社賞,逃げ,曇り,1,1.0,2.0,1-2-4
20240201,5,4,第30回神奈川新聞社賞,まくり,曇り,3,2.0,2.0,5-6-3
20240201,5,5,第30回神奈川新聞社賞,逃げ,曇り,1,2.0,2.0,1-5-4
20240201,5,6,第30回神奈川新聞社賞,まくり差し,晴,1,2.0,2.0,5-4-1
20240201,5,7,第30回神奈川新聞社賞,逃げ,晴,3,3.0,2.0,1-2-3
20240201,5,8,第30回神奈川新聞社賞,差し,晴,1,3.0,2.0,2-1-3
20240201,5,9,第30回神奈川新聞社賞,抜き,晴,1,4.0,2.0,4-5-1
20240201,5,10,第30回神奈川新聞社賞,逃げ,晴,1,3.0,2.0,1-3-4
20240201,5,11,第30回神奈川新聞社賞,まくり,晴,1,3.0,2.0,5-1-3
20240201,5,12,第30回神奈川新聞社賞,逃げ,晴,3,3.0,2.0,1-4-3
20240201,13,1,スポーツニッポン杯争奪伊丹市施行70周年記念競走,まくり差し,曇り,8,1.0,0.0,3-5-1
20240201,13,2,スポーツニッポン杯争奪伊丹市施行70周年記念競走,まくり,曇り,17,0.0,0.0,4-6-1
20240201,13,3,スポーツニッポン杯争奪伊丹市施行70周年記念競走,差し,曇り,17,0.0,0.0,5-2-1
20240201,13,4,スポーツニッポン杯争奪伊丹市施行70周年記念競走,逃げ,曇り,6,2.0,0.0,1-2-4
20240201,13,5,スポーツニッポン杯争奪伊丹市施行70周年記念競走,逃げ,曇り,6,3.0,0.0,1-3-2
20240201,13,6,スポーツニッポン杯争奪伊丹市施行70周年記念競走,逃げ,曇り,4,2.0,0.0,1-2-5
20240201,13,7,スポーツニッポン杯争奪伊丹市施行70周年記念競走,まくり,曇り,4,4.0,0.0,4-3-5
20240201,13,8,スポーツニッポン杯争奪伊丹市施行70周年記念競走,逃げ,曇り,16,3.0,0.0,1-4-5
20240201,13,9,スポーツニッポン杯争奪伊丹市施行70周年記念競走,逃げ,曇り,17,0.0,0.0,1-3-4
20240201,13,10,スポーツニッポン杯争奪伊丹市施行70周年記念競走,逃げ,曇り,8,1.0,0.0,1-2-3
20240201,13,11,スポーツニッポン杯争奪伊丹市施行70周年記念競走,逃げ,曇り,6,2.0,0.0,1-4-6
20240201,13,12,スポーツニッポン杯争奪伊丹市施行70周年記念競走,差し,曇り,6,3.0,0.0,2-1-4
20240201,14,1,第12回ボートレースレディースVSルーキーズバトル,逃げ,曇り,5,3.0,3.0,1-4-3
20240201,14,2,第12回ボートレースレディースVSルーキーズバトル,逃げ,曇り,5,4.0,4.0,1-4-3
20240201,14,3,第12回ボートレースレディースVSルーキーズバトル,まくり,曇り,5,3.0,3.0,4-1-2
20240201,14,4,第12回ボートレースレディースVSルーキーズバトル,差し,曇り,5,3.0,3.0,2-5-6
20240201,14,5,第12回ボートレースレディースVSルーキーズバトル,まくり差し,曇り,5,4.0,4.0,3-2-6
20240201,14,6,第12回ボートレースレディースVSルーキーズバトル,逃げ,曇り,5,4.0,4.0,1-6-4
20240201,14,7,第12回ボートレースレディースVSルーキーズバトル,逃げ,晴,5,4.0,4.0,1-4-5
20240201,14,8,第12回ボートレースレディースVSルーキーズバトル,抜き,晴,5,3.0,3.0,1-3-5
20240201,14,9,第12回ボートレースレディースVSルーキーズバトル,逃げ,曇り,5,4.0,4.0,1-4-2
20240201,14,10,第12回ボートレースレディースVSルーキーズバトル,逃げ,曇り,5,3.0,3.0,1-3-4
20240201,14,11,第12回ボートレースレディースVSルーキーズバトル,逃げ,曇り,5,2.0,2.0,1-4-5
20240201,14,12,第12回ボートレースレディースVSルーキーズバトル,逃げ,雨,5,2.0,2.0,1-4-5
20240201,15,1,BTS朝倉開設31周年記念,逃げ,曇り,15,1.0,1.0,1-4-3
20240201,15,2,BTS朝倉開設31周年記念,まくり差し,曇り,15,3.0,3.0,5-3-1
20240201,15,3,BTS朝倉開設31周年記念,まくり差し,曇り,1,1.0,1.0,4-2-6
20240201,15,4,BTS朝倉開設31周年記念,まくり差し,曇り,15,4.0,4.0,3-1-2
20240201,15,5,BTS朝倉開設31周年記念,逃げ,曇り,15,4.0,4.0,1-3-5
20240201,15,6,BTS朝倉開設31周年記念,逃げ,曇り,15,4.0,4.0,1-3-4
20240201,15,7,BTS朝倉開設31周年記念,差し,曇り,1,4.0,4.0,2-5-3
20240201,15,8,BTS朝倉開設31周年記念,まくり差し,曇り,15,4.0,4.0,4-1-5
20240201,15,9,BTS朝倉開設31周年記念,差し,曇り,15,5.0,5.0,2-1-4
20240201,15,10,BTS朝倉開設31周年記念,逃げ,曇り,15,5.0,5.0,1-2-4
20240201,15,11,BTS朝倉開設31周年記念,差し,曇り,15,5.0,5.0,2-3-5
20240201,15,12,BTS朝倉開設31周年記念,逃げ,曇り,15,4.0,4.0,1-4-5
20240201,18,1,くだまつ健康パーク杯争奪戦,逃げ,雨,1,1.0,1.0,1-5-3
20240201,18,2,くだまつ健康パーク杯争奪戦,まくり差し,雨,15,1.0,1.0,3-1-6
20240201,18,3,くだまつ健康パーク杯争奪戦,逃げ,雨,13,1.0,1.0,1-5-4
20240201,18,4,くだまつ健康パーク杯争奪戦,逃げ,曇り,3,1.0,1.0,1-4-2
20240201,18,5,くだまつ健康パーク杯争奪戦,差し,曇り,11,1.0,1.0,2-1-4
20240201,18,6,くだまつ健康パーク杯争奪戦,差し,曇り,11,1.0,1.0,3-2-4
20240201,18,7,くだまつ健康パーク杯争奪戦,差し,曇り,9,1.0,1.0,2-6-5
20240201,18,8,くだまつ健康パーク杯争奪戦,逃げ,曇り,9,1.0,1.0,1-2-4
20240201,18,9,くだまつ健康パーク杯争奪戦,差し,曇り,13,1.0,1.0,4-2-6
20240201,18,10,くだまつ健康パーク杯争奪戦,まくり差し,曇り,11,1.0,1.0,3-4-6
20240201,18,11,くだまつ健康パーク杯争奪戦,まくり差し,曇り,11,1.0,1.0,3-4-2
20240201,18,12,くだまつ健康パーク杯争奪戦,逃げ,曇り,11,1.0,1.0,1-2-3
20240201,19,1,ミッドナイトボートレース11th 日本財団会長杯,抜き,曇り,5,2.0,2.0,3-1-5
20240201,19,2,ミッドナイトボートレース11th 日本財団会長杯,逃げ,曇り,5,4.0,4.0,1-2-3
