hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240308,01,10,1,3659,0.28,0.04,0.15,3,18.686
20240308,01,10,2,4121,0.24,0.02,0.14,1,16.137999999999998
20240308,01,10,3,5141,0.19,0.09,0.13,5,16.056
20240308,01,10,4,3538,0.27,0.03,0.17,2,16.8
20240308,01,10,5,3905,0.2,0.12,0.15,6,429496746.48
20240308,01,10,6,3614,0.25,0.08,0.2,4,13.659999999999998
20240308,01,11,1,4238,0.17,0.0002,0.1,1,13.327
20240308,01,11,2,3790,0.29,0.03,0.17,3,12.599
20240308,01,11,3,3686,0.21,0.02,0.16,2,12.177000000000001
20240308,01,11,4,4218,0.19,0.2,0.18,5,11.133
20240308,01,11,5,3970,0.16,0.18,0.16,4,12.043
20240308,01,11,6,3869,0.18,0.22,0.18,6,429496742.181
20240308,01,12,1,3445,0.14,0.01,0.17,1,14.143
20240308,01,12,2,3567,0.2,0.12,0.16,5,15.45
20240308,01,12,3,4046,0.18,0.19,0.19,6,429496747.494
20240308,01,12,4,4012,0.13,0.05,0.14,3,15.466999999999999
20240308,01,12,5,5074,0.27,0.11,0.15,4,11.497
20240308,01,12,6,4382,0.22,0.03,0.19,2,11.553
20240308,01,1,1,5234,0.17,0.09,0.13,4,13.606
20240308,01,1,2,3538,0.23,0.0003,0.17,2,16.8
20240308,01,1,3,5212,0.21,0.13,0.17,5,11.687999999999999
20240308,01,1,4,4779,0.22,0.05,0.16,3,10.489999999999998
20240308,01,1,5,4944,0.22,0.0002,0.16,1,18.208
20240308,01,1,6,5304,0.2,0.05,,3,13.37
20240308,01,2,1,4046,0.2,0.03,0.16,3,18.194
20240308,01,2,2,3800,0.15,0.01,0.18,2,13.407
20240308,01,2,3,3967,0.24,0.08,0.2,5,10.044
20240308,01,2,4,4995,0.26,0.18,0.2,6,429496738.119
20240308,01,2,5,3922,0.21,0.0001,0.19,1,10.816
20240308,01,2,6,4121,0.18,0.04,0.13,4,15.838
20240308,01,3,1,4495,0.16,0.0001,0.14,1,14.674000000000001
