hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240201,02,10,1,3436,0.2,0.0019,0.12,5,17.715
20240201,02,10,2,4505,0.17,0.0014000000000000002,0.14,3,15.469999999999997
20240201,02,10,3,3722,0.23,0.13,0.15,6,429496739.031
20240201,02,10,4,3381,0.23,0.0001,0.14,1,16.842999999999996
20240201,02,10,5,3327,0.23,0.0017000000000000001,0.18,4,16.762
20240201,02,10,6,4410,0.2,0.0003,0.17,2,9.522
20240201,02,11,1,4700,0.08,0.18,0.17,6,429496743.36
20240201,02,11,2,4640,0.09,0.0004,0.13,2,10.671
20240201,02,11,3,4179,0.08,0.0008,0.13,4,12.900999999999998
20240201,02,11,4,4674,0.11,0.0002,0.14,1,12.822999999999999
20240201,02,11,5,4109,0.14,0.0007000000000000001,0.14,3,15.632
20240201,02,11,6,3780,0.09,0.12,0.18,5,12.620999999999999
20240201,02,12,1,4826,0.08,0.29,0.14,5,10.544999999999998
20240201,02,12,2,4076,0.1,0.21,0.18,4,9.673
20240201,02,12,3,3882,0.14,0.19,0.17,3,10.966999999999999
20240201,02,12,4,3992,0.08,0.17,0.15,1,18.327999999999996
20240201,02,12,5,3445,0.06,0.18,0.18,2,11.834999999999999
20240201,02,12,6,4601,,,0.16,6,429496746.063
20240201,02,1,1,4973,0.24,0.01,0.18,2,12.699
20240201,02,1,2,4846,0.19,0.0,0.17,1,15.472
20240201,02,1,3,4410,0.19,0.08,0.16,3,9.421999999999999
20240201,02,1,4,4054,0.19,0.33,0.15,4,11.176
20240201,02,1,5,5225,0.14,0.39,0.19,6,429496740.54
20240201,02,1,6,5300,0.16,0.38,0.2,5,11.579999999999998
20240201,02,2,1,3748,0.12,0.09,0.16,3,13.435999999999998
20240201,02,2,2,4898,0.13,0.04,0.15,1,12.397
20240201,02,2,3,3436,0.14,0.08,0.13,2,18.015
20240201,02,2,4,4251,0.25,0.16,0.2,6,429496742.322
20240201,02,2,5,5120,0.22,0.14,0.16,4,13.446999999999997
20240201,02,2,6,5266,0.21,0.15,0.19,5,10.167000000000002
