hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240206,3,10,1,4161,,0.02,2,1,0.16,50.0,82.6
20240206,3,10,2,4318,,0.03,5,2,0.15,15.5,73.3
20240206,3,10,3,3202,,0.08,4,3,0.17,5.4,43.2
20240206,3,10,4,5261,,0.23,1,6,0.16,14.2,28.5
20240206,3,10,5,4729,,0.17,3,5,0.16,4.5,15.9
20240206,3,10,6,4757,,0.13,6,4,0.15,6.0,42.4
20240206,3,11,1,3541,,0.03,3,1,0.15,70.8,91.6
20240206,3,11,2,4420,,,4,5,0.13,14.8,74.4
20240206,3,11,3,4956,,0.03,1,1,0.18,0.0,50.0
20240206,3,11,4,5137,,0.07,3,3,0.15,8.3,25.0
20240206,3,11,5,5029,,0.04,2,2,0.12,8.1,46.9
20240206,3,11,6,5023,,0.11,1,4,0.2,0.0,30.7
20240206,3,12,1,4839,,0.26,4,5,0.16,54.2,80.0
20240206,3,12,2,3686,,0.15,2,4,0.15,11.6,58.1
20240206,3,12,3,4911,,0.09,5,3,0.14,4.7,33.3
20240206,3,12,4,4093,,0.31,4,6,0.21,2.9,26.4
20240206,3,12,5,4652,,0.03,1,1,0.16,7.3,31.7
20240206,3,12,6,4390,,0.06,3,2,0.2,0.0,4.5
20240206,3,1,1,5007,,0.19,3,5,0.18,34.3,68.7
20240206,3,1,2,4752,,0.14,1,3,0.14,3.3,53.3
20240206,3,1,3,4568,,0.18,2,4,0.12,7.3,46.3
20240206,3,1,4,4440,,0.07,3,2,0.17,9.3,31.2
20240206,3,1,5,5259,,0.03,4,1,0.19,4.0,12.0
20240206,3,1,6,5303,,,5,6,0.18,0.8,8.7
20240206,3,2,1,4332,,0.06,4,2,0.22,33.3,53.3
20240206,3,2,2,4459,,0.04,2,1,0.15,8.5,70.2
20240206,3,2,3,4598,,0.11,1,3,0.17,8.5,62.8
20240206,3,2,4,5201,,0.19,4,6,0.16,6.2,18.7
20240206,3,2,5,5261,,0.16,3,5,0.14,7.1,21.4
20240206,3,2,6,4956,,0.15,5,4,0.19,0.0,17.6
20240206,3,3,1,4093,,0.28,3,5,0.17,29.4,64.7
20240206,3,3,2,4383,,0.15,3,3,0.19,21.9,53.6
20240206,3,3,3,5053,,0.07,3,2,0.17,0.0,30.3
20240206,3,3,4,4995,,0.16,1,4,0.2,3.0,27.2
20240206,3,3,5,4030,,0.03,4,1,0.13,6.8,47.7
20240206,3,3,6,4213,,0.07,2,2,0.16,4.1,25.0
20240206,3,4,1,5212,,,2,6,0.16,12.5,25.0
20240206,3,4,2,4757,,0.01,1,1,0.16,17.0,60.9
20240206,3,4,3,3776,,0.38,3,4,0.19,0.0,38.4
20240206,3,4,4,3907,,0.16,5,2,0.17,16.6,50.0
20240206,3,4,5,5137,,0.19,4,3,0.14,6.4,35.4
20240206,3,4,6,4911,,0.46,6,5,0.15,3.1,15.6
20240206,3,5,1,3880,,0.15,1,5,0.16,24.2,63.6
20240206,3,5,2,3202,,0.1,5,1,0.15,2.9,47.0
20240206,3,5,3,3306,,0.12,2,3,0.16,11.5,38.4
20240206,3,5,4,4839,,0.13,3,4,0.16,11.9,45.2
20240206,3,5,5,5303,,0.11,6,2,0.2,0.0,15.3
20240206,3,5,6,4420,,0.3,4,6,0.17,2.3,30.2
20240206,3,6,1,4729,,,1,1,0.16,33.3,55.5
20240206,3,6,2,4332,,,1,1,0.17,5.0,40.0
20240206,3,6,3,3906,,,1,1,0.17,6.9,37.2
20240206,3,6,4,3541,,,1,1,0.14,18.1,81.8
20240206,3,6,5,3686,,,1,1,0.16,5.8,41.1
20240206,3,6,6,4568,,,1,1,0.18,4.0,24.0
20240206,3,7,1,5023,,0.0,3,1,0.18,34.4,58.6
20240206,3,7,2,4652,,0.0,1,1,0.16,14.6,65.8
20240206,3,7,3,5201,,0.02,4,2,0.17,22.8,54.2
