hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240116,03,10,1,4826,,0.35,8,33,0.14,76.4,90.2
20240116,03,10,2,4468,,0.31,11,29,0.13,46.5,67.4
20240116,03,10,3,5112,,0.22,6,20,0.14,20.8,52.0
20240116,03,10,4,4430,,0.22,8,20,0.18,15.5,71.1
20240116,03,10,5,4420,,0.23,10,21,0.16,6.7,33.9
20240116,03,10,6,4161,,0.38,3,36,0.18,0.0,17.8
20240116,03,11,1,4344,,,71,45,0.13,86.1,96.9
20240116,03,11,2,4483,,,71,45,0.14,20.5,70.5
20240116,03,11,3,4297,,,71,45,0.1,19.5,41.3
20240116,03,11,4,4778,,,71,45,0.15,10.3,55.1
20240116,03,11,5,4401,,,71,45,0.15,0.0,36.6
20240116,03,11,6,3874,,,71,45,0.18,4.8,39.0
20240116,03,12,1,3959,,,71,45,0.14,75.8,93.1
20240116,03,12,2,3978,,,71,45,0.14,13.3,66.6
20240116,03,12,3,4296,,,71,45,0.14,9.6,50.0
20240116,03,12,4,3983,,,71,45,0.13,15.3,53.8
20240116,03,12,5,4084,,,71,45,0.15,13.3,46.6
20240116,03,12,6,4688,,,71,45,0.17,2.8,34.2
20240116,03,1,1,4748,0.06,0.17,25,15,0.16,45.8,79.1
20240116,03,1,2,4757,0.13,0.0005,36,45,0.16,17.0,60.9
20240116,03,1,3,4044,0.09,0.0003,25,45,0.14,14.2,57.1
20240116,03,1,4,4842,0.14,0.03,25,1,0.13,19.1,68.0
20240116,03,1,5,4438,0.14,0.03,41,1,0.16,13.6,40.9
20240116,03,1,6,4159,0.22,0.06,15,4,0.21,4.1,29.1
20240116,03,2,1,4888,0.16,0.11,21,9,0.16,60.0,86.0
20240116,03,2,2,4769,0.11,0.04,26,2,0.14,19.0,71.4
20240116,03,2,3,3983,0.15,0.07,28,5,0.12,23.4,70.2
20240116,03,2,4,4598,0.24,0.0006,19,45,0.18,11.1,63.8
20240116,03,2,5,4793,0.21,0.0009,24,45,0.13,8.5,46.8
20240116,03,2,6,4706,0.31,0.001,41,45,0.19,0.0,25.0
20240116,03,3,1,4131,0.23,0.32,14,30,0.18,60.8,82.6
20240116,03,3,2,4379,0.23,0.39,8,37,0.15,16.3,73.4
20240116,03,3,3,4483,0.23,0.04,13,2,0.15,13.7,65.5
20240116,03,3,4,4468,0.21,0.15,20,13,0.14,19.5,67.3
20240116,03,3,5,4832,0.27,0.16,11,14,0.12,8.1,63.2
20240116,03,3,6,4652,0.52,0.14,9,12,0.18,7.5,35.0
20240116,03,4,1,3888,0.25,0.11,11,9,0.15,54.7,86.7
20240116,03,4,2,4718,0.28,0.16,10,14,0.17,21.0,73.6
20240116,03,4,3,4330,0.31,0.14,11,12,0.12,20.6,72.4
20240116,03,4,4,4344,0.25,0.11,11,9,0.16,23.5,78.4
20240116,03,4,5,4688,0.19,0.29,12,27,0.13,9.3,60.4
20240116,03,4,6,4608,0.21,0.16,15,14,0.2,2.3,30.9
20240116,03,5,1,3686,0.2,0.07,11,5,0.12,70.7,95.1
20240116,03,5,2,4872,0.22,0.03,11,1,0.15,17.0,68.2
20240116,03,5,3,3978,0.19,0.07,7,5,0.13,19.5,71.7
20240116,03,5,4,4748,0.23,0.3,11,28,0.16,12.5,57.5
20240116,03,5,5,4826,0.23,0.22,9,20,0.13,15.7,63.1
20240116,03,5,6,4704,0.33,0.1,4,8,0.14,4.1,29.1
20240116,03,6,1,4598,0.13,0.19,9,17,0.15,65.9,91.4
20240116,03,6,2,3959,0.09,0.31,6,29,0.16,19.0,73.8
20240116,03,6,3,4757,0.15,0.25,7,23,0.17,23.8,64.2
20240116,03,6,4,4095,0.11,0.24,6,22,0.14,16.6,64.2
20240116,03,6,5,4778,0.17,0.36,15,34,0.13,4.3,34.7
20240116,03,6,6,4564,0.2,0.32,6,30,0.17,0.0,23.0
20240116,03,7,1,4842,0.22,0.09,10,7,0.13,45.4,90.9
20240116,03,7,2,4401,0.19,0.07,9,5,0.15,18.6,76.7
20240116,03,7,3,4028,0.21,0.08,11,6,0.14,13.5,45.9
20240116,03,7,4,4769,0.19,0.1,13,8,0.14,22.2,60.0
20240116,03,7,5,4131,0.25,0.14,8,12,0.18,13.0,60.8
20240116,03,7,6,4000,0.25,0.04,8,2,0.18,0.0,18.1
20240116,03,8,1,4330,0.2,0.91,7,44,0.12,67.2,80.3
20240116,03,8,2,4438,0.32,0.05,5,3,0.14,11.1,62.2
20240116,03,8,3,4832,0.24,0.02,1,45,0.16,17.7,66.6
20240116,03,8,4,4888,0.38,0.17,2,15,0.16,14.2,69.0
20240116,03,8,5,4706,0.32,0.17,16,15,0.17,5.1,46.1
20240116,03,8,6,4581,0.25,0.05,4,3,0.12,0.0,35.7
20240116,03,9,1,4044,0.22,0.07,1,5,0.13,66.6,95.2
20240116,03,9,2,3888,0.15,0.0002,3,45,0.15,23.9,67.3
20240116,03,9,3,4379,0.21,0.14,10,12,0.14,12.7,76.6
20240116,03,9,4,4793,0.25,0.19,7,17,0.14,16.6,54.7
20240116,03,9,5,4370,0.19,0.09,6,7,0.16,7.5,47.5
20240116,03,9,6,4388,0.24,0.21,8,19,0.16,2.5,41.0
20240116,06,10,1,4150,0.11,,71,45,0.14,58.0,84.0
20240116,06,10,2,4120,0.11,,71,45,0.16,8.8,62.2
20240116,06,10,3,4796,0.15,,71,45,0.14,37.8,78.3
20240116,06,10,4,5126,0.34,,71,45,0.17,9.2,35.1
20240116,06,10,5,3748,0.25,,71,45,0.15,6.0,27.2
20240116,06,10,6,3963,0.19,,71,45,0.19,0.0,33.3
20240116,06,11,1,4579,0.16,0.0003,70,45,0.15,62.5,85.4
20240116,06,11,2,3463,0.2,0.0005,69,45,0.18,15.1,57.5
20240116,06,11,3,3713,0.12,0.02,62,45,0.14,13.1,50.0
20240116,06,11,4,4677,0.15,0.11,55,9,0.12,33.3,61.9
20240116,06,11,5,4425,0.16,0.14,65,12,0.2,2.7,38.8
20240116,06,11,6,4543,0.33,0.05,60,3,0.21,0.0,22.5
20240116,06,12,1,3473,0.18,0.23,55,21,0.14,41.2,74.2
20240116,06,12,2,4736,0.32,0.11,43,9,0.14,19.1,72.3
20240116,06,12,3,4123,0.16,0.09,56,7,0.18,25.0,77.5
20240116,06,12,4,4732,0.2,0.22,57,20,0.12,9.0,68.1
20240116,06,12,5,4738,0.12,0.19,55,17,0.16,2.7,54.0
20240116,06,12,6,4571,0.16,0.15,38,13,0.14,11.3,27.2
20240116,06,1,1,3156,0.08,0.0005,52,45,0.14,55.8,82.3
20240116,06,1,2,3567,0.11,0.0012,61,45,0.16,0.0,30.4
20240116,06,1,3,2538,0.11,0.0003,42,45,0.22,0.0,14.7
20240116,06,1,4,5140,0.34,0.0001,50,45,0.24,0.0,18.1
20240116,06,1,5,3712,0.35,0.22,46,20,0.18,10.2,30.7
20240116,06,1,6,4138,0.13,0.02,50,45,0.13,14.2,25.7
20240116,06,2,1,5165,0.24,0.0007000000000000001,55,45,0.17,19.0,61.9
20240116,06,2,2,3711,0.2,0.0001,56,45,0.16,11.5,63.4
20240116,06,2,3,5076,0.18,0.0006,59,45,0.11,6.9,58.6
20240116,06,2,4,3945,0.32,0.09,68,7,0.18,14.8,55.5
20240116,06,2,5,4579,0.18,0.02,66,45,0.16,8.1,57.1
20240116,06,2,6,4736,0.09,0.02,54,45,0.15,2.9,29.4
20240116,06,3,1,4071,0.3,,71,45,0.17,51.4,80.0
20240116,06,3,2,3963,0.21,,71,45,0.16,11.7,60.7
20240116,06,3,3,4428,0.25,,71,45,0.14,26.1,85.7
20240116,06,3,4,3463,0.35,,71,45,0.18,2.7,50.0
20240116,06,3,5,4571,0.29,,71,45,0.12,31.1,60.0
20240116,06,3,6,3414,0.42,,71,45,0.16,3.8,19.2
20240116,06,4,1,3970,0.14,0.1,52,8,0.18,19.0,66.6
20240116,06,4,2,4543,0.18,0.18,40,16,0.15,13.9,74.4
20240116,06,4,3,3202,0.24,0.25,49,23,0.17,5.4,43.2
20240116,06,4,4,3473,0.17,0.0001,43,45,0.19,0.0,71.4
20240116,06,4,5,3885,0.18,0.09,53,7,0.19,0.0,25.5
20240116,06,4,6,4120,0.2,0.12,39,10,0.17,0.0,20.5
20240116,06,5,1,4732,0.14,0.16,45,14,0.13,75.0,93.7
20240116,06,5,2,4425,0.21,0.12,54,10,0.18,5.2,50.0
20240116,06,5,3,3630,0.2,0.17,48,15,0.16,0.0,22.2
20240116,06,5,4,3268,0.2,0.03,67,1,0.19,5.2,34.2
20240116,06,5,5,2538,0.21,0.0001,50,45,0.18,0.0,26.0
20240116,06,5,6,5156,0.24,0.0001,53,45,0.19,0.0,5.5
20240116,06,6,1,4677,0.08,0.0005,40,45,0.14,71.4,85.7
20240116,06,6,2,3748,0.11,0.18,35,16,0.17,0.0,55.8
20240116,06,6,3,3277,0.18,0.09,49,7,0.15,10.0,40.0
20240116,06,6,4,4123,0.12,0.02,47,45,0.17,15.3,63.4
20240116,06,6,5,5076,0.17,0.01,61,45,0.18,0.0,30.3
20240116,06,6,6,3567,0.16,0.16,49,14,0.18,0.0,11.7
20240116,06,7,1,3712,0.08,0.0013,52,45,0.14,62.1,94.5
20240116,06,7,2,3612,0.07,0.0009,52,45,0.14,13.8,58.4
20240116,06,7,3,3853,0.14,0.03,59,1,0.17,12.5,50.0
20240116,06,7,4,3565,0.28,0.0009,50,45,0.19,7.6,26.9
20240116,06,7,5,3711,0.17,0.0008,48,45,0.16,12.2,48.9
20240116,06,7,6,3713,0.11,0.0009,55,45,0.12,0.0,35.4
20240116,06,8,1,4738,0.04,0.18,39,16,0.13,65.4,89.0
20240116,06,8,2,5140,0.13,0.33,37,31,0.18,3.8,34.6
20240116,06,8,3,5165,0.09,0.04,47,2,0.19,0.0,24.1
20240116,06,8,4,5174,0.07,0.21,45,19,0.2,9.6,48.3
20240116,06,8,5,4071,0.14,0.35,55,33,0.16,2.5,30.7
20240116,06,8,6,5287,0.04,0.25,44,23,0.23,0.0,1.3
20240116,06,9,1,3885,0.18,0.03,44,1,0.14,51.2,85.3
20240116,06,9,2,5156,0.22,0.0012,46,45,0.18,7.8,21.0
20240116,06,9,3,4618,0.19,0.0,44,45,0.18,6.6,44.4
20240116,06,9,4,4138,0.18,0.0006,42,45,0.15,13.7,41.3
20240116,06,9,5,4428,0.22,0.0003,51,45,0.14,7.1,59.5
20240116,06,9,6,4085,0.27,0.07,44,5,0.25,0.0,34.2
20240116,07,10,1,4409,0.14,,71,45,0.15,77.5,89.8
20240116,07,10,2,4515,0.12,,71,45,0.17,13.3,73.3
20240116,07,10,3,4467,0.11,,71,45,0.12,8.3,52.0
20240116,07,10,4,4436,0.11,,71,45,0.15,7.3,53.6
20240116,07,10,5,3718,0.14,,71,45,0.19,0.0,12.1
20240116,07,10,6,3838,0.17,,71,45,0.15,0.0,23.8
20240116,07,11,1,4546,0.16,,71,45,0.16,63.4,92.0
20240116,07,11,2,5147,0.16,,71,45,0.14,10.3,31.0
20240116,07,11,3,4903,0.14,,71,45,0.2,25.8,64.5
20240116,07,11,4,3635,0.12,,71,45,0.14,10.2,61.5
20240116,07,11,5,4531,0.14,,71,45,0.16,4.0,46.0
20240116,07,11,6,4596,0.09,,71,45,0.18,2.2,42.2
20240116,07,12,1,4063,0.08,0.23,30,21,0.12,73.6,94.7
20240116,07,12,2,5047,0.17,0.1,32,8,0.16,18.1,72.7
20240116,07,12,3,3655,0.18,0.07,40,5,0.16,11.3,54.5
20240116,07,12,4,3909,0.21,0.04,35,2,0.13,16.6,52.0
20240116,07,12,5,4645,0.14,0.09,32,7,0.13,10.2,56.4
20240116,07,12,6,4003,0.24,0.09,31,7,0.19,3.3,33.3
20240116,07,1,1,3419,0.19,0.15,28,13,0.17,22.2,62.9
20240116,07,1,2,3544,0.15,0.07,29,5,0.22,8.0,28.0
20240116,07,1,3,3838,0.12,0.01,35,45,0.13,9.5,54.7
20240116,07,1,4,5274,0.11,0.0003,26,45,0.21,0.0,0.0
20240116,07,1,5,5272,0.14,0.0,30,45,0.2,0.0,6.6
20240116,07,1,6,4197,0.15,0.0001,27,45,0.24,0.0,22.2
20240116,07,2,1,3699,0.19,0.08,34,6,0.15,39.1,65.2
20240116,07,2,2,3226,0.2,0.03,39,1,0.16,11.9,59.5
20240116,07,2,3,4596,0.21,0.0001,41,45,0.16,11.3,63.6
20240116,07,2,4,3542,0.24,0.0014000000000000002,30,45,0.17,12.5,37.5
20240116,07,2,5,4409,0.2,0.09,30,7,0.15,8.5,48.9
20240116,07,2,6,5314,0.38,0.11,36,9,0.23,0.0,0.0
20240116,07,3,1,4692,0.01,0.21,27,19,0.12,36.8,73.6
20240116,07,3,2,4436,0.05,0.16,24,14,0.15,13.0,63.0
20240116,07,3,3,3635,0.07,0.11,29,9,0.14,13.9,62.7
20240116,07,3,4,5047,0.14,0.23,25,21,0.16,0.0,41.1
20240116,07,3,5,4211,0.1,0.06,34,4,0.14,0.0,19.0
20240116,07,3,6,5306,0.26,0.14,27,12,0.23,0.0,0.9
20240116,07,4,1,3718,0.13,0.11,28,9,0.14,66.6,80.0
20240116,07,4,2,4233,0.06,0.09,34,7,0.14,22.8,71.4
20240116,07,4,3,3702,0.02,0.0003,36,45,0.14,15.0,60.0
20240116,07,4,4,4903,0.01,0.0002,22,45,0.17,25.9,59.2
20240116,07,4,5,3141,0.08,0.16,36,14,0.2,2.4,19.5
