hd,jcd,rno,win_lane,win_racer_id,decision
20240112,02,10,2,3996,差し
20240112,02,11,3,4391,まくり差し
20240112,02,12,4,3966,まくり差し
20240112,02,1,4,4893,まくり差し
20240112,02,2,2,3772,まくり
20240112,02,3,1,4175,逃げ
20240112,02,4,5,3996,抜き
20240112,02,5,1,4240,抜き
20240112,02,6,3,4397,まくり
20240112,02,7,1,3966,逃げ
20240112,02,8,1,5220,逃げ
20240112,02,9,5,3772,まくり
20240112,04,10,1,4043,逃げ
20240112,04,11,1,4877,逃げ
20240112,04,12,4,4786,まくり差し
20240112,04,1,5,3988,まくり差し
20240112,04,2,1,3812,逃げ
20240112,04,3,2,4786,まくり
20240112,04,4,1,3808,逃げ
20240112,04,5,2,4565,差し
20240112,04,6,2,4886,抜き
20240112,04,7,2,4877,差し
20240112,04,8,1,4360,逃げ
20240112,04,9,1,4193,抜き
20240112,05,10,1,3826,逃げ
20240112,05,11,1,4989,逃げ
20240112,05,12,1,4287,逃げ
20240112,05,1,4,4989,まくり
20240112,05,2,4,3656,差し
20240112,05,3,4,3826,まくり
20240112,05,4,5,4821,抜き
20240112,05,5,1,3305,逃げ
20240112,05,6,1,4245,逃げ
20240112,05,7,1,4195,逃げ
20240112,05,8,1,3842,逃げ
20240112,05,9,4,5073,まくり差し
20240112,08,10,2,4199,差し
20240112,08,11,1,4269,逃げ
20240112,08,12,1,4544,逃げ
20240112,08,1,1,4129,逃げ
20240112,08,2,3,4050,まくり差し
20240112,08,3,2,5068,差し
20240112,08,4,1,4286,逃げ
20240112,08,5,1,3304,逃げ
20240112,08,6,4,4199,差し
20240112,08,7,1,5068,逃げ
20240112,08,8,2,4850,差し
20240112,08,9,5,5137,まくり
20240112,09,10,5,4076,まくり差し
20240112,09,11,1,4239,逃げ
20240112,09,12,1,4494,逃げ
20240112,09,1,1,4824,逃げ
20240112,09,2,6,4439,まくり
20240112,09,3,4,5255,まくり差し
20240112,09,4,1,4902,逃げ
20240112,09,5,1,4452,逃げ
20240112,09,6,5,4239,まくり差し
20240112,09,7,3,4128,抜き
20240112,09,8,2,3811,差し
20240112,09,9,3,4824,差し
20240112,14,10,2,3543,まくり
20240112,14,11,1,3813,逃げ
20240112,14,12,1,4342,逃げ
20240112,14,1,1,5056,逃げ
20240112,14,2,1,3674,逃げ
20240112,14,3,1,3350,逃げ
20240112,14,4,4,4740,まくり
20240112,14,5,1,3919,抜き
20240112,14,6,1,4819,逃げ
20240112,14,7,1,3712,逃げ
20240112,14,8,2,4837,差し
20240112,14,9,1,4424,逃げ
20240112,16,10,2,3920,差し
20240112,16,11,1,4441,逃げ
20240112,16,12,1,4074,逃げ
20240112,16,1,1,4983,逃げ
20240112,16,2,5,4890,まくり差し
20240112,16,3,6,3339,まくり差し
20240112,16,4,2,5098,差し
20240112,16,5,1,4228,逃げ
20240112,16,6,1,4049,逃げ
20240112,16,7,1,4650,抜き
20240112,16,8,1,4782,逃げ
20240112,16,9,1,3939,逃げ
20240112,17,10,4,4015,まくり
20240112,17,11,1,4516,逃げ
20240112,17,12,1,4960,逃げ
20240112,17,1,2,4275,差し
20240112,17,2,5,4788,まくり
20240112,17,3,4,5222,まくり
20240112,17,4,1,4389,逃げ
20240112,17,5,1,4406,逃げ
20240112,17,6,5,4910,まくり差し
20240112,17,7,1,4522,逃げ
20240112,17,8,2,4484,抜き
20240112,17,9,1,5166,逃げ
20240112,19,10,5,3740,まくり差し
20240112,19,11,1,4236,逃げ
20240112,19,12,2,3470,差し
20240112,19,1,1,4789,逃げ
20240112,19,2,1,3976,逃げ
20240112,19,3,1,5055,抜き
20240112,19,4,1,3523,逃げ
20240112,19,5,3,4711,差し
20240112,19,6,4,3349,まくり差し
20240112,19,7,4,4415,まくり差し
20240112,19,8,1,4263,逃げ
20240112,19,9,1,4539,逃げ
20240112,20,10,1,3931,逃げ
20240112,20,11,1,4682,逃げ
20240112,20,12,1,4571,逃げ
20240112,20,1,1,5207,逃げ
20240112,20,2,2,4563,差し
20240112,20,3,1,4374,逃げ
20240112,20,4,3,4588,まくり差し
20240112,20,5,1,4754,逃げ
20240112,20,6,1,3713,逃げ
20240112,20,7,3,4682,抜き
20240112,20,8,1,4725,逃げ
20240112,20,9,1,4451,逃げ
20240112,21,10,3,4148,まくり差し
20240112,21,11,1,4437,逃げ
20240112,21,12,1,3876,逃げ
20240112,21,1,1,4403,逃げ
20240112,21,2,4,4042,まくり
20240112,21,3,5,3876,まくり差し
20240112,21,4,1,4148,逃げ
20240112,21,5,1,4184,逃げ
20240112,21,6,2,4437,差し
20240112,21,7,1,4632,逃げ
20240112,21,8,2,4463,まくり差し
20240112,21,9,1,4713,逃げ
20240112,24,10,2,4362,差し
20240112,24,11,1,4831,逃げ
20240112,24,12,1,4238,逃げ
20240112,24,1,6,4362,まくり差し
20240112,24,2,1,4337,逃げ
20240112,24,3,4,4024,まくり差し
20240112,24,4,1,3946,逃げ
20240112,24,5,3,4500,まくり差し
20240112,24,6,1,4371,逃げ
20240112,24,7,1,4205,逃げ
20240112,24,8,1,3415,逃げ
20240112,24,9,1,4168,逃げ
