hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240205,03,10,1-2-3,0,1,A1,7.28,37.74,,1.0,1.0,67.6,2,A2,6.58,40.0,,1.0,1.0,3,B1,38.69,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,1-2-4,0,1,A1,7.28,37.74,,1.0,1.0,67.6,2,A2,6.58,40.0,,1.0,1.0,4,B1,39.77,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,1-2-5,0,1,A1,7.28,37.74,,1.0,1.0,67.6,2,A2,6.58,40.0,,1.0,1.0,5,B1,37.71,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,1-2-6,0,1,A1,7.28,37.74,,1.0,1.0,67.6,2,A2,6.58,40.0,,1.0,1.0,6,A2,47.62,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,1-3-2,0,1,A1,7.28,37.74,,1.0,1.0,67.6,3,B1,4.36,38.69,,1.0,1.0,2,A2,40.0,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,1-3-4,0,1,A1,7.28,37.74,,1.0,1.0,67.6,3,B1,4.36,38.69,,1.0,1.0,4,B1,39.77,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,1-3-5,0,1,A1,7.28,37.74,,1.0,1.0,67.6,3,B1,4.36,38.69,,1.0,1.0,5,B1,37.71,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,1-3-6,0,1,A1,7.28,37.74,,1.0,1.0,67.6,3,B1,4.36,38.69,,1.0,1.0,6,A2,47.62,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,1-4-2,0,1,A1,7.28,37.74,,1.0,1.0,67.6,4,B1,4.51,39.77,,1.0,1.0,2,A2,40.0,,1.0,1.0,,77.51,0,0,,,,
20240205,03,10,1-4-3,0,1,A1,7.28,37.74,,1.0,1.0,67.6,4,B1,4.51,39.77,,1.0,1.0,3,B1,38.69,,1.0,1.0,,77.51,0,0,,,,
20240205,03,10,1-4-5,0,1,A1,7.28,37.74,,1.0,1.0,67.6,4,B1,4.51,39.77,,1.0,1.0,5,B1,37.71,,1.0,1.0,,77.51,0,0,,,,
20240205,03,10,1-4-6,0,1,A1,7.28,37.74,,1.0,1.0,67.6,4,B1,4.51,39.77,,1.0,1.0,6,A2,47.62,,1.0,1.0,,77.51,0,0,,,,
20240205,03,10,1-5-2,0,1,A1,7.28,37.74,,1.0,1.0,67.6,5,B1,4.14,37.71,,1.0,1.0,2,A2,40.0,,1.0,1.0,,75.45,0,0,,,,
20240205,03,10,1-5-3,0,1,A1,7.28,37.74,,1.0,1.0,67.6,5,B1,4.14,37.71,,1.0,1.0,3,B1,38.69,,1.0,1.0,,75.45,0,0,,,,
20240205,03,10,1-5-4,0,1,A1,7.28,37.74,,1.0,1.0,67.6,5,B1,4.14,37.71,,1.0,1.0,4,B1,39.77,,1.0,1.0,,75.45,0,0,,,,
20240205,03,10,1-5-6,0,1,A1,7.28,37.74,,1.0,1.0,67.6,5,B1,4.14,37.71,,1.0,1.0,6,A2,47.62,,1.0,1.0,,75.45,0,0,,,,
20240205,03,10,1-6-2,0,1,A1,7.28,37.74,,1.0,1.0,67.6,6,A2,5.66,47.62,,1.0,1.0,2,A2,40.0,,1.0,1.0,,85.36,0,0,,,,
20240205,03,10,1-6-3,0,1,A1,7.28,37.74,,1.0,1.0,67.6,6,A2,5.66,47.62,,1.0,1.0,3,B1,38.69,,1.0,1.0,,85.36,0,0,,,,
20240205,03,10,1-6-4,0,1,A1,7.28,37.74,,1.0,1.0,67.6,6,A2,5.66,47.62,,1.0,1.0,4,B1,39.77,,1.0,1.0,,85.36,0,0,,,,
20240205,03,10,1-6-5,0,1,A1,7.28,37.74,,1.0,1.0,67.6,6,A2,5.66,47.62,,1.0,1.0,5,B1,37.71,,1.0,1.0,,85.36,0,0,,,,
20240205,03,10,2-1-3,0,2,A2,6.58,40.0,,1.0,1.0,25.0,1,A1,7.28,37.74,,1.0,1.0,3,B1,38.69,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,2-1-4,0,2,A2,6.58,40.0,,1.0,1.0,25.0,1,A1,7.28,37.74,,1.0,1.0,4,B1,39.77,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,2-1-5,0,2,A2,6.58,40.0,,1.0,1.0,25.0,1,A1,7.28,37.74,,1.0,1.0,5,B1,37.71,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,2-1-6,0,2,A2,6.58,40.0,,1.0,1.0,25.0,1,A1,7.28,37.74,,1.0,1.0,6,A2,47.62,,1.0,1.0,,77.74000000000001,0,0,,,,
20240205,03,10,2-3-1,0,2,A2,6.58,40.0,,1.0,1.0,25.0,3,B1,4.36,38.69,,1.0,1.0,1,A1,37.74,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,2-3-4,0,2,A2,6.58,40.0,,1.0,1.0,25.0,3,B1,4.36,38.69,,1.0,1.0,4,B1,39.77,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,2-3-5,0,2,A2,6.58,40.0,,1.0,1.0,25.0,3,B1,4.36,38.69,,1.0,1.0,5,B1,37.71,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,2-3-6,0,2,A2,6.58,40.0,,1.0,1.0,25.0,3,B1,4.36,38.69,,1.0,1.0,6,A2,47.62,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,2-4-1,0,2,A2,6.58,40.0,,1.0,1.0,25.0,4,B1,4.51,39.77,,1.0,1.0,1,A1,37.74,,1.0,1.0,,79.77000000000001,0,0,,,,
20240205,03,10,2-4-3,0,2,A2,6.58,40.0,,1.0,1.0,25.0,4,B1,4.51,39.77,,1.0,1.0,3,B1,38.69,,1.0,1.0,,79.77000000000001,0,0,,,,
20240205,03,10,2-4-5,0,2,A2,6.58,40.0,,1.0,1.0,25.0,4,B1,4.51,39.77,,1.0,1.0,5,B1,37.71,,1.0,1.0,,79.77000000000001,0,0,,,,
20240205,03,10,2-4-6,0,2,A2,6.58,40.0,,1.0,1.0,25.0,4,B1,4.51,39.77,,1.0,1.0,6,A2,47.62,,1.0,1.0,,79.77000000000001,0,0,,,,
20240205,03,10,2-5-1,0,2,A2,6.58,40.0,,1.0,1.0,25.0,5,B1,4.14,37.71,,1.0,1.0,1,A1,37.74,,1.0,1.0,,77.71000000000001,0,0,,,,
20240205,03,10,2-5-3,0,2,A2,6.58,40.0,,1.0,1.0,25.0,5,B1,4.14,37.71,,1.0,1.0,3,B1,38.69,,1.0,1.0,,77.71000000000001,0,0,,,,
20240205,03,10,2-5-4,0,2,A2,6.58,40.0,,1.0,1.0,25.0,5,B1,4.14,37.71,,1.0,1.0,4,B1,39.77,,1.0,1.0,,77.71000000000001,0,0,,,,
20240205,03,10,2-5-6,0,2,A2,6.58,40.0,,1.0,1.0,25.0,5,B1,4.14,37.71,,1.0,1.0,6,A2,47.62,,1.0,1.0,,77.71000000000001,0,0,,,,
20240205,03,10,2-6-1,0,2,A2,6.58,40.0,,1.0,1.0,25.0,6,A2,5.66,47.62,,1.0,1.0,1,A1,37.74,,1.0,1.0,,87.62,0,0,,,,
20240205,03,10,2-6-3,0,2,A2,6.58,40.0,,1.0,1.0,25.0,6,A2,5.66,47.62,,1.0,1.0,3,B1,38.69,,1.0,1.0,,87.62,0,0,,,,
20240205,03,10,2-6-4,0,2,A2,6.58,40.0,,1.0,1.0,25.0,6,A2,5.66,47.62,,1.0,1.0,4,B1,39.77,,1.0,1.0,,87.62,0,0,,,,
20240205,03,10,2-6-5,0,2,A2,6.58,40.0,,1.0,1.0,25.0,6,A2,5.66,47.62,,1.0,1.0,5,B1,37.71,,1.0,1.0,,87.62,0,0,,,,
20240205,03,10,3-1-2,0,3,B1,4.36,38.69,,1.0,1.0,0.0,1,A1,7.28,37.74,,1.0,1.0,2,A2,40.0,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,3-1-4,0,3,B1,4.36,38.69,,1.0,1.0,0.0,1,A1,7.28,37.74,,1.0,1.0,4,B1,39.77,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,3-1-5,0,3,B1,4.36,38.69,,1.0,1.0,0.0,1,A1,7.28,37.74,,1.0,1.0,5,B1,37.71,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,3-1-6,0,3,B1,4.36,38.69,,1.0,1.0,0.0,1,A1,7.28,37.74,,1.0,1.0,6,A2,47.62,,1.0,1.0,,76.43,0,0,,,,
20240205,03,10,3-2-1,0,3,B1,4.36,38.69,,1.0,1.0,0.0,2,A2,6.58,40.0,,1.0,1.0,1,A1,37.74,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,3-2-4,0,3,B1,4.36,38.69,,1.0,1.0,0.0,2,A2,6.58,40.0,,1.0,1.0,4,B1,39.77,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,3-2-5,0,3,B1,4.36,38.69,,1.0,1.0,0.0,2,A2,6.58,40.0,,1.0,1.0,5,B1,37.71,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,3-2-6,0,3,B1,4.36,38.69,,1.0,1.0,0.0,2,A2,6.58,40.0,,1.0,1.0,6,A2,47.62,,1.0,1.0,,78.69,0,0,,,,
20240205,03,10,3-4-1,0,3,B1,4.36,38.69,,1.0,1.0,0.0,4,B1,4.51,39.77,,1.0,1.0,1,A1,37.74,,1.0,1.0,,78.46000000000001,0,0,,,,
20240205,03,10,3-4-2,0,3,B1,4.36,38.69,,1.0,1.0,0.0,4,B1,4.51,39.77,,1.0,1.0,2,A2,40.0,,1.0,1.0,,78.46000000000001,0,0,,,,
20240205,03,10,3-4-5,0,3,B1,4.36,38.69,,1.0,1.0,0.0,4,B1,4.51,39.77,,1.0,1.0,5,B1,37.71,,1.0,1.0,,78.46000000000001,0,0,,,,
20240205,03,10,3-4-6,0,3,B1,4.36,38.69,,1.0,1.0,0.0,4,B1,4.51,39.77,,1.0,1.0,6,A2,47.62,,1.0,1.0,,78.46000000000001,0,0,,,,
20240205,03,10,3-5-1,0,3,B1,4.36,38.69,,1.0,1.0,0.0,5,B1,4.14,37.71,,1.0,1.0,1,A1,37.74,,1.0,1.0,,76.4,0,0,,,,
20240205,03,10,3-5-2,0,3,B1,4.36,38.69,,1.0,1.0,0.0,5,B1,4.14,37.71,,1.0,1.0,2,A2,40.0,,1.0,1.0,,76.4,0,0,,,,
20240205,03,10,3-5-4,0,3,B1,4.36,38.69,,1.0,1.0,0.0,5,B1,4.14,37.71,,1.0,1.0,4,B1,39.77,,1.0,1.0,,76.4,0,0,,,,
20240205,03,10,3-5-6,0,3,B1,4.36,38.69,,1.0,1.0,0.0,5,B1,4.14,37.71,,1.0,1.0,6,A2,47.62,,1.0,1.0,,76.4,0,0,,,,
20240205,03,10,3-6-1,0,3,B1,4.36,38.69,,1.0,1.0,0.0,6,A2,5.66,47.62,,1.0,1.0,1,A1,37.74,,1.0,1.0,,86.31,0,0,,,,
