hd,jcd,rno,lane,regno,wind_speed_m,kimarite_sashi,is_crosswind,boat_rate3,is_strong_wind,racer_id,dash_attack_flag,kimarite_makuri,power_lane,power_outer,course_avg_st,outer_over_inner,wave_height_cm,power_inner,decision4,motor_rate2,racer_name,kimarite_nuki,tenji_st,boat_rate2,motor_rate3,course_first_rate,kimarite_makuri_sashi,st_rank,tenji_sec,course_3rd_rate,tenji_rank
20240304,02,10,1,3072,4.0,0.0,1,49.25,0,3072,0,0.0,18.672,143165589.025,0.15,143165573.44866666,2.0,15.576333333333332,SASHI,50.34,西田 靖,1.0,0.0002,35.07,63.45,31.2,0.0,2,6.77,58.3,3
20240304,02,10,2,4552,4.0,2.0,1,55.47,0,4552,0,1.0,15.822,143165589.025,0.17,143165573.44866666,2.0,15.576333333333332,SASHI,45.04,杉山 勝匡,1.0,0.09,39.84,58.78,12.5,0.0,5,6.68,43.7,1
20240304,02,10,3,4957,4.0,1.0,1,63.64,0,4957,0,1.0,12.235000000000001,143165589.025,0.16,143165573.44866666,2.0,15.576333333333332,SASHI,30.37,竹之内 極,1.0,0.04,45.45,48.89,11.1,2.0,4,6.74,60.0,2
20240304,02,10,4,3873,4.0,2.0,1,52.99,0,3873,1,0.0,13.918999999999999,143165589.025,0.15,143165573.44866666,2.0,15.576333333333332,SASHI,34.65,別府 昌樹,0.0,0.0007000000000000001,38.81,48.03,6.2,0.0,3,6.93,53.1,6
20240304,02,10,5,4133,4.0,0.0,1,41.98,0,4133,0,0.0,429496740.789,143165589.025,0.16,143165573.44866666,2.0,15.576333333333332,SASHI,26.13,高橋 正男,1.0,0.11,27.48,45.95,2.0,0.0,6,6.8,38.7,4
20240304,02,10,6,4588,4.0,0.0,1,49.6,0,4588,0,0.0,12.367,143165589.025,0.18,143165573.44866666,2.0,15.576333333333332,SASHI,29.41,田中 京介,0.0,0.0001,35.2,42.86,0.0,0.0,1,6.88,25.8,5
20240304,02,1,1,3293,1.0,0.0,0,39.13,0,3293,0,0.0,9.165999999999999,14.023333333333332,0.17,1.1966666666666654,1.0,12.826666666666666,MAKURI,22.32,宮内 由紀英,1.0,0.15,25.22,41.07,7.4,0.0,4,6.79,55.5,5
20240304,02,1,2,4555,1.0,3.0,0,48.0,0,4555,0,1.0,13.923000000000002,14.023333333333332,0.18,1.1966666666666654,1.0,12.826666666666666,MAKURI,35.09,富永 大一,1.0,0.01,27.2,43.86,13.5,0.0,2,6.78,56.7,4
20240304,02,1,3,4439,1.0,0.0,0,41.51,0,4439,0,0.0,15.391,14.023333333333332,0.16,1.1966666666666654,1.0,12.826666666666666,MAKURI,40.61,近藤 友宝,0.0,0.0003,28.3,63.64,3.2,0.0,1,6.71,32.2,1
20240304,02,1,4,4981,1.0,0.0,0,46.88,0,4981,0,1.0,17.148999999999997,14.023333333333332,0.17,1.1966666666666654,1.0,12.826666666666666,MAKURI,44.81,牧山 敦也,0.0,0.0003,34.38,61.69,5.1,1.0,1,6.72,51.2,2
20240304,02,1,5,4952,1.0,0.0,0,54.01,0,4952,0,0.0,11.542,14.023333333333332,0.15,1.1966666666666654,1.0,12.826666666666666,MAKURI,29.08,吉武 真也,0.0,0.0003,30.66,46.81,3.2,1.0,1,6.71,45.1,1
20240304,02,1,6,3377,1.0,0.0,0,47.52,0,3377,0,0.0,13.378999999999998,14.023333333333332,0.2,1.1966666666666654,1.0,12.826666666666666,MAKURI,34.69,塚田 修二,0.0,0.06,32.62,53.06,3.5,1.0,3,6.76,17.8,3
20240304,02,2,1,4588,1.0,0.0,0,49.6,0,4588,0,0.0,12.367,143165586.70466667,0.14,143165574.49,1.0,12.214666666666666,NIGE,29.41,田中 京介,1.0,0.01,35.2,42.86,56.2,0.0,1,6.68,71.8,1
20240304,02,2,2,4532,1.0,5.0,0,51.54,0,4532,0,3.0,11.926,143165586.70466667,0.14,143165574.49,1.0,12.214666666666666,NIGE,25.76,秋元 哲,0.0,0.12,35.38,39.39,23.6,0.0,4,6.84,71.0,5
20240304,02,2,3,4298,1.0,0.0,0,46.56,0,4298,0,1.0,12.351,143165586.70466667,0.16,143165574.49,1.0,12.214666666666666,NIGE,29.37,宮下 元胤,0.0,0.07,27.48,41.27,2.7,0.0,2,6.78,47.2,3
20240304,02,2,4,4709,1.0,0.0,0,62.24,0,4709,0,1.0,9.032,143165586.70466667,0.15,143165574.49,1.0,12.214666666666666,NIGE,18.42,岡村 将也,1.0,0.11,41.26,32.46,8.1,1.0,3,6.78,56.7,3
20240304,02,2,5,4837,1.0,0.0,0,47.62,0,4837,0,0.0,429496738.878,143165586.70466667,0.18,143165574.49,1.0,12.214666666666666,NIGE,22.7,酒井 陽祐,0.0,0.34,34.92,38.3,0.0,0.0,6,6.81,29.0,4
20240304,02,2,6,3313,1.0,0.0,0,51.24,0,3313,0,0.0,12.204,143165586.70466667,0.22,143165574.49,1.0,12.214666666666666,NIGE,31.54,本吉 正樹,0.0,0.24,25.62,44.62,0.0,0.0,5,6.73,11.5,2
20240304,02,3,1,3569,1.0,0.0,0,38.58,0,3569,0,0.0,9.187,13.203333333333333,0.15,0.31733333333333213,1.0,12.886000000000001,SASHI,21.93,増田 進,2.0,0.11,22.83,38.6,32.5,0.0,4,6.84,60.0,6
20240304,02,3,2,4173,1.0,3.0,0,44.44,0,4173,0,0.0,17.307,13.203333333333333,0.18,0.31733333333333213,1.0,12.886000000000001,SASHI,46.01,岡谷 健吾,2.0,0.04,26.98,58.28,10.0,0.0,2,6.79,68.0,3
20240304,02,3,3,3761,1.0,0.0,0,48.94,0,3761,0,3.0,12.163999999999998,13.203333333333333,0.16,0.31733333333333213,1.0,12.886000000000001,SASHI,30.6,山本 光雄,1.0,0.08,28.72,41.04,8.8,0.0,3,6.83,55.5,5
20240304,02,3,4,5124,1.0,0.0,0,46.15,0,5124,1,0.0,15.574,13.203333333333333,0.14,0.31733333333333213,1.0,12.886000000000001,SASHI,42.18,上瀧 絢也,0.0,0.03,25.64,61.22,0.0,0.0,1,6.75,21.8,2
20240304,02,3,5,5316,1.0,0.0,0,34.38,0,5316,0,0.0,11.738999999999999,13.203333333333333,0.0,0.31733333333333213,1.0,12.886000000000001,SASHI,34.65,村松 将平,0.0,0.12,20.31,47.24,0.0,0.0,5,6.71,0.0,1
20240304,02,3,6,5012,1.0,0.0,0,53.28,0,5012,0,0.0,12.297,13.203333333333333,0.18,0.31733333333333213,1.0,12.886000000000001,SASHI,28.99,加倉 侑征,0.0,0.04,38.69,51.45,4.1,1.0,2,6.81,33.3,4
20240304,02,4,1,4899,0.0,0.0,0,49.25,0,4899,0,0.0,11.408,14.514666666666665,0.14,2.132999999999999,0.0,12.381666666666666,SASHI,30.6,占部 一真,0.0,0.0002,35.07,47.76,30.7,0.0,3,6.92,46.1,5
20240304,02,4,2,4215,0.0,4.0,0,47.11,0,4215,0,1.0,11.717999999999998,14.514666666666665,0.18,2.132999999999999,0.0,12.381666666666666,SASHI,27.56,吉島 祥之,0.0,0.02,28.93,44.09,11.1,0.0,5,6.82,62.2,3
20240304,02,4,3,3873,0.0,0.0,0,52.99,0,3873,0,3.0,14.019,14.514666666666665,0.15,2.132999999999999,0.0,12.381666666666666,SASHI,34.65,別府 昌樹,0.0,0.0001,38.81,48.03,8.1,0.0,2,6.92,62.1,5
