hd,jcd,rno,win_lane,win_racer_id,decision
20240221,02,10,3,4575,まくり差し
20240221,02,11,1,3412,逃げ
20240221,02,12,1,4504,逃げ
20240221,02,1,1,5060,逃げ
20240221,02,2,3,4225,まくり
20240221,02,3,1,4900,逃げ
20240221,02,4,2,4483,差し
20240221,02,5,4,3412,まくり
20240221,02,6,3,4504,まくり
20240221,02,7,1,5051,逃げ
20240221,02,8,2,4335,まくり
20240221,02,9,1,4225,逃げ
20240221,03,10,4,3874,抜き
20240221,03,11,3,4899,抜き
20240221,03,12,1,4703,逃げ
20240221,03,1,3,5061,まくり
20240221,03,2,1,3537,逃げ
20240221,03,3,4,5136,まくり
20240221,03,4,3,3874,まくり
20240221,03,5,1,4034,逃げ
20240221,03,6,5,4564,まくり
20240221,03,7,1,3715,逃げ
20240221,03,8,1,4931,逃げ
20240221,03,9,1,4159,逃げ
20240221,07,10,1,4296,逃げ
20240221,07,11,1,3952,逃げ
20240221,07,12,1,4022,逃げ
20240221,07,1,1,4457,逃げ
20240221,07,2,4,4191,抜き
20240221,07,3,2,4287,差し
20240221,07,4,1,4369,逃げ
20240221,07,5,3,4027,まくり差し
20240221,07,6,4,3940,差し
20240221,07,7,1,4463,逃げ
20240221,07,8,1,3983,逃げ
20240221,07,9,3,4191,まくり差し
20240221,09,10,1,4376,逃げ
20240221,09,11,1,4156,逃げ
20240221,09,12,1,4344,逃げ
20240221,09,1,3,4962,まくり差し
20240221,09,2,1,4340,逃げ
20240221,09,3,1,4977,逃げ
20240221,09,4,2,4580,抜き
20240221,09,5,2,5054,まくり
20240221,09,6,1,4319,逃げ
20240221,09,7,1,4053,逃げ
20240221,09,8,1,4272,逃げ
20240221,09,9,1,4260,逃げ
20240221,10,10,5,4330,まくり
20240221,10,11,2,4709,差し
20240221,10,12,1,4686,逃げ
20240221,10,1,1,4391,逃げ
20240221,10,2,2,4686,差し
20240221,10,3,1,4089,逃げ
20240221,10,4,4,4413,まくり
20240221,10,5,6,4543,抜き
20240221,10,6,1,2014,逃げ
20240221,10,7,1,4389,逃げ
20240221,10,8,4,4496,まくり
20240221,10,9,5,4413,まくり
20240221,11,10,1,3900,逃げ
20240221,11,11,1,4556,逃げ
20240221,11,12,1,4502,逃げ
20240221,11,1,2,4998,差し
20240221,11,2,3,4313,差し
20240221,11,3,2,4183,まくり差し
20240221,11,4,3,5056,差し
20240221,11,5,1,4627,逃げ
20240221,11,6,5,4502,まくり
20240221,11,7,5,4530,まくり
20240221,11,8,1,4963,逃げ
20240221,11,9,1,4313,逃げ
20240221,12,10,4,4109,まくり差し
20240221,12,11,1,4099,逃げ
20240221,12,12,1,3997,逃げ
20240221,12,1,1,3107,逃げ
20240221,12,2,2,4979,まくり
20240221,12,3,3,4759,まくり差し
20240221,12,4,1,4952,逃げ
20240221,12,5,2,4904,差し
20240221,12,6,6,4513,差し
