hd,jcd,rno,lane,regno,st_sec,st_is_f,st_is_late,st_penalized,st_observed,tenji_st_sec,tenji_is_f,tenji_f_over_sec,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240101,6,10,1,4494,,,,,,0.09,0,,4,,0.13,74.6,98.4
20240101,6,10,2,3987,,,,,,0.05,0,,2,,0.15,13.6,63.6
20240101,6,10,3,4033,,,,,,,1,0.01,,,0.13,21.7,65.2
20240101,6,10,4,4360,,,,,,,1,0.04,,,0.18,11.9,50.0
20240101,6,10,5,4793,,,,,,0.01,0,,1,,0.13,8.5,46.8
20240101,6,10,6,3796,,,,,,0.06,0,,3,,0.18,7.3,24.3
20240101,6,11,1,3422,,,,,,0.05,0,,1,,0.16,61.2,91.9
20240101,6,11,2,3474,,,,,,,1,0.05,,,0.17,17.6,64.7
20240101,6,11,3,3959,,,,,,,1,0.01,,,0.16,22.2,73.3
20240101,6,11,4,4058,,,,,,0.11,0,,2,,0.19,15.0,43.4
20240101,6,11,5,3744,,,,,,,1,0.13,,,0.12,14.5,52.0
20240101,6,11,6,5034,,,,,,,1,0.04,,,0.19,3.2,35.4
20240101,6,12,1,3960,,,,,,,1,0.04,,,0.11,79.3,92.0
20240101,6,12,2,3956,,,,,,0.01,0,,1,,0.15,28.5,69.0
20240101,6,12,3,4209,,,,,,0.03,0,,2,,0.16,12.2,65.3
20240101,6,12,4,3839,,,,,,0.01,0,,1,,0.16,6.0,30.3
20240101,6,12,5,4342,,,,,,0.09,0,,3,,0.13,17.3,67.3
20240101,6,12,6,4150,,,,,,0.03,0,,2,,0.14,4.4,20.0
20240101,6,1,1,4918,,,,,,,1,0.09,,,0.14,46.1,69.2
20240101,6,1,2,3489,,,,,,0.06,0,,1,,0.16,15.0,68.3
20240101,6,1,3,4058,,,,,,0.06,0,,1,,0.15,9.7,63.4
20240101,6,1,4,4150,,,,,,0.17,0,,2,,0.13,20.6,65.5
20240101,6,1,5,5316,,,,,,,1,0.02,,,0.0,0.0,0.0
20240101,6,1,6,3294,,,,,,0.19,0,,3,,0.15,0.0,20.6
20240101,6,2,1,4625,,,,,,0.03,0,,1,,0.14,57.8,78.9
20240101,6,2,2,5110,,,,,,0.33,0,,5,,0.21,10.8,54.0
20240101,6,2,3,4524,,,,,,0.08,0,,2,,0.13,18.1,72.7
20240101,6,2,4,3563,,,,,,0.13,0,,3,,0.17,5.6,47.1
20240101,6,2,5,4216,,,,,,0.13,0,,3,,0.16,7.1,33.3
20240101,6,2,6,3474,,,,,,0.17,0,,4,,0.24,2.9,32.3
20240101,6,3,1,4068,,,,,,,,,,,0.17,42.8,85.7
20240101,6,3,2,5205,,,,,,,,,,,0.19,17.2,62.0
20240101,6,3,3,4793,,,,,,,,,,,0.13,26.9,65.3
20240101,6,3,4,4131,,,,,,,,,,,0.17,10.5,50.0
20240101,6,3,5,5269,,,,,,,,,,,0.18,0.0,44.4
20240101,6,3,6,3956,,,,,,,,,,,0.19,0.0,30.0
20240101,6,4,1,5248,,,,,,0.14,0,,1,,0.15,33.3,66.6
20240101,6,4,2,4840,,,,,,0.16,0,,2,,0.19,22.5,54.8
20240101,6,4,3,3987,,,,,,,1,0.03,,,0.15,12.5,35.0
20240101,6,4,4,4076,,,,,,0.23,0,,3,,0.18,18.7,62.5
20240101,6,4,5,3422,,,,,,0.16,0,,2,,0.16,2.2,48.8
20240101,6,4,6,3718,,,,,,0.25,0,,4,,0.21,0.0,15.6
20240101,6,5,1,3744,,,,,,0.01,0,,1,,0.13,81.6,91.5
20240101,6,5,2,3591,,,,,,0.03,0,,2,,0.18,0.0,41.6
20240101,6,5,3,3796,,,,,,0.09,0,,4,,0.19,13.5,59.4
20240101,6,5,4,4273,,,,,,0.11,0,,5,,0.18,8.1,48.9
20240101,6,5,5,4989,,,,,,0.12,0,,6,,0.11,11.9,64.2
20240101,6,5,6,4209,,,,,,0.07,0,,3,,0.18,2.3,18.6
20240101,6,6,1,3959,,,,,,0.03,0,,2,,0.14,75.8,93.1
20240101,6,6,2,3839,,,,,,,1,0.01,,,0.16,9.0,43.1
20240101,6,6,3,4740,,,,,,0.02,0,,1,,0.17,6.2,34.3
20240101,6,6,4,4033,,,,,,,1,0.02,,,0.14,24.0,64.8
20240101,6,6,5,3294,,,,,,,1,0.02,,,0.13,7.1,28.5
20240101,6,6,6,4216,,,,,,,1,0.03,,,0.19,0.0,16.6
20240101,6,7,1,4342,,,,,,0.12,0,,5,,0.12,73.0,90.3
20240101,6,7,2,4918,,,,,,0.04,0,,2,,0.16,20.0,43.3
20240101,6,7,3,5269,,,,,,0.07,0,,3,,0.14,33.3,33.3
20240101,6,7,4,5034,,,,,,0.01,0,,1,,0.14,8.3,69.4
20240101,6,7,5,5110,,,,,,0.21,0,,6,,0.2,2.8,22.8
20240101,6,7,6,4124,,,,,,0.09,0,,4,,0.18,3.1,34.3
