hd,jcd,rno,lane,regno,racer_id,motor_rate3,st_rank,decision4,tenji_rank,power_outer,power_inner,tenji_sec,wind_speed_m,power_lane,course_first_rate,kimarite_sashi,tenji_st,dash_attack_flag,kimarite_nuki,course_3rd_rate,wave_height_cm,kimarite_makuri_sashi,boat_rate3,boat_rate2,is_strong_wind,kimarite_makuri,racer_name,motor_rate2,is_crosswind,course_avg_st,outer_over_inner
20240323,01,10,1,4340,4340,48.0,6,MAKURI_SASHI,3,15.031666666666666,143165588.11066666,6.86,1.0,429496740.048,38.2,0.0,0.26,0,0.0,73.5,1.0,0.0,27.27,13.64,0,0.0,土性 雅也,26.0,0,0.16,-143165573.079
20240323,01,10,2,3475,3475,44.68,5,MAKURI_SASHI,4,15.031666666666666,143165588.11066666,6.88,1.0,9.714,11.4,3.0,0.15,0,0.0,77.1,1.0,0.0,60.0,0.0,0,1.0,橋本 久和,21.28,0,0.18,-143165573.079
20240323,01,10,3,4308,4308,53.19,3,MAKURI_SASHI,2,15.031666666666666,143165588.11066666,6.8,1.0,14.569999999999999,25.5,0.0,0.05,0,1.0,80.8,1.0,8.0,32.31,16.92,0,2.0,河村 了,34.04,0,0.15,-143165573.079
20240323,01,10,4,4090,4090,48.48,2,MAKURI_SASHI,1,15.031666666666666,143165588.11066666,6.77,1.0,12.273,15.2,1.0,0.01,1,0.0,56.5,1.0,2.0,52.46,39.34,0,3.0,中村 尊,27.27,0,0.13,-143165573.079
20240323,01,10,5,4114,4114,53.33,1,MAKURI_SASHI,5,15.031666666666666,143165588.11066666,7.02,1.0,15.904,9.0,0.0,0.0002,0,0.0,27.2,1.0,3.0,46.88,34.38,0,1.0,深澤 達徳,40.0,0,0.17,-143165573.079
20240323,01,10,6,4137,4137,56.1,4,MAKURI_SASHI,4,15.031666666666666,143165588.11066666,6.88,1.0,16.918,2.7,0.0,0.12,0,0.0,47.2,1.0,1.0,43.4,24.53,0,0.0,君島 秀三,43.9,0,0.13,-143165573.079
20240323,01,12,1,4025,4025,23.53,1,NIGE,3,18.317999999999998,12.153666666666666,6.77,0.0,10.249,70.9,0.0,0.0001,0,2.0,81.8,0.0,0.0,51.47,35.29,0,0.0,山本 隆幸,20.59,0,0.16,6.164333333333332
20240323,01,12,2,4782,4782,56.82,4,NIGE,4,18.317999999999998,12.153666666666666,6.78,0.0,13.417,25.8,5.0,0.09,0,1.0,58.0,0.0,0.0,51.61,41.94,0,2.0,浜崎 準也,34.09,0,0.15,6.164333333333332
20240323,01,12,3,5090,5090,47.83,2,NIGE,2,18.317999999999998,12.153666666666666,6.75,0.0,12.795,13.8,0.0,0.0005,0,0.0,58.3,0.0,0.0,42.86,30.36,0,5.0,生方 靖亜,32.61,0,0.17,6.164333333333332
20240323,01,12,4,4428,4428,74.0,5,NIGE,5,18.317999999999998,12.153666666666666,6.79,0.0,19.451999999999998,23.0,4.0,0.15,0,1.0,69.2,0.0,0.0,46.88,34.38,0,4.0,有賀 達也,52.0,0,0.1,6.164333333333332
20240323,01,12,5,4188,4188,69.39,1,NIGE,6,18.317999999999998,12.153666666666666,6.84,0.0,21.112,13.1,0.0,0.0001,0,0.0,57.8,0.0,3.0,51.56,34.38,0,1.0,久田 敏之,55.1,0,0.13,6.164333333333332
20240323,01,12,6,4578,4578,50.0,3,NIGE,1,18.317999999999998,12.153666666666666,6.72,0.0,14.39,0.0,0.0,0.0008,0,0.0,18.9,0.0,0.0,50.82,22.95,0,0.0,藤山 雅弘,38.0,0,0.2,6.164333333333332
20240323,01,1,1,5150,5150,41.46,1,NIGE,1,12.034333333333334,10.365,6.75,2.0,12.829,47.6,0.0,0.0002,0,1.0,76.1,1.0,0.0,59.68,33.87,0,0.0,坂本 雄紀,31.71,1,0.17,1.6693333333333342
20240323,01,1,2,4031,4031,39.02,3,NIGE,3,12.034333333333334,10.365,6.86,2.0,8.357,10.0,2.0,0.04,0,0.0,56.6,1.0,0.0,55.22,35.82,0,1.0,飯島 誠,19.51,1,0.16,1.6693333333333342
20240323,01,1,3,3419,3419,46.94,5,NIGE,5,12.034333333333334,10.365,6.9,2.0,9.908999999999999,3.1,0.0,0.07,0,0.0,43.7,1.0,1.0,50.0,28.13,0,0.0,栗原 謙治,24.49,1,0.2,1.6693333333333342
20240323,01,1,4,4229,4229,55.81,2,NIGE,4,12.034333333333334,10.365,6.89,2.0,16.359,0.0,0.0,0.01,1,0.0,32.2,1.0,0.0,38.81,28.36,0,0.0,市川 美宏,44.19,1,0.18,1.6693333333333342
20240323,01,1,5,4163,4163,52.38,2,NIGE,2,12.034333333333334,10.365,6.83,2.0,11.565000000000001,0.0,0.0,0.01,0,0.0,34.2,1.0,0.0,50.0,29.41,0,0.0,山崎 裕司,26.19,1,0.18,1.6693333333333342
20240323,01,1,6,5010,5010,35.29,4,NIGE,6,12.034333333333334,10.365,6.95,2.0,8.178999999999998,0.0,0.0,0.05,0,0.0,24.1,1.0,0.0,65.0,40.0,0,0.0,宇留田 翔平,17.65,1,0.19,1.6693333333333342
20240323,01,2,1,3482,3482,52.83,3,NIGE,4,11.560333333333332,9.330333333333334,6.89,2.0,11.288,22.2,0.0,0.07,0,0.0,72.2,1.0,0.0,54.41,36.76,0,0.0,金子 猛志,28.3,1,0.15,2.2299999999999986
20240323,01,2,2,4360,4360,37.21,3,NIGE,1,11.560333333333332,9.330333333333334,6.77,2.0,9.98,11.7,4.0,0.07,0,0.0,44.1,1.0,0.0,57.58,40.91,0,0.0,庄司 孝輔,23.26,1,0.19,2.2299999999999986
20240323,01,2,3,4274,4274,32.56,2,NIGE,6,11.560333333333332,9.330333333333334,6.95,2.0,6.723,5.2,0.0,0.02,0,2.0,44.7,1.0,0.0,49.25,37.31,0,0.0,長畑 友輔,13.95,1,0.17,2.2299999999999986
20240323,01,2,4,3268,3268,40.0,4,NIGE,3,11.560333333333332,9.330333333333334,6.87,2.0,9.76,5.2,0.0,0.11,0,0.0,34.2,1.0,2.0,58.06,45.16,0,0.0,森 竜也,22.22,1,0.19,2.2299999999999986
20240323,01,2,5,5252,5252,47.62,3,NIGE,2,11.560333333333332,9.330333333333334,6.86,2.0,13.808,8.3,0.0,0.07,0,0.0,33.3,1.0,2.0,50.0,37.1,0,2.0,荒木 颯斗,38.1,1,0.16,2.2299999999999986
20240323,01,2,6,4105,4105,50.98,1,NIGE,5,11.560333333333332,9.330333333333334,6.93,2.0,11.113,2.3,0.0,0.0003,0,0.0,38.1,1.0,1.0,61.54,50.0,0,0.0,松下 直也,25.49,1,0.2,2.2299999999999986
20240323,01,3,1,3619,3619,54.76,5,NIGE,3,13.359333333333332,11.783333333333331,6.88,2.0,14.802,37.1,0.0,0.11,0,1.0,80.0,1.0,0.0,50.82,31.15,0,0.0,長谷川 充,38.1,1,0.17,1.5760000000000005
20240323,01,3,2,4458,4458,33.33,4,NIGE,2,13.359333333333332,11.783333333333331,6.84,2.0,8.275,7.6,3.0,0.05,0,0.0,51.2,1.0,0.0,37.7,29.51,0,0.0,抹香 雄三,16.67,1,0.15,1.5760000000000005
20240323,01,3,3,4090,4090,48.48,2,NIGE,2,13.359333333333332,11.783333333333331,6.84,2.0,12.273,27.6,0.0,0.01,0,2.0,65.9,1.0,5.0,52.46,39.34,0,6.0,中村 尊,27.27,1,0.11,1.5760000000000005
20240323,01,3,4,4466,4466,54.76,4,NIGE,1,13.359333333333332,11.783333333333331,6.82,2.0,14.293,5.0,0.0,0.05,0,1.0,52.5,1.0,0.0,50.75,29.85,0,1.0,南 佑典,35.71,1,0.18,1.5760000000000005
20240323,01,3,5,3226,3226,54.35,3,NIGE,4,13.359333333333332,11.783333333333331,6.9,2.0,16.990999999999996,2.8,1.0,0.04,0,0.0,20.0,1.0,0.0,39.06,25.0,0,0.0,浦田 信義,45.65,1,0.16,1.5760000000000005
20240323,01,3,6,3909,3909,20.0,1,NIGE,2,13.359333333333332,11.783333333333331,6.84,2.0,8.794,0.0,0.0,0.0005,0,0.0,9.0,1.0,0.0,53.13,31.25,0,0.0,佐々木 康幸,15.0,1,0.12,1.5760000000000005
20240323,01,4,1,3475,3475,44.68,1,NIGE,1,10.013,13.362,,1.0,10.114,44.6,0.0,,0,4.0,74.4,1.0,0.0,60.0,0.0,0,0.0,橋本 久和,21.28,1,0.19,-3.349
20240323,01,4,2,4114,4114,53.33,1,NIGE,1,10.013,13.362,,1.0,15.904,16.2,6.0,,0,0.0,60.4,1.0,0.0,46.88,34.38,0,1.0,深澤 達徳,40.0,1,0.2,-3.349
20240323,01,4,3,4345,4345,60.87,1,NIGE,1,10.013,13.362,,1.0,14.068,10.3,0.0,,0,0.0,48.2,1.0,1.0,60.32,41.27,0,2.0,西舘 健,36.96,1,0.15,-3.349
20240323,01,4,4,4319,4319,45.83,1,NIGE,1,10.013,13.362,,1.0,9.901,4.7,0.0,,,0.0,54.7,1.0,2.0,46.43,33.93,0,0.0,三宅 潤,20.83,1,0.19,-3.349
20240323,01,4,5,5318,5318,51.16,1,NIGE,1,10.013,13.362,,1.0,10.792000000000002,0.0,0.0,,0,0.0,0.0,1.0,0.0,50.94,30.19,0,0.0,河内 一馬,32.56,1,0.0,-3.349
20240323,01,4,6,4654,4654,31.11,1,NIGE,1,10.013,13.362,,1.0,9.346,0.0,0.0,,0,0.0,24.1,1.0,0.0,61.67,48.33,0,0.0,篠田 優也,17.78,1,0.16,-3.349
20240323,01,5,1,4308,4308,53.19,3,NIGE,2,143165586.73733333,12.76,6.83,1.0,14.569999999999999,65.6,0.0,0.03,0,0.0,95.5,1.0,0.0,32.31,16.92,0,0.0,河村 了,34.04,1,0.13,143165573.97733334
20240323,01,5,2,4163,4163,52.38,1,NIGE,1,143165586.73733333,12.76,6.78,1.0,11.665000000000001,9.3,2.0,0.0001,0,1.0,67.4,1.0,0.0,50.0,29.41,0,1.0,山崎 裕司,26.19,1,0.17,143165573.97733334
20240323,01,5,3,3156,3156,52.38,2,NIGE,6,143165586.73733333,12.76,6.92,1.0,12.045,9.8,0.0,0.01,0,0.0,41.1,1.0,5.0,59.7,46.27,0,0.0,金子 良昭,28.57,1,0.16,143165573.97733334
20240323,01,5,4,4089,4089,45.1,5,NIGE,5,143165586.73733333,12.76,6.91,1.0,14.649,9.3,1.0,0.09,0,0.0,69.7,1.0,2.0,54.24,38.98,0,0.0,妹尾 忠幸,35.29,1,0.15,143165573.97733334
20240323,01,5,5,3911,3911,20.0,6,NIGE,3,143165586.73733333,12.76,6.85,1.0,429496734.915,4.7,0.0,0.15,0,1.0,21.4,1.0,1.0,59.65,40.35,0,0.0,鈴木 猛,8.89,1,0.16,143165573.97733334
20240323,01,5,6,4340,4340,48.0,4,NIGE,4,143165586.73733333,12.76,6.87,1.0,10.648,2.6,1.0,0.06,0,0.0,26.3,1.0,0.0,27.27,13.64,0,0.0,土性 雅也,26.0,1,0.22,143165573.97733334
20240323,01,6,1,4608,4608,45.65,1,NIGE,1,11.963999999999999,12.289000000000001,,0.0,15.877,54.3,0.0,,0,2.0,85.9,0.0,0.0,51.47,30.88,0,0.0,荒井 翔伍,39.13,0,0.15,-0.32500000000000284
20240323,01,6,2,3848,3848,47.92,1,NIGE,1,11.963999999999999,12.289000000000001,,0.0,10.93,16.2,4.0,,0,1.0,54.0,0.0,0.0,53.03,37.88,0,1.0,川上 聡介,25.0,0,0.14,-0.32500000000000284
20240323,01,6,3,3268,3268,40.0,1,NIGE,1,11.963999999999999,12.289000000000001,,0.0,10.06,9.5,0.0,,0,0.0,45.2,0.0,2.0,58.06,45.16,0,2.0,森 竜也,22.22,0,0.17,-0.32500000000000284
20240323,01,6,4,4181,4181,60.98,1,NIGE,1,11.963999999999999,12.289000000000001,,0.0,17.026,6.3,2.0,,,0.0,31.9,0.0,1.0,57.14,33.33,0,0.0,花本 夏樹,46.34,0,0.19,-0.32500000000000284
20240323,01,6,5,4031,4031,39.02,1,NIGE,1,11.963999999999999,12.289000000000001,,0.0,8.557,6.6,0.0,,0,0.0,13.3,0.0,2.0,55.22,35.82,0,0.0,飯島 誠,19.51,0,0.18,-0.32500000000000284
20240323,01,6,6,3419,3419,46.94,1,NIGE,1,11.963999999999999,12.289000000000001,,0.0,10.309,0.0,0.0,,0,0.0,8.3,0.0,0.0,50.0,28.13,0,0.0,栗原 謙治,24.49,0,0.24,-0.32500000000000284
20240323,01,7,1,4137,4137,56.1,5,MAKURI,3,13.738,14.319,6.88,0.0,16.817999999999998,68.4,0.0,0.17,0,3.0,94.7,0.0,0.0,43.4,24.53,0,0.0,君島 秀三,43.9,0,0.15,-0.5810000000000013
20240323,01,7,2,4229,4229,55.81,3,MAKURI,2,13.738,14.319,6.85,0.0,16.259,5.5,2.0,0.09,0,0.0,55.5,0.0,0.0,38.81,28.36,0,0.0,市川 美宏,44.19,0,0.2,-0.5810000000000013
20240323,01,7,3,4360,4360,37.21,4,MAKURI,1,13.738,14.319,6.83,0.0,9.88,7.5,1.0,0.11,0,0.0,50.0,0.0,2.0,57.58,40.91,0,0.0,庄司 孝輔,23.26,0,0.17,-0.5810000000000013
20240323,01,7,4,3793,3793,45.83,3,MAKURI,4,13.738,14.319,6.98,0.0,15.232999999999999,7.4,1.0,0.09,1,0.0,59.2,0.0,0.0,45.16,32.26,0,1.0,高橋 真吾,41.67,0,0.16,-0.5810000000000013
20240323,01,7,5,4466,4466,54.76,1,MAKURI,2,13.738,14.319,6.85,0.0,14.593,2.5,0.0,0.04,0,0.0,33.3,0.0,1.0,50.75,29.85,0,0.0,南 佑典,35.71,0,0.17,-0.5810000000000013
20240323,01,7,6,3482,3482,52.83,2,MAKURI,5,13.738,14.319,7.05,0.0,11.388000000000002,2.7,0.0,0.05,0,0.0,11.1,0.0,0.0,54.41,36.76,0,0.0,金子 猛志,28.3,0,0.17,-0.5810000000000013
20240323,01,8,1,4491,4491,43.18,5,NIGE,5,13.902000000000001,143165588.55233333,6.88,1.0,9.765,51.1,0.0,0.11,0,2.0,88.3,1.0,0.0,46.15,29.23,0,0.0,田中 堅,22.73,0,0.16,-143165574.65033332
20240323,01,8,2,3226,3226,54.35,6,NIGE,4,13.902000000000001,143165588.55233333,6.87,1.0,429496746.291,11.9,4.0,0.24,0,0.0,59.5,1.0,0.0,39.06,25.0,0,1.0,浦田 信義,45.65,0,0.16,-143165574.65033332
20240323,01,8,3,4319,4319,45.83,4,NIGE,2,13.902000000000001,143165588.55233333,6.83,1.0,9.600999999999999,5.1,0.0,0.05,0,0.0,41.0,1.0,1.0,46.43,33.93,0,1.0,三宅 潤,20.83,0,0.16,-143165574.65033332
20240323,01,8,4,5252,5252,47.62,2,NIGE,3,13.902000000000001,143165588.55233333,6.86,1.0,13.908000000000001,2.9,0.0,0.0006,1,1.0,32.3,1.0,0.0,50.0,37.1,0,0.0,荒木 颯斗,38.1,0,0.16,-143165574.65033332
20240323,01,8,5,4580,4580,66.67,1,NIGE,1,13.902000000000001,143165588.55233333,6.82,1.0,17.206,8.3,0.0,0.0003,0,0.0,35.4,1.0,3.0,64.52,32.26,0,1.0,長谷川 雅和,45.24,0,0.17,-143165574.65033332
20240323,01,8,6,5318,5318,51.16,3,NIGE,4,13.902000000000001,143165588.55233333,6.87,1.0,10.592,0.0,0.0,0.02,0,0.0,0.0,1.0,0.0,50.94,30.19,0,0.0,河内 一馬,32.56,0,0.2,-143165574.65033332
20240323,01,9,1,4105,4105,50.98,2,MAKURI,4,11.723999999999998,7.717,6.88,1.0,11.013,30.6,0.0,0.15,0,1.0,77.5,1.0,0.0,61.54,50.0,0,0.0,松下 直也,25.49,0,0.18,4.006999999999999
20240323,01,9,2,4274,4274,32.56,3,MAKURI,5,11.723999999999998,7.717,6.95,1.0,6.623,11.4,3.0,0.18,0,1.0,45.7,1.0,0.0,49.25,37.31,0,0.0,長畑 友輔,13.95,0,0.18,4.006999999999999
20240323,01,9,3,3911,3911,20.0,4,MAKURI,1,11.723999999999998,7.717,6.81,1.0,5.515,3.0,0.0,0.24,0,0.0,60.6,1.0,0.0,59.65,40.35,0,1.0,鈴木 猛,8.89,0,0.15,4.006999999999999
20240323,01,9,4,4458,4458,33.33,2,MAKURI,2,11.723999999999998,7.717,6.84,1.0,8.475000000000001,5.5,1.0,0.15,0,0.0,36.1,1.0,0.0,37.7,29.51,0,1.0,抹香 雄三,16.67,0,0.15,4.006999999999999
20240323,01,9,5,4345,4345,60.87,3,MAKURI,3,11.723999999999998,7.717,6.87,1.0,13.867999999999999,8.5,0.0,0.18,0,0.0,42.8,1.0,1.0,60.32,41.27,0,1.0,西舘 健,36.96,0,0.16,4.006999999999999
20240323,01,9,6,5150,5150,41.46,1,MAKURI,3,11.723999999999998,7.717,6.87,1.0,12.829,5.0,0.0,0.14,0,1.0,37.5,1.0,1.0,59.68,33.87,0,0.0,坂本 雄紀,31.71,0,0.17,4.006999999999999
20240323,03,10,1,4601,4601,53.69,5,NIGE,2,13.639999999999999,143165591.05733332,6.96,5.0,16.155,70.5,0.0,0.44,0,3.0,86.2,15.0,0.0,52.55,36.22,0,0.0,森野 正弘,40.39,0,0.15,-143165577.41733333
20240323,03,10,2,5018,5018,59.9,4,NIGE,1,13.639999999999999,143165591.05733332,6.92,5.0,15.531999999999998,5.0,0.0,0.34,0,1.0,50.0,15.0,0.0,52.82,32.82,0,1.0,竹下 大樹,40.1,0,0.17,-143165577.41733333
20240323,03,10,3,3516,3516,47.03,6,NIGE,3,13.639999999999999,143165591.05733332,7.03,5.0,429496741.485,5.5,1.0,0.49,0,0.0,44.4,15.0,0.0,57.4,37.22,0,0.0,吉原 聖人,31.35,0,0.18,-143165577.41733333
20240323,03,10,4,4379,4379,53.48,1,NIGE,5,13.639999999999999,143165591.05733332,7.16,5.0,13.252,8.1,1.0,0.16,0,1.0,51.0,15.0,1.0,50.52,36.46,0,1.0,桑島 和宏,30.48,0,0.15,-143165577.41733333
20240323,03,10,5,4411,4411,52.8,2,NIGE,6,13.639999999999999,143165591.05733332,7.36,5.0,14.325,4.3,0.0,0.22,0,0.0,45.6,15.0,2.0,48.8,33.01,0,0.0,沢田 昭宏,35.51,0,0.16,-143165577.41733333
20240323,03,10,6,3869,3869,52.86,3,NIGE,4,13.639999999999999,143165591.05733332,7.07,5.0,13.342999999999998,0.0,0.0,0.33,0,0.0,25.0,15.0,0.0,52.02,32.32,0,0.0,井芹 大志,35.71,0,0.18,-143165577.41733333
20240323,03,11,1,4769,4769,47.85,3,MAKURI,5,15.226333333333335,143165590.299,7.09,3.0,14.143999999999998,70.8,0.0,0.25,0,3.0,97.9,10.0,0.0,53.77,35.18,0,0.0,馬場 剛,32.26,0,0.12,-143165575.07266667
20240323,03,11,2,4679,4679,53.99,6,MAKURI,2,15.226333333333335,143165590.299,6.94,3.0,429496743.099,16.1,1.0,0.37,0,1.0,45.1,10.0,0.0,53.23,35.82,0,3.0,植田 太一,36.15,0,0.2,-143165575.07266667
20240323,03,11,3,4645,4645,50.48,4,MAKURI,3,15.226333333333335,143165590.299,7.06,3.0,13.654,11.3,1.0,0.28,0,0.0,63.6,10.0,3.0,45.93,34.45,0,1.0,上村 純一,32.38,0,0.14,-143165575.07266667
20240323,03,11,4,5012,5012,51.6,2,MAKURI,4,15.226333333333335,143165590.299,7.08,3.0,13.547999999999998,10.5,1.0,0.15,0,1.0,47.3,10.0,1.0,49.52,35.24,0,1.0,加倉 侑征,32.98,0,0.15,-143165575.07266667
20240323,03,11,5,4792,4792,59.81,1,MAKURI,6,15.226333333333335,143165590.299,7.14,3.0,15.553,3.8,0.0,0.0002,0,0.0,30.7,10.0,0.0,52.22,35.96,0,1.0,杉村 賢也,41.63,0,0.18,-143165575.07266667
20240323,03,11,6,5221,5221,62.67,5,MAKURI,1,15.226333333333335,143165590.299,6.9,3.0,16.578,0.0,0.0,0.32,0,0.0,27.9,10.0,0.0,51.58,37.56,0,0.0,竹間 隆晟,43.78,0,0.12,-143165575.07266667
20240323,03,12,1,3473,3473,46.56,1,NIGE,4,143165590.35633335,13.99,7.03,4.0,12.34,41.2,0.0,0.0001,0,3.0,74.2,5.0,0.0,54.13,33.94,0,0.0,石川 真二,26.46,0,0.14,143165576.36633334
