hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240105,01,10,1,4888,0.19,0.06,0.16,2,3.54
20240105,01,10,2,3414,0.21,0.14,0.15,4,2.92
20240105,01,10,3,3532,0.27,0.06,0.15,2,13.695
20240105,01,10,4,3659,0.24,0.06,0.16,2,25.497000000000003
20240105,01,10,5,4177,0.21,0.01,0.17,1,2.9979999999999998
20240105,01,10,6,3653,0.26,0.07,0.2,3,8.302999999999999
20240105,01,11,1,4188,0.04,0.07,0.11,3,4.094
20240105,01,11,2,3159,0.13,0.18,0.15,5,25.383000000000003
20240105,01,11,3,4362,0.23,0.14,0.14,4,25.609
20240105,01,11,4,4305,0.14,0.06,0.19,2,3.8520000000000003
20240105,01,11,5,3686,0.11,0.03,0.16,1,18.88
20240105,01,11,6,5141,0.09,0.14,0.11,4,18.880000000000003
20240105,01,12,1,4238,0.12,0.13,0.1,2,14.841
20240105,01,12,2,4787,0.09,0.18,0.13,6,429496743.567
20240105,01,12,3,3740,0.09,0.16,0.14,5,9.039000000000001
20240105,01,12,4,4486,0.13,0.11,0.15,1,21.279999999999998
20240105,01,12,5,4491,0.11,0.15,0.19,4,3.346
20240105,01,12,6,4645,0.1,0.14,0.14,3,3.968
20240105,01,1,1,4113,0.12,0.01,0.17,3,15.733999999999998
20240105,01,1,2,3850,0.11,0.0001,0.15,1,3.274
20240105,01,1,3,4177,0.12,0.0004,0.16,2,2.8979999999999997
20240105,01,1,4,5141,0.1,0.0004,0.12,2,19.080000000000002
20240105,01,1,5,3538,0.13,0.0001,0.17,1,3.574
20240105,01,1,6,3827,0.16,0.04,0.2,4,13.165
20240105,01,2,1,3973,0.14,0.01,0.17,2,2.298
20240105,01,2,2,3740,0.16,0.0002,0.18,1,9.439000000000002
20240105,01,2,3,4078,0.12,0.02,0.18,3,2.1559999999999997
20240105,01,2,4,3970,0.13,0.13,0.17,6,429496732.206
20240105,01,2,5,4539,0.11,0.03,0.17,4,3.346
20240105,01,2,6,4407,0.16,0.07,0.23,5,11.703
20240105,01,3,1,5150,0.2,0.11,0.17,2,3.2460000000000004
20240105,01,3,2,4305,0.16,0.12,0.14,3,3.7520000000000002
20240105,01,3,3,4787,0.13,0.29,0.13,5,14.066999999999998
20240105,01,3,4,3653,0.11,0.11,0.19,2,8.403
20240105,01,3,5,5090,0.1,0.21,0.19,4,7.747
20240105,01,3,6,3441,0.21,0.1,0.2,1,8.041
20240105,01,4,1,5006,0.2,0.05,0.2,3,7.619000000000001
20240105,01,4,2,3419,0.2,0.13,0.19,5,2.262
20240105,01,4,3,4645,0.14,0.02,0.14,2,4.068
20240105,01,4,4,4188,0.08,0.0001,0.12,1,4.2940000000000005
20240105,01,4,5,5216,0.05,0.06,0.15,4,14.674
20240105,01,4,6,5065,0.15,0.02,0.11,2,3.1500000000000004
20240105,01,5,1,4550,0.12,0.03,0.15,4,11.395
