hd,jcd,rno,label_3t,win_lane
20240319,1,1,1-5-4,1
20240319,1,2,5-1-3,5
20240319,1,3,3-2-1,3
20240319,1,4,2-1-6,2
20240319,1,5,6-5-1,6
20240319,1,6,1-2-5,1
20240319,1,7,5-3-6,5
20240319,1,8,5-3-2,5
20240319,1,9,1-3-2,1
20240319,1,10,1-2-3,1
20240319,1,11,1-2-3,1
20240319,1,12,1-5-4,1
20240319,2,1,2-4-6,2
20240319,2,2,1-5-3,1
20240319,2,3,1-3-4,1
20240319,2,4,3-1-2,3
20240319,2,5,3-1-5,3
20240319,2,6,5-1-6,5
20240319,2,7,1-6-2,1
20240319,2,8,1-3-4,1
20240319,2,9,1-4-3,1
20240319,2,10,1-2-3,1
20240319,2,11,5-2-6,5
20240319,2,12,1-3-2,1
20240319,3,1,1-2-4,1
20240319,3,2,1-2-5,1
20240319,3,3,1-2-5,1
20240319,3,4,3-6-4,3
20240319,3,5,4-5-2,4
20240319,3,6,5-4-2,5
20240319,3,7,4-6-5,4
20240319,3,8,2-3-1,2
20240319,3,9,4-2-6,4
20240319,3,10,2-5-3,2
20240319,3,11,2-6-4,2
20240319,3,12,1-2-6,1
20240319,5,1,1-5-4,1
20240319,5,2,2-1-3,2
20240319,5,3,4-3-2,4
20240319,5,4,1-4-6,1
20240319,5,5,3-5-4,3
20240319,5,6,3-2-5,3
20240319,5,7,1-3-6,1
20240319,5,8,4-3-2,4
20240319,5,9,1-3-5,1
20240319,5,10,1-5-4,1
20240319,5,11,1-5-6,1
20240319,5,12,3-4-5,3
20240319,8,1,1-4-2,1
20240319,8,2,4-1-2,4
20240319,8,3,1-2-4,1
20240319,8,4,5-1-3,5
20240319,8,5,5-1-4,5
20240319,8,6,1-6-2,1
20240319,8,7,1-5-2,1
20240319,8,8,5-4-3,5
20240319,8,9,5-3-1,5
20240319,8,10,1-2-5,1
20240319,8,11,1-4-5,1
20240319,8,12,1-3-4,1
20240319,9,1,1-6-2,1
20240319,9,2,1-2-3,1
20240319,9,3,3-5-6,3
20240319,9,4,1-3-2,1
20240319,9,5,1-2-3,1
20240319,9,6,1-2-3,1
20240319,9,7,3-1-5,3
20240319,9,8,1-3-2,1
20240319,9,9,1-2-6,1
20240319,9,10,1-3-4,1
20240319,9,11,1-3-5,1
20240319,9,12,3-2-1,3
20240319,11,1,1-3-4,1
20240319,11,2,2-3-5,2
20240319,11,3,4-1-5,4
20240319,11,4,2-3-1,2
20240319,11,5,4-3-1,4
20240319,11,6,1-6-3,1
20240319,11,7,3-1-2,3
20240319,11,8,1-2-3,1
20240319,11,9,5-4-6,5
20240319,11,10,4-3-5,4
20240319,11,11,3-1-2,3
20240319,11,12,1-3-2,1
20240319,12,1,1-3-2,1
20240319,12,2,2-1-3,2
20240319,12,3,2-1-5,2
20240319,12,4,1-4-5,1
20240319,12,5,3-2-1,3
20240319,12,6,1-2-6,1
20240319,12,7,6-5-1,6
20240319,12,8,1-4-3,1
20240319,12,9,1-3-5,1
20240319,12,10,2-1-5,2
20240319,12,11,1-4-2,1
20240319,12,12,1-4-3,1
20240319,15,1,1-3-2,1
20240319,15,2,2-6-3,2
20240319,15,3,5-4-1,5
20240319,15,4,1-3-5,1
20240319,15,5,2-5-3,2
20240319,15,6,1-2-4,1
20240319,15,7,2-4-1,2
20240319,15,8,1-2-4,1
20240319,15,9,1-5-6,1
20240319,15,10,1-2-4,1
20240319,15,11,1-4-2,1
20240319,15,12,3-5-2,3
20240319,17,1,4-1-3,4
20240319,17,2,4-5-2,4
20240319,17,3,5-1-3,5
20240319,17,4,3-6-4,3
20240319,17,5,3-1-5,3
20240319,17,6,1-3-2,1
20240319,17,7,3-2-6,3
20240319,17,8,5-3-1,5
20240319,17,9,1-6-2,1
20240319,17,10,5-4-3,5
20240319,17,11,6-1-3,6
20240319,17,12,1-5-2,1
20240319,22,1,1-3-2,1
20240319,22,2,5-2-1,5
20240319,22,3,3-2-4,3
20240319,22,4,4-6-3,4
20240319,22,5,6-1-3,6
20240319,22,6,2-4-1,2
20240319,22,7,1-4-2,1
20240319,22,8,1-4-6,1
20240319,22,9,1-2-3,1
20240319,22,10,4-3-6,4
20240319,22,11,1-3-4,1
20240319,22,12,1-4-2,1
20240319,23,1,4-2-1,4
20240319,23,2,1-2-6,1
20240319,23,3,3-1-4,3
20240319,23,4,1-6-5,1
20240319,23,5,1-2-5,1
20240319,23,6,3-1-4,3
20240319,23,7,3-1-2,3
20240319,23,8,3-4-5,3
20240319,23,9,3-1-4,3
20240319,23,10,1-2-3,1
20240319,23,11,1-3-6,1
20240319,23,12,1-3-5,1
20240319,24,1,1-2-3,1
20240319,24,2,2-5-3,2
20240319,24,3,1-2-3,1
20240319,24,4,1-3-6,1
20240319,24,5,1-5-4,1
20240319,24,6,1-2-3,1
20240319,24,7,1-3-2,1
20240319,24,8,4-2-1,4
20240319,24,9,1-2-4,1
20240319,24,10,1-2-4,1
20240319,24,11,4-5-2,4
20240319,24,12,2-1-3,2
