hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240319,1,10,1,4580,長谷川 雅和,NIGE,54.3,84.7,0.16,0.0005,6.83,2,2,45.24,66.67,32.26,64.52,1.0,1.0,0.0,0.0,0.0,2.0,17.106,15.348333333333334,143165590.472,143165575.12366667,0,0,1
20240319,1,10,2,4578,藤山 雅弘,NIGE,6.6,43.3,0.17,0.04,6.74,1,5,38.0,50.0,22.95,50.82,1.0,1.0,0.0,2.0,0.0,0.0,14.190000000000001,15.348333333333334,143165590.472,143165575.12366667,0,0,1
20240319,1,10,3,4089,妹尾 忠幸,NIGE,6.8,65.9,0.16,0.01,6.92,5,4,35.29,45.1,38.98,54.24,1.0,1.0,0.0,0.0,2.0,1.0,14.748999999999999,15.348333333333334,143165590.472,143165575.12366667,0,0,1
20240319,1,10,4,4188,久田 敏之,NIGE,23.8,78.5,0.12,0.0002,6.87,4,1,55.1,69.39,34.38,51.56,1.0,1.0,4.0,1.0,4.0,1.0,21.112,15.348333333333334,143165590.472,143165575.12366667,0,0,1
20240319,1,10,5,4458,抹香 雄三,NIGE,6.1,30.6,0.15,0.11,6.83,2,6,16.67,33.33,29.51,37.7,1.0,1.0,0.0,0.0,3.0,0.0,429496737.675,15.348333333333334,143165590.472,143165575.12366667,0,0,1
20240319,1,10,6,5150,坂本 雄紀,NIGE,5.0,37.5,0.17,0.0009,6.86,3,3,31.71,41.46,33.87,59.68,1.0,1.0,0.0,0.0,1.0,1.0,12.629,15.348333333333334,143165590.472,143165575.12366667,0,0,1
20240319,1,11,1,4090,中村 尊,NIGE,75.0,98.0,0.12,0.05,6.83,1,1,27.27,48.48,39.34,52.46,1.0,1.0,0.0,0.0,0.0,2.0,12.373,12.688,14.312333333333333,1.6243333333333325,0,0,1
20240319,1,11,2,3475,橋本 久和,NIGE,11.4,77.1,0.18,0.11,6.84,2,2,21.28,44.68,0.0,60.0,1.0,1.0,1.0,3.0,0.0,0.0,10.014000000000001,12.688,14.312333333333333,1.6243333333333325,0,0,1
20240319,1,11,3,4608,荒井 翔伍,NIGE,32.5,67.4,0.17,0.12,6.91,3,3,39.13,45.65,30.88,51.47,1.0,1.0,8.0,2.0,2.0,2.0,15.677,12.688,14.312333333333333,1.6243333333333325,0,0,1
20240319,1,11,4,3226,浦田 信義,NIGE,4.6,30.2,0.16,0.14,6.94,4,4,45.65,54.35,25.0,39.06,1.0,1.0,1.0,0.0,0.0,1.0,16.891,12.688,14.312333333333333,1.6243333333333325,0,0,1
