hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240308,1,1,第56回サンケイスポーツ杯,まくり,晴,10,3.0,2.0,2-1-4
20240308,1,2,第56回サンケイスポーツ杯,逃げ,晴,10,3.0,2.0,1-6-2
20240308,1,3,第56回サンケイスポーツ杯,まくり差し,雨,10,4.0,3.0,3-1-5
20240308,1,4,第56回サンケイスポーツ杯,まくり,雨,2,1.0,1.0,2-6-4
20240308,1,5,第56回サンケイスポーツ杯,逃げ,雨,12,2.0,1.0,6-4-3
20240308,1,6,第56回サンケイスポーツ杯,逃げ,雨,10,1.0,1.0,1-3-2
20240308,1,7,第56回サンケイスポーツ杯,まくり,雨,6,2.0,1.0,3-1-4
20240308,1,8,第56回サンケイスポーツ杯,差し,雨,2,1.0,1.0,2-1-4
20240308,1,9,第56回サンケイスポーツ杯,まくり差し,雨,2,1.0,1.0,5-1-2
20240308,1,10,第56回サンケイスポーツ杯,逃げ,曇り,10,1.0,1.0,1-2-5
20240308,1,11,第56回サンケイスポーツ杯,逃げ,曇り,10,1.0,1.0,1-3-4
20240308,1,12,第56回サンケイスポーツ杯,まくり,曇り,17,0.0,0.0,4-1-6
20240308,2,1,eプリントサービス杯,まくり,曇り,10,3.0,1.0,5-3-4
20240308,2,2,eプリントサービス杯,まくり,晴,8,2.0,1.0,3-4-5
20240308,2,3,eプリントサービス杯,まくり,晴,8,2.0,1.0,2-6-3
20240308,2,4,eプリントサービス杯,まくり差し,晴,8,3.0,2.0,6-4-2
20240308,2,5,eプリントサービス杯,まくり,晴,10,2.0,1.0,4-6-1
20240308,2,6,eプリントサービス杯,まくり,晴,8,2.0,1.0,4-1-2
20240308,2,7,eプリントサービス杯,逃げ,晴,8,1.0,1.0,1-3-6
20240308,2,8,eプリントサービス杯,まくり差し,晴,12,1.0,1.0,5-3-6
20240308,2,9,eプリントサービス杯,逃げ,晴,10,3.0,2.0,1-5-3
20240308,2,10,eプリントサービス杯,逃げ,晴,10,2.0,1.0,1-5-2
20240308,2,11,eプリントサービス杯,逃げ,晴,12,2.0,1.0,1-2-5
20240308,2,12,eプリントサービス杯,逃げ,晴,17,0.0,0.0,1-2-3
20240308,3,1,第23回日刊ゲンダイ杯,まくり,曇り,12,5.0,5.0,2-1-4
20240308,3,2,第23回日刊ゲンダイ杯,まくり,曇り,12,3.0,10.0,5-1-4
20240308,3,3,第23回日刊ゲンダイ杯,抜き,曇り,12,5.0,5.0,2-3-1
20240308,3,4,第23回日刊ゲンダイ杯,まくり,晴,14,6.0,5.0,3-6-4
20240308,3,5,第23回日刊ゲンダイ杯,まくり,曇り,14,4.0,5.0,4-5-6
20240308,3,6,第23回日刊ゲンダイ杯,抜き,曇り,14,5.0,10.0,2-6-5
20240308,3,7,第23回日刊ゲンダイ杯,逃げ,曇り,14,3.0,10.0,1-6-2
20240308,3,8,第23回日刊ゲンダイ杯,まくり,曇り,12,4.0,10.0,4-5-1
20240308,3,9,第23回日刊ゲンダイ杯,抜き,晴,17,0.0,5.0,1-6-2
20240308,3,10,第23回日刊ゲンダイ杯,逃げ,晴,2,2.0,5.0,1-4-6
20240308,3,11,第23回日刊ゲンダイ杯,逃げ,曇り,14,4.0,5.0,1-4-3
20240308,3,12,第23回日刊ゲンダイ杯,逃げ,曇り,17,0.0,5.0,1-3-2
20240308,5,1,第34回日本モーターボート選手会会長賞,差し,晴,3,1.0,2.0,2-1-3
20240308,5,2,第34回日本モーターボート選手会会長賞,まくり,晴,3,4.0,2.0,3-4-2
20240308,5,3,第34回日本モーターボート選手会会長賞,逃げ,晴,15,2.0,2.0,1-2-6
20240308,5,4,第34回日本モーターボート選手会会長賞,まくり,晴,3,3.0,2.0,2-4-5
20240308,5,5,第34回日本モーターボート選手会会長賞,逃げ,晴,15,2.0,2.0,1-3-2
20240308,5,6,第34回日本モーターボート選手会会長賞,逃げ,晴,17,0.0,2.0,1-3-2
20240308,5,7,第34回日本モーターボート選手会会長賞,逃げ,晴,3,2.0,2.0,1-2-3
20240308,5,8,第34回日本モーターボート選手会会長賞,逃げ,晴,3,2.0,2.0,1-3-4
20240308,5,9,第34回日本モーターボート選手会会長賞,差し,曇り,17,0.0,2.0,2-1-4
20240308,5,10,第34回日本モーターボート選手会会長賞,逃げ,曇り,7,2.0,2.0,1-5-2
20240308,5,11,第34回日本モーターボート選手会会長賞,まくり差し,晴,3,2.0,2.0,5-1-2
20240308,5,12,第34回日本モーターボート選手会会長賞,逃げ,晴,5,2.0,1.0,1-5-6
20240308,8,1,ヴィーナスシリーズ第22戦常滑シンデレラカップ,まくり,晴,13,3.0,2.0,2-1-5
20240308,8,2,ヴィーナスシリーズ第22戦常滑シンデレラカップ,逃げ,晴,11,3.0,2.0,1-2-4
