hd,jcd,rno,label_3t,win_lane
20240211,1,1,1-5-2,1
20240211,1,2,2-4-6,2
20240211,1,3,5-2-4,5
20240211,1,4,1-4-5,1
20240211,1,5,2-1-6,2
20240211,1,6,1-4-2,1
20240211,1,7,1-3-2,1
20240211,1,8,1-4-5,1
20240211,1,9,1-2-5,1
20240211,1,10,1-2-5,1
20240211,1,11,1-4-3,1
20240211,1,12,1-3-2,1
20240211,2,1,4-6-3,4
20240211,2,2,2-1-3,2
20240211,2,3,1-3-2,1
20240211,2,4,1-4-2,1
20240211,2,5,1-2-4,1
20240211,2,6,3-2-1,3
20240211,2,7,1-3-2,1
20240211,2,8,1-3-2,1
20240211,2,9,1-3-2,1
20240211,2,10,2-5-1,2
20240211,2,11,1-2-3,1
20240211,2,12,2-1-4,2
20240211,3,1,3-5-1,3
20240211,3,2,3-1-5,3
20240211,3,3,1-2-3,1
20240211,3,4,1-3-2,1
20240211,3,5,5-3-2,5
20240211,3,6,2-3-5,2
20240211,3,7,1-4-5,1
20240211,3,8,3-6-1,3
20240211,3,9,1-3-2,1
20240211,3,10,1-3-4,1
20240211,3,11,1-3-2,1
20240211,3,12,6-2-3,6
20240211,6,1,1-2-4,1
20240211,6,2,1-2-4,1
20240211,6,3,1-3-5,1
20240211,6,4,1-2-5,1
20240211,6,5,1-5-2,1
20240211,6,6,1-4-6,1
20240211,6,7,5-1-2,5
20240211,6,8,1-6-5,1
20240211,6,9,4-6-5,4
20240211,6,10,1-3-5,1
20240211,6,11,1-2-3,1
20240211,6,12,1-3-2,1
20240211,8,1,5-2-4,5
20240211,8,2,3-4-2,3
20240211,8,3,3-2-6,3
20240211,8,4,4-5-1,4
20240211,8,5,3-4-1,3
20240211,8,6,1-2-5,1
20240211,8,7,1-3-5,1
20240211,8,8,2-1-3,2
20240211,8,9,2-1-4,2
20240211,8,10,2-1-3,2
20240211,8,11,1-2-5,1
20240211,8,12,4-2-5,4
20240211,10,1,1-3-5,1
20240211,10,2,1-3-2,1
20240211,10,3,3-1-6,3
20240211,10,4,5-4-2,5
20240211,10,5,3-1-2,3
20240211,10,6,6-4-3,6
20240211,10,7,2-1-3,2
20240211,10,8,3-5-1,3
20240211,10,9,1-3-2,1
20240211,10,10,2-1-6,2
20240211,10,11,1-4-2,1
20240211,10,12,1-4-6,1
20240211,13,1,1-3-5,1
20240211,13,2,1-6-5,1
20240211,13,3,1-2-3,1
20240211,13,4,1-2-6,1
20240211,13,5,1-5-2,1
20240211,13,6,1-6-5,1
20240211,13,7,6-1-3,6
20240211,13,8,1-6-3,1
20240211,13,9,5-2-1,5
20240211,13,10,4-6-5,4
20240211,13,11,4-5-1,4
20240211,13,12,1-4-3,1
20240211,14,1,2-1-3,2
20240211,14,2,1-3-4,1
20240211,14,3,4-2-6,4
20240211,14,4,1-2-3,1
20240211,14,5,4-3-2,4
20240211,14,6,1-2-6,1
20240211,14,7,4-3-2,4
20240211,14,8,4-2-6,4
20240211,14,9,2-5-3,2
20240211,14,10,1-2-4,1
20240211,14,11,6-3-5,6
20240211,14,12,5-6-2,5
20240211,15,1,1-3-2,1
20240211,15,2,4-3-1,4
20240211,15,3,1-5-2,1
20240211,15,4,4-3-1,4
20240211,15,5,1-4-5,1
20240211,15,6,1-4-2,1
20240211,15,7,2-6-5,2
20240211,15,8,1-2-3,1
20240211,15,9,1-2-3,1
20240211,15,10,5-1-6,5
20240211,15,11,1-4-3,1
20240211,15,12,1-2-3,1
20240211,17,1,1-5-4,1
20240211,17,2,2-1-3,2
20240211,17,3,1-3-2,1
20240211,17,4,3-4-6,3
20240211,17,5,1-2-6,1
20240211,17,6,1-2-4,1
20240211,17,7,1-2-5,1
20240211,17,8,1-4-6,1
20240211,17,9,2-6-3,2
20240211,17,10,1-2-3,1
20240211,17,11,1-2-3,1
20240211,17,12,1-5-3,1
20240211,19,1,1-4-2,1
20240211,19,2,3-4-5,3
20240211,19,3,2-3-1,2
20240211,19,4,1-4-2,1
20240211,19,5,4-1-2,4
20240211,19,6,1-2-3,1
20240211,19,7,4-5-6,4
20240211,19,8,4-1-5,4
20240211,19,9,1-3-2,1
20240211,19,10,1-6-2,1
20240211,19,11,1-3-6,1
20240211,19,12,5-1-2,5
20240211,20,1,1-4-6,1
20240211,20,2,1-5-4,1
20240211,20,3,1-2-3,1
20240211,20,4,1-4-2,1
20240211,20,5,1-2-3,1
20240211,20,6,5-1-3,5
20240211,20,7,3-5-4,3
20240211,20,8,1-3-2,1
20240211,20,9,2-1-3,2
20240211,20,10,4-1-6,4
20240211,20,11,3-6-2,3
20240211,20,12,5-1-2,5
