hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240124,04,10,1-2-3,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,2,B1,5.59,24.78,0.04,4.0,6.0,3,A1,38.02,0.0022,2.0,4.0,-0.0397,77.41,0,0,3.0,3.0,0,0
20240124,04,10,1-2-4,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,2,B1,5.59,24.78,0.04,4.0,6.0,4,A2,31.78,0.0018,3.0,3.0,-0.0397,77.41,0,0,3.0,3.0,0,0
20240124,04,10,1-2-5,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,2,B1,5.59,24.78,0.04,4.0,6.0,5,A1,27.87,0.0001,5.0,1.0,-0.0397,77.41,0,0,3.0,3.0,0,0
20240124,04,10,1-2-6,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,2,B1,5.59,24.78,0.04,4.0,6.0,6,B1,53.17,0.0028000000000000004,1.0,5.0,-0.0397,77.41,0,0,3.0,3.0,0,0
20240124,04,10,1-3-2,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,3,A1,7.18,38.02,0.0022,2.0,4.0,2,B1,24.78,0.04,4.0,6.0,-0.0019000000000000002,90.65,0,0,3.0,3.0,0,0
20240124,04,10,1-3-4,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,3,A1,7.18,38.02,0.0022,2.0,4.0,4,A2,31.78,0.0018,3.0,3.0,-0.0019000000000000002,90.65,0,0,3.0,3.0,0,0
20240124,04,10,1-3-5,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,3,A1,7.18,38.02,0.0022,2.0,4.0,5,A1,27.87,0.0001,5.0,1.0,-0.0019000000000000002,90.65,0,0,3.0,3.0,0,0
20240124,04,10,1-3-6,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,3,A1,7.18,38.02,0.0022,2.0,4.0,6,B1,53.17,0.0028000000000000004,1.0,5.0,-0.0019000000000000002,90.65,0,0,3.0,3.0,0,0
20240124,04,10,1-4-2,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,4,A2,5.66,31.78,0.0018,3.0,3.0,2,B1,24.78,0.04,4.0,6.0,-0.0015,84.41,0,0,3.0,3.0,0,0
20240124,04,10,1-4-3,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,4,A2,5.66,31.78,0.0018,3.0,3.0,3,A1,38.02,0.0022,2.0,4.0,-0.0015,84.41,0,0,3.0,3.0,0,0
20240124,04,10,1-4-5,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,4,A2,5.66,31.78,0.0018,3.0,3.0,5,A1,27.87,0.0001,5.0,1.0,-0.0015,84.41,0,0,3.0,3.0,0,0
20240124,04,10,1-4-6,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,4,A2,5.66,31.78,0.0018,3.0,3.0,6,B1,53.17,0.0028000000000000004,1.0,5.0,-0.0015,84.41,0,0,3.0,3.0,0,0
20240124,04,10,1-5-2,1,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,5,A1,6.63,27.87,0.0001,5.0,1.0,2,B1,24.78,0.04,4.0,6.0,0.00019999999999999998,80.5,0,0,3.0,3.0,0,0
20240124,04,10,1-5-3,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,5,A1,6.63,27.87,0.0001,5.0,1.0,3,A1,38.02,0.0022,2.0,4.0,0.00019999999999999998,80.5,0,0,3.0,3.0,0,0
20240124,04,10,1-5-4,0,1,A1,6.05,52.63,0.0003,2.0,2.0,64.1,5,A1,6.63,27.87,0.0001,5.0,1.0,4,A2,31.78,0.0018,3.0,3.0,0.00019999999999999998,80.5,0,0,3.0,3.0,0,0
