hd,jcd,rno,label_3t,win_lane
20240124,4,1,3-4-1,3
20240124,4,2,6-1-2,6
20240124,4,3,1-3-5,1
20240124,4,4,4-3-2,4
20240124,4,5,3-4-2,3
20240124,4,6,1-6-5,1
20240124,4,7,6-5-2,6
20240124,4,8,1-2-3,1
20240124,4,9,3-4-2,3
20240124,4,10,1-5-2,1
20240124,4,11,6-3-4,6
20240124,4,12,2-6-5,2
20240124,5,1,4-1-6,4
20240124,5,2,2-3-6,2
20240124,5,3,2-1-3,2
20240124,5,4,4-5-6,4
20240124,5,5,4-2-6,4
20240124,5,6,4-2-1,4
20240124,5,7,1-4-2,1
20240124,5,8,1-2-5,1
20240124,5,9,1-4-3,1
20240124,5,10,1-3-5,1
20240124,5,11,4-1-3,4
20240124,5,12,1-2-3,1
20240124,9,1,,
20240124,9,2,,
20240124,9,3,,
20240124,9,4,,
20240124,9,5,,
20240124,9,6,,
20240124,9,7,,
20240124,9,8,,
20240124,9,9,,
20240124,9,10,,
20240124,9,11,,
20240124,9,12,,
20240124,13,1,1-4-2,1
20240124,13,2,5-6-4,5
20240124,13,3,1-5-2,1
20240124,13,4,3-6-5,3
20240124,13,5,1-4-3,1
20240124,13,6,3-5-4,3
20240124,13,7,2-3-6,2
20240124,13,8,2-1-4,2
20240124,13,9,1-2-5,1
20240124,13,10,1-3-4,1
20240124,13,11,4-3-2,4
20240124,13,12,1-3-4,1
20240124,15,1,,
20240124,15,2,,
20240124,15,3,,
20240124,15,4,,
20240124,15,5,,
20240124,15,6,,
20240124,15,7,,
20240124,15,8,,
20240124,15,9,,
20240124,15,10,,
20240124,15,11,,
20240124,15,12,,
20240124,17,1,1-6-3,1
20240124,17,2,4-6-5,4
20240124,17,3,3-4-5,3
20240124,17,4,6-4-3,6
20240124,17,5,1-3-2,1
20240124,17,6,2-4-6,2
20240124,17,7,2-1-3,2
20240124,17,8,4-1-2,4
20240124,17,9,1-4-2,1
20240124,17,10,1-2-5,1
20240124,17,11,1-3-4,1
20240124,17,12,4-5-3,4
20240124,18,1,3-5-1,3
20240124,18,2,1-4-6,1
20240124,18,3,1-2-6,1
20240124,18,4,1-4-2,1
20240124,18,5,4-2-6,4
20240124,18,6,2-4-6,2
20240124,18,7,5-3-1,5
20240124,18,8,6-4-3,6
20240124,18,9,4-6-2,4
20240124,18,10,6-2-5,6
20240124,18,11,3-2-4,3
20240124,18,12,2-1-3,2
20240124,19,1,2-1-3,2
20240124,19,2,2-3-6,2
20240124,19,3,6-1-5,6
20240124,19,4,1-2-4,1
20240124,19,5,1-2-5,1
20240124,19,6,1-2-3,1
20240124,19,7,1-2-5,1
20240124,19,8,4-5-1,4
20240124,19,9,4-5-6,4
20240124,19,10,2-1-5,2
20240124,19,11,3-1-2,3
20240124,19,12,1-2-5,1
20240124,21,1,1-4-3,1
20240124,21,2,4-5-1,4
20240124,21,3,3-4-5,3
20240124,21,4,1-3-4,1
20240124,21,5,4-3-2,4
20240124,21,6,3-1-4,3
20240124,21,7,2-4-3,2
20240124,21,8,6-5-4,6
20240124,21,9,4-3-1,4
20240124,21,10,1-3-6,1
20240124,21,11,2-1-4,2
20240124,21,12,4-1-2,4
20240124,23,1,1-2-3,1
20240124,23,2,1-2-4,1
20240124,23,3,1-3-6,1
20240124,23,4,3-4-1,3
20240124,23,5,1-3-4,1
20240124,23,6,1-2-3,1
20240124,23,7,2-3-4,2
20240124,23,8,5-1-6,5
20240124,23,9,3-1-6,3
20240124,23,10,5-1-2,5
20240124,23,11,4-1-5,4
20240124,23,12,1-5-4,1
20240124,24,1,3-5-6,3
20240124,24,2,1-2-3,1
20240124,24,3,5-4-1,5
20240124,24,4,3-4-5,3
20240124,24,5,1-4-3,1
20240124,24,6,1-2-4,1
20240124,24,7,1-3-4,1
20240124,24,8,1-5-6,1
20240124,24,9,1-3-2,1
20240124,24,10,1-2-5,1
20240124,24,11,3-1-5,3
20240124,24,12,1-2-3,1
