hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240319,01,10,1,4580,0.21,0.0005,0.16,2,17.106
20240319,01,10,2,4578,0.21,0.04,0.17,5,14.190000000000001
20240319,01,10,3,4089,0.19,0.01,0.16,4,14.748999999999999
20240319,01,10,4,4188,0.16,0.0002,0.12,1,21.112
20240319,01,10,5,4458,0.13,0.11,0.15,6,429496737.675
20240319,01,10,6,5150,0.18,0.0009,0.17,3,12.629
20240319,01,11,1,4090,0.13,0.05,0.12,1,12.373
20240319,01,11,2,3475,0.21,0.11,0.18,2,10.014000000000001
20240319,01,11,3,4608,0.18,0.12,0.17,3,15.677
20240319,01,11,4,3226,0.15,0.14,0.16,4,16.891
20240319,01,11,5,4105,0.19,0.11,0.18,2,11.013
20240319,01,11,6,3793,0.17,0.15,0.21,5,15.033
20240319,01,12,1,3909,0.12,0.0002,0.12,2,8.694
20240319,01,12,2,4163,0.21,0.0001,0.17,1,11.665000000000001
20240319,01,12,3,4120,,,0.14,6,429496748.13
20240319,01,12,4,4308,0.16,0.09,0.15,3,14.569999999999999
20240319,01,12,5,4025,0.14,0.13,0.17,4,9.949
20240319,01,12,6,4654,0.12,0.23,0.16,5,8.946
20240319,01,1,1,3419,0.16,0.16,0.17,5,9.908999999999999
20240319,01,1,2,3107,0.23,0.0001,0.2,1,10.45
20240319,01,1,3,4274,0.17,0.01,0.17,2,6.723
20240319,01,1,4,4114,0.18,0.11,0.17,3,15.703999999999999
20240319,01,1,5,4580,0.13,0.13,0.17,4,16.906000000000002
20240319,01,1,6,4229,0.17,0.19,0.2,6,429496745.559
20240319,01,2,1,5061,0.21,0.08,0.19,1,15.379
20240319,01,2,2,3268,0.24,0.08,0.18,1,10.06
20240319,01,2,3,3475,0.22,0.08,0.18,1,10.114
20240319,01,2,4,4340,0.23,0.28,0.15,3,10.748
20240319,01,2,5,3482,0.13,0.11,0.15,2,11.388000000000002
20240319,01,2,6,4120,,,0.17,4,18.730000000000004
20240319,01,3,1,3619,0.26,0.15,0.17,3,15.001999999999999
20240319,01,3,2,4090,0.18,0.17,0.13,5,11.972999999999999
20240319,01,3,3,4025,0.24,0.16,0.18,4,9.949
20240319,01,3,4,4319,0.19,0.05,0.19,1,9.901
20240319,01,3,5,5252,0.2,0.23,0.16,6,429496743.108
20240319,01,3,6,4345,0.17,0.07,0.19,2,13.968
20240319,01,4,1,4031,0.18,0.21,0.16,3,8.357
20240319,01,4,2,4654,0.14,0.25,0.14,5,8.946
20240319,01,4,3,3911,0.18,0.08,0.15,2,5.715
20240319,01,4,4,5150,0.13,0.0003,0.16,1,12.829
20240319,01,4,5,5318,0.28,0.21,0.0,3,10.592
20240319,01,4,6,4608,0.15,0.24,0.2,4,15.577
20240319,01,5,1,3848,0.2,0.28,0.14,6,429496740.03
20240319,01,5,2,4491,0.18,0.13,0.17,4,9.865
20240319,01,5,3,4578,0.22,0.03,0.15,1,14.590000000000002
20240319,01,5,4,4229,0.21,0.09,0.18,3,16.259
20240319,01,5,5,3793,0.11,0.06,0.19,2,15.333
20240319,01,5,6,4137,0.14,0.15,0.13,5,16.817999999999998
20240319,01,6,1,4308,0.14,0.09,0.13,1,14.77
20240319,01,6,2,5061,0.15,0.09,0.15,1,15.379
20240319,01,6,3,5010,0.2,0.11,0.15,3,8.278999999999998
20240319,01,6,4,3419,0.27,0.09,0.23,1,10.309
20240319,01,6,5,4181,0.26,0.1,0.21,2,16.926000000000002
20240319,01,6,6,5090,0.22,0.15,0.18,4,12.594999999999999
20240319,01,7,1,4105,0.26,0.03,0.18,3,10.912999999999998
20240319,01,7,2,5252,0.17,0.0015,0.2,2,13.908000000000001
20240319,01,7,3,3909,0.09,0.09,0.12,4,8.494
20240319,01,7,4,3107,0.19,0.0014000000000000002,0.18,1,10.45
20240319,01,7,5,3156,0.12,0.13,0.23,5,11.745
20240319,01,7,6,3268,0.17,0.14,0.18,6,429496739.16
20240319,01,8,1,4163,0.15,0.09,0.17,4,11.365
20240319,01,8,2,3619,0.16,0.19,0.17,6,429496744.302
20240319,01,8,3,4340,0.19,0.13,0.16,5,10.548
20240319,01,8,4,4274,0.18,0.06,0.18,3,6.623
20240319,01,8,5,4428,0.15,0.01,0.14,1,19.851999999999997
20240319,01,8,6,5318,0.11,0.03,0.2,2,10.692000000000002
20240319,01,9,1,3911,0.17,0.06,0.15,2,5.715
20240319,01,9,2,4137,0.21,0.09,0.13,3,17.017999999999997
20240319,01,9,3,4114,0.19,0.01,0.15,1,15.904
20240319,01,9,4,4360,0.17,0.01,0.18,1,10.180000000000001
20240319,01,9,5,4782,0.16,0.11,0.17,4,13.417
20240319,01,9,6,4466,0.25,0.12,0.18,5,14.193
20240319,02,10,1,4238,0.16,0.05,0.1,2,14.421000000000001
20240319,02,10,2,4939,0.14,0.19,0.15,5,16.527
20240319,02,10,3,4361,0.2,0.12,0.16,3,13.444999999999999
20240319,02,10,4,4024,0.22,0.13,0.16,4,18.061
20240319,02,10,5,3952,0.19,0.0004,0.14,1,14.790999999999999
20240319,02,10,6,4504,0.18,0.05,0.13,2,12.687
20240319,02,11,1,4148,0.12,0.0003,0.12,2,14.774999999999999
20240319,02,11,2,4444,0.09,0.0002,0.12,1,15.001000000000001
20240319,02,11,3,3908,0.06,0.04,0.13,3,16.813999999999997
20240319,02,11,4,4760,0.06,0.08,0.13,4,17.176000000000002
20240319,02,11,5,4362,0.09,0.15,0.14,6,429496744.293
