hd,jcd,rno,win_lane,win_racer_id,decision
20240319,01,10,1,4580,逃げ
20240319,01,11,1,4090,逃げ
20240319,01,12,1,3909,逃げ
20240319,01,1,1,3419,逃げ
20240319,01,2,5,3482,まくり
20240319,01,3,3,4025,まくり差し
20240319,01,4,2,4654,差し
20240319,01,5,6,4137,まくり差し
20240319,01,6,1,4308,逃げ
20240319,01,7,5,3156,まくり
20240319,01,8,5,4428,まくり差し
20240319,01,9,1,3911,逃げ
20240319,02,10,1,4238,逃げ
20240319,02,11,5,4362,差し
20240319,02,12,1,3854,逃げ
20240319,02,1,2,4933,差し
20240319,02,2,1,4547,逃げ
20240319,02,3,1,4418,逃げ
20240319,02,4,3,4546,まくり差し
20240319,02,5,3,4685,抜き
20240319,02,6,5,4166,恵まれ
20240319,02,7,1,4586,逃げ
20240319,02,8,1,4262,逃げ
20240319,02,9,1,4168,逃げ
20240319,03,10,2,4167,差し
20240319,03,11,2,4472,まくり
20240319,03,12,1,4851,逃げ
20240319,03,1,1,3808,逃げ
20240319,03,2,1,4729,逃げ
20240319,03,3,1,5228,逃げ
20240319,03,4,3,4343,まくり
20240319,03,5,4,4723,まくり
20240319,03,6,5,3776,まくり差し
20240319,03,7,4,4729,まくり
20240319,03,8,2,3544,まくり
20240319,03,9,4,4861,まくり
20240319,05,10,1,4759,逃げ
20240319,05,11,1,4398,逃げ
20240319,05,12,3,4292,まくり差し
20240319,05,1,1,3807,逃げ
20240319,05,2,2,3988,差し
20240319,05,3,4,4906,抜き
20240319,05,4,1,4651,逃げ
20240319,05,5,3,4398,差し
20240319,05,6,3,4413,まくり
20240319,05,7,1,4215,逃げ
20240319,05,8,4,4850,差し
20240319,05,9,1,4420,逃げ
20240319,08,10,1,3623,逃げ
20240319,08,11,1,4653,逃げ
20240319,08,12,1,4604,逃げ
20240319,08,1,1,3957,逃げ
20240319,08,2,4,4075,まくり
20240319,08,3,1,5074,逃げ
20240319,08,4,5,4369,まくり差し
20240319,08,5,5,4494,まくり差し
20240319,08,6,1,4091,逃げ
20240319,08,7,1,4202,逃げ
20240319,08,8,5,4983,抜き
20240319,08,9,5,4925,まくり差し
20240319,09,10,1,5058,逃げ
20240319,09,11,1,4066,抜き
20240319,09,12,3,4463,まくり差し
20240319,09,1,1,3931,逃げ
20240319,09,2,1,4837,逃げ
20240319,09,3,3,5193,まくり
20240319,09,4,1,4588,逃げ
20240319,09,5,1,4002,逃げ
20240319,09,6,1,3881,逃げ
20240319,09,7,3,3997,抜き
20240319,09,8,1,4049,逃げ
20240319,09,9,1,4702,逃げ
20240319,11,10,4,4847,まくり差し
20240319,11,11,3,4278,まくり差し
20240319,11,12,1,3783,逃げ
20240319,11,1,1,3868,逃げ
20240319,11,2,2,5157,まくり
20240319,11,3,4,3054,まくり差し
20240319,11,4,2,4896,差し
20240319,11,5,4,3837,まくり差し
20240319,11,6,1,3435,逃げ
20240319,11,7,3,5194,抜き
20240319,11,8,1,4278,逃げ
20240319,11,9,5,4669,まくり差し
20240319,12,10,2,4757,まくり
20240319,12,11,1,4503,逃げ
20240319,12,12,1,4123,逃げ
20240319,12,1,1,3977,逃げ
20240319,12,2,2,5055,差し
20240319,12,3,2,5057,差し
20240319,12,4,1,4156,逃げ
20240319,12,5,3,4904,抜き
20240319,12,6,1,4966,逃げ
20240319,12,7,6,4503,まくり差し
20240319,12,8,1,4092,逃げ
20240319,12,9,1,3896,逃げ
20240319,15,10,1,3845,逃げ
20240319,15,11,1,4738,逃げ
20240319,15,12,3,4208,まくり差し
20240319,15,1,1,5173,逃げ
20240319,15,2,2,4853,まくり
20240319,15,3,5,4450,差し
20240319,15,4,1,3871,逃げ
20240319,15,5,2,4569,まくり
20240319,15,6,1,4240,逃げ
20240319,15,7,2,3994,抜き
20240319,15,8,1,4208,逃げ
20240319,15,9,1,4464,逃げ
20240319,17,10,5,4260,まくり差し
20240319,17,11,6,4535,まくり
20240319,17,12,1,4227,逃げ
20240319,17,1,4,4429,差し
20240319,17,2,4,3294,まくり差し
20240319,17,3,5,3805,まくり差し
20240319,17,4,3,3912,まくり
20240319,17,5,3,3304,まくり差し
20240319,17,6,1,5134,逃げ
20240319,17,7,3,4144,まくり
20240319,17,8,5,3912,まくり
20240319,17,9,1,3788,逃げ
20240319,22,10,4,4205,まくり差し
20240319,22,11,1,4500,逃げ
20240319,22,12,1,3721,逃げ
20240319,22,1,1,4828,逃げ
20240319,22,2,5,3721,まくり
20240319,22,3,3,4205,まくり
20240319,22,4,4,4076,まくり
20240319,22,5,6,4371,抜き
20240319,22,6,2,4877,まくり
20240319,22,7,1,4570,逃げ
20240319,22,8,1,4131,逃げ
20240319,22,9,1,4893,逃げ
20240319,23,10,1,3747,逃げ
20240319,23,11,1,4236,逃げ
20240319,23,12,1,4063,逃げ
20240319,23,1,4,5124,まくり
20240319,23,2,1,4348,逃げ
20240319,23,3,3,4330,まくり差し
20240319,23,4,1,4218,逃げ
20240319,23,5,1,4355,逃げ
20240319,23,6,3,4012,まくり差し
20240319,23,7,3,3918,まくり差し
20240319,23,8,3,4063,差し
20240319,23,9,3,4753,まくり差し
20240319,24,10,1,4700,逃げ
20240319,24,11,4,4624,まくり
20240319,24,12,2,4276,差し
20240319,24,1,1,3773,逃げ
20240319,24,2,2,3501,抜き
20240319,24,3,1,4077,逃げ
20240319,24,4,1,4254,逃げ
20240319,24,5,1,4410,逃げ
20240319,24,6,1,4594,逃げ
20240319,24,7,1,3718,逃げ
20240319,24,8,4,4276,まくり差し
20240319,24,9,1,4150,逃げ
