hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240113,02,10,1,5267,0.09,0.44,0.16,6,429496739.712
20240113,02,10,2,4987,0.13,0.35,0.18,5,13.472999999999999
20240113,02,10,3,3256,0.2,0.24,0.13,4,11.374
20240113,02,10,4,5194,0.13,0.15,0.17,2,17.988
20240113,02,10,5,4209,0.15,0.2,0.15,3,11.873
20240113,02,10,6,4240,0.14,0.01,0.15,1,16.990000000000002
20240113,02,11,1,3432,0.08,0.0017000000000000001,0.15,3,12.790999999999999
20240113,02,11,2,4201,0.1,0.0008,0.16,2,13.407
20240113,02,11,3,4604,0.09,0.01,0.14,4,13.173999999999998
20240113,02,11,4,4391,0.15,0.02,0.17,5,9.642
20240113,02,11,5,4399,0.12,0.0004,0.2,1,14.734
20240113,02,11,6,4889,0.11,0.06,0.18,6,429496745.772
20240113,02,12,1,3996,0.12,0.02,0.16,4,15.418
20240113,02,12,2,4478,0.16,0.0001,0.15,1,13.741000000000001
20240113,02,12,3,4794,0.14,0.0005,0.14,3,8.956999999999999
20240113,02,12,4,4893,0.14,0.05,0.13,5,10.173
20240113,02,12,5,4912,0.11,0.12,0.15,6,429496740.96
20240113,02,12,6,3484,0.09,0.0003,0.16,2,16.914
20240113,02,1,1,4893,0.07,0.06,0.17,4,10.273
20240113,02,1,2,5220,0.1,0.12,0.19,6,429496739.943
20240113,02,1,3,4631,0.16,0.09,0.14,5,13.101
20240113,02,1,4,4422,0.15,0.04,0.2,3,17.113999999999997
20240113,02,1,5,4110,0.11,0.0008,0.18,2,12.663
20240113,02,1,6,4752,0.13,0.0001,0.16,1,14.998000000000001
20240113,02,2,1,3981,0.25,0.07,0.16,4,17.907999999999998
20240113,02,2,2,4626,0.3,0.03,0.17,2,9.519
20240113,02,2,3,3870,0.33,0.09,0.17,5,11.772
20240113,02,2,4,5103,0.14,0.02,0.18,1,13.222
20240113,02,2,5,5267,0.13,0.04,0.14,3,10.411999999999999
20240113,02,2,6,4604,0.24,0.07,0.16,4,13.173999999999998
20240113,02,3,1,4891,0.18,0.03,0.15,4,10.479999999999999
20240113,02,3,2,4845,0.26,0.0007000000000000001,0.14,2,12.261000000000001
20240113,02,3,3,5194,0.14,0.0003,0.16,1,18.087999999999997
20240113,02,3,4,4526,0.09,0.18,0.11,6,429496743.414
20240113,02,3,5,4397,0.15,0.01,0.15,3,6.335
20240113,02,3,6,3831,0.16,0.08,0.21,5,12.834000000000001
20240113,02,4,1,4912,0.14,0.17,0.12,5,11.459999999999999
20240113,02,4,2,3966,0.15,0.16,0.19,4,10.804
20240113,02,4,3,4258,0.13,0.24,0.16,6,429496739.946
20240113,02,4,4,3432,0.12,0.0004,0.15,2,12.891
20240113,02,4,5,3306,0.13,0.14,0.16,3,9.646999999999998
20240113,02,4,6,4987,0.16,0.0003,0.16,1,13.873
20240113,02,5,1,4209,0.1,,0.16,1,12.073
20240113,02,5,2,4752,0.12,,0.14,1,14.998000000000001
20240113,02,5,3,4103,0.11,,0.2,1,12.883
20240113,02,5,4,3996,0.07,,0.19,1,15.718
20240113,02,5,5,4201,0.05,,0.14,1,13.507
20240113,02,5,6,3827,0.1,,0.2,1,9.745000000000001
20240113,02,6,1,4110,0.11,0.03,0.12,1,12.763
20240113,02,6,2,3870,0.12,0.27,0.16,5,11.772
20240113,02,6,3,4399,0.16,0.18,0.19,3,14.533999999999999
20240113,02,6,4,5125,0.19,0.31,0.17,6,429496745.112
20240113,02,6,5,3256,0.14,0.17,0.15,2,11.574000000000002
20240113,02,6,6,4794,0.14,0.19,0.13,4,8.857
20240113,02,7,1,4391,0.22,0.0003,0.16,1,10.042
20240113,02,7,2,5103,0.14,0.07,0.15,2,13.122
20240113,02,7,3,3831,0.09,0.19,0.14,6,429496742.334
