hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240327,3,11,1,5221,竹間 隆晟,NIGE,55.8,79.4,0.15,0.15,6.69,1,3,43.78,62.67,37.56,51.58,4.0,20.0,0.0,0.0,0.0,1.0,16.778,15.421333333333331,14.466,-0.955333333333332,0,0,0
20240327,3,11,2,4543,重木 輝彦,NIGE,13.9,74.4,0.15,0.07,6.85,5,1,37.5,50.0,29.03,46.24,4.0,20.0,2.0,4.0,0.0,0.0,15.442,15.421333333333331,14.466,-0.955333333333332,0,0,0
20240327,3,11,3,4769,馬場 剛,NIGE,29.2,78.0,0.14,0.16,6.87,6,4,32.26,47.85,35.18,53.77,4.0,20.0,6.0,1.0,3.0,2.0,14.043999999999999,15.421333333333331,14.466,-0.955333333333332,0,0,0
20240327,3,11,4,4644,山田 亮太,NIGE,18.9,56.7,0.16,0.32,6.78,3,5,33.16,48.95,26.09,54.04,4.0,20.0,3.0,0.0,3.0,1.0,13.572,15.421333333333331,14.466,-0.955333333333332,0,0,0
20240327,3,11,5,4601,森野 正弘,NIGE,9.0,50.0,0.14,0.12,6.75,2,2,40.39,53.69,36.22,52.55,4.0,20.0,0.0,1.0,3.0,0.0,16.455000000000002,15.421333333333331,14.466,-0.955333333333332,0,0,0
20240327,3,11,6,4581,吉村 誠,NIGE,0.0,35.7,0.12,0.12,6.83,4,2,31.79,47.18,33.5,46.19,4.0,20.0,0.0,0.0,0.0,0.0,13.370999999999999,15.421333333333331,14.466,-0.955333333333332,0,0,0
20240327,3,12,1,4509,平見 真彦,MAKURI,51.7,84.4,0.15,0.04,6.92,5,3,41.63,57.42,32.06,48.8,4.0,20.0,0.0,0.0,0.0,2.0,16.223,143165592.587,15.085333333333333,-143165577.50166667,0,0,0
20240327,3,12,2,4133,高橋 正男,MAKURI,10.0,62.5,0.15,0.35,6.8,3,6,38.03,57.28,28.81,46.33,4.0,20.0,2.0,2.0,0.0,0.0,429496744.401,143165592.587,15.085333333333333,-143165577.50166667,0,0,0
20240327,3,12,3,4068,幸田 智裕,MAKURI,25.8,70.9,0.16,0.11,6.75,1,4,46.45,66.82,36.32,49.47,4.0,20.0,2.0,3.0,1.0,2.0,17.137,143165592.587,15.085333333333333,-143165577.50166667,0,0,0
20240327,3,12,4,4679,植田 太一,MAKURI,11.5,34.6,0.18,0.02,6.86,4,2,36.15,53.99,35.82,53.23,4.0,20.0,2.0,0.0,0.0,1.0,13.899,143165592.587,15.085333333333333,-143165577.50166667,1,0,0
