hd,jcd,rno,win_lane,win_racer_id,decision
20240303,02,10,4,4532,差し
20240303,02,11,5,4790,まくり差し
20240303,02,12,1,4357,逃げ
20240303,02,1,4,5259,まくり差し
20240303,02,2,4,4760,まくり
20240303,02,3,2,3679,抜き
20240303,02,4,3,3761,まくり差し
20240303,02,5,4,4357,まくり差し
20240303,02,6,2,3769,まくり
20240303,02,7,1,3576,逃げ
20240303,02,8,1,4957,逃げ
20240303,02,9,3,4552,まくり
20240303,03,10,,,
20240303,03,11,,,
20240303,03,12,,,
20240303,03,1,1,3562,逃げ
20240303,03,2,1,4084,逃げ
20240303,03,3,1,3499,逃げ
20240303,03,4,1,4441,逃げ
20240303,03,5,2,4294,差し
20240303,03,6,1,3541,逃げ
20240303,03,7,,,
20240303,03,8,,,
20240303,03,9,,,
20240303,04,10,6,4478,差し
20240303,04,11,1,4804,逃げ
20240303,04,12,1,4295,恵まれ
20240303,04,1,6,4102,差し
20240303,04,2,1,5047,逃げ
20240303,04,3,6,4352,まくり
20240303,04,4,1,4506,逃げ
20240303,04,5,1,4514,逃げ
20240303,04,6,3,4471,まくり
20240303,04,7,1,4091,逃げ
20240303,04,8,1,3681,逃げ
20240303,04,9,2,4171,まくり
20240303,06,10,2,2014,差し
20240303,06,11,1,3233,逃げ
20240303,06,12,1,3156,逃げ
20240303,06,1,1,3461,逃げ
20240303,06,2,3,3752,まくり差し
20240303,06,3,3,3775,抜き
20240303,06,4,6,3577,まくり
20240303,06,5,4,3548,まくり差し
20240303,06,6,3,3680,まくり
20240303,06,7,1,3881,逃げ
20240303,06,8,1,3430,逃げ
20240303,06,9,1,3370,逃げ
20240303,07,10,3,5082,まくり差し
20240303,07,11,5,4959,まくり差し
20240303,07,12,1,5121,逃げ
20240303,07,1,4,5232,まくり
20240303,07,2,2,5034,まくり
20240303,07,3,1,5191,逃げ
20240303,07,4,1,5181,逃げ
20240303,07,5,3,5075,まくり
20240303,07,6,4,5044,まくり
20240303,07,7,1,5216,逃げ
20240303,07,8,2,5181,差し
20240303,07,9,1,5075,逃げ
20240303,09,10,4,4568,まくり
20240303,09,11,1,4754,逃げ
20240303,09,12,1,4645,逃げ
20240303,09,1,1,4086,逃げ
20240303,09,2,1,3712,逃げ
20240303,09,3,3,3641,差し
20240303,09,4,2,4754,差し
20240303,09,5,1,4796,逃げ
20240303,09,6,4,4645,まくり
20240303,09,7,3,3712,まくり
20240303,09,8,3,4824,まくり差し
20240303,09,9,2,3619,差し
20240303,11,10,3,4809,まくり差し
20240303,11,11,1,4630,逃げ
20240303,11,12,1,4926,逃げ
20240303,11,1,3,3934,差し
20240303,11,2,4,4156,まくり差し
20240303,11,3,4,4561,まくり
20240303,11,4,1,4638,逃げ
20240303,11,5,5,5157,まくり差し
20240303,11,6,3,4918,恵まれ
20240303,11,7,2,3158,差し
20240303,11,8,3,4561,差し
20240303,11,9,1,4204,まくり
20240303,15,10,3,3514,まくり差し
20240303,15,11,2,4288,差し
20240303,15,12,2,3898,差し
20240303,15,1,1,4241,逃げ
20240303,15,2,1,3832,逃げ
20240303,15,3,2,4209,まくり
20240303,15,4,1,4526,逃げ
20240303,15,5,2,3523,まくり
20240303,15,6,1,3514,逃げ
20240303,15,7,1,4288,抜き
20240303,15,8,1,4572,逃げ
20240303,15,9,1,4515,逃げ
20240303,16,10,2,4677,まくり差し
20240303,16,11,4,4011,まくり
20240303,16,12,1,4643,逃げ
20240303,16,1,1,3837,逃げ
20240303,16,2,1,5111,逃げ
20240303,16,3,1,3357,抜き
20240303,16,4,3,4374,差し
20240303,16,5,1,4214,逃げ
20240303,16,6,3,4460,差し
20240303,16,7,4,3434,まくり
20240303,16,8,1,3875,逃げ
20240303,16,9,6,4762,まくり
20240303,17,10,4,4499,まくり差し
20240303,17,11,1,4501,逃げ
20240303,17,12,4,4349,まくり
20240303,17,1,1,4499,逃げ
20240303,17,2,2,4947,差し
20240303,17,3,1,3551,逃げ
20240303,17,4,3,5193,まくり
20240303,17,5,1,4071,逃げ
20240303,17,6,1,3801,逃げ
20240303,17,7,4,4733,まくり
20240303,17,8,6,4275,抜き
20240303,17,9,1,4874,逃げ
20240303,20,10,1,4505,逃げ
20240303,20,11,4,4239,抜き
20240303,20,12,2,3867,恵まれ
20240303,20,1,1,4332,逃げ
20240303,20,2,1,4875,逃げ
20240303,20,3,3,3912,差し
20240303,20,4,2,4239,まくり
20240303,20,5,1,4028,逃げ
20240303,20,6,1,3921,逃げ
20240303,20,7,1,4183,逃げ
20240303,20,8,1,3618,逃げ
20240303,20,9,1,3427,抜き
20240303,21,10,2,4977,差し
20240303,21,11,1,4433,逃げ
20240303,21,12,1,4184,逃げ
20240303,21,1,1,3771,逃げ
20240303,21,2,3,4880,まくり差し
20240303,21,3,1,3892,逃げ
20240303,21,4,1,4980,逃げ
20240303,21,5,6,4583,まくり差し
20240303,21,6,4,4381,まくり
20240303,21,7,2,4880,まくり
20240303,21,8,1,4904,逃げ
20240303,21,9,1,4464,逃げ
20240303,22,10,5,3876,まくり差し
20240303,22,11,2,4256,差し
20240303,22,12,1,4584,逃げ
20240303,22,1,1,4513,逃げ
20240303,22,2,1,4661,逃げ
20240303,22,3,3,3876,抜き
20240303,22,4,2,4413,差し
20240303,22,5,2,3251,差し
20240303,22,6,1,4666,逃げ
20240303,22,7,1,4562,逃げ
20240303,22,8,4,4584,まくり差し
20240303,22,9,6,4413,まくり差し
20240303,23,10,1,4207,逃げ
20240303,23,11,1,4287,逃げ
20240303,23,12,1,4079,逃げ
20240303,23,1,6,4457,まくり差し
20240303,23,2,1,5037,逃げ
20240303,23,3,1,5043,逃げ
20240303,23,4,1,3350,逃げ
20240303,23,5,1,3327,逃げ
20240303,23,6,1,3726,逃げ
20240303,23,7,1,3176,逃げ
20240303,23,8,1,3809,逃げ
20240303,23,9,1,4567,逃げ
20240303,24,10,1,4364,逃げ
20240303,24,11,3,4096,まくり差し
20240303,24,12,1,3853,逃げ
20240303,24,1,4,3631,まくり
20240303,24,2,4,4570,まくり
20240303,24,3,4,3702,まくり
20240303,24,4,1,4363,逃げ
20240303,24,5,1,4485,逃げ
20240303,24,6,3,3981,まくり
20240303,24,7,4,4096,まくり差し
20240303,24,8,1,3872,逃げ
20240303,24,9,2,4967,差し
