hd,jcd,rno,label_3t,win_lane
20240218,1,1,1-2-5,1
20240218,1,2,5-6-2,5
20240218,1,3,3-1-5,3
20240218,1,4,4-5-2,4
20240218,1,5,5-1-2,5
20240218,1,6,1-4-2,1
20240218,1,7,1-3-2,1
20240218,1,8,1-5-2,1
20240218,1,9,1-5-3,1
20240218,1,10,1-3-2,1
20240218,1,11,1-5-2,1
20240218,1,12,1-2-3,1
20240218,2,1,1-3-4,1
20240218,2,2,1-4-2,1
20240218,2,3,2-4-5,2
20240218,2,4,4-2-5,4
20240218,2,5,4-5-6,4
20240218,2,6,3-2-4,3
20240218,2,7,1-4-3,1
20240218,2,8,2-5-3,2
20240218,2,9,2-1-4,2
20240218,2,10,1-2-6,1
20240218,2,11,2-3-4,2
20240218,2,12,3-5-1,3
20240218,3,1,3-1-6,3
20240218,3,2,1-3-6,1
20240218,3,3,5-1-2,5
20240218,3,4,2-3-1,2
20240218,3,5,1-2-4,1
20240218,3,6,1-3-2,1
20240218,3,7,5-6-1,5
20240218,3,8,5-1-3,5
20240218,3,9,1-3-4,1
20240218,3,10,1-2-4,1
20240218,3,11,1-3-5,1
20240218,3,12,5-1-2,5
20240218,4,1,1-2-4,1
20240218,4,2,2-4-1,2
20240218,4,3,3-2-4,3
20240218,4,4,5-4-2,5
20240218,4,5,3-6-5,3
20240218,4,6,1-6-2,1
20240218,4,7,1-5-3,1
20240218,4,8,2-6-1,2
20240218,4,9,1-2-3,1
20240218,4,10,1-6-5,1
20240218,4,11,1-4-3,1
20240218,4,12,1-3-4,1
20240218,5,1,1-3-2,1
20240218,5,2,4-5-3,4
20240218,5,3,3-1-5,3
20240218,5,4,3-1-6,3
20240218,5,5,2-1-4,2
20240218,5,6,1-6-5,1
20240218,5,7,1-4-2,1
20240218,5,8,4-2-5,4
20240218,5,9,3-2-5,3
20240218,5,10,3-1-5,3
20240218,5,11,1-4-6,1
20240218,5,12,1-2-3,1
20240218,6,1,1-2-3,1
20240218,6,2,4-6-2,4
20240218,6,3,1-2-5,1
20240218,6,4,5-2-6,5
20240218,6,5,1-5-3,1
20240218,6,6,4-1-5,4
20240218,6,7,1-2-3,1
20240218,6,8,4-3-5,4
20240218,6,9,3-1-5,3
20240218,6,10,1-4-3,1
20240218,6,11,3-1-6,3
20240218,6,12,1-2-4,1
20240218,7,1,5-1-3,5
20240218,7,2,3-1-4,3
20240218,7,3,1-3-6,1
20240218,7,4,1-2-3,1
20240218,7,5,6-4-1,6
20240218,7,6,2-1-5,2
20240218,7,7,1-2-3,1
20240218,7,8,2-1-3,2
20240218,7,9,1-2-5,1
20240218,7,10,1-3-4,1
20240218,7,11,1-4-2,1
20240218,7,12,1-2-4,1
20240218,8,1,1-5-4,1
20240218,8,2,1-2-3,1
20240218,8,3,3-4-5,3
20240218,8,4,4-2-1,4
20240218,8,5,4-2-3,4
20240218,8,6,4-5-1,4
20240218,8,7,5-3-2,5
20240218,8,8,2-1-3,2
20240218,8,9,1-4-2,1
20240218,8,10,1-4-5,1
20240218,8,11,1-3-4,1
20240218,8,12,5-1-6,5
20240218,9,1,1-2-4,1
20240218,9,2,1-2-3,1
20240218,9,3,1-3-2,1
20240218,9,4,1-3-2,1
20240218,9,5,1-3-5,1
20240218,9,6,1-3-2,1
20240218,9,7,1-3-5,1
20240218,9,8,1-4-6,1
20240218,9,9,1-6-5,1
20240218,9,10,3-1-5,3
20240218,9,11,1-4-5,1
20240218,9,12,1-2-4,1
20240218,12,1,1-6-4,1
20240218,12,2,1-3-6,1
20240218,12,3,5-1-2,5
20240218,12,4,1-5-4,1
20240218,12,5,1-3-4,1
20240218,12,6,1-5-4,1
20240218,12,7,3-1-5,3
20240218,12,8,6-4-3,6
20240218,12,9,1-3-2,1
20240218,12,10,2-1-5,2
20240218,12,11,1-3-4,1
20240218,12,12,1-3-5,1
20240218,13,1,3-4-5,3
20240218,13,2,2-3-4,2
20240218,13,3,1-3-5,1
20240218,13,4,4-1-2,4
20240218,13,5,1-2-3,1
20240218,13,6,4-2-1,4
20240218,13,7,3-2-6,3
20240218,13,8,6-3-4,6
20240218,13,9,6-2-3,6
20240218,13,10,4-5-6,4
20240218,13,11,1-3-5,1
20240218,13,12,3-6-5,3
20240218,14,1,4-1-2,4
20240218,14,2,1-3-2,1
20240218,14,3,1-3-4,1
20240218,14,4,1-2-6,1
20240218,14,5,1-5-6,1
20240218,14,6,2-1-4,2
20240218,14,7,3-5-6,3
20240218,14,8,3-1-5,3
20240218,14,9,1-2-4,1
20240218,14,10,1-4-2,1
20240218,14,11,1-5-2,1
20240218,14,12,1-2-6,1
20240218,21,1,1-2-3,1
20240218,21,2,3-4-6,3
20240218,21,3,3-5-1,3
20240218,21,4,1-2-4,1
20240218,21,5,1-2-5,1
20240218,21,6,5-4-6,5
20240218,21,7,1-5-2,1
20240218,21,8,3-6-4,3
20240218,21,9,3-1-2,3
20240218,21,10,4-5-2,4
20240218,21,11,1-3-2,1
20240218,21,12,2-1-4,2
20240218,23,1,5-3-1,5
20240218,23,2,1-2-4,1
20240218,23,3,2-5-4,2
20240218,23,4,5-3-2,5
20240218,23,5,3-2-6,3
20240218,23,6,1-5-4,1
20240218,23,7,6-1-4,6
20240218,23,8,2-3-5,2
20240218,23,9,3-2-4,3
20240218,23,10,2-3-6,2
20240218,23,11,1-3-2,1
20240218,23,12,1-2-3,1
20240218,24,1,1-3-5,1
20240218,24,2,1-6-2,1
20240218,24,3,1-3-6,1
20240218,24,4,5-4-3,5
20240218,24,5,1-6-3,1
20240218,24,6,1-6-2,1
20240218,24,7,1-3-4,1
20240218,24,8,1-2-5,1
20240218,24,9,1-3-4,1
20240218,24,10,1-2-3,1
20240218,24,11,1-2-4,1
20240218,24,12,1-2-5,1
