hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240227,1,10,1,4700,金子 和之,NIGE,62.8,80.0,0.17,0.0011,6.88,5,1,33.33,43.33,31.37,52.94,4.0,3.0,0.0,0.0,0.0,1.0,13.981,14.532000000000002,143165588.99933335,143165574.46733335,0,0,1
20240227,1,10,2,4216,星 栄爾,NIGE,12.5,50.0,0.18,0.08,6.94,6,3,20.0,31.43,34.09,54.55,4.0,3.0,2.0,3.0,0.0,0.0,9.091999999999999,14.532000000000002,143165588.99933335,143165574.46733335,0,0,1
20240227,1,10,3,3966,作間 章,NIGE,20.4,75.0,0.17,0.07,6.86,3,2,55.17,65.52,30.19,50.94,4.0,3.0,3.0,2.0,3.0,1.0,20.523,14.532000000000002,143165588.99933335,143165574.46733335,0,0,1
20240227,1,10,4,3414,加瀬 智宏,NIGE,8.8,44.1,0.15,0.09,6.83,2,4,3.45,6.9,24.44,46.67,4.0,3.0,1.0,1.0,1.0,0.0,4.050999999999999,14.532000000000002,143165588.99933335,143165574.46733335,0,0,1
20240227,1,10,5,4789,古賀 智之,NIGE,3.0,33.3,0.15,0.15,6.87,4,6,55.56,70.37,30.19,43.4,4.0,3.0,1.0,0.0,0.0,0.0,429496748.952,14.532000000000002,143165588.99933335,143165574.46733335,0,0,1
20240227,1,10,6,4653,小野 達哉,NIGE,5.1,35.9,0.15,0.14,6.81,1,5,33.33,54.55,39.34,52.46,4.0,3.0,0.0,0.0,2.0,0.0,13.995,14.532000000000002,143165588.99933335,143165574.46733335,0,0,1
20240227,1,11,1,4491,田中 堅,NIGE,51.1,88.3,0.16,0.0001,6.95,3,1,41.94,51.61,25.45,41.82,4.0,3.0,0.0,0.0,0.0,2.0,15.969999999999999,13.188,15.396,2.208,0,0,1
20240227,1,11,2,4594,谷川 祐一,NIGE,14.5,58.3,0.15,0.08,6.97,5,2,39.47,39.47,18.37,48.98,4.0,3.0,4.0,3.0,0.0,0.0,15.831,13.188,15.396,2.208,0,0,1
20240227,1,11,3,5222,津田 陸翔,NIGE,11.1,70.3,0.14,0.09,6.82,1,3,14.29,28.57,29.41,45.1,4.0,3.0,1.0,0.0,2.0,0.0,7.763,13.188,15.396,2.208,0,0,1
20240227,1,11,4,3448,高山 秀雄,NIGE,2.7,40.5,0.17,0.11,7.0,6,4,40.74,55.56,14.0,22.0,4.0,3.0,0.0,0.0,1.0,0.0,14.854,13.188,15.396,2.208,0,0,1
20240227,1,11,5,3838,伊藤 啓三,NIGE,3.5,21.4,0.12,0.13,6.96,4,5,32.14,46.43,36.96,63.04,4.0,3.0,0.0,0.0,1.0,0.0,13.212,13.188,15.396,2.208,0,0,1
20240227,1,11,6,3881,浦上 拓也,NIGE,0.0,25.0,0.19,0.09,6.89,2,3,50.0,66.67,28.0,46.0,4.0,3.0,0.0,0.0,0.0,0.0,18.122,13.188,15.396,2.208,0,0,1
20240227,1,12,1,4677,片橋 幸貴,NIGE,71.4,85.7,0.14,0.0001,6.76,1,1,28.13,53.13,27.27,41.82,3.0,2.0,0.0,0.0,0.0,2.0,12.781,13.918666666666667,11.729999999999999,-2.188666666666668,0,0,1
20240227,1,12,2,4566,塩田 北斗,NIGE,25.4,80.3,0.15,0.0001,6.87,3,1,40.0,56.67,25.0,45.83,3.0,2.0,2.0,10.0,0.0,1.0,16.785999999999998,13.918666666666667,11.729999999999999,-2.188666666666668,0,0,1
20240227,1,12,3,4988,牟田 奨太,NIGE,23.6,50.0,0.16,0.0008,6.87,3,2,31.03,37.93,46.0,58.0,3.0,2.0,4.0,1.0,4.0,0.0,12.189,13.918666666666667,11.729999999999999,-2.188666666666668,0,0,1
20240227,1,12,4,4058,野末 智一,NIGE,15.0,43.4,0.19,0.03,6.93,4,3,29.03,45.16,39.02,53.66,3.0,2.0,1.0,3.0,4.0,0.0,12.082999999999998,13.918666666666667,11.729999999999999,-2.188666666666668,0,0,1
20240227,1,12,5,3713,伊藤 誠二,NIGE,6.5,32.6,0.12,0.04,6.86,2,4,20.59,47.06,30.77,48.08,3.0,2.0,1.0,0.0,2.0,0.0,9.822999999999999,13.918666666666667,11.729999999999999,-2.188666666666668,0,0,1
