hd,jcd,rno,lane,regno,st_sec,st_is_f,st_is_late,st_penalized,st_observed,tenji_st_sec,tenji_is_f,tenji_f_over_sec,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240227,01,10,1,4700,0.17,0,0,0,1,,1,0.11,6,3,0.17,62.8,80.0
20240227,01,10,2,4216,0.19,0,0,0,1,0.08,0,,2,5,0.18,12.5,50.0
20240227,01,10,3,3966,0.28,0,0,0,1,0.07,0,,1,6,0.17,20.4,75.0
20240227,01,10,4,3414,0.15,0,0,0,1,0.09,0,,3,1,0.15,8.8,44.1
20240227,01,10,5,4789,0.16,0,0,0,1,0.15,0,,5,2,0.15,3.0,33.3
20240227,01,10,6,4653,0.18,0,0,0,1,0.14,0,,4,4,0.15,5.1,35.9
20240227,01,11,1,4491,0.16,0,0,0,1,,1,0.01,5,2,0.16,51.1,88.3
20240227,01,11,2,4594,0.19,0,0,0,1,0.08,0,,1,3,0.15,14.5,58.3
20240227,01,11,3,5222,0.14,0,0,0,1,0.09,0,,2,1,0.14,11.1,70.3
20240227,01,11,4,3448,0.2,0,0,0,1,0.11,0,,3,4,0.17,2.7,40.5
20240227,01,11,5,3838,0.21,0,0,0,1,0.13,0,,4,5,0.12,3.5,21.4
20240227,01,11,6,3881,0.22,0,0,0,1,0.09,0,,2,6,0.19,0.0,25.0
20240227,01,12,1,4677,0.09,0,0,0,1,,1,0.01,4,1,0.14,71.4,85.7
20240227,01,12,2,4566,0.16,0,0,0,1,,1,0.01,4,5,0.15,25.4,80.3
20240227,01,12,3,4988,0.13,0,0,0,1,,1,0.08,4,3,0.16,23.6,50.0
20240227,01,12,4,4058,0.14,0,0,0,1,0.03,0,,1,4,0.19,15.0,43.4
20240227,01,12,5,3713,0.11,0,0,0,1,0.04,0,,2,2,0.12,6.5,32.6
20240227,01,12,6,4436,0.16,0,0,0,1,0.07,0,,3,5,0.18,4.7,38.1
20240227,01,1,1,3827,0.21,0,0,0,1,,1,0.09,3,4,0.18,24.0,44.0
20240227,01,1,2,4639,0.26,0,0,0,1,,1,0.08,3,5,0.16,6.0,51.5
20240227,01,1,3,5004,0.21,0,0,0,1,,1,0.06,3,4,0.16,7.4,55.5
20240227,01,1,4,5177,0.08,0,0,0,1,0.01,0,,1,2,0.21,0.0,4.8
20240227,01,1,5,4664,0.06,0,0,0,1,0.06,0,,2,1,0.18,8.0,24.0
20240227,01,1,6,5242,0.18,0,0,0,1,,1,0.02,3,3,0.18,0.0,1.3
20240227,01,2,1,3414,0.17,0,0,0,1,,1,0.03,4,3,0.12,43.3,80.0
20240227,01,2,2,3161,0.19,0,0,0,1,,1,0.01,4,4,0.18,12.7,60.3
20240227,01,2,3,2538,0.2,0,0,0,1,0.18,0,,2,5,0.22,0.0,14.7
20240227,01,2,4,5006,0.15,0,0,0,1,0.16,0,,1,2,0.16,6.6,33.3
20240227,01,2,5,3400,0.25,0,0,0,1,,1,0.03,4,6,0.19,0.0,12.5
20240227,01,2,6,5029,0.13,0,0,0,1,0.2,0,,3,1,0.15,0.0,17.7
20240227,01,3,1,4789,0.22,0,0,0,1,,0,,1,3,0.15,42.1,73.6
20240227,01,3,2,3339,0.22,0,0,0,1,,0,,1,3,0.16,10.3,48.2
20240227,01,3,3,4407,0.18,0,0,0,1,,0,,1,2,0.18,4.1,52.0
20240227,01,3,4,4693,0.14,0,0,0,1,,0,,1,1,0.17,6.2,25.0
20240227,01,3,5,5285,0.18,0,0,0,1,,0,,1,2,0.23,0.0,0.0
20240227,01,3,6,5222,0.25,0,0,0,1,,0,,1,4,0.17,2.2,23.6
20240227,01,4,1,4216,0.29,0,0,0,1,,1,0.09,2,3,0.13,52.2,86.3
20240227,01,4,2,4491,0.36,0,0,0,1,,1,0.07,2,6,0.17,15.0,55.0
20240227,01,4,3,4700,0.33,0,0,0,1,,1,0.07,2,4,0.17,10.5,68.4
20240227,01,4,4,4898,0.14,0,0,0,1,0.09,0,,1,1,0.13,23.0,53.8
20240227,01,4,5,4467,0.17,0,0,0,1,,1,0.02,2,2,0.12,5.0,40.0
20240227,01,4,6,5033,0.35,0,0,0,1,0.09,0,,1,5,0.2,2.2,18.1
20240227,01,5,1,3881,0.19,0,0,0,1,0.08,0,,1,1,0.12,62.5,85.4
20240227,01,5,2,3838,0.2,0,0,0,1,,1,0.01,3,2,0.15,8.3,63.8
20240227,01,5,3,3945,0.23,0,0,0,1,,1,0.05,3,3,0.2,6.6,46.6
20240227,01,5,4,4788,0.2,0,0,0,1,0.09,0,,2,2,0.15,14.2,57.1
20240227,01,5,5,4639,0.24,0,0,0,1,,1,0.05,3,4,0.18,7.5,37.5
20240227,01,5,6,4872,0.32,0,0,0,1,0.09,0,,2,5,0.2,0.0,19.5
20240227,01,6,1,4653,0.18,0,0,0,1,0.04,0,,2,3,0.15,74.5,85.4
20240227,01,6,2,4440,0.14,0,0,0,1,,1,0.03,5,1,0.17,8.3,38.8
20240227,01,6,3,5006,0.16,0,0,0,1,0.05,0,,3,2,0.18,3.8,30.7
20240227,01,6,4,2538,0.18,0,0,0,1,0.01,0,,1,3,0.2,0.0,25.8
20240227,01,6,5,3827,0.19,0,0,0,1,,1,0.03,5,4,0.16,0.0,26.9
