hd,jcd,rno,label_3t,win_lane
20240228,3,1,1-2-5,1
20240228,3,2,1-6-4,1
20240228,3,3,1-4-5,1
20240228,3,4,1-3-2,1
20240228,3,5,2-1-5,2
20240228,3,6,1-4-3,1
20240228,3,7,1-3-2,1
20240228,3,8,3-5-2,3
20240228,3,9,3-2-4,3
20240228,3,10,3-2-6,3
20240228,3,11,2-5-6,2
20240228,3,12,1-2-4,1
20240228,5,1,1-2-3,1
20240228,5,2,1-4-3,1
20240228,5,3,1-2-6,1
20240228,5,4,3-1-5,3
20240228,5,5,1-2-4,1
20240228,5,6,1-3-2,1
20240228,5,7,1-2-6,1
20240228,5,8,1-3-2,1
20240228,5,9,1-2-6,1
20240228,5,10,1-2-4,1
20240228,5,11,4-3-5,4
20240228,5,12,1-2-3,1
20240228,6,1,3-2-4,3
20240228,6,2,6-1-2,6
20240228,6,3,2-1-4,2
20240228,6,4,5-4-6,5
20240228,6,5,3-6-4,3
20240228,6,6,5-4-1,5
20240228,6,7,1-2-3,1
20240228,6,8,1-2-3,1
20240228,6,9,2-1-6,2
20240228,6,10,1-4-6,1
20240228,6,11,2-1-3,2
20240228,6,12,1-6-3,1
20240228,7,1,6-1-3,6
20240228,7,2,1-5-2,1
20240228,7,3,2-6-1,2
20240228,7,4,1-2-3,1
20240228,7,5,1-6-5,1
20240228,7,6,1-2-5,1
20240228,7,7,1-2-4,1
20240228,7,8,2-1-5,2
20240228,7,9,4-1-6,4
20240228,7,10,4-1-3,4
20240228,7,11,4-3-5,4
20240228,7,12,1-5-2,1
20240228,8,1,1-3-4,1
20240228,8,2,3-2-4,3
20240228,8,3,1-3-2,1
20240228,8,4,4-5-1,4
20240228,8,5,5-1-2,5
20240228,8,6,1-2-3,1
20240228,8,7,3-1-6,3
20240228,8,8,1-2-5,1
20240228,8,9,1-2-3,1
20240228,8,10,1-3-6,1
20240228,8,11,1-2-4,1
20240228,8,12,1-4-2,1
20240228,10,1,1-2-4,1
20240228,10,2,1-3-2,1
20240228,10,3,1-2-4,1
20240228,10,4,6-1-4,6
20240228,10,5,2-4-3,2
20240228,10,6,1-3-2,1
20240228,10,7,1-3-6,1
20240228,10,8,2-1-4,2
20240228,10,9,1-6-2,1
20240228,10,10,1-2-3,1
20240228,10,11,1-3-2,1
20240228,10,12,1-2-4,1
20240228,13,1,1-2-4,1
20240228,13,2,1-2-4,1
20240228,13,3,2-1-4,2
20240228,13,4,1-4-6,1
20240228,13,5,5-6-2,5
20240228,13,6,1-3-4,1
20240228,13,7,1-6-5,1
20240228,13,8,1-3-5,1
20240228,13,9,4-1-5,4
20240228,13,10,4-2-3,4
20240228,13,11,1-4-2,1
20240228,13,12,1-2-4,1
20240228,14,1,4-3-1,4
20240228,14,2,1-3-4,1
20240228,14,3,3-1-2,3
20240228,14,4,1-6-5,1
20240228,14,5,1-4-2,1
20240228,14,6,2-3-5,2
20240228,14,7,4-5-1,4
20240228,14,8,4-3-6,4
20240228,14,9,4-5-2,4
20240228,14,10,1-2-3,1
20240228,14,11,1-3-2,1
20240228,14,12,4-1-3,4
20240228,15,1,2-4-1,2
20240228,15,2,2-1-3,2
20240228,15,3,1-5-3,1
20240228,15,4,4-2-1,4
20240228,15,5,1-3-2,1
20240228,15,6,1-4-6,1
20240228,15,7,2-3-1,2
20240228,15,8,1-2-5,1
20240228,15,9,1-2-6,1
20240228,15,10,4-1-2,4
20240228,15,11,1-4-3,1
20240228,15,12,1-2-6,1
20240228,17,1,1-3-6,1
20240228,17,2,2-4-3,2
20240228,17,3,3-4-1,3
20240228,17,4,2-3-6,2
20240228,17,5,2-3-6,2
20240228,17,6,1-2-6,1
20240228,17,7,2-3-4,2
20240228,17,8,2-3-5,2
20240228,17,9,1-3-2,1
20240228,17,10,6-1-4,6
20240228,17,11,4-1-3,4
20240228,17,12,4-5-3,4
20240228,19,1,3-1-2,3
20240228,19,2,1-2-4,1
20240228,19,3,2-1-3,2
20240228,19,4,2-3-1,2
20240228,19,5,2-6-1,2
20240228,19,6,1-4-2,1
20240228,19,7,4-3-2,4
20240228,19,8,1-4-2,1
20240228,19,9,5-6-1,5
20240228,19,10,2-3-1,2
20240228,19,11,1-3-5,1
20240228,19,12,1-2-4,1
20240228,23,1,1-2-5,1
20240228,23,2,4-2-6,4
20240228,23,3,3-4-1,3
20240228,23,4,1-2-3,1
20240228,23,5,2-1-4,2
20240228,23,6,1-3-6,1
20240228,23,7,1-4-2,1
20240228,23,8,1-2-3,1
20240228,23,9,2-1-3,2
20240228,23,10,3-2-6,3
20240228,23,11,1-5-4,1
20240228,23,12,1-2-3,1
20240228,24,1,4-2-1,4
20240228,24,2,3-1-4,3
20240228,24,3,4-2-5,4
20240228,24,4,4-2-3,4
20240228,24,5,4-1-6,4
20240228,24,6,3-1-5,3
20240228,24,7,3-1-4,3
20240228,24,8,1-6-3,1
20240228,24,9,1-5-2,1
20240228,24,10,1-3-6,1
20240228,24,11,1-4-2,1
20240228,24,12,1-4-3,1
