hd,jcd,rno,lane,regno,wind_speed_m,kimarite_sashi,is_crosswind,boat_rate3,is_strong_wind,racer_id,dash_attack_flag,kimarite_makuri,power_lane,power_outer,course_avg_st,outer_over_inner,wave_height_cm,power_inner,decision4,motor_rate2,racer_name,kimarite_nuki,tenji_st,boat_rate2,motor_rate3,course_first_rate,kimarite_makuri_sashi,st_rank,tenji_sec,course_3rd_rate,tenji_rank
20240313,04,10,1,3251,8.0,0.0,0,53.33,1,3251,0,0.0,11.44,143165590.17200002,0.19,143165578.3646667,7.0,11.807333333333332,SASHI,26.06,平石 和男,3.0,0.08,33.94,34.51,54.2,0.0,4,6.66,93.2,1
20240313,04,10,2,4708,8.0,0.0,0,42.5,1,4708,0,0.0,11.943,143165590.17200002,0.21,143165578.3646667,7.0,11.807333333333332,SASHI,30.97,半田 尚也,0.0,0.05,27.5,48.39,0.0,0.0,2,6.82,22.8,6
20240313,04,10,3,3072,8.0,0.0,0,44.52,1,3072,0,0.0,12.038999999999998,143165590.17200002,0.12,143165578.3646667,7.0,11.807333333333332,SASHI,28.97,西田 靖,0.0,0.16,34.84,42.76,0.0,0.0,5,6.79,29.4,5
20240313,04,10,4,4883,8.0,2.0,0,54.65,1,4883,1,0.0,15.259,143165590.17200002,0.13,143165578.3646667,7.0,11.807333333333332,SASHI,39.07,岡部 大輝,0.0,0.001,38.37,56.29,5.4,0.0,1,6.75,48.6,3
20240313,04,10,5,4786,8.0,1.0,0,46.43,1,4786,0,1.0,13.049,143165590.17200002,0.12,143165578.3646667,7.0,11.807333333333332,SASHI,29.61,佐藤 博亮,1.0,0.07,27.14,51.97,17.6,3.0,3,6.71,67.6,2
20240313,04,10,6,3797,8.0,0.0,0,45.75,1,3797,0,0.0,429496742.208,143165590.17200002,0.19,143165578.3646667,7.0,11.807333333333332,SASHI,34.62,岩井 繁,0.0,0.32,28.76,55.13,0.0,0.0,6,6.78,11.4,4
20240313,04,11,1,4650,6.0,0.0,0,46.02,1,4650,0,0.0,13.335999999999999,143165589.8676667,0.13,143165576.36200002,5.0,13.505666666666665,NIGE,30.52,中山 雄太,1.0,0.0001,29.55,46.1,69.0,0.0,1,6.8,90.9,5
20240313,04,11,2,3576,6.0,8.0,0,54.14,1,3576,0,1.0,13.713999999999997,143165589.8676667,0.19,143165576.36200002,5.0,13.505666666666665,NIGE,33.12,白水 勝也,2.0,0.002,36.09,48.05,22.9,0.0,4,6.78,72.9,4
20240313,04,11,3,4306,6.0,1.0,0,48.81,1,4306,0,3.0,13.466999999999999,143165589.8676667,0.17,143165576.36200002,5.0,13.505666666666665,NIGE,35.71,畔柳 俊吾,1.0,0.0026,37.5,54.55,16.2,0.0,5,6.73,64.8,2
20240313,04,11,4,5133,6.0,2.0,0,59.26,1,5133,0,2.0,429496743.165,143165589.8676667,0.16,143165576.36200002,5.0,13.505666666666665,NIGE,36.71,堀越 雄貴,0.0,0.04,44.44,51.9,20.8,1.0,6,6.77,45.8,3
20240313,04,11,5,3202,6.0,0.0,0,43.14,1,3202,0,0.0,13.565,143165589.8676667,0.18,143165576.36200002,5.0,13.505666666666665,NIGE,36.77,三品 隆浩,0.0,0.0009,28.1,54.19,4.0,1.0,3,6.78,12.0,4
20240313,04,11,6,3381,6.0,0.0,0,52.23,1,3381,0,1.0,12.873,143165589.8676667,0.13,143165576.36200002,5.0,13.505666666666665,NIGE,31.79,滝沢 芳行,0.0,0.0008,34.39,45.7,5.5,0.0,2,6.71,44.4,1
20240313,04,12,1,4759,6.0,0.0,0,52.94,1,4759,0,0.0,13.549,143165590.55833334,0.16,143165576.06033334,5.0,14.498,NIGE,32.47,今泉 友吾,2.0,0.12,35.29,42.86,53.1,0.0,4,6.6,89.3,1
20240313,04,12,2,4898,6.0,0.0,0,46.43,1,4898,0,0.0,13.833,143165590.55833334,0.15,143165576.06033334,5.0,14.498,NIGE,35.95,菊地 敬介,0.0,0.03,25.71,52.29,0.0,0.0,2,6.69,21.4,3
20240313,04,12,3,3939,6.0,3.0,0,47.27,1,3939,0,5.0,16.112,143165590.55833334,0.16,143165576.06033334,5.0,14.498,NIGE,40.76,渡辺 真至,1.0,0.07,32.73,61.78,24.3,0.0,3,6.76,70.2,5
20240313,04,12,4,3385,6.0,0.0,0,52.08,1,3385,0,0.0,12.623999999999999,143165590.55833334,0.17,143165576.06033334,5.0,14.498,NIGE,30.72,渡邉 睦広,0.0,0.16,29.86,45.75,2.7,1.0,5,6.76,45.9,5
20240313,04,12,5,3075,6.0,0.0,0,57.14,1,3075,0,0.0,429496744.638,143165590.55833334,0.14,143165576.06033334,5.0,14.498,NIGE,41.4,中村 裕将,0.0,0.23,36.0,57.32,0.0,0.0,6,6.75,37.0,4
20240313,04,12,6,4079,6.0,0.0,0,46.79,1,4079,0,0.0,14.413,143165590.55833334,0.16,143165576.06033334,5.0,14.498,NIGE,33.77,出畑 孝典,0.0,0.0002,32.05,51.95,0.0,0.0,1,6.66,34.6,2
20240313,04,1,1,4954,5.0,0.0,0,55.56,0,4954,0,0.0,14.402,12.032666666666666,0.17,-1.8233333333333341,4.0,13.856,SASHI,36.6,内山 峻輔,1.0,0.02,39.51,52.29,45.9,0.0,3,6.64,78.3,1
20240313,04,1,2,4287,5.0,8.0,0,50.0,0,4287,0,2.0,15.888,12.032666666666666,0.15,-1.8233333333333341,4.0,13.856,SASHI,40.52,今井 貴士,0.0,0.12,30.71,52.94,22.7,0.0,5,6.74,68.1,3
20240313,04,1,3,4648,5.0,0.0,0,47.65,0,4648,0,1.0,11.277999999999999,12.032666666666666,0.13,-1.8233333333333341,4.0,13.856,SASHI,26.8,木村 亮太,0.0,0.03,30.0,47.71,13.7,3.0,4,6.8,37.9,5
20240313,04,1,4,4943,5.0,0.0,0,53.33,0,4943,1,0.0,13.459,12.032666666666666,0.17,-1.8233333333333341,4.0,13.856,SASHI,33.55,八木 治樹,0.0,0.0002,35.33,49.68,0.0,0.0,1,6.73,40.6,2
20240313,04,1,5,4411,5.0,0.0,0,46.67,0,4411,0,0.0,10.696,12.032666666666666,0.16,-1.8233333333333341,4.0,13.856,SASHI,24.0,沢田 昭宏,0.0,0.03,25.19,40.67,4.3,2.0,4,6.85,45.6,6
20240313,04,1,6,4708,5.0,0.0,0,42.5,0,4708,0,0.0,11.943,12.032666666666666,0.21,-1.8233333333333341,4.0,13.856,SASHI,30.97,半田 尚也,0.0,0.0011,27.5,48.39,0.0,0.0,2,6.79,14.2,4
20240313,04,2,1,4731,5.0,0.0,0,45.39,0,4731,0,0.0,11.610999999999999,143165590.193,0.15,143165577.83666664,4.0,12.356333333333334,NIGE,27.45,間野 兼礼,1.0,0.0003,29.61,44.44,42.5,0.0,1,6.7,77.5,3
20240313,04,2,2,3251,5.0,7.0,0,53.33,0,3251,0,1.0,11.34,143165590.193,0.19,143165577.83666664,4.0,12.356333333333334,NIGE,26.06,平石 和男,0.0,0.09,33.94,34.51,14.0,0.0,5,6.73,54.3,4
20240313,04,2,3,3273,5.0,1.0,0,54.65,0,3273,0,3.0,14.118,143165590.193,0.17,143165577.83666664,4.0,12.356333333333334,NIGE,36.18,石田 豪,0.0,0.0015,37.79,55.92,14.2,0.0,2,6.69,39.2,2
20240313,04,2,4,4898,5.0,0.0,0,46.43,0,4898,0,0.0,13.732999999999999,143165590.193,0.13,143165577.83666664,4.0,12.356333333333334,NIGE,35.95,菊地 敬介,1.0,0.0017000000000000001,25.71,52.29,23.0,2.0,3,6.83,53.8,6
20240313,04,2,5,5133,5.0,0.0,0,59.26,0,5133,0,1.0,13.764999999999999,143165590.193,0.18,143165577.83666664,4.0,12.356333333333334,NIGE,36.71,堀越 雄貴,0.0,0.002,44.44,51.9,4.2,1.0,4,6.67,23.4,1
20240313,04,2,6,3473,5.0,0.0,0,50.0,0,3473,0,0.0,429496743.081,143165590.193,0.16,143165577.83666664,4.0,12.356333333333334,NIGE,32.03,石川 真二,1.0,0.13,33.56,48.37,50.0,1.0,6,6.79,75.0,5
20240313,04,3,1,3742,5.0,0.0,0,47.33,0,3742,0,0.0,12.586,15.87,0.17,3.753333333333332,4.0,12.116666666666667,NIGE,31.82,宮地 秀祈,1.0,0.0002,31.33,48.7,37.0,0.0,1,6.76,88.8,3
20240313,04,3,2,3381,5.0,1.0,0,52.23,0,3381,0,5.0,12.672999999999998,15.87,0.13,3.753333333333332,4.0,12.116666666666667,NIGE,31.79,滝沢 芳行,1.0,0.0007000000000000001,34.39,45.7,15.5,0.0,4,6.71,64.4,2
20240313,04,3,3,4977,5.0,0.0,0,48.43,0,4977,0,0.0,11.091000000000001,15.87,0.17,3.753333333333332,4.0,12.116666666666667,NIGE,25.17,馬野 耀,0.0,0.0009,31.45,40.56,7.1,3.0,5,6.8,59.5,4
20240313,04,3,4,5300,5.0,0.0,0,45.59,0,5300,0,0.0,16.302,15.87,0.23,3.753333333333332,4.0,12.116666666666667,NIGE,50.0,横田 海人,0.0,0.0003,29.41,65.13,0.0,0.0,2,6.63,0.0,1
20240313,04,3,5,4688,5.0,0.0,0,48.82,0,4688,0,1.0,15.196,15.87,0.13,3.753333333333332,4.0,12.116666666666667,NIGE,36.84,永井 彪也,2.0,0.0007000000000000001,33.53,56.58,9.3,1.0,4,6.82,60.4,5
20240313,04,3,6,3939,5.0,1.0,0,47.27,0,3939,0,0.0,16.112,15.87,0.17,3.753333333333332,4.0,12.116666666666667,NIGE,40.76,渡辺 真至,0.0,0.0004,32.73,61.78,6.0,1.0,3,6.86,33.3,6
20240313,04,4,1,4201,7.0,0.0,0,53.33,1,4201,0,0.0,12.643999999999998,12.832666666666666,0.16,-143165576.481,5.0,143165589.31366667,NIGE,32.08,佐竹 友樹,2.0,0.001,34.81,50.31,43.7,0.0,3,6.72,65.6,3
20240313,04,4,2,3796,7.0,3.0,0,40.29,1,3796,0,1.0,429496743.081,12.832666666666666,0.18,-143165576.481,5.0,143165589.31366667,NIGE,34.19,長野 道臣,0.0,0.12,28.06,48.39,14.2,0.0,6,6.71,60.0,2
20240313,04,4,3,3702,7.0,0.0,0,50.0,1,3702,0,2.0,12.216,12.832666666666666,0.14,-143165576.481,5.0,143165589.31366667,NIGE,29.68,貞兼 淳二,0.0,0.09,30.72,45.16,15.0,4.0,5,6.67,60.0,1
20240313,04,4,4,3797,7.0,0.0,0,45.75,1,3797,1,0.0,12.807999999999998,12.832666666666666,0.2,-143165576.481,5.0,143165589.31366667,NIGE,34.62,岩井 繁,0.0,0.01,28.76,55.13,0.0,0.0,4,6.76,21.4,4
20240313,04,4,5,3576,7.0,0.0,0,54.14,1,3576,0,1.0,13.913999999999998,12.832666666666666,0.17,-143165576.481,5.0,143165589.31366667,NIGE,33.12,白水 勝也,0.0,0.0008,36.09,48.05,4.8,1.0,2,6.8,51.2,5
20240313,04,4,6,3535,7.0,0.0,0,53.94,1,3535,0,0.0,11.776000000000002,12.832666666666666,0.19,-143165576.481,5.0,143165589.31366667,NIGE,28.48,渡 修平,0.0,0.0001,32.12,43.71,5.5,1.0,1,6.81,16.6,6
20240313,04,6,1,4023,7.0,0.0,0,45.11,1,4023,0,0.0,12.177,143165589.23666668,0.16,143165576.49100003,5.0,12.745666666666665,NIGE,31.13,柴田 友和,0.0,0.02,24.81,50.33,23.5,0.0,2,6.75,64.7,4
20240313,04,6,2,4650,7.0,4.0,0,46.02,1,4650,0,3.0,13.335999999999999,143165589.23666668,0.14,143165576.49100003,5.0,12.745666666666665,NIGE,30.52,中山 雄太,1.0,0.0001,29.55,46.1,21.7,0.0,1,6.73,67.3,3
20240313,04,6,3,3385,7.0,0.0,0,52.08,1,3385,0,0.0,12.723999999999998,143165589.23666668,0.14,143165576.49100003,5.0,12.745666666666665,NIGE,30.72,渡邉 睦広,1.0,0.08,29.86,45.75,2.8,0.0,4,6.81,57.1,5
20240313,04,6,4,5332,7.0,0.0,0,63.09,1,5332,0,0.0,429496739.583,143165589.23666668,0.0,143165576.49100003,5.0,12.745666666666665,NIGE,29.75,村松 遥輝,0.0,0.15,41.61,44.94,0.0,0.0,6,6.67,0.0,1
20240313,04,6,5,3072,7.0,0.0,0,44.52,1,3072,0,0.0,12.238999999999997,143165589.23666668,0.0,143165576.49100003,5.0,12.745666666666665,NIGE,28.97,西田 靖,0.0,0.06,34.84,42.76,0.0,0.0,3,6.71,0.0,2
20240313,04,6,6,4287,7.0,1.0,0,50.0,1,4287,0,0.0,15.888,143165589.23666668,0.14,143165576.49100003,5.0,12.745666666666665,NIGE,40.52,今井 貴士,0.0,0.11,30.71,52.94,8.3,2.0,5,6.87,50.0,6
20240313,04,7,1,4945,8.0,0.0,0,52.63,1,4945,0,0.0,13.437,13.394,0.19,-0.3783333333333303,6.0,13.77233333333333,MAKURI,31.61,上村 宏太,1.0,0.14,34.21,50.32,37.9,0.0,2,6.68,75.8,1
20240313,04,7,2,4306,8.0,2.0,0,48.81,1,4306,0,2.0,13.466999999999999,13.394,0.21,-0.3783333333333303,6.0,13.77233333333333,MAKURI,35.71,畔柳 俊吾,0.0,0.18,37.5,54.55,9.5,0.0,5,6.86,52.3,5
20240313,04,7,3,4079,8.0,1.0,0,46.79,1,4079,0,3.0,14.413,13.394,0.16,-0.3783333333333303,6.0,13.77233333333333,MAKURI,33.77,出畑 孝典,0.0,0.04,32.05,51.95,13.3,2.0,1,6.78,64.4,3
20240313,04,7,4,4648,8.0,0.0,0,47.65,1,4648,0,1.0,11.478,13.394,0.15,-0.3783333333333303,6.0,13.77233333333333,MAKURI,26.8,木村 亮太,0.0,0.14,30.0,47.71,4.7,0.0,2,6.77,61.9,2
20240313,04,7,5,3473,8.0,0.0,0,50.0,1,3473,0,0.0,13.780999999999999,13.394,0.18,-0.3783333333333303,6.0,13.77233333333333,MAKURI,32.03,石川 真二,0.0,0.16,33.56,48.37,0.0,0.0,3,6.81,80.0,4
20240313,04,7,6,3857,8.0,2.0,0,52.38,1,3857,0,4.0,14.922999999999998,13.394,0.2,-0.3783333333333303,6.0,13.77233333333333,MAKURI,40.25,阿波 勝哉,0.0,0.17,39.29,55.97,4.2,1.0,4,6.78,43.3,3
20240313,04,8,1,3702,9.0,0.0,0,50.0,1,3702,0,0.0,12.315999999999999,12.516333333333334,0.16,-1.5820000000000007,7.0,14.098333333333334,NIGE,29.68,貞兼 淳二,1.0,0.13,30.72,45.16,46.6,0.0,4,6.63,75.5,2
20240313,04,8,2,3516,9.0,4.0,0,48.39,1,3516,0,0.0,16.52,12.516333333333334,0.19,-1.5820000000000007,7.0,14.098333333333334,NIGE,45.86,吉原 聖人,0.0,0.06,36.13,64.97,16.0,0.0,3,6.7,36.0,4
20240313,04,8,3,4943,9.0,0.0,0,53.33,1,4943,0,0.0,13.459,12.516333333333334,0.15,-1.5820000000000007,7.0,14.098333333333334,NIGE,33.55,八木 治樹,0.0,0.0004,35.33,49.68,2.6,1.0,1,6.72,50.0,5
20240313,04,8,4,4759,9.0,5.0,0,52.94,1,4759,0,0.0,13.849,12.516333333333334,0.19,-1.5820000000000007,7.0,14.098333333333334,NIGE,32.47,今泉 友吾,0.0,0.0004,35.29,42.86,12.2,1.0,1,6.66,65.3,3
20240313,04,8,5,3273,9.0,0.0,0,54.65,1,3273,0,0.0,14.118,12.516333333333334,0.15,-1.5820000000000007,7.0,14.098333333333334,NIGE,36.18,石田 豪,0.0,0.001,37.79,55.92,3.3,1.0,2,6.6,26.6,1
20240313,04,8,6,5319,9.0,0.0,0,47.77,1,5319,0,0.0,9.582,12.516333333333334,0.22,-1.5820000000000007,7.0,14.098333333333334,NIGE,28.08,近藤 颯斗,0.0,0.001,28.03,43.15,0.0,0.0,2,6.75,0.0,6
20240313,04,9,1,4411,8.0,0.0,0,46.67,1,4411,0,0.0,10.696,12.289999999999997,0.17,-0.33266666666667,7.0,12.622666666666667,MAKURI,24.0,沢田 昭宏,3.0,0.14,25.19,40.67,68.8,0.0,4,6.68,88.8,1
20240313,04,9,2,4688,8.0,8.0,0,48.82,1,4688,0,2.0,15.496,12.289999999999997,0.14,-0.33266666666667,7.0,12.622666666666667,MAKURI,36.84,永井 彪也,1.0,0.01,33.53,56.58,29.7,0.0,1,6.79,67.5,3
20240313,04,9,3,3535,8.0,1.0,0,53.94,1,3535,0,0.0,11.676000000000002,12.289999999999997,0.19,-0.33266666666667,7.0,12.622666666666667,MAKURI,28.48,渡 修平,0.0,0.09,32.12,43.71,4.0,0.0,2,6.95,36.0,4
20240313,04,9,4,4731,8.0,1.0,0,45.39,1,4731,0,3.0,11.410999999999998,12.289999999999997,0.14,-0.33266666666667,7.0,12.622666666666667,MAKURI,27.45,間野 兼礼,0.0,0.1,29.61,44.44,12.8,1.0,3,6.68,58.9,1
20240313,04,9,5,4000,8.0,0.0,0,39.58,1,4000,0,0.0,14.328999999999999,12.289999999999997,0.17,-0.33266666666667,7.0,12.622666666666667,MAKURI,35.95,松本 博昭,1.0,0.14,25.0,49.67,2.0,0.0,4,6.78,35.4,2
20240313,04,9,6,3536,8.0,0.0,0,48.25,1,3536,0,0.0,11.129999999999999,12.289999999999997,0.23,-0.33266666666667,7.0,12.622666666666667,MAKURI,29.8,一色 雅昭,0.0,0.21,35.66,45.7,0.0,0.0,5,6.79,10.3,3
20240313,06,10,1,5075,5.0,0.0,0,49.45,0,5075,0,0.0,15.529999999999998,12.681666666666667,0.17,-143165578.98999998,3.0,143165591.67166665,NIGE,38.54,中島 秀治,3.0,0.04,40.66,59.02,60.4,0.0,3,6.78,81.2,1
20240313,06,10,2,5209,5.0,0.0,0,52.22,0,5209,0,0.0,429496742.52,12.681666666666667,0.16,-143165578.98999998,3.0,143165591.67166665,NIGE,35.68,小野 京平,0.0,0.16,30.0,54.46,0.0,0.0,6,6.85,10.5,4
20240313,06,10,3,5112,5.0,0.0,0,58.7,0,5112,0,5.0,16.965,12.681666666666667,0.14,-143165578.98999998,3.0,143165591.67166665,NIGE,43.27,砂長 知輝,2.0,0.01,41.3,61.06,20.8,3.0,2,6.81,52.0,3
20240313,06,10,4,5100,5.0,0.0,0,44.44,0,5100,0,1.0,11.857,12.681666666666667,0.18,-143165578.98999998,3.0,143165591.67166665,NIGE,31.37,栗原 一馬,0.0,0.06,34.44,47.06,5.8,0.0,4,6.89,35.2,5
20240313,06,10,5,5276,5.0,0.0,0,64.37,0,5276,0,0.0,11.26,12.681666666666667,0.18,-143165578.98999998,3.0,143165591.67166665,NIGE,29.26,大島 隆乃介,1.0,0.0003,43.68,46.81,5.2,0.0,1,6.81,42.1,3
20240313,06,10,6,5256,5.0,0.0,0,64.52,0,5256,0,1.0,14.928,12.681666666666667,0.14,-143165578.98999998,3.0,143165591.67166665,NIGE,40.2,中山 翔太,0.0,0.11,47.31,55.39,1.5,0.0,5,6.8,12.1,2
20240313,06,11,1,4989,5.0,0.0,0,67.44,0,4989,0,0.0,15.043,14.459000000000001,0.11,1.6640000000000015,3.0,12.795,NIGE,35.71,石原 翼,0.0,,48.84,55.36,73.1,0.0,1,,82.9,1
20240313,06,11,2,5262,5.0,0.0,0,52.27,0,5262,0,0.0,11.554,14.459000000000001,0.26,1.6640000000000015,3.0,12.795,NIGE,30.46,鈴木 章司,0.0,,30.68,47.21,0.0,0.0,1,,66.6,1
20240313,06,11,3,5216,5.0,0.0,0,45.12,0,5216,0,1.0,11.787999999999998,14.459000000000001,0.17,1.6640000000000015,3.0,12.795,NIGE,27.72,長谷川 晴哉,0.0,,25.61,45.54,6.0,1.0,1,,33.3,1
20240313,06,11,4,5166,5.0,0.0,0,45.56,0,5166,,5.0,13.549,14.459000000000001,0.17,1.6640000000000015,3.0,12.795,NIGE,31.63,仲道 大輔,0.0,,30.0,46.98,18.7,1.0,1,,62.5,1
20240313,06,11,5,5269,5.0,0.0,0,43.9,0,5269,0,0.0,15.745000000000001,14.459000000000001,0.18,1.6640000000000015,3.0,12.795,NIGE,42.99,山口 晃朋,0.0,,25.61,61.54,0.0,0.0,1,,44.4,1
20240313,06,11,6,5210,5.0,0.0,0,36.71,0,5210,0,0.0,14.083,14.459000000000001,0.17,1.6640000000000015,3.0,12.795,NIGE,38.25,藤井 公人,0.0,,26.58,56.22,0.7,0.0,1,,7.3,1
