hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240206,03,10,1,4161,0.14,0.02,0.16,1,15.37
20240206,03,10,2,4318,0.15,0.03,0.15,2,10.113000000000001
20240206,03,10,3,3202,0.19,0.08,0.17,3,11.936
20240206,03,10,4,5261,0.18,0.23,0.16,6,429496741.842
20240206,03,10,5,4729,0.17,0.17,0.16,5,11.126999999999999
20240206,03,10,6,4757,0.21,0.13,0.15,4,10.711
20240206,03,11,1,3541,0.13,0.03,0.15,2,13.193999999999999
20240206,03,11,2,4420,0.14,0.0007000000000000001,0.13,1,17.866
20240206,03,11,3,4956,0.13,0.03,0.18,2,14.523
20240206,03,11,4,5137,0.22,0.07,0.15,4,13.692999999999998
20240206,03,11,5,5029,0.16,0.04,0.12,3,16.148
20240206,03,11,6,5023,0.35,0.11,0.2,5,14.754
20240206,03,12,1,4839,0.16,0.26,0.16,5,14.439
20240206,03,12,2,3686,0.09,0.15,0.15,4,13.996
20240206,03,12,3,4911,0.1,0.09,0.14,3,14.837
20240206,03,12,4,4093,0.18,0.31,0.21,6,429496743.366
20240206,03,12,5,4652,0.05,0.03,0.16,1,18.081999999999997
20240206,03,12,6,4390,0.15,0.06,0.2,2,15.654
20240206,03,1,1,5007,0.07,0.19,0.18,6,429496742.415
20240206,03,1,2,4752,0.08,0.14,0.14,4,11.496999999999998
20240206,03,1,3,4568,0.09,0.18,0.12,5,14.952
20240206,03,1,4,4440,0.15,0.07,0.17,3,11.350999999999999
20240206,03,1,5,5259,0.16,0.03,0.19,2,9.438
20240206,03,1,6,5303,0.19,0.0003,0.18,1,12.538000000000002
20240206,03,2,1,4332,0.14,0.06,0.22,2,14.118
20240206,03,2,2,4459,0.07,0.04,0.15,1,16.926999999999996
20240206,03,2,3,4598,0.09,0.11,0.17,3,15.838999999999999
20240206,03,2,4,5201,0.18,0.19,0.16,6,429496741.488
20240206,03,2,5,5261,0.13,0.16,0.14,5,12.342
20240206,03,2,6,4956,0.16,0.15,0.19,4,14.322999999999999
20240206,03,3,1,4093,0.32,0.28,0.17,5,13.866
20240206,03,3,2,4383,0.31,0.15,0.19,3,16.502
20240206,03,3,3,5053,0.12,0.07,0.17,2,15.414
20240206,03,3,4,4995,0.16,0.16,0.2,4,13.299999999999999
20240206,03,3,5,4030,0.21,0.03,0.13,1,16.09
20240206,03,3,6,4213,0.21,0.07,0.16,2,16.323
20240206,03,4,1,5212,0.36,0.0001,0.16,1,11.083
20240206,03,4,2,4757,0.23,0.01,0.16,2,10.911000000000001
20240206,03,4,3,3776,0.24,0.38,0.19,5,12.846
20240206,03,4,4,3907,0.21,0.16,0.17,3,11.833999999999998
20240206,03,4,5,5137,0.22,0.19,0.14,4,13.692999999999998
20240206,03,4,6,4911,0.16,0.46,0.15,6,429496744.137
20240206,03,5,1,3880,0.27,0.15,0.16,5,13.797
20240206,03,5,2,3202,0.32,0.1,0.15,1,12.136000000000001
20240206,03,5,3,3306,0.36,0.12,0.16,3,10.373
20240206,03,5,4,4839,0.23,0.13,0.16,4,14.539
20240206,03,5,5,5303,0.25,0.11,0.2,2,12.438000000000002
20240206,03,5,6,4420,0.21,0.3,0.17,6,429496746.966
20240206,03,6,1,4729,0.08,,0.16,1,11.527
20240206,03,6,2,4332,0.05,,0.17,1,14.218
20240206,03,6,3,3906,0.07,,0.17,1,14.23
20240206,03,6,4,3541,0.06,,0.14,1,13.293999999999999
20240206,03,6,5,3686,0.07,,0.16,1,14.296000000000001
20240206,03,6,6,4568,0.1,,0.18,1,15.352
20240206,03,7,1,5023,0.11,0.0,0.18,1,15.154
20240206,03,7,2,4652,0.09,0.0,0.16,1,18.081999999999997
20240206,03,7,3,5201,0.15,0.02,0.17,2,12.288
20240206,03,7,4,5259,0.11,0.32,0.19,4,9.238
20240206,03,7,5,5190,0.09,0.39,0.16,5,13.173
20240206,03,7,6,4030,0.12,0.08,0.16,3,15.89
20240206,03,8,1,3907,0.23,0.02,0.17,1,12.033999999999999
20240206,03,8,2,4390,0.22,0.08,0.19,2,15.654
20240206,03,8,3,4440,0.24,0.22,0.17,4,11.251
20240206,03,8,4,4459,0.14,0.08,0.11,2,16.826999999999998
20240206,03,8,5,3989,0.32,0.16,0.2,3,12.025999999999998
20240206,03,8,6,5053,0.21,0.22,0.19,4,15.213999999999999
20240206,03,9,1,4598,0.15,0.06,0.15,1,16.038999999999998
20240206,03,9,2,4438,0.2,0.15,0.14,3,15.535999999999998
20240206,03,9,3,3880,0.21,0.14,0.18,2,14.097000000000001
20240206,03,9,4,4028,0.28,0.14,0.16,2,18.027
20240206,03,9,5,4383,0.29,0.14,0.21,2,16.602
20240206,03,9,6,5007,0.28,0.38,0.18,4,13.014999999999999
20240206,04,10,1,3641,0.23,0.12,0.17,6,429496748.994
20240206,04,10,2,4528,0.14,0.0002,0.15,1,13.282
20240206,04,10,3,4851,0.14,0.0004,0.14,2,13.152000000000001
20240206,04,10,4,4610,0.17,0.02,0.16,4,15.223
20240206,04,10,5,4939,0.13,0.09,0.14,5,15.713999999999999
20240206,04,10,6,4430,0.16,0.01,0.19,3,15.562999999999999
20240206,04,11,1,4573,0.11,0.17,0.13,6,429496745.13
20240206,04,11,2,4366,0.04,0.07,0.13,5,14.726999999999999
20240206,04,11,3,3679,0.02,0.03,0.14,3,19.762999999999998
20240206,04,11,4,4191,0.06,0.0002,0.16,1,15.718000000000002
20240206,04,11,5,4444,0.12,0.04,0.12,4,13.36
20240206,04,11,6,4575,0.11,0.02,0.14,2,15.435000000000002
20240206,04,12,1,3159,0.1,0.09,0.14,5,14.945999999999998
20240206,04,12,2,3590,0.1,0.17,0.15,6,429496745.178
20240206,04,12,3,3983,0.05,0.06,0.12,3,15.02
20240206,04,12,4,4546,0.07,0.08,0.13,4,16.714000000000002
20240206,04,12,5,4075,0.09,0.0002,0.14,1,13.759
20240206,04,12,6,5051,0.08,0.0004,0.19,2,17.235
20240206,04,1,1,4535,0.15,0.08,0.15,3,14.626999999999999
20240206,04,1,2,3996,0.14,0.18,0.18,4,14.443
20240206,04,1,3,3966,0.17,0.2,0.17,5,12.783
20240206,04,1,4,4759,0.15,0.18,0.19,4,14.365
20240206,04,1,5,4191,0.08,0.05,0.16,2,15.618000000000002
20240206,04,1,6,4528,0.1,0.0001,0.17,1,13.282
20240206,04,2,1,3983,0.07,0.03,0.14,2,15.120000000000001
20240206,04,2,2,4036,0.14,0.12,0.18,6,429496747.281
20240206,04,2,3,3256,0.05,0.07,0.13,4,13.654
20240206,04,2,4,4575,0.18,0.1,0.11,5,15.135000000000002
20240206,04,2,5,4547,0.16,0.04,0.16,3,12.940999999999999
20240206,04,2,6,3978,0.17,0.0002,0.16,1,13.432
20240206,04,3,1,4738,0.15,0.01,0.13,2,16.737
20240206,04,3,2,4188,0.16,0.0002,0.13,1,15.766
20240206,04,3,3,4939,0.11,0.17,0.13,4,15.813999999999998
20240206,04,3,4,4627,0.15,0.25,0.16,5,13.389
20240206,04,3,5,4095,0.13,0.05,0.14,3,16.639999999999997
20240206,04,3,6,3613,0.19,0.01,0.16,2,13.335
20240206,04,4,1,4610,0.22,,0.18,1,15.523000000000001
20240206,04,4,2,4428,0.09,,0.16,1,13.651
20240206,04,4,3,4519,0.11,,0.18,1,15.693999999999997
20240206,04,4,4,5141,0.12,,0.12,1,13.147
20240206,04,4,5,3940,0.11,,0.15,1,14.599
20240206,04,4,6,4787,0.12,,0.12,1,14.551
20240206,04,5,1,4847,0.07,0.05,0.15,4,13.171
20240206,04,5,2,5042,0.08,0.06,0.12,5,16.418999999999997
20240206,04,5,3,4117,0.13,0.0001,0.16,1,14.133999999999999
20240206,04,5,4,4573,0.14,0.0003,0.13,2,15.93
20240206,04,5,5,3996,0.12,0.0003,0.18,2,14.643
20240206,04,5,6,4075,0.12,0.0007000000000000001,0.15,3,13.559
20240206,04,6,1,4335,0.11,0.14,0.12,5,13.593
20240206,04,6,2,4266,0.09,0.04,0.13,1,16.207
20240206,04,6,3,3303,0.1,0.08,0.18,3,13.213999999999999
20240206,04,6,4,4547,0.11,0.22,0.16,6,429496742.241
20240206,04,6,5,3590,0.1,0.1,0.12,4,15.777999999999999
20240206,04,6,6,4645,0.1,0.06,0.14,2,13.104
20240206,04,7,1,4688,0.18,0.01,0.14,1,15.37
20240206,04,7,2,3679,0.19,0.06,0.16,3,19.762999999999998
20240206,04,7,3,4759,0.18,0.03,0.15,2,14.565000000000001
20240206,04,7,4,4095,0.16,0.11,0.14,5,16.439999999999998
20240206,04,7,5,4036,0.1,0.1,0.19,4,17.881
20240206,04,7,6,4546,0.07,0.13,0.19,6,429496746.114
20240206,04,8,1,4305,0.11,0.03,0.15,4,15.301
