hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240305,1,10,1,3686,,,1,1,0.12,70.7,95.1
20240305,1,10,2,3918,,,1,1,0.19,8.7,63.0
20240305,1,10,3,3800,,,1,1,0.15,14.8,55.5
20240305,1,10,4,4495,,,1,1,0.15,10.0,40.0
20240305,1,10,5,3905,,,1,1,0.15,7.8,44.7
20240305,1,10,6,4348,,,1,1,0.18,0.0,25.8
20240305,1,11,1,4452,,,1,1,0.16,65.3,87.7
20240305,1,11,2,4376,,,1,1,0.15,16.0,66.0
20240305,1,11,3,3538,,,1,1,0.19,2.6,52.6
20240305,1,11,4,5087,,,1,1,0.17,14.2,60.7
20240305,1,11,5,4121,,,1,1,0.14,6.2,46.8
20240305,1,11,6,5074,,,1,1,0.19,0.0,17.6
20240305,1,12,1,4238,,,1,1,0.1,84.4,93.1
20240305,1,12,2,3942,,,1,1,0.16,20.5,69.2
20240305,1,12,3,4772,,,1,1,0.11,24.3,62.1
20240305,1,12,4,4191,,,1,1,0.16,15.2,60.8
20240305,1,12,5,5141,,,1,1,0.11,2.2,43.1
20240305,1,12,6,4218,,,1,1,0.21,0.0,27.7
20240305,1,1,1,3970,,0.09,2,3,0.18,19.0,66.6
20240305,1,1,2,4348,,0.13,4,4,0.17,14.2,57.1
20240305,1,1,3,3869,,0.18,5,5,0.19,6.2,37.5
20240305,1,1,4,4637,,0.06,5,1,0.17,18.1,45.4
20240305,1,1,5,3445,,0.07,3,2,0.18,3.8,46.1
20240305,1,1,6,4376,,,1,6,0.2,0.0,21.9
20240305,1,2,1,3800,,,1,1,0.15,42.8,67.8
20240305,1,2,2,3790,,,1,1,0.17,18.9,59.4
20240305,1,2,3,4150,,,1,1,0.13,21.9,65.8
20240305,1,2,4,4452,,,1,1,0.16,18.1,65.9
20240305,1,2,5,3885,,,1,1,0.19,0.0,25.5
20240305,1,2,6,3922,,,1,1,0.24,0.0,12.5
20240305,1,3,1,3538,,,4,6,0.15,43.4,80.4
20240305,1,3,2,5023,,0.02,1,1,0.16,5.8,52.9
20240305,1,3,3,3967,,0.17,3,3,0.2,2.9,35.2
20240305,1,3,4,3918,,0.16,3,2,0.17,14.2,60.7
20240305,1,3,5,3543,,0.21,5,5,0.17,17.6,47.0
20240305,1,3,6,4191,,0.18,2,4,0.18,0.0,40.0
20240305,1,4,1,3614,,0.15,4,4,0.17,25.8,67.7
20240305,1,4,2,4740,,0.16,5,5,0.16,3.5,53.5
20240305,1,4,3,3686,,0.03,3,3,0.16,2.5,65.0
20240305,1,4,4,4121,,0.17,2,6,0.15,2.9,38.2
20240305,1,4,5,3297,,0.01,1,1,0.21,0.0,16.6
20240305,1,4,6,3942,,0.02,6,2,0.15,3.8,50.0
20240305,1,5,1,3905,,,1,1,0.16,50.0,85.7
20240305,1,5,2,4218,,,1,1,0.17,18.8,75.4
20240305,1,5,3,4944,,,1,1,0.13,5.4,48.6
20240305,1,5,4,5234,,,1,1,0.18,24.1,55.1
20240305,1,5,5,5212,,,1,1,0.16,0.0,18.0
20240305,1,5,6,5087,,,1,1,0.23,2.5,42.5
20240305,1,6,1,5141,,0.04,1,1,0.13,71.9,87.7
20240305,1,6,2,4779,,0.19,2,4,0.15,0.0,33.3
20240305,1,6,3,3652,,0.09,5,2,0.18,0.0,25.0
20240305,1,6,4,3869,,0.16,3,3,0.21,7.4,29.6
20240305,1,6,5,4382,,0.04,4,1,0.17,0.0,22.9
20240305,1,6,6,5304,,0.04,5,1,,,
20240305,1,7,1,3885,,,1,1,0.14,51.2,85.3
20240305,1,7,2,4995,,,1,1,0.19,12.1,42.4
20240305,1,7,3,4238,,,1,1,0.11,35.1,78.3
20240305,1,7,4,5074,,,1,1,0.15,16.2,44.1
