hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240305,1,1,第56回サンケイスポーツ杯,まくり差し,曇り,8,2.0,1.0,5-4-6
20240305,1,2,第56回サンケイスポーツ杯,差し,曇り,8,1.0,1.0,2-1-4
20240305,1,3,第56回サンケイスポーツ杯,逃げ,雨,10,2.0,1.0,1-6-2
20240305,1,4,第56回サンケイスポーツ杯,まくり差し,雨,10,2.0,1.0,5-1-3
20240305,1,5,第56回サンケイスポーツ杯,逃げ,雨,12,1.0,1.0,1-2-4
20240305,1,6,第56回サンケイスポーツ杯,恵まれ,雨,10,1.0,1.0,4-2-5
20240305,1,7,第56回サンケイスポーツ杯,差し,雨,8,1.0,1.0,3-1-5
20240305,1,8,第56回サンケイスポーツ杯,まくり差し,雨,8,2.0,1.0,5-2-3
20240305,1,9,第56回サンケイスポーツ杯,逃げ,雨,10,2.0,1.0,2-6-3
20240305,1,10,第56回サンケイスポーツ杯,逃げ,雨,8,1.0,1.0,1-3-5
20240305,1,11,第56回サンケイスポーツ杯,差し,雨,8,1.0,1.0,2-1-5
20240305,1,12,第56回サンケイスポーツ杯,逃げ,雪,4,1.0,1.0,1-3-5
20240305,5,1,第34回日本モーターボート選手会会長賞,逃げ,雨,3,1.0,2.0,1-2-4
20240305,5,2,第34回日本モーターボート選手会会長賞,逃げ,雨,1,1.0,2.0,1-3-2
20240305,5,3,第34回日本モーターボート選手会会長賞,まくり,雨,1,1.0,2.0,4-1-6
20240305,5,4,第34回日本モーターボート選手会会長賞,逃げ,雨,15,2.0,2.0,1-3-6
20240305,5,5,第34回日本モーターボート選手会会長賞,逃げ,曇り,1,1.0,2.0,1-3-2
20240305,5,6,第34回日本モーターボート選手会会長賞,逃げ,雨,17,0.0,2.0,1-5-4
20240305,5,7,第34回日本モーターボート選手会会長賞,逃げ,雨,1,1.0,2.0,1-2-3
20240305,5,8,第34回日本モーターボート選手会会長賞,逃げ,雨,3,1.0,2.0,1-5-4
20240305,5,9,第34回日本モーターボート選手会会長賞,差し,雨,5,1.0,2.0,2-1-6
20240305,5,10,第34回日本モーターボート選手会会長賞,逃げ,雨,3,2.0,2.0,1-4-3
20240305,5,11,第34回日本モーターボート選手会会長賞,差し,雨,3,2.0,2.0,2-1-5
20240305,5,12,,,,,,,
20240305,6,1,薄暮だョ！第6回B級名人大集合 マクール杯,まくり,雨,9,2.0,1.0,3-2-4
20240305,6,2,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,雨,9,3.0,1.0,1-2-6
20240305,6,3,薄暮だョ！第6回B級名人大集合 マクール杯,まくり,雨,9,2.0,1.0,2-1-6
20240305,6,4,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,雨,7,4.0,2.0,1-5-3
20240305,6,5,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,雨,7,3.0,1.0,1-2-5
20240305,6,6,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,雨,7,4.0,2.0,1-2-3
20240305,6,7,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,雨,5,3.0,1.0,1-3-4
20240305,6,8,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,曇り,5,3.0,1.0,1-3-6
20240305,6,9,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,曇り,9,2.0,1.0,1-3-5
20240305,6,10,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,曇り,9,2.0,1.0,1-5-2
20240305,6,11,薄暮だョ！第6回B級名人大集合 マクール杯,逃げ,曇り,9,2.0,1.0,1-2-6
20240305,6,12,薄暮だョ！第6回B級名人大集合 マクール杯,まくり差し,雨,9,2.0,1.0,4-1-5
20240305,7,1,ルーキーシリーズ第4戦 スカパー！・JLC杯,差し,曇り,9,2.0,1.0,2-5-1
20240305,7,2,ルーキーシリーズ第4戦 スカパー！・JLC杯,逃げ,雨,7,3.0,1.0,1-4-3
20240305,7,3,ルーキーシリーズ第4戦 スカパー！・JLC杯,逃げ,雨,7,2.0,1.0,1-2-5
20240305,7,4,ルーキーシリーズ第4戦 スカパー！・JLC杯,まくり,雨,7,1.0,1.0,2-3-1
20240305,7,5,ルーキーシリーズ第4戦 スカパー！・JLC杯,まくり,雨,7,2.0,1.0,2-3-5
20240305,7,6,ルーキーシリーズ第4戦 スカパー！・JLC杯,まくり,雨,9,2.0,1.0,2-3-5
20240305,7,7,ルーキーシリーズ第4戦 スカパー！・JLC杯,逃げ,雨,9,2.0,1.0,1-3-4
20240305,7,8,ルーキーシリーズ第4戦 スカパー！・JLC杯,まくり差し,雨,9,2.0,1.0,3-1-6
20240305,7,9,ルーキーシリーズ第4戦 スカパー！・JLC杯,まくり,雨,9,2.0,1.0,3-5-1
20240305,7,10,ルーキーシリーズ第4戦 スカパー！・JLC杯,逃げ,雨,9,2.0,1.0,1-5-2
20240305,7,11,ルーキーシリーズ第4戦 スカパー！・JLC杯,逃げ,雨,9,2.0,1.0,1-4-6
20240305,7,12,ルーキーシリーズ第4戦 スカパー！・JLC杯,逃げ,雨,9,2.0,1.0,1-3-2
20240305,8,1,ヴィーナスシリーズ第22戦常滑シンデレラカップ,まくり,雨,3,2.0,1.0,3-6-1
20240305,8,2,ヴィーナスシリーズ第22戦常滑シンデレラカップ,まくり,雨,3,2.0,1.0,2-3-4
20240305,8,3,ヴィーナスシリーズ第22戦常滑シンデレラカップ,差し,雨,3,3.0,2.0,2-5-1
20240305,8,4,ヴィーナスシリーズ第22戦常滑シンデレラカップ,差し,雨,3,3.0,2.0,2-3-5
20240305,8,5,ヴィーナスシリーズ第22戦常滑シンデレラカップ,逃げ,雨,3,3.0,2.0,1-2-3
20240305,8,6,ヴィーナスシリーズ第22戦常滑シンデレラカップ,抜き,雨,3,3.0,2.0,6-1-3
20240305,8,7,ヴィーナスシリーズ第22戦常滑シンデレラカップ,差し,雨,3,2.0,1.0,2-1-6
20240305,8,8,ヴィーナスシリーズ第22戦常滑シンデレラカップ,差し,雨,3,2.0,1.0,5-2-1
20240305,8,9,ヴィーナスシリーズ第22戦常滑シンデレラカップ,逃げ,雨,3,1.0,0.0,1-3-2
20240305,8,10,ヴィーナスシリーズ第22戦常滑シンデレラカップ,逃げ,雨,3,1.0,0.0,1-4-2
20240305,8,11,ヴィーナスシリーズ第22戦常滑シンデレラカップ,逃げ,雨,3,1.0,0.0,1-2-3
20240305,8,12,ヴィーナスシリーズ第22戦常滑シンデレラカップ,逃げ,雨,3,1.0,0.0,1-4-6
20240305,9,1,日本財団会長杯3支部ガチ対決シリーズin津,逃げ,雨,4,2.0,1.0,1-4-2
20240305,9,2,日本財団会長杯3支部ガチ対決シリーズin津,逃げ,雨,2,2.0,1.0,1-6-2
20240305,9,3,日本財団会長杯3支部ガチ対決シリーズin津,逃げ,雨,4,1.0,1.0,1-4-5
20240305,9,4,日本財団会長杯3支部ガチ対決シリーズin津,まくり差し,雨,4,3.0,2.0,4-5-1
20240305,9,5,日本財団会長杯3支部ガチ対決シリーズin津,抜き,雨,4,4.0,2.0,2-1-6
20240305,9,6,日本財団会長杯3支部ガチ対決シリーズin津,差し,雨,4,4.0,2.0,2-1-4
20240305,9,7,日本財団会長杯3支部ガチ対決シリーズin津,逃げ,雨,2,4.0,2.0,1-3-4
20240305,9,8,日本財団会長杯3支部ガチ対決シリーズin津,逃げ,雨,2,4.0,2.0,1-3-2
20240305,9,9,日本財団会長杯3支部ガチ対決シリーズin津,差し,雨,2,4.0,2.0,2-1-3
20240305,9,10,日本財団会長杯3支部ガチ対決シリーズin津,差し,雨,2,3.0,2.0,2-1-3
20240305,9,11,日本財団会長杯3支部ガチ対決シリーズin津,逃げ,雨,2,2.0,1.0,1-5-2
20240305,9,12,日本財団会長杯3支部ガチ対決シリーズin津,逃げ,雨,17,0.0,0.0,1-2-4
20240305,10,1,近畿・関東・九州支部集結！モーニングバトル,逃げ,曇り,17,0.0,0.0,1-3-4
20240305,10,2,近畿・関東・九州支部集結！モーニングバトル,逃げ,曇り,12,4.0,4.0,1-2-4
20240305,10,3,近畿・関東・九州支部集結！モーニングバトル,まくり差し,曇り,12,3.0,3.0,5-3-6
20240305,10,4,近畿・関東・九州支部集結！モーニングバトル,差し,曇り,12,3.0,3.0,2-3-1
20240305,10,5,近畿・関東・九州支部集結！モーニングバトル,抜き,雨,12,1.0,1.0,5-4-6
20240305,10,6,近畿・関東・九州支部集結！モーニングバトル,差し,雨,10,1.0,1.0,2-1-6
20240305,10,7,近畿・関東・九州支部集結！モーニングバトル,差し,雨,8,1.0,1.0,2-3-4
20240305,10,8,近畿・関東・九州支部集結！モーニングバトル,逃げ,雨,12,2.0,2.0,1-2-3
20240305,10,9,近畿・関東・九州支部集結！モーニングバトル,まくり差し,曇り,10,1.0,1.0,3-1-2
20240305,10,10,近畿・関東・九州支部集結！モーニングバトル,逃げ,曇り,10,2.0,2.0,1-2-4
20240305,10,11,近畿・関東・九州支部集結！モーニングバトル,まくり差し,雨,6,3.0,3.0,5-6-1
20240305,10,12,近畿・関東・九州支部集結！モーニングバトル,逃げ,雨,8,2.0,2.0,1-2-5
20240305,11,1,第4回京都新聞杯,逃げ,雨,5,4.0,3.0,1-3-4
20240305,11,2,第4回京都新聞杯,抜き,雨,7,5.0,4.0,1-4-2
