hd,jcd,rno,label_3t,win_lane
20240108,2,1,4-6-5,4
20240108,2,2,6-3-1,6
20240108,2,3,1-2-4,1
20240108,2,4,1-2-4,1
20240108,2,5,1-4-3,1
20240108,2,6,1-5-4,1
20240108,2,7,3-2-6,3
20240108,2,8,2-4-6,2
20240108,2,9,5-2-6,5
20240108,2,10,3-1-5,3
20240108,2,11,1-2-3,1
20240108,2,12,1-4-3,1
20240108,4,1,3-5-6,3
20240108,4,2,5-4-6,5
20240108,4,3,1-2-4,1
20240108,4,4,1-6-3,1
20240108,4,5,5-2-6,5
20240108,4,6,1-3-2,1
20240108,4,7,6-1-3,6
20240108,4,8,3-4-5,3
20240108,4,9,3-2-1,3
20240108,4,10,1-6-2,1
20240108,4,11,2-1-3,2
20240108,4,12,1-2-4,1
20240108,6,1,4-6-3,4
20240108,6,2,2-3-5,2
20240108,6,3,6-2-1,6
20240108,6,4,6-3-2,6
20240108,6,5,2-3-1,2
20240108,6,6,3-4-2,3
20240108,6,7,6-2-1,6
20240108,6,8,2-3-6,2
20240108,6,9,1-2-5,1
20240108,6,10,1-3-2,1
20240108,6,11,2-4-5,2
20240108,6,12,1-3-6,1
20240108,7,1,1-2-4,1
20240108,7,2,3-2-1,3
20240108,7,3,2-4-1,2
20240108,7,4,1-3-4,1
20240108,7,5,1-3-5,1
20240108,7,6,1-2-6,1
20240108,7,7,1-4-5,1
20240108,7,8,2-4-3,2
20240108,7,9,1-4-5,1
20240108,7,10,4-1-3,4
20240108,7,11,4-2-5,4
20240108,7,12,1-3-4,1
20240108,9,1,1-5-2,1
20240108,9,2,1-5-2,1
20240108,9,3,1-2-4,1
20240108,9,4,4-2-5,4
20240108,9,5,1-3-2,1
20240108,9,6,1-5-6,1
20240108,9,7,6-1-3,6
20240108,9,8,4-1-3,4
20240108,9,9,1-3-2,1
20240108,9,10,4-2-6,4
20240108,9,11,1-3-4,1
20240108,9,12,1-2-4,1
20240108,11,1,1-4-2,1
20240108,11,2,1-2-4,1
20240108,11,3,2-1-6,2
20240108,11,4,1-3-6,1
20240108,11,5,4-1-6,4
20240108,11,6,2-3-4,2
20240108,11,7,1-3-2,1
20240108,11,8,4-1-5,4
20240108,11,9,1-3-6,1
20240108,11,10,4-6-1,4
20240108,11,11,1-3-4,1
20240108,11,12,1-4-3,1
20240108,13,1,3-4-2,3
20240108,13,2,4-2-1,4
20240108,13,3,1-3-2,1
20240108,13,4,4-2-1,4
20240108,13,5,1-2-3,1
20240108,13,6,1-3-4,1
20240108,13,7,1-3-4,1
20240108,13,8,1-4-2,1
20240108,13,9,2-1-3,2
20240108,13,10,2-1-5,2
20240108,13,11,1-2-3,1
20240108,13,12,1-6-4,1
20240108,14,1,1-2-5,1
20240108,14,2,3-2-1,3
20240108,14,3,5-3-2,5
20240108,14,4,3-5-6,3
20240108,14,5,1-2-3,1
20240108,14,6,2-1-6,2
20240108,14,7,3-4-5,3
20240108,14,8,1-3-4,1
20240108,14,9,1-2-4,1
20240108,14,10,2-1-6,2
20240108,14,11,1-4-3,1
20240108,14,12,1-2-6,1
20240108,15,1,1-3-2,1
20240108,15,2,1-2-4,1
20240108,15,3,1-2-6,1
20240108,15,4,3-2-1,3
20240108,15,5,6-1-4,6
20240108,15,6,1-4-5,1
20240108,15,7,5-2-4,5
20240108,15,8,2-1-3,2
20240108,15,9,1-2-4,1
20240108,15,10,1-4-2,1
20240108,15,11,6-1-3,6
20240108,15,12,1-2-3,1
20240108,16,1,2-1-5,2
20240108,16,2,1-5-4,1
20240108,16,3,3-4-5,3
20240108,16,4,1-2-3,1
20240108,16,5,6-4-3,6
20240108,16,6,1-3-4,1
20240108,16,7,2-5-1,2
20240108,16,8,2-3-1,2
20240108,16,9,3-4-1,3
20240108,16,10,4-5-6,4
20240108,16,11,1-4-6,1
20240108,16,12,2-1-6,2
20240108,18,1,2-1-5,2
20240108,18,2,4-2-1,4
20240108,18,3,1-3-5,1
20240108,18,4,5-3-1,5
20240108,18,5,1-3-5,1
20240108,18,6,1-6-4,1
20240108,18,7,5-2-1,5
20240108,18,8,3-1-5,3
20240108,18,9,2-4-3,2
20240108,18,10,2-5-1,2
20240108,18,11,1-2-4,1
20240108,18,12,1-2-3,1
20240108,19,1,1-3-5,1
20240108,19,2,5-2-3,5
20240108,19,3,1-2-3,1
20240108,19,4,4-3-1,4
20240108,19,5,1-5-3,1
20240108,19,6,4-2-1,4
20240108,19,7,2-1-6,2
20240108,19,8,1-4-3,1
20240108,19,9,1-4-2,1
20240108,19,10,1-2-6,1
20240108,19,11,1-2-3,1
20240108,19,12,4-6-3,4
20240108,20,1,1-3-6,1
20240108,20,2,2-3-4,2
20240108,20,3,1-6-3,1
20240108,20,4,1-6-3,1
20240108,20,5,1-4-2,1
20240108,20,6,3-2-6,3
20240108,20,7,1-3-2,1
20240108,20,8,1-3-2,1
20240108,20,9,1-6-2,1
20240108,20,10,1-2-4,1
20240108,20,11,1-3-5,1
20240108,20,12,4-2-5,4
20240108,22,1,1-3-2,1
20240108,22,2,1-5-6,1
20240108,22,3,1-3-6,1
20240108,22,4,1-2-4,1
20240108,22,5,1-6-3,1
20240108,22,6,4-2-1,4
20240108,22,7,1-2-6,1
20240108,22,8,1-2-3,1
20240108,22,9,1-3-2,1
20240108,22,10,1-2-4,1
20240108,22,11,4-6-1,4
20240108,22,12,1-3-2,1
