hd,jcd,rno,title,decision,weather_sky,wind_dir,wind_speed_m,wave_height_cm,label_3t
20240108,2,1,第54回埼玉選手権・スポーツニッポン杯争奪戦,まくり,晴,6,5.0,4.0,4-6-5
20240108,2,2,第54回埼玉選手権・スポーツニッポン杯争奪戦,まくり差し,晴,6,4.0,3.0,6-3-1
20240108,2,3,第54回埼玉選手権・スポーツニッポン杯争奪戦,逃げ,晴,6,5.0,4.0,1-2-4
20240108,2,4,第54回埼玉選手権・スポーツニッポン杯争奪戦,差し,晴,6,5.0,4.0,1-2-4
20240108,2,5,第54回埼玉選手権・スポーツニッポン杯争奪戦,抜き,晴,6,5.0,4.0,1-4-3
20240108,2,6,第54回埼玉選手権・スポーツニッポン杯争奪戦,逃げ,晴,6,6.0,5.0,1-5-4
20240108,2,7,第54回埼玉選手権・スポーツニッポン杯争奪戦,抜き,晴,6,6.0,5.0,3-2-6
20240108,2,8,第54回埼玉選手権・スポーツニッポン杯争奪戦,差し,晴,6,5.0,4.0,2-4-6
20240108,2,9,第54回埼玉選手権・スポーツニッポン杯争奪戦,まくり,晴,6,4.0,3.0,5-2-6
20240108,2,10,第54回埼玉選手権・スポーツニッポン杯争奪戦,まくり,晴,6,6.0,5.0,3-1-5
20240108,2,11,第54回埼玉選手権・スポーツニッポン杯争奪戦,逃げ,晴,6,4.0,3.0,1-2-3
20240108,2,12,第54回埼玉選手権・スポーツニッポン杯争奪戦,抜き,晴,6,5.0,4.0,1-4-3
20240108,4,1,第69回報知杯争奪 第53回東京ダービー,まくり,晴,13,2.0,3.0,3-5-6
20240108,4,2,第69回報知杯争奪 第53回東京ダービー,まくり差し,晴,11,3.0,3.0,5-4-6
20240108,4,3,第69回報知杯争奪 第53回東京ダービー,逃げ,晴,11,2.0,3.0,1-2-4
20240108,4,4,第69回報知杯争奪 第53回東京ダービー,逃げ,晴,11,2.0,3.0,1-6-3
20240108,4,5,第69回報知杯争奪 第53回東京ダービー,まくり,晴,13,3.0,3.0,5-2-6
20240108,4,6,第69回報知杯争奪 第53回東京ダービー,逃げ,晴,13,4.0,3.0,1-3-2
20240108,4,7,第69回報知杯争奪 第53回東京ダービー,まくり差し,晴,11,2.0,3.0,6-1-3
20240108,4,8,第69回報知杯争奪 第53回東京ダービー,まくり,晴,13,3.0,3.0,3-4-5
20240108,4,9,第69回報知杯争奪 第53回東京ダービー,差し,晴,13,4.0,3.0,3-2-1
20240108,4,10,第69回報知杯争奪 第53回東京ダービー,逃げ,晴,13,3.0,3.0,1-6-2
20240108,4,11,第69回報知杯争奪 第53回東京ダービー,差し,晴,11,3.0,3.0,2-1-3
20240108,4,12,第69回報知杯争奪 第53回東京ダービー,逃げ,晴,13,3.0,3.0,1-2-4
20240108,6,1,中日スポーツ ゴールドカップ,まくり差し,晴,3,3.0,2.0,4-6-3
20240108,6,2,中日スポーツ ゴールドカップ,まくり,晴,3,4.0,2.0,2-3-5
20240108,6,3,中日スポーツ ゴールドカップ,まくり,晴,3,6.0,3.0,6-2-1
20240108,6,4,中日スポーツ ゴールドカップ,恵まれ,晴,3,6.0,3.0,6-3-2
20240108,6,5,中日スポーツ ゴールドカップ,抜き,晴,3,6.0,3.0,2-3-1
20240108,6,6,中日スポーツ ゴールドカップ,まくり,晴,3,6.0,3.0,3-4-2
20240108,6,7,中日スポーツ ゴールドカップ,まくり,晴,3,7.0,3.0,6-2-1
20240108,6,8,中日スポーツ ゴールドカップ,逃げ,晴,3,7.0,3.0,2-3-6
20240108,6,9,中日スポーツ ゴールドカップ,逃げ,晴,3,6.0,3.0,1-2-5
20240108,6,10,中日スポーツ ゴールドカップ,逃げ,晴,3,5.0,3.0,1-3-2
20240108,6,11,中日スポーツ ゴールドカップ,差し,晴,3,5.0,3.0,2-4-5
20240108,6,12,中日スポーツ ゴールドカップ,逃げ,晴,3,6.0,3.0,1-3-6
20240108,7,1,日本財団会長杯争奪戦,逃げ,晴,1,3.0,1.0,1-2-4
20240108,7,2,日本財団会長杯争奪戦,まくり,晴,1,3.0,1.0,3-2-1
20240108,7,3,日本財団会長杯争奪戦,差し,晴,1,3.0,1.0,2-4-1
20240108,7,4,日本財団会長杯争奪戦,逃げ,晴,1,4.0,3.0,1-3-4
20240108,7,5,日本財団会長杯争奪戦,逃げ,晴,1,4.0,3.0,1-3-5
20240108,7,6,日本財団会長杯争奪戦,逃げ,晴,1,3.0,1.0,1-2-6
20240108,7,7,日本財団会長杯争奪戦,逃げ,晴,1,3.0,1.0,1-4-5
20240108,7,8,日本財団会長杯争奪戦,差し,晴,3,3.0,1.0,2-4-3
20240108,7,9,日本財団会長杯争奪戦,逃げ,晴,1,3.0,1.0,1-4-5
20240108,7,10,日本財団会長杯争奪戦,まくり差し,晴,1,3.0,1.0,4-1-3
20240108,7,11,日本財団会長杯争奪戦,まくり,晴,1,2.0,1.0,4-2-5
20240108,7,12,日本財団会長杯争奪戦,逃げ,晴,1,3.0,1.0,1-3-4
20240108,9,1,スポーツ報知ビクトリーカップ,逃げ,晴,14,2.0,1.0,1-5-2
20240108,9,2,スポーツ報知ビクトリーカップ,逃げ,曇り,14,2.0,1.0,1-5-2
20240108,9,3,スポーツ報知ビクトリーカップ,逃げ,曇り,14,3.0,2.0,1-2-4
20240108,9,4,スポーツ報知ビクトリーカップ,差し,曇り,14,3.0,2.0,4-2-5
20240108,9,5,スポーツ報知ビクトリーカップ,抜き,晴,14,3.0,2.0,1-3-2
20240108,9,6,スポーツ報知ビクトリーカップ,逃げ,曇り,14,3.0,2.0,1-5-6
20240108,9,7,スポーツ報知ビクトリーカップ,まくり差し,曇り,14,3.0,2.0,6-1-3
