hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240205,3,1,1,4752,西尾 亮輔,MAKURI,40.7,59.2,0.15,0.28,6.68,2,5,29.75,41.14,26.62,40.26,4.0,5.0,0.0,0.0,0.0,0.0,11.396999999999998,11.589666666666664,10.107000000000001,-1.4826666666666632,0,0,0
20240205,3,1,2,5063,大塚 雅治,MAKURI,0.0,29.4,0.17,0.12,6.81,5,4,24.05,38.61,31.74,45.51,4.0,5.0,0.0,0.0,0.0,0.0,10.098999999999998,11.589666666666664,10.107000000000001,-1.4826666666666632,0,0,0
20240205,3,1,3,5190,大月 遊雅,MAKURI,7.1,21.4,0.16,0.12,6.64,1,4,36.05,54.07,32.39,50.7,4.0,5.0,0.0,0.0,2.0,0.0,13.273,11.589666666666664,10.107000000000001,-1.4826666666666632,0,0,0
20240205,3,1,4,5214,田中 宏典,MAKURI,0.0,7.1,0.2,0.05,6.85,6,3,21.21,40.61,27.04,46.54,4.0,5.0,0.0,0.0,0.0,0.0,8.141,11.589666666666664,10.107000000000001,-1.4826666666666632,1,0,0
20240205,3,1,5,5261,岡 暢祐,MAKURI,7.1,21.4,0.14,0.0006,6.7,3,1,36.78,55.75,35.5,49.7,4.0,5.0,1.0,0.0,0.0,0.0,12.742,11.589666666666664,10.107000000000001,-1.4826666666666632,0,0,0
20240205,3,1,6,5259,野田 昇吾,MAKURI,0.0,0.8,0.19,0.0011,6.78,4,2,25.9,46.39,46.95,65.85,4.0,5.0,0.0,0.0,0.0,0.0,9.438,11.589666666666664,10.107000000000001,-1.4826666666666632,0,0,0
20240205,3,2,1,4440,萩原 知哉,MAKURI_SASHI,23.3,70.0,0.15,0.35,6.74,2,6,28.39,48.39,36.47,47.06,4.0,5.0,0.0,0.0,0.0,1.0,429496740.651,143165589.73333332,13.612,-143165576.12133333,0,0,0
20240205,3,2,2,3989,熊本 英一,MAKURI_SASHI,10.7,50.0,0.21,0.16,6.85,5,2,32.08,49.69,36.2,51.53,4.0,5.0,0.0,3.0,0.0,0.0,12.126,143165589.73333332,13.612,-143165576.12133333,0,0,0
20240205,3,2,3,4213,重富 伸也,MAKURI_SASHI,12.9,61.2,0.19,0.06,6.59,1,1,44.17,58.28,29.03,48.39,4.0,5.0,3.0,0.0,1.0,0.0,16.423,143165589.73333332,13.612,-143165576.12133333,0,0,0
20240205,3,2,4,3202,三品 隆浩,MAKURI_SASHI,6.4,38.7,0.15,0.18,6.83,4,4,30.82,52.83,25.93,45.06,4.0,5.0,0.0,1.0,0.0,1.0,11.836,143165589.73333332,13.612,-143165576.12133333,0,0,0
20240205,3,2,5,3906,飯山 晃三,MAKURI_SASHI,8.7,34.7,0.18,0.27,6.89,6,5,37.06,55.29,31.41,41.67,4.0,5.0,0.0,0.0,4.0,0.0,13.83,143165589.73333332,13.612,-143165576.12133333,0,0,0
20240205,3,2,6,4161,黒柳 浩孝,MAKURI_SASHI,0.0,17.8,0.18,0.17,6.79,3,3,38.18,50.3,37.42,60.74,4.0,5.0,0.0,0.0,0.0,0.0,15.169999999999998,143165589.73333332,13.612,-143165576.12133333,0,0,0
20240205,3,3,1,3776,横井 健太,SASHI,32.2,70.9,0.18,,,1,1,35.06,52.87,37.79,55.81,5.0,5.0,0.0,0.0,0.0,0.0,13.246,13.455999999999998,15.095999999999998,1.6400000000000006,0,0,0
20240205,3,3,2,4598,加藤 政彦,SASHI,20.5,64.7,0.17,,,1,1,40.35,60.23,40.12,55.09,5.0,5.0,1.0,5.0,0.0,1.0,16.038999999999998,13.455999999999998,15.095999999999998,1.6400000000000006,0,0,0
20240205,3,3,3,5212,西川 拓利,SASHI,0.0,25.8,0.17,,,1,1,28.21,44.87,31.45,51.57,5.0,5.0,0.0,0.0,0.0,0.0,11.083,13.455999999999998,15.095999999999998,1.6400000000000006,0,0,0
20240205,3,3,4,4956,齊藤 大将,SASHI,0.0,33.3,0.17,,,1,1,38.69,60.12,35.44,53.8,5.0,5.0,0.0,0.0,0.0,0.0,14.623,13.455999999999998,15.095999999999998,1.6400000000000006,,0,0
20240205,3,3,5,5303,土井 歩夢,SASHI,0.0,15.3,0.2,,,1,1,34.34,53.01,34.68,51.45,5.0,5.0,0.0,0.0,0.0,0.0,12.538000000000002,13.455999999999998,15.095999999999998,1.6400000000000006,0,0,0
20240205,3,3,6,4028,田村 隆信,SASHI,0.0,29.6,0.19,,,1,1,46.25,62.5,36.75,59.64,5.0,5.0,0.0,0.0,0.0,0.0,18.127,13.455999999999998,15.095999999999998,1.6400000000000006,0,0,0
20240205,3,4,1,4390,松本 弓雄,NIGE,25.0,60.7,0.2,0.24,6.65,1,6,43.1,64.37,37.95,55.42,5.0,10.0,0.0,0.0,0.0,0.0,429496744.854,143165591.06133333,14.015,-143165577.04633334,0,0,0
20240205,3,4,2,4911,片岡 大地,NIGE,5.2,60.5,0.14,0.18,6.8,4,4,39.77,60.23,26.92,54.49,5.0,10.0,0.0,2.0,0.0,0.0,14.737,143165591.06133333,14.015,-143165577.04633334,0,0,0
20240205,3,4,3,5137,川原 涼,NIGE,2.7,43.2,0.14,0.23,6.74,2,5,36.47,54.12,31.25,50.0,5.0,10.0,0.0,0.0,1.0,0.0,13.592999999999998,143165591.06133333,14.015,-143165577.04633334,0,0,0
20240205,3,4,4,4438,森作 雄大,NIGE,15.3,53.8,0.12,0.17,6.77,3,3,40.66,62.09,43.21,61.11,5.0,10.0,7.0,0.0,1.0,0.0,15.535999999999998,143165591.06133333,14.015,-143165577.04633334,0,0,0
20240205,3,4,5,5007,近藤 雄一郎,NIGE,0.0,43.2,0.19,0.07,6.8,4,1,32.91,53.16,35.54,54.22,5.0,10.0,0.0,0.0,0.0,0.0,13.315,143165591.06133333,14.015,-143165577.04633334,0,0,0
20240205,3,4,6,3541,三嶌 誠司,NIGE,0.0,34.6,0.16,0.12,6.77,3,2,29.3,42.04,36.54,50.0,5.0,10.0,0.0,0.0,0.0,0.0,13.193999999999999,143165591.06133333,14.015,-143165577.04633334,0,0,0
20240205,3,5,1,4995,田邉 亮蔵,MAKURI,20.8,50.0,0.18,0.15,6.56,1,2,36.26,53.8,36.31,50.6,6.0,5.0,0.0,0.0,0.0,0.0,13.5,12.889000000000001,143165588.4653333,143165575.5763333,0,1,0
20240205,3,5,2,5023,久永 祥平,MAKURI,5.8,52.9,0.16,0.0007000000000000001,6.63,3,1,38.92,55.09,38.55,54.75,6.0,5.0,0.0,2.0,0.0,0.0,15.154,12.889000000000001,143165588.4653333,143165575.5763333,0,1,0
20240205,3,5,3,4318,桑原 将光,MAKURI,15.2,52.1,0.14,0.17,6.77,5,3,21.25,35.0,36.31,51.19,6.0,5.0,5.0,1.0,1.0,0.0,10.013,12.889000000000001,143165588.4653333,143165575.5763333,0,1,0
20240205,3,5,4,4652,酒見 峻介,MAKURI,34.6,61.2,0.13,0.32,6.62,2,6,47.62,67.26,36.81,53.37,6.0,5.0,13.0,1.0,1.0,1.0,429496747.182,12.889000000000001,143165588.4653333,143165575.5763333,0,1,0
20240205,3,5,5,5214,田中 宏典,MAKURI,2.5,7.6,0.19,0.29,6.87,6,5,21.21,40.61,27.04,46.54,6.0,5.0,0.0,0.0,0.0,1.0,7.941000000000001,12.889000000000001,143165588.4653333,143165575.5763333,0,1,0
20240205,3,5,6,3306,武田 正紀,MAKURI,0.0,12.0,0.18,0.21,6.72,4,4,26.57,43.36,37.36,55.17,6.0,5.0,0.0,0.0,0.0,0.0,10.273,12.889000000000001,143165588.4653333,143165575.5763333,0,1,0
