hd,jcd,rno,label_3t,win_lane
20240205,3,1,5-2-3,5
20240205,3,2,4-3-6,4
20240205,3,3,2-1-4,2
20240205,3,4,1-6-2,1
20240205,3,5,4-1-6,4
20240205,3,6,4-5-3,4
20240205,3,7,3-1-2,3
20240205,3,8,3-2-6,3
20240205,3,9,1-5-3,1
20240205,3,10,,
20240205,3,11,,
20240205,3,12,,
20240205,4,1,1-3-4,1
20240205,4,2,2-6-5,2
20240205,4,3,3-1-5,3
20240205,4,4,1-2-3,1
20240205,4,5,6-5-1,6
20240205,4,6,1-3-6,1
20240205,4,7,1-5-6,1
20240205,4,8,5-6-1,5
20240205,4,9,3-2-6,3
20240205,4,10,1-2-4,1
20240205,4,11,5-1-6,5
20240205,4,12,4-1-3,4
20240205,7,1,4-1-5,4
20240205,7,2,5-2-3,5
20240205,7,3,2-1-6,2
20240205,7,4,2-3-4,2
20240205,7,5,5-1-6,5
20240205,7,6,3-1-4,3
20240205,7,7,3-1-5,3
20240205,7,8,4-6-5,4
20240205,7,9,1-2-4,1
20240205,7,10,3-5-1,3
20240205,7,11,2-1-3,2
20240205,7,12,1-6-3,1
20240205,8,1,1-2-4,1
20240205,8,2,1-3-2,1
20240205,8,3,2-1-5,2
20240205,8,4,1-2-3,1
20240205,8,5,3-1-2,3
20240205,8,6,2-3-4,2
20240205,8,7,4-1-3,4
20240205,8,8,5-6-3,5
20240205,8,9,3-4-2,3
20240205,8,10,4-1-2,4
20240205,8,11,2-4-1,2
20240205,8,12,3-4-5,3
20240205,9,1,4-6-3,4
20240205,9,2,1-2-3,1
20240205,9,3,2-1-5,2
20240205,9,4,1-4-6,1
20240205,9,5,1-3-2,1
20240205,9,6,5-2-1,5
20240205,9,7,1-2-4,1
20240205,9,8,1-3-4,1
20240205,9,9,3-1-5,3
20240205,9,10,2-5-4,2
20240205,9,11,3-1-4,3
20240205,9,12,2-1-4,2
20240205,11,1,1-2-3,1
20240205,11,2,3-1-6,3
20240205,11,3,4-3-5,4
20240205,11,4,2-1-5,2
20240205,11,5,3-5-2,3
20240205,11,6,1-3-4,1
20240205,11,7,2-1-3,2
20240205,11,8,1-2-3,1
20240205,11,9,2-1-6,2
20240205,11,10,1-2-3,1
20240205,11,11,1-5-2,1
20240205,11,12,1-6-2,1
20240205,12,1,1-3-5,1
20240205,12,2,1-2-3,1
20240205,12,3,5-3-2,5
20240205,12,4,5-4-3,5
20240205,12,5,6-1-3,6
20240205,12,6,6-3-4,6
20240205,12,7,2-4-5,2
20240205,12,8,1-4-2,1
20240205,12,9,1-2-3,1
20240205,12,10,1-2-6,1
20240205,12,11,5-3-2,5
20240205,12,12,4-1-5,4
20240205,14,1,5-4-1,5
20240205,14,2,3-2-1,3
20240205,14,3,4-1-2,4
20240205,14,4,2-1-5,2
20240205,14,5,4-2-1,4
20240205,14,6,1-2-5,1
20240205,14,7,2-3-5,2
20240205,14,8,1-4-6,1
20240205,14,9,4-5-1,4
20240205,14,10,2-4-3,2
20240205,14,11,1-2-4,1
20240205,14,12,1-4-5,1
20240205,15,1,1-5-4,1
20240205,15,2,1-6-3,1
20240205,15,3,4-1-5,4
20240205,15,4,1-4-3,1
20240205,15,5,1-3-4,1
20240205,15,6,4-1-3,4
20240205,15,7,2-3-4,2
20240205,15,8,1-2-5,1
20240205,15,9,1-5-2,1
20240205,15,10,1-3-2,1
20240205,15,11,2-5-4,2
20240205,15,12,1-5-3,1
20240205,16,1,1-2-3,1
20240205,16,2,4-5-2,4
20240205,16,3,3-1-2,3
20240205,16,4,2-1-3,2
20240205,16,5,1-2-4,1
20240205,16,6,1-2-6,1
20240205,16,7,3-2-4,3
20240205,16,8,3-2-4,3
20240205,16,9,1-2-4,1
20240205,16,10,2-5-6,2
20240205,16,11,1-2-5,1
20240205,16,12,1-2-5,1
20240205,18,1,2-1-5,2
20240205,18,2,2-1-4,2
20240205,18,3,1-5-3,1
20240205,18,4,5-1-2,5
20240205,18,5,1-2-6,1
20240205,18,6,5-1-6,5
20240205,18,7,3-1-5,3
20240205,18,8,1-2-5,1
20240205,18,9,1-2-3,1
20240205,18,10,1-2-3,1
20240205,18,11,1-2-4,1
20240205,18,12,1-4-2,1
20240205,21,1,1-3-6,1
20240205,21,2,1-2-6,1
20240205,21,3,1-3-4,1
20240205,21,4,1-2-3,1
20240205,21,5,1-6-4,1
20240205,21,6,1-2-3,1
20240205,21,7,3-5-1,3
20240205,21,8,4-5-3,4
20240205,21,9,1-3-4,1
20240205,21,10,1-3-5,1
20240205,21,11,1-2-3,1
20240205,21,12,4-5-2,4
20240205,24,1,3-1-5,3
20240205,24,2,1-3-4,1
20240205,24,3,1-2-4,1
20240205,24,4,4-1-2,4
20240205,24,5,2-1-5,2
20240205,24,6,2-3-4,2
20240205,24,7,3-1-5,3
20240205,24,8,1-3-6,1
20240205,24,9,1-2-5,1
20240205,24,10,4-1-3,4
20240205,24,11,1-2-3,1
20240205,24,12,1-2-3,1
