hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240203,2,10,1,3780,,,4,5,0.14,73.8,93.8
20240203,2,10,2,3381,,,3,5,0.13,15.5,64.4
20240203,2,10,3,4324,,0.13,2,2,0.15,20.6,74.6
20240203,2,10,4,4973,,0.14,1,3,0.13,11.5,61.5
20240203,2,10,5,3436,,0.08,1,1,0.13,0.0,38.4
20240203,2,10,6,3546,,0.16,5,4,0.18,0.0,12.5
20240203,2,11,1,4150,,0.01,2,1,0.14,58.0,84.0
20240203,2,11,2,3445,,,6,3,0.16,9.6,51.6
20240203,2,11,3,4488,,,5,3,0.16,15.5,73.3
20240203,2,11,4,4983,,,1,3,0.17,8.5,63.8
20240203,2,11,5,4109,,,4,3,0.14,12.0,56.0
20240203,2,11,6,4076,,0.08,3,2,0.2,0.0,27.9
20240203,2,12,1,4505,,0.04,5,2,0.14,77.5,93.8
20240203,2,12,2,4640,,,1,3,0.13,13.3,64.4
20240203,2,12,3,4826,,,3,3,0.16,26.8,78.0
20240203,2,12,4,3992,,,2,3,0.15,15.0,35.0
20240203,2,12,5,4809,,0.03,4,1,0.13,4.5,43.1
20240203,2,12,6,4532,,,6,3,0.15,4.0,40.0
20240203,2,1,1,3748,,0.01,1,1,0.16,26.0,47.8
20240203,2,1,2,3882,,0.07,5,3,0.17,14.6,48.7
20240203,2,1,3,5225,,0.09,3,4,0.17,0.0,0.0
20240203,2,1,4,4179,,,2,5,0.17,9.3,53.4
20240203,2,1,5,5266,,0.03,6,2,0.16,0.0,0.0
20240203,2,1,6,4635,,0.07,4,3,0.1,7.4,33.3
20240203,2,2,1,4865,,,1,1,0.18,19.0,66.6
20240203,2,2,2,3546,,,1,1,0.18,4.8,53.6
20240203,2,2,3,3327,,,1,1,0.16,13.7,63.7
20240203,2,2,4,5120,,,1,1,0.16,0.0,50.0
20240203,2,2,5,4917,,,1,1,0.15,4.8,26.8
20240203,2,2,6,3664,,,1,1,0.19,0.0,7.4
20240203,2,3,1,5181,,0.05,3,2,0.17,18.1,40.9
20240203,2,3,2,4809,,0.07,2,3,0.17,11.3,68.1
20240203,2,3,3,4973,,0.14,4,5,0.17,10.3,51.7
20240203,2,3,4,4488,,0.09,4,4,0.15,10.2,53.8
20240203,2,3,5,5300,,,5,6,0.16,0.0,0.0
20240203,2,3,6,4693,,0.01,1,1,0.16,0.0,10.8
20240203,2,4,1,5206,,0.17,2,5,0.18,25.0,60.0
20240203,2,4,2,4109,,0.05,1,3,0.12,16.0,78.0
20240203,2,4,3,3992,,0.01,1,1,0.17,0.0,31.8
20240203,2,4,4,4700,,0.03,4,2,0.18,8.1,45.9
20240203,2,4,5,4054,,0.14,5,4,0.14,2.1,19.5
20240203,2,4,6,4150,,0.19,3,6,0.14,4.4,20.0
20240203,2,5,1,4846,,0.05,1,2,0.14,43.4,65.2
20240203,2,5,2,4898,,,3,5,0.15,0.0,21.4
20240203,2,5,3,3780,,,5,5,0.17,12.2,71.4
20240203,2,5,4,4324,,0.01,4,1,0.14,4.3,50.0
20240203,2,5,5,3748,,0.11,2,4,0.15,6.0,27.2
20240203,2,5,6,5266,,0.06,4,3,0.19,0.0,2.7
20240203,2,6,1,3722,,0.06,2,1,0.14,19.0,47.6
20240203,2,6,2,3436,,0.08,4,2,0.13,13.5,64.8
20240203,2,6,3,3305,,0.14,4,3,0.19,13.3,53.3
20240203,2,6,4,5225,,0.06,5,1,0.2,0.0,0.0
20240203,2,6,5,3445,,,1,4,0.18,3.8,46.1
20240203,2,6,6,3381,,,3,4,0.13,5.5,44.4
20240203,2,7,1,4076,,0.07,3,2,0.2,56.2,77.0
20240203,2,7,2,3664,,0.09,5,3,0.14,14.6,73.1
20240203,2,7,3,4983,,,2,5,0.16,18.7,70.8
20240203,2,7,4,4826,,0.17,1,4,0.15,30.0,55.0
20240203,2,7,5,4640,,0.02,2,1,0.14,7.3,39.0
20240203,2,7,6,5300,,0.09,4,3,0.2,0.0,3.6
20240203,2,8,1,4532,,0.12,5,2,0.13,72.5,88.2
20240203,2,8,2,4917,,0.28,4,6,0.19,2.9,50.0
20240203,2,8,3,5206,,0.27,1,5,0.12,2.2,34.0
20240203,2,8,4,3434,,0.23,3,4,0.2,4.1,45.8
20240203,2,8,5,4251,,0.16,2,3,0.19,7.5,25.0
20240203,2,8,6,4505,,0.08,3,1,0.17,2.0,33.3
20240203,2,9,1,4700,,,5,5,0.17,62.8,80.0
20240203,2,9,2,4054,,0.11,4,4,0.14,11.4,51.4
20240203,2,9,3,5120,,0.03,2,3,0.14,6.9,68.9
20240203,2,9,4,3327,,0.02,3,2,0.16,4.4,46.2
20240203,2,9,5,4898,,,1,5,0.18,7.1,14.2
20240203,2,9,6,4674,,0.01,6,1,0.15,0.0,22.8
20240203,4,10,1,4468,,0.05,4,2,0.12,82.2,95.5
20240203,4,10,2,3256,,0.03,2,1,0.13,23.5,62.7
20240203,4,10,3,4188,,0.08,3,3,0.12,36.5,82.9
20240203,4,10,4,4769,,,3,5,0.14,22.2,60.0
20240203,4,10,5,4546,,0.16,2,4,0.16,7.6,58.9
20240203,4,10,6,4036,,,1,5,0.19,6.6,43.3
20240203,4,11,1,3716,,,1,1,0.13,58.4,88.6
20240203,4,11,2,4759,,,1,1,0.17,12.2,63.4
20240203,4,11,3,3996,,,1,1,0.17,36.8,71.0
20240203,4,11,4,4444,,,1,1,0.13,6.9,72.4
20240203,4,11,5,3952,,,1,1,0.14,20.8,68.7
20240203,4,11,6,4535,,,1,1,0.15,0.0,53.5
20240203,4,12,1,3590,,,1,4,0.11,88.2,92.6
20240203,4,12,2,4547,,0.0,5,1,0.14,17.5,82.5
20240203,4,12,3,4787,,,2,4,0.13,15.5,60.0
20240203,4,12,4,3978,,0.05,4,2,0.14,29.7,75.6
20240203,4,12,5,4573,,0.09,3,3,0.16,10.2,53.8
20240203,4,12,6,4939,,0.05,2,2,0.16,6.0,54.5
20240203,4,1,1,3740,,0.19,5,4,0.14,62.2,83.0
20240203,4,1,2,4075,,0.08,2,3,0.14,16.2,81.4
20240203,4,1,3,3952,,0.03,3,2,0.16,21.9,68.2
20240203,4,1,4,4266,,,6,5,0.15,10.0,50.0
20240203,4,1,5,4627,,0.01,1,1,0.17,6.8,40.9
20240203,4,1,6,5141,,0.01,4,1,0.11,0.0,27.0
20240203,4,2,1,4528,,,1,3,0.12,69.5,84.7
20240203,4,2,2,4610,,,4,3,0.17,33.3,71.4
20240203,4,2,3,4535,,,3,3,0.16,20.0,67.5
20240203,4,2,4,4305,,0.01,3,1,0.19,17.2,51.7
20240203,4,2,5,3159,,,2,3,0.0,0.0,0.0
20240203,4,2,6,3256,,0.02,5,2,0.17,5.5,66.6
20240203,4,3,1,3996,,0.02,3,1,0.16,76.0,92.0
20240203,4,3,2,4847,,0.13,1,4,0.14,33.3,79.4
20240203,4,3,3,4468,,0.15,5,5,0.13,15.5,64.4
20240203,4,3,4,3679,,0.08,2,3,0.15,11.9,69.0
20240203,4,3,5,4519,,0.05,4,2,0.15,7.3,39.0
20240203,4,3,6,4191,,,5,6,0.18,0.0,40.0
20240203,4,4,1,3966,,,6,1,0.16,51.5,79.6
20240203,4,4,2,4546,,,3,1,0.17,20.4,86.3
20240203,4,4,3,3641,,,5,1,0.15,7.1,64.2
20240203,4,4,4,4759,,,4,1,0.19,12.2,65.3
20240203,4,4,5,5042,,,1,1,0.11,12.9,54.8
20240203,4,4,6,4851,,,2,1,0.17,0.0,45.7
20240203,4,5,1,3303,,0.01,2,1,0.18,62.0,94.8
20240203,4,5,2,3983,,0.06,3,2,0.12,28.2,61.5
20240203,4,5,3,3613,,,5,5,0.14,17.6,60.7
20240203,4,5,4,4738,,0.08,4,3,0.16,15.2,67.3
20240203,4,5,5,3716,,0.09,1,4,0.12,12.5,50.0
20240203,4,5,6,4188,,,6,5,0.15,0.0,50.0
20240203,4,6,1,4366,,,2,2,0.13,78.4,90.2
20240203,4,6,2,4444,,0.03,4,1,0.12,21.9,70.7
20240203,4,6,3,4575,,,6,2,0.14,17.9,69.2
20240203,4,6,4,4036,,,3,2,0.17,20.0,66.0
20240203,4,6,5,4095,,,1,2,0.14,21.8,58.1
20240203,4,6,6,4478,,,5,2,0.19,2.7,35.1
20240203,4,7,1,4428,,,1,4,0.15,58.8,92.1
20240203,4,7,2,4335,,0.04,2,2,0.12,18.1,78.7
20240203,4,7,3,4117,,0.05,4,3,0.16,14.7,64.7
20240203,4,7,4,4645,,,3,4,0.13,15.2,54.3
20240203,4,7,5,4610,,0.01,6,1,0.16,27.2,59.0
20240203,4,7,6,4266,,,5,4,0.17,8.8,47.0
