hd,jcd,rno,lane,regno,wind_speed_m,kimarite_sashi,is_crosswind,boat_rate3,is_strong_wind,racer_id,dash_attack_flag,kimarite_makuri,power_lane,power_outer,course_avg_st,outer_over_inner,wave_height_cm,power_inner,decision4,motor_rate2,racer_name,kimarite_nuki,tenji_st,boat_rate2,motor_rate3,course_first_rate,kimarite_makuri_sashi,st_rank,tenji_sec,course_3rd_rate,tenji_rank
20240309,01,10,1,3659,4.0,0.0,1,42.11,0,3659,0,0.0,18.786,13.601999999999999,0.15,-1.7420000000000009,4.0,15.344,NIGE,48.72,藤生 雄人,3.0,0.04,29.82,64.1,62.5,0.0,2,6.86,93.7,3
20240309,01,10,2,4772,4.0,4.0,1,52.63,0,4772,0,6.0,14.968999999999998,13.601999999999999,0.12,-1.7420000000000009,4.0,15.344,NIGE,35.29,石丸 海渡,0.0,0.17,33.33,50.0,26.3,0.0,3,6.88,71.0,4
20240309,01,10,3,3686,4.0,0.0,1,54.1,0,3686,0,1.0,12.277000000000001,13.601999999999999,0.16,-1.7420000000000009,4.0,15.344,NIGE,28.13,鳥居塚 孝博,0.0,0.03,32.79,43.75,2.5,0.0,1,6.83,65.0,2
20240309,01,10,4,4218,4.0,4.0,1,42.86,0,4218,0,1.0,11.232999999999999,13.601999999999999,0.18,-1.7420000000000009,4.0,15.344,NIGE,23.81,吉川 喜継,1.0,0.19,25.0,47.62,15.2,3.0,4,6.88,57.6,4
20240309,01,10,5,5141,4.0,0.0,1,52.94,0,5141,0,0.0,16.256,13.601999999999999,0.11,-1.7420000000000009,4.0,15.344,NIGE,41.86,大澤 風葵,0.0,0.17,43.14,51.16,2.2,1.0,3,6.91,43.1,5
20240309,01,10,6,3297,4.0,0.0,1,37.25,0,3297,0,0.0,13.316999999999998,13.601999999999999,0.22,-1.7420000000000009,4.0,15.344,NIGE,33.33,藤丸 光一,0.0,0.38,29.41,50.0,0.0,0.0,5,6.76,33.3,1
20240309,01,11,1,4238,3.0,0.0,1,48.33,0,4238,0,0.0,13.327,15.693,0.1,-0.11699999999999733,2.0,15.809999999999997,NIGE,28.57,毒島 誠,1.0,,35.0,40.0,84.4,0.0,1,,93.1,1
20240309,01,11,2,4376,3.0,7.0,1,47.27,0,4376,0,1.0,17.964999999999996,15.693,0.15,-0.11699999999999733,2.0,15.809999999999997,NIGE,46.15,藤田 靖弘,0.0,,30.91,71.79,16.0,0.0,1,,66.0,1
20240309,01,11,3,4121,3.0,0.0,1,55.77,0,4121,0,3.0,16.137999999999998,15.693,0.13,-0.11699999999999733,2.0,15.809999999999997,NIGE,40.0,富永 修一,1.0,,34.62,45.0,11.6,1.0,1,,51.1,1
20240309,01,11,4,3905,3.0,1.0,1,42.37,0,3905,,4.0,17.38,15.693,0.15,-0.11699999999999733,2.0,15.809999999999997,NIGE,45.0,天野 友和,0.0,,30.51,62.5,13.0,1.0,1,,63.0,1
