hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240104,01,10,1,4177,0.14,0.09,26,7,0.16,50.0,78.1
20240104,01,10,2,3159,0.17,0.06,31,4,0.15,23.8,64.5
20240104,01,10,3,3740,0.12,0.13,28,11,0.14,13.8,80.5
20240104,01,10,4,5216,0.09,0.13,21,11,0.16,18.6,51.1
20240104,01,10,5,4888,0.1,0.08,23,6,0.17,0.0,39.1
20240104,01,10,6,4491,0.13,0.11,32,9,0.24,2.5,22.5
20240104,01,11,1,5141,0.01,0.09,26,7,0.13,71.9,87.7
20240104,01,11,2,3532,0.03,0.21,27,19,0.17,15.7,68.4
20240104,01,11,3,3475,0.16,0.3,24,28,0.18,14.2,66.6
20240104,01,11,4,4188,0.17,0.15,25,13,0.12,23.8,78.5
20240104,01,11,5,4887,0.21,0.39,24,36,0.12,14.6,53.6
20240104,01,11,6,3406,0.05,0.27,38,25,0.2,0.0,23.0
20240104,01,12,1,4362,0.1,0.0009,36,41,0.12,59.6,90.3
20240104,01,12,2,4238,0.16,0.11,37,9,0.15,39.0,80.4
20240104,01,12,3,4539,0.12,0.11,38,9,0.14,11.4,62.8
20240104,01,12,4,3655,0.17,0.33,41,31,0.18,12.2,59.1
20240104,01,12,5,4305,0.11,0.19,35,17,0.16,9.0,50.0
20240104,01,12,6,4420,0.09,0.19,32,17,0.17,2.3,30.2
20240104,01,1,1,4078,0.2,,69,41,0.18,25.8,64.5
20240104,01,1,2,3475,0.22,,69,41,0.18,11.4,77.1
20240104,01,1,3,4407,0.17,,69,41,0.18,4.1,52.0
20240104,01,1,4,5006,0.21,,69,41,0.16,6.6,33.3
20240104,01,1,5,4645,0.1,,69,41,0.13,10.2,56.4
20240104,01,1,6,3619,0.22,,69,41,0.22,0.0,33.3
20240104,01,2,1,3419,0.08,0.09,65,7,0.17,22.2,62.9
20240104,01,2,2,4420,0.13,0.13,52,11,0.13,14.8,74.4
20240104,01,2,3,3532,0.1,0.14,43,12,0.15,14.5,64.5
20240104,01,2,4,3827,0.11,0.1,47,8,0.15,4.3,21.7
20240104,01,2,5,3659,0.08,0.06,53,4,0.16,8.7,45.6
20240104,01,2,6,5313,0.09,0.02,54,41,0.12,0.0,15.3
20240104,01,3,1,3790,0.15,,69,41,0.15,43.7,68.7
20240104,01,3,2,4539,0.16,,69,41,0.16,17.1,48.5
20240104,01,3,3,5090,0.16,,69,41,0.17,13.8,58.3
20240104,01,3,4,3406,0.17,,69,41,0.18,2.3,60.4
20240104,01,3,5,5301,0.17,,69,41,0.21,0.0,25.0
20240104,01,3,6,3159,0.14,,69,41,0.0,0.0,0.0
