hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240212,1,10,1,3872,岡田 憲行,NIGE,52.6,84.2,0.18,0.0,6.89,4,1,41.67,70.83,30.43,45.65,7.0,7.0,0.0,0.0,0.0,1.0,16.279,143165589.142,12.117333333333335,-143165577.02466667,0,1,0
20240212,1,10,2,4381,田路 朋史,NIGE,13.9,46.5,0.17,0.02,6.71,1,3,32.0,48.0,36.17,46.81,7.0,7.0,3.0,3.0,0.0,0.0,12.764,143165589.142,12.117333333333335,-143165577.02466667,0,1,0
20240212,1,10,3,3550,都築 正治,NIGE,17.7,57.7,0.17,0.17,7.0,6,6,19.05,19.05,31.82,54.55,7.0,7.0,7.0,0.0,0.0,1.0,429496738.383,143165589.142,12.117333333333335,-143165577.02466667,0,1,0
20240212,1,10,4,3915,繁野谷 圭介,NIGE,13.7,58.8,0.2,0.15,6.98,5,5,23.53,35.29,34.88,53.49,7.0,7.0,3.0,2.0,2.0,0.0,10.863,143165589.142,12.117333333333335,-143165577.02466667,0,1,0
20240212,1,10,5,5044,渡邉 健,NIGE,10.3,24.1,0.17,0.0003,6.85,3,2,25.0,33.33,33.33,50.0,7.0,7.0,1.0,1.0,0.0,1.0,10.446000000000002,143165589.142,12.117333333333335,-143165577.02466667,0,1,0
20240212,1,10,6,4899,占部 一真,NIGE,15.3,23.0,0.15,0.05,6.75,2,4,42.31,46.15,41.46,60.98,7.0,7.0,1.0,0.0,1.0,0.0,15.043,143165589.142,12.117333333333335,-143165577.02466667,0,1,0
20240212,1,11,1,4661,中島 昂章,NIGE,42.8,85.7,0.16,0.09,6.81,3,4,27.27,45.45,37.93,68.97,5.0,4.0,0.0,0.0,0.0,1.0,11.995,143165587.68433332,18.698999999999998,-143165568.98533332,0,0,1
20240212,1,11,2,4209,藤田 竜弘,NIGE,9.5,69.0,0.16,0.14,6.8,2,6,22.22,33.33,46.15,64.1,5.0,4.0,0.0,3.0,0.0,1.0,429496739.64,143165587.68433332,18.698999999999998,-143165568.98533332,0,0,1
20240212,1,11,3,4743,木村 仁紀,NIGE,8.3,75.0,0.14,0.1,6.83,5,5,25.0,45.83,31.71,43.9,5.0,4.0,1.0,0.0,2.0,1.0,11.418,143165587.68433332,18.698999999999998,-143165568.98533332,0,0,1
20240212,1,11,4,4325,新出 浩司,NIGE,14.8,44.6,0.13,0.0004,6.77,1,1,52.63,68.42,42.11,52.63,5.0,4.0,2.0,4.0,1.0,0.0,19.482999999999997,143165587.68433332,18.698999999999998,-143165568.98533332,1,0,1
20240212,1,11,5,3896,上田 洋平,NIGE,9.3,37.5,0.13,0.04,6.86,6,3,50.0,58.33,30.95,42.86,5.0,4.0,0.0,2.0,1.0,0.0,18.644,143165587.68433332,18.698999999999998,-143165568.98533332,0,0,1
20240212,1,11,6,5090,生方 靖亜,NIGE,3.8,11.5,0.18,0.02,6.82,4,2,50.0,66.67,48.72,66.67,5.0,4.0,0.0,0.0,1.0,0.0,17.970000000000002,143165587.68433332,18.698999999999998,-143165568.98533332,0,0,1
20240212,1,12,1,3822,平尾 崇典,MAKURI,58.1,78.1,0.17,0.0006,6.68,1,2,21.74,39.13,29.27,56.1,6.0,5.0,0.0,0.0,0.0,1.0,10.71,11.904333333333334,143165588.138,143165576.2336667,0,1,1
20240212,1,12,2,3612,馬袋 義則,MAKURI,13.8,58.4,0.14,0.0001,6.83,5,1,38.89,83.33,30.77,38.46,6.0,5.0,2.0,7.0,0.0,0.0,15.697000000000001,11.904333333333334,143165588.138,143165576.2336667,0,1,1
20240212,1,12,3,4572,渡部 悟,MAKURI,6.5,58.7,0.14,0.19,6.83,5,5,20.0,28.0,30.77,58.97,6.0,5.0,1.0,0.0,1.0,1.0,9.306,11.904333333333334,143165588.138,143165576.2336667,0,1,1
