hd,jcd,rno,win_lane,win_racer_id,decision
20240131,01,10,1,4518,逃げ
20240131,01,11,1,3679,逃げ
20240131,01,12,2,4748,まくり
20240131,01,1,1,5109,逃げ
20240131,01,2,1,5020,逃げ
20240131,01,3,3,5222,抜き
20240131,01,4,1,3912,逃げ
20240131,01,5,1,4949,逃げ
20240131,01,6,1,4420,逃げ
20240131,01,7,1,4331,逃げ
20240131,01,8,1,4370,逃げ
20240131,01,9,1,3907,逃げ
20240131,02,10,1,3445,逃げ
20240131,02,11,1,4109,逃げ
20240131,02,12,1,4532,逃げ
20240131,02,1,1,4898,逃げ
20240131,02,2,1,3882,逃げ
20240131,02,3,6,4983,差し
20240131,02,4,2,4826,まくり
20240131,02,5,1,4076,逃げ
20240131,02,6,1,3992,逃げ
20240131,02,7,1,4505,抜き
20240131,02,8,1,3381,逃げ
20240131,02,9,1,4640,逃げ
20240131,03,10,3,4572,抜き
20240131,03,11,1,3629,抜き
20240131,03,12,1,3473,逃げ
20240131,03,1,1,3508,逃げ
20240131,03,2,1,3863,逃げ
20240131,03,3,2,4728,差し
20240131,03,4,5,3629,差し
20240131,03,5,1,4142,逃げ
20240131,03,6,3,3105,まくり差し
20240131,03,7,4,4928,差し
20240131,03,8,2,4919,差し
20240131,03,9,3,4142,差し
20240131,05,10,1,4472,逃げ
20240131,05,11,1,4086,逃げ
20240131,05,12,1,4290,逃げ
20240131,05,1,2,4692,まくり
20240131,05,2,2,4457,差し
20240131,05,3,4,4290,まくり
20240131,05,4,1,5047,逃げ
20240131,05,5,4,4664,まくり
20240131,05,6,1,4692,逃げ
20240131,05,7,1,4209,逃げ
20240131,05,8,1,4083,逃げ
20240131,05,9,1,4066,逃げ
20240131,09,10,5,4596,まくり
20240131,09,11,1,4808,逃げ
20240131,09,12,1,4468,逃げ
20240131,09,1,2,4234,差し
20240131,09,2,3,4631,まくり
20240131,09,3,1,4632,逃げ
20240131,09,4,3,4470,まくり差し
20240131,09,5,1,4043,逃げ
20240131,09,6,1,4286,逃げ
20240131,09,7,1,4596,逃げ
20240131,09,8,1,4057,逃げ
20240131,09,9,1,4118,逃げ
20240131,13,10,1,4084,逃げ
20240131,13,11,3,5060,差し
20240131,13,12,1,3908,逃げ
20240131,13,1,2,4358,差し
20240131,13,2,1,4300,逃げ
20240131,13,3,3,4526,まくり
20240131,13,4,1,3873,逃げ
20240131,13,5,2,4361,まくり
20240131,13,6,4,3942,抜き
20240131,13,7,4,4237,まくり差し
20240131,13,8,1,3881,逃げ
20240131,13,9,1,4994,逃げ
20240131,14,10,1,4183,逃げ
20240131,14,11,1,5136,逃げ
20240131,14,12,1,3611,逃げ
20240131,14,1,2,4878,差し
20240131,14,2,1,5145,逃げ
20240131,14,3,5,5115,抜き
20240131,14,4,1,5199,逃げ
20240131,14,5,1,4961,逃げ
20240131,14,6,1,4450,逃げ
20240131,14,7,6,5136,まくり差し
20240131,14,8,2,5240,まくり
20240131,14,9,2,5158,まくり
20240131,15,10,1,3885,逃げ
20240131,15,11,1,4446,逃げ
20240131,15,12,1,4069,逃げ
20240131,15,1,6,3233,抜き
20240131,15,2,3,4574,差し
20240131,15,3,4,4424,まくり
20240131,15,4,4,4007,まくり
20240131,15,5,2,4614,差し
20240131,15,6,3,4725,まくり
20240131,15,7,6,4593,まくり差し
20240131,15,8,1,4090,逃げ
20240131,15,9,5,3828,まくり差し
20240131,19,10,1,4600,逃げ
20240131,19,11,3,4529,まくり差し
20240131,19,12,2,4052,抜き
20240131,19,1,5,3620,まくり差し
20240131,19,2,1,3730,逃げ
20240131,19,3,3,5004,抜き
20240131,19,4,5,5223,まくり差し
20240131,19,5,1,3265,逃げ
20240131,19,6,3,4260,まくり
20240131,19,7,1,4163,抜き
20240131,19,8,4,3874,まくり
20240131,19,9,1,4244,逃げ
20240131,20,10,1,3939,逃げ
20240131,20,11,1,3576,逃げ
20240131,20,12,1,3915,逃げ
20240131,20,1,1,4954,逃げ
20240131,20,2,1,3731,逃げ
20240131,20,3,1,3872,逃げ
20240131,20,4,6,3550,まくり差し
20240131,20,5,1,3961,逃げ
20240131,20,6,1,4980,逃げ
20240131,20,7,1,4122,逃げ
20240131,20,8,1,4743,逃げ
20240131,20,9,1,3551,逃げ
20240131,23,10,1,3304,逃げ
20240131,23,11,1,4413,逃げ
20240131,23,12,1,3556,逃げ
20240131,23,1,1,4435,恵まれ
20240131,23,2,1,4709,逃げ
20240131,23,3,3,3304,まくり
20240131,23,4,4,3788,まくり差し
20240131,23,5,2,4643,差し
20240131,23,6,1,4467,逃げ
20240131,23,7,1,4936,逃げ
20240131,23,8,4,3556,まくり
20240131,23,9,1,3577,逃げ
