hd,jcd,rno,lane,regno,racer_id,motor_rate3,st_rank,decision4,tenji_rank,power_outer,power_inner,tenji_sec,wind_speed_m,power_lane,course_first_rate,kimarite_sashi,tenji_st,dash_attack_flag,kimarite_nuki,course_3rd_rate,wave_height_cm,kimarite_makuri_sashi,boat_rate3,boat_rate2,is_strong_wind,kimarite_makuri,racer_name,motor_rate2,is_crosswind,course_avg_st,outer_over_inner
20240315,02,10,1,4238,4238,46.81,2,NIGE,3,15.018999999999998,16.162999999999997,6.71,1.0,14.421000000000001,84.4,0.0,0.0009,0,1.0,93.1,1.0,0.0,61.33,40.67,0,0.0,毒島 誠,31.91,0,0.1,-1.1439999999999984
20240315,02,10,2,4760,4760,61.01,1,NIGE,1,15.018999999999998,16.162999999999997,6.59,1.0,17.476,17.7,2.0,0.0002,0,0.0,68.8,1.0,0.0,46.81,31.91,0,6.0,山崎 郡,43.4,0,0.13,-1.1439999999999984
20240315,02,10,3,4831,4831,53.69,3,NIGE,4,15.018999999999998,16.162999999999997,6.73,1.0,16.591999999999995,34.3,2.0,0.01,0,0.0,84.3,1.0,6.0,62.41,46.81,0,3.0,羽野 直也,40.94,0,0.15,-1.1439999999999984
20240315,02,10,4,3946,3946,45.68,3,NIGE,2,15.018999999999998,16.162999999999997,6.66,1.0,13.180999999999997,3.7,0.0,0.01,0,0.0,59.2,1.0,1.0,57.89,33.55,0,0.0,赤岩 善生,29.01,0,0.16,-1.1439999999999984
20240315,02,10,5,4933,4933,55.28,5,NIGE,5,15.018999999999998,16.162999999999997,6.77,1.0,16.167,12.5,1.0,0.12,0,0.0,50.0,1.0,3.0,50.34,29.53,0,0.0,板橋 侑我,39.13,0,0.13,-1.1439999999999984
20240315,02,10,6,4418,4418,55.1,4,NIGE,6,15.018999999999998,16.162999999999997,6.79,1.0,15.708999999999998,5.2,1.0,0.06,0,1.0,55.2,1.0,0.0,47.48,29.5,0,0.0,茅原 悠紀,36.05,0,0.14,-1.1439999999999984
20240315,02,11,1,3590,3590,62.33,2,MAKURI,3,16.740333333333332,14.921999999999999,6.73,2.0,17.298000000000002,88.2,0.0,0.01,0,0.0,92.6,1.0,0.0,54.61,36.17,0,0.0,濱野谷 憲吾,41.78,0,0.11,1.8183333333333334
20240315,02,11,2,4166,4166,46.0,3,MAKURI,5,16.740333333333332,14.921999999999999,6.76,2.0,14.290999999999997,17.0,6.0,0.08,0,1.0,74.4,1.0,0.0,49.65,29.79,0,1.0,吉田 拡郎,33.33,0,0.14,1.8183333333333334
20240315,02,11,3,3897,3897,44.37,4,MAKURI,4,16.740333333333332,14.921999999999999,6.74,2.0,13.177,51.0,5.0,0.09,0,4.0,82.9,1.0,9.0,50.69,37.5,0,6.0,白井 英治,27.81,0,0.13,1.8183333333333334
20240315,02,11,4,4362,4362,50.71,5,MAKURI,2,16.740333333333332,14.921999999999999,6.69,2.0,14.793,16.6,2.0,0.11,0,1.0,64.5,1.0,2.0,58.7,42.03,0,3.0,土屋 智則,36.43,0,0.13,1.8183333333333334
20240315,02,11,5,4932,4932,64.47,1,MAKURI,1,16.740333333333332,14.921999999999999,6.67,2.0,19.695999999999998,14.7,1.0,0.0004,0,1.0,50.0,1.0,3.0,62.77,46.72,0,0.0,新開 航,50.66,0,0.13,1.8183333333333334
20240315,02,11,6,3941,3941,51.28,2,MAKURI,3,16.740333333333332,14.921999999999999,6.73,2.0,15.732,3.3,0.0,0.01,0,0.0,40.0,1.0,1.0,47.97,31.08,0,0.0,池田 浩二,35.26,0,0.13,1.8183333333333334
20240315,02,12,1,4168,4168,45.31,3,NIGE,6,143165590.44333333,15.487,6.79,1.0,13.097,78.7,0.0,0.11,0,0.0,89.3,1.0,0.0,45.65,33.33,0,0.0,石野 貴之,28.91,0,0.13,143165574.95633334
20240315,02,12,2,4320,4320,56.69,1,NIGE,2,143165590.44333333,15.487,6.71,1.0,18.238,23.8,8.0,0.0002,0,2.0,90.4,1.0,0.0,47.62,34.01,0,0.0,峰 竜太,42.68,0,0.13,143165574.95633334
20240315,02,12,3,4262,4262,54.48,2,NIGE,1,143165590.44333333,15.487,6.65,1.0,15.126,34.0,1.0,0.07,0,1.0,78.7,1.0,13.0,55.32,38.3,0,1.0,馬場 貴也,34.48,0,0.12,143165574.95633334
20240315,02,12,4,4586,4586,47.2,5,NIGE,5,143165590.44333333,15.487,6.78,1.0,12.924,19.4,1.0,0.22,0,1.0,55.5,1.0,3.0,52.52,38.85,0,2.0,磯部 誠,28.8,0,0.12,143165574.95633334
20240315,02,12,5,4459,4459,45.11,6,NIGE,3,143165590.44333333,15.487,6.74,1.0,429496743.705,10.4,0.0,0.27,0,1.0,45.8,1.0,2.0,51.43,35.71,0,2.0,片岡 雅裕,33.83,0,0.14,143165574.95633334
20240315,02,12,6,4444,4444,51.63,4,NIGE,4,143165590.44333333,15.487,6.75,1.0,14.701,0.0,0.0,0.21,0,0.0,62.0,1.0,0.0,44.44,30.72,0,0.0,桐生 順平,33.99,0,0.13,143165574.95633334
