hd,jcd,rno,lane,regno,racer_id,motor_rate3,st_rank,decision4,tenji_rank,power_outer,power_inner,tenji_sec,wind_speed_m,power_lane,course_first_rate,kimarite_sashi,tenji_st,dash_attack_flag,kimarite_nuki,course_3rd_rate,wave_height_cm,kimarite_makuri_sashi,boat_rate3,boat_rate2,is_strong_wind,kimarite_makuri,racer_name,motor_rate2,is_crosswind,course_avg_st,outer_over_inner
20240302,02,10,1,3873,3873,48.03,1,NIGE,5,15.341666666666667,15.596666666666664,6.87,4.0,14.119,53.1,0.0,0.0001,0,2.0,85.1,2.0,0.0,52.99,38.81,0,0.0,別府 昌樹,34.65,0,0.16,-0.25499999999999723
20240302,02,10,2,4357,4357,60.69,4,NIGE,3,15.341666666666667,15.596666666666664,6.84,4.0,15.363999999999999,7.3,2.0,0.11,0,0.0,60.9,2.0,0.0,61.54,45.38,0,1.0,田中 和也,37.24,0,0.19,-0.25499999999999723
20240302,02,10,3,4173,4173,58.28,2,NIGE,4,15.341666666666667,15.596666666666664,6.85,4.0,17.307,9.7,1.0,0.0003,0,0.0,58.5,2.0,3.0,44.44,26.98,0,0.0,岡谷 健吾,46.01,0,0.17,-0.25499999999999723
20240302,02,10,4,3642,3642,47.22,5,NIGE,4,15.341666666666667,15.596666666666664,6.85,4.0,12.636,3.4,0.0,0.19,0,0.0,20.6,2.0,0.0,42.31,29.23,0,1.0,大塚 浩二,34.72,0,0.17,-0.25499999999999723
20240302,02,10,5,5049,5049,64.24,2,NIGE,1,15.341666666666667,15.596666666666664,6.8,4.0,17.175,3.0,0.0,0.0003,0,0.0,30.3,2.0,1.0,48.03,32.28,0,0.0,松井 友汰,45.03,0,0.18,-0.25499999999999723
20240302,02,10,6,4790,4790,61.43,3,NIGE,2,15.341666666666667,15.596666666666664,6.83,4.0,16.214,6.0,0.0,0.02,0,0.0,24.2,2.0,2.0,64.66,49.14,0,0.0,柳内 敬太,42.14,0,0.19,-0.25499999999999723
20240302,02,11,1,4709,4709,32.46,4,MAKURI,1,12.726666666666665,12.812000000000003,6.75,4.0,8.932,65.8,0.0,0.13,0,3.0,87.8,2.0,0.0,62.24,41.26,0,0.0,岡村 将也,18.42,1,0.15,-0.08533333333333815
20240302,02,11,2,4099,4099,55.7,3,MAKURI,4,12.726666666666665,12.812000000000003,6.8,4.0,16.289,17.7,7.0,0.01,0,0.0,71.1,2.0,0.0,40.77,24.62,0,1.0,吉永 則雄,40.27,1,0.18,-0.08533333333333815
20240302,02,11,3,3813,3813,45.11,5,MAKURI,5,12.726666666666665,12.812000000000003,6.88,4.0,13.215,9.3,2.0,0.22,0,1.0,72.0,2.0,0.0,44.44,27.41,0,1.0,佐藤 大介,30.83,1,0.16,-0.08533333333333815
20240302,02,11,4,4837,4837,38.3,1,MAKURI,3,12.726666666666665,12.812000000000003,6.79,4.0,9.778,2.9,0.0,0.0001,1,0.0,17.6,2.0,1.0,47.62,34.92,0,0.0,酒井 陽祐,22.7,1,0.19,-0.08533333333333815
20240302,02,11,5,3505,3505,54.23,1,MAKURI,3,12.726666666666665,12.812000000000003,6.79,4.0,16.104999999999997,5.5,0.0,0.0001,0,0.0,47.2,2.0,2.0,52.67,34.35,0,0.0,山田 竜一,41.55,1,0.14,-0.08533333333333815
20240302,02,11,6,5012,5012,51.45,2,MAKURI,2,12.726666666666665,12.812000000000003,6.78,4.0,12.297,4.1,0.0,0.0014000000000000002,0,0.0,33.3,2.0,1.0,53.28,38.69,0,0.0,加倉 侑征,28.99,1,0.18,-0.08533333333333815
20240302,02,12,1,4532,4532,39.39,4,MAKURI_SASHI,6,12.795999999999998,14.185666666666668,6.82,3.0,11.926,72.5,0.0,0.05,0,3.0,88.2,2.0,0.0,51.54,35.38,0,0.0,秋元 哲,25.76,1,0.13,-1.3896666666666704
20240302,02,12,2,3939,3939,60.81,5,MAKURI_SASHI,1,12.795999999999998,14.185666666666668,6.65,3.0,15.183,0.0,0.0,0.13,0,0.0,65.3,2.0,0.0,49.23,30.0,0,0.0,渡辺 真至,38.51,1,0.17,-1.3896666666666704
20240302,02,12,3,3576,3576,56.93,1,MAKURI_SASHI,4,12.795999999999998,14.185666666666668,6.78,3.0,15.448,11.3,0.0,0.0002,0,0.0,54.5,2.0,0.0,42.4,31.2,0,5.0,白水 勝也,37.96,1,0.17,-1.3896666666666704
