hd,jcd,rno,lane,regno,proba_win
20240301,03,11,4,4688,1.0000000036274914e-15
20240301,03,11,5,4826,1.0000000036274914e-15
20240301,03,11,6,3952,1.0000000036274914e-15
20240301,03,12,1,4266,1.0000000036274914e-15
20240301,03,12,2,3959,1.0000000036274914e-15
20240301,03,12,3,4148,1.0000000036274914e-15
20240301,03,12,4,4269,1.0000000036274914e-15
20240301,03,12,5,4409,1.0000000036274914e-15
20240301,03,12,6,3783,1.0000000036274914e-15
20240301,03,1,1,4013,1.0000000036274914e-15
20240301,03,1,2,4084,1.0000000036274914e-15
20240301,03,1,3,3940,1.0000000036274914e-15
20240301,03,1,4,3499,1.0000000036274914e-15
20240301,03,1,5,4586,1.0000000036274914e-15
20240301,03,1,6,3541,1.0000000036274914e-15
20240301,03,2,1,4294,1.0000000036274914e-15
20240301,03,2,2,4266,1.0000000036274914e-15
20240301,03,2,3,4808,1.0000000036274914e-15
20240301,03,2,4,4296,1.0000000036274914e-15
20240301,03,2,5,4839,1.0000000036274914e-15
20240301,03,2,6,4500,1.0000000036274914e-15
20240301,03,3,1,4409,1.0000000036274914e-15
20240301,03,3,2,4933,1.0000000036274914e-15
20240301,03,3,3,3996,1.0000000036274914e-15
20240301,03,3,4,4418,1.0000000036274914e-15
20240301,03,3,5,4575,1.0000000036274914e-15
20240301,03,3,6,4486,1.0000000036274914e-15
20240301,03,4,1,4468,1.0000000036274914e-15
20240301,03,4,2,3716,1.0000000036274914e-15
20240301,03,4,3,4826,1.0000000036274914e-15
20240301,03,4,4,4148,1.0000000036274914e-15
20240301,03,4,5,4483,1.0000000036274914e-15
20240301,03,4,6,4061,1.0000000036274914e-15
20240301,03,5,1,3499,1.0000000036274914e-15
20240301,03,5,2,4441,1.0000000036274914e-15
20240301,03,5,3,4610,1.0000000036274914e-15
20240301,03,5,4,4095,1.0000000036274914e-15
20240301,03,5,5,4371,1.0000000036274914e-15
20240301,03,5,6,4292,1.0000000036274914e-15
20240301,03,6,1,4828,1.0000000036274914e-15
20240301,03,6,2,4769,1.0000000036274914e-15
20240301,03,6,3,4024,1.0000000036274914e-15
20240301,03,6,4,3541,1.0000000036274914e-15
20240301,03,6,5,4388,1.0000000036274914e-15
20240301,03,6,6,4459,1.0000000036274914e-15
20240301,03,7,1,4324,1.0000000036274914e-15
20240301,03,7,2,4608,1.0000000036274914e-15
20240301,03,7,3,3983,1.0000000036274914e-15
20240301,03,7,4,4933,1.0000000036274914e-15
20240301,03,7,5,4044,1.0000000036274914e-15
20240301,03,7,6,4084,1.0000000036274914e-15
20240301,03,8,1,4337,1.0000000036274914e-15
20240301,03,8,2,3562,1.0000000036274914e-15
20240301,03,8,3,4504,1.0000000036274914e-15
20240301,03,8,4,3940,1.0000000036274914e-15
20240301,03,8,5,4269,1.0000000036274914e-15
20240301,03,8,6,4575,1.0000000036274914e-15
20240301,03,9,1,4907,1.0000000036274914e-15
20240301,03,9,2,4486,1.0000000036274914e-15
20240301,03,9,3,4292,1.0000000036274914e-15
20240301,03,9,4,3716,1.0000000036274914e-15
20240301,03,9,5,4704,1.0000000036274914e-15
20240301,03,9,6,4118,1.0000000036274914e-15
20240301,04,10,1,4578,1.0000000036274914e-15
20240301,04,10,2,4379,1.0000000036274914e-15
20240301,04,10,3,4139,1.0000000036274914e-15
20240301,04,10,4,5047,1.0000000036274914e-15
20240301,04,10,5,4478,1.0000000036274914e-15
20240301,04,10,6,4471,1.0000000036274914e-15
20240301,04,11,1,4289,1.0000000036274914e-15
20240301,04,11,2,4446,1.0000000036274914e-15
20240301,04,11,3,4942,1.0000000036274914e-15
20240301,04,11,4,4352,1.0000000036274914e-15
20240301,04,11,5,4506,1.0000000036274914e-15
20240301,04,11,6,3681,1.0000000036274914e-15
20240301,04,12,1,4398,1.0000000036274914e-15
20240301,04,12,2,4102,1.0000000036274914e-15
20240301,04,12,3,4804,1.0000000036274914e-15
20240301,04,12,4,4171,1.0000000036274914e-15
20240301,04,12,5,4295,1.0000000036274914e-15
20240301,04,12,6,4798,1.0000000036274914e-15
20240301,04,1,1,3825,1.0000000036274914e-15
20240301,04,1,2,4091,1.0000000036274914e-15
20240301,04,1,3,3563,1.0000000036274914e-15
20240301,04,1,4,5209,1.0000000036274914e-15
20240301,04,1,5,4139,1.0000000036274914e-15
20240301,04,1,6,5320,1.0000000036274914e-15
20240301,04,2,1,3624,1.0000000036274914e-15
20240301,04,2,2,5190,1.0000000036274914e-15
20240301,04,2,3,3736,1.0000000036274914e-15
20240301,04,2,4,4102,1.0000000036274914e-15
20240301,04,2,5,3533,1.0000000036274914e-15
20240301,04,2,6,4446,1.0000000036274914e-15
20240301,04,3,1,4229,1.0000000036274914e-15
20240301,04,3,2,4295,1.0000000036274914e-15
20240301,04,3,3,5207,1.0000000036274914e-15
20240301,04,3,4,4506,1.0000000036274914e-15
20240301,04,3,5,3748,1.0000000036274914e-15
20240301,04,3,6,4379,1.0000000036274914e-15
20240301,04,4,1,4478,1.0000000036274914e-15
20240301,04,4,2,5204,1.0000000036274914e-15
20240301,04,4,3,4289,1.0000000036274914e-15
20240301,04,4,4,4998,1.0000000036274914e-15
20240301,04,4,5,5153,1.0000000036274914e-15
20240301,04,4,6,3993,1.0000000036274914e-15
20240301,04,5,1,4171,1.0000000036274914e-15
20240301,04,5,2,4367,1.0000000036274914e-15
20240301,04,5,3,5047,1.0000000036274914e-15
20240301,04,5,4,4979,1.0000000036274914e-15
20240301,04,5,5,3591,1.0000000036274914e-15
20240301,04,5,6,4091,1.0000000036274914e-15
20240301,04,6,1,3630,1.0000000036274914e-15
20240301,04,6,2,4578,1.0000000036274914e-15
20240301,04,6,3,3533,1.0000000036274914e-15
20240301,04,6,4,5071,1.0000000036274914e-15
20240301,04,6,5,4804,1.0000000036274914e-15
20240301,04,6,6,4942,1.0000000036274914e-15
20240301,04,7,1,3736,1.0000000036274914e-15
20240301,04,7,2,4352,1.0000000036274914e-15
20240301,04,7,3,4798,1.0000000036274914e-15
20240301,04,7,4,3825,1.0000000036274914e-15
20240301,04,7,5,4229,1.0000000036274914e-15
20240301,04,7,6,4346,1.0000000036274914e-15
20240301,04,8,1,4644,1.0000000036274914e-15
20240301,04,8,2,3993,1.0000000036274914e-15
20240301,04,8,3,3624,1.0000000036274914e-15
20240301,04,8,4,4398,1.0000000036274914e-15
20240301,04,8,5,5158,1.0000000036274914e-15
20240301,04,8,6,3748,1.0000000036274914e-15
20240301,04,9,1,4367,1.0000000036274914e-15
20240301,04,9,2,4514,1.0000000036274914e-15
20240301,04,9,3,5190,1.0000000036274914e-15
20240301,04,9,4,5207,1.0000000036274914e-15
20240301,04,9,5,3563,1.0000000036274914e-15
20240301,04,9,6,4998,1.0000000036274914e-15
20240301,09,10,1,3655,1.0000000036274914e-15
20240301,09,10,2,4723,1.0000000036274914e-15
20240301,09,10,3,3619,1.0000000036274914e-15
20240301,09,10,4,4440,1.0000000036274914e-15
20240301,09,10,5,4796,1.0000000036274914e-15
20240301,09,10,6,4945,1.0000000036274914e-15
20240301,09,11,1,4043,1.0000000036274914e-15
20240301,09,11,2,4086,1.0000000036274914e-15
20240301,09,11,3,3532,1.0000000036274914e-15
20240301,09,11,4,3712,1.0000000036274914e-15
20240301,09,11,5,4420,1.0000000036274914e-15
20240301,09,11,6,4954,1.0000000036274914e-15
20240301,09,12,1,4261,1.0000000036274914e-15
20240301,09,12,2,3740,1.0000000036274914e-15
20240301,09,12,3,4759,1.0000000036274914e-15
20240301,09,12,4,4824,1.0000000036274914e-15
20240301,09,12,5,3641,1.0000000036274914e-15
20240301,09,12,6,4645,1.0000000036274914e-15
20240301,09,1,1,3740,1.0000000036274914e-15
20240301,09,1,2,4169,1.0000000036274914e-15
20240301,09,1,3,5070,1.0000000036274914e-15
20240301,09,1,4,3973,1.0000000036274914e-15
20240301,09,1,5,3392,1.0000000036274914e-15
20240301,09,1,6,4813,1.0000000036274914e-15
20240301,09,2,1,4181,1.0000000036274914e-15
20240301,09,2,2,4945,1.0000000036274914e-15
20240301,09,2,3,5256,1.0000000036274914e-15
20240301,09,2,4,4077,1.0000000036274914e-15
20240301,09,2,5,4461,1.0000000036274914e-15
20240301,09,2,6,4887,1.0000000036274914e-15
20240301,09,3,1,4440,1.0000000036274914e-15
20240301,09,3,2,4618,1.0000000036274914e-15
20240301,09,3,3,3888,1.0000000036274914e-15
20240301,09,3,4,3532,1.0000000036274914e-15
20240301,09,3,5,5253,1.0000000036274914e-15
20240301,09,3,6,5006,1.0000000036274914e-15
20240301,09,4,1,4766,1.0000000036274914e-15
20240301,09,4,2,4358,1.0000000036274914e-15
20240301,09,4,3,4297,1.0000000036274914e-15
20240301,09,4,4,4954,1.0000000036274914e-15
20240301,09,4,5,4888,1.0000000036274914e-15
20240301,09,4,6,4824,1.0000000036274914e-15
20240301,09,5,1,3641,1.0000000036274914e-15
20240301,09,5,2,3712,1.0000000036274914e-15
20240301,09,5,3,4956,1.0000000036274914e-15
20240301,09,5,4,3653,1.0000000036274914e-15
20240301,09,5,5,3619,1.0000000036274914e-15
20240301,09,5,6,5275,1.0000000036274914e-15
20240301,09,6,1,4152,1.0000000036274914e-15
20240301,09,6,2,4420,1.0000000036274914e-15
20240301,09,6,3,4813,1.0000000036274914e-15
20240301,09,6,4,4181,1.0000000036274914e-15
20240301,09,6,5,4261,1.0000000036274914e-15
20240301,09,6,6,4723,1.0000000036274914e-15
20240301,09,7,1,4568,1.0000000036274914e-15
20240301,09,7,2,4461,1.0000000036274914e-15
20240301,09,7,3,4645,1.0000000036274914e-15
20240301,09,7,4,4895,1.0000000036274914e-15
20240301,09,7,5,4043,1.0000000036274914e-15
20240301,09,7,6,5070,1.0000000036274914e-15
20240301,09,8,1,4431,1.0000000036274914e-15
20240301,09,8,2,4888,1.0000000036274914e-15
20240301,09,8,3,4077,1.0000000036274914e-15
20240301,09,8,4,4759,1.0000000036274914e-15
20240301,09,8,5,4618,1.0000000036274914e-15
20240301,09,8,6,4169,1.0000000036274914e-15
20240301,09,9,1,3888,1.0000000036274914e-15
20240301,09,9,2,3973,1.0000000036274914e-15
20240301,09,9,3,4754,1.0000000036274914e-15
20240301,09,9,4,4887,1.0000000036274914e-15
20240301,09,9,5,4297,1.0000000036274914e-15
20240301,09,9,6,4956,1.0000000036274914e-15
20240301,10,10,1,4415,1.0000000036274914e-15
20240301,10,10,2,5267,1.0000000036274914e-15
20240301,10,10,3,4497,1.0000000036274914e-15
20240301,10,10,4,3929,1.0000000036274914e-15
20240301,10,10,5,5187,1.0000000036274914e-15
20240301,10,10,6,4057,1.0000000036274914e-15
20240301,10,11,1,4850,1.0000000036274914e-15
20240301,10,11,2,4308,1.0000000036274914e-15
20240301,10,11,3,4786,1.0000000036274914e-15
20240301,10,11,4,3507,1.0000000036274914e-15
20240301,10,11,5,3745,1.0000000036274914e-15
20240301,10,11,6,4318,1.0000000036274914e-15
20240301,10,12,1,3909,1.0000000036274914e-15
20240301,10,12,2,4692,1.0000000036274914e-15
20240301,10,12,3,4019,1.0000000036274914e-15
20240301,10,12,4,4056,1.0000000036274914e-15
20240301,10,12,5,4863,1.0000000036274914e-15
20240301,10,12,6,4545,1.0000000036274914e-15
20240301,10,1,1,4318,1.0000000036274914e-15
20240301,10,1,2,5106,1.0000000036274914e-15
20240301,10,1,3,3929,1.0000000036274914e-15
20240301,10,1,4,5100,1.0000000036274914e-15
20240301,10,1,5,4648,1.0000000036274914e-15
20240301,10,1,6,4747,1.0000000036274914e-15
20240301,10,2,1,3745,1.0000000036274914e-15
20240301,10,2,2,4497,1.0000000036274914e-15
20240301,10,2,3,3482,1.0000000036274914e-15
20240301,10,2,4,4692,1.0000000036274914e-15
20240301,10,2,5,3406,1.0000000036274914e-15
20240301,10,2,6,5238,1.0000000036274914e-15
20240301,10,3,1,5267,1.0000000036274914e-15
20240301,10,3,2,5000,1.0000000036274914e-15
20240301,10,3,3,4850,1.0000000036274914e-15
20240301,10,3,4,5179,1.0000000036274914e-15
20240301,10,3,5,5085,1.0000000036274914e-15
20240301,10,3,6,3294,1.0000000036274914e-15
20240301,10,4,1,5018,1.0000000036274914e-15
20240301,10,4,2,4863,1.0000000036274914e-15
20240301,10,4,3,3988,1.0000000036274914e-15
20240301,10,4,4,5247,1.0000000036274914e-15
20240301,10,4,5,4415,1.0000000036274914e-15
20240301,10,4,6,3839,1.0000000036274914e-15
20240301,10,5,1,5011,1.0000000036274914e-15
20240301,10,5,2,5187,1.0000000036274914e-15
20240301,10,5,3,3909,1.0000000036274914e-15
20240301,10,5,4,4308,1.0000000036274914e-15
20240301,10,5,5,4210,1.0000000036274914e-15
20240301,10,5,6,4037,1.0000000036274914e-15
20240301,10,6,1,3507,1.0000000036274914e-15
20240301,10,6,2,4057,1.0000000036274914e-15
20240301,10,6,3,4545,1.0000000036274914e-15
20240301,10,6,4,4786,1.0000000036274914e-15
20240301,10,6,5,4953,1.0000000036274914e-15
20240301,10,6,6,5100,1.0000000036274914e-15
20240301,10,7,1,4056,1.0000000036274914e-15
20240301,10,7,2,3406,1.0000000036274914e-15
20240301,10,7,3,3294,1.0000000036274914e-15
20240301,10,7,4,4648,1.0000000036274914e-15
20240301,10,7,5,5106,1.0000000036274914e-15
20240301,10,7,6,5266,1.0000000036274914e-15
20240301,10,8,1,5000,1.0000000036274914e-15
20240301,10,8,2,4019,1.0000000036274914e-15
20240301,10,8,3,4073,1.0000000036274914e-15
20240301,10,8,4,5018,1.0000000036274914e-15
20240301,10,8,5,5235,1.0000000036274914e-15
20240301,10,8,6,5145,1.0000000036274914e-15
20240301,10,9,1,5179,1.0000000036274914e-15
20240301,10,9,2,4210,1.0000000036274914e-15
20240301,10,9,3,4991,1.0000000036274914e-15
20240301,10,9,4,4682,1.0000000036274914e-15
20240301,10,9,5,3988,1.0000000036274914e-15
20240301,10,9,6,3482,1.0000000036274914e-15
20240301,11,10,1,3934,1.0000000036274914e-15
20240301,11,10,2,3362,1.0000000036274914e-15
20240301,11,10,3,4319,1.0000000036274914e-15
20240301,11,10,4,3381,1.0000000036274914e-15
20240301,11,10,5,4630,1.0000000036274914e-15
20240301,11,10,6,4119,1.0000000036274914e-15
20240301,11,11,1,4302,1.0000000036274914e-15
20240301,11,11,2,4325,1.0000000036274914e-15
20240301,11,11,3,4640,1.0000000036274914e-15
20240301,11,11,4,3820,1.0000000036274914e-15
20240301,11,11,5,4368,1.0000000036274914e-15
20240301,11,11,6,4809,1.0000000036274914e-15
20240301,11,12,1,3024,1.0000000036274914e-15
20240301,11,12,2,4743,1.0000000036274914e-15
20240301,11,12,3,3158,1.0000000036274914e-15
20240301,11,12,4,4732,1.0000000036274914e-15
20240301,11,12,5,4926,1.0000000036274914e-15
20240301,11,12,6,4561,1.0000000036274914e-15
20240301,11,1,1,5157,1.0000000036274914e-15
20240301,11,1,2,3315,1.0000000036274914e-15
20240301,11,1,3,4252,1.0000000036274914e-15
20240301,11,1,4,4630,1.0000000036274914e-15
20240301,11,1,5,5302,1.0000000036274914e-15
20240301,11,1,6,4640,1.0000000036274914e-15
20240301,11,2,1,4368,1.0000000036274914e-15
20240301,11,2,2,3950,1.0000000036274914e-15
20240301,11,2,3,3381,1.0000000036274914e-15
20240301,11,2,4,3584,1.0000000036274914e-15
20240301,11,2,5,3957,1.0000000036274914e-15
20240301,11,2,6,4732,1.0000000036274914e-15
20240301,11,3,1,4257,1.0000000036274914e-15
20240301,11,3,2,4926,1.0000000036274914e-15
20240301,11,3,3,3714,1.0000000036274914e-15
20240301,11,3,4,4325,1.0000000036274914e-15
20240301,11,3,5,4793,1.0000000036274914e-15
20240301,11,3,6,4319,1.0000000036274914e-15
20240301,11,4,1,4918,1.0000000036274914e-15
20240301,11,4,2,4231,1.0000000036274914e-15
20240301,11,4,3,4302,1.0000000036274914e-15
20240301,11,4,4,4593,1.0000000036274914e-15
20240301,11,4,5,4638,1.0000000036274914e-15
20240301,11,4,6,3362,1.0000000036274914e-15
20240301,11,5,1,4402,1.0000000036274914e-15
20240301,11,5,2,3808,1.0000000036274914e-15
20240301,11,5,3,4978,1.0000000036274914e-15
20240301,11,5,4,3776,1.0000000036274914e-15
20240301,11,5,5,4561,1.0000000036274914e-15
20240301,11,5,6,4252,1.0000000036274914e-15
20240301,11,6,1,3158,1.0000000036274914e-15
20240301,11,6,2,4809,1.0000000036274914e-15
20240301,11,6,3,5157,1.0000000036274914e-15
20240301,11,6,4,3934,1.0000000036274914e-15
20240301,11,6,5,4167,1.0000000036274914e-15
20240301,11,6,6,5319,1.0000000036274914e-15
20240301,11,7,1,3584,1.0000000036274914e-15
20240301,11,7,2,3820,1.0000000036274914e-15
20240301,11,7,3,4156,1.0000000036274914e-15
20240301,11,7,4,3024,1.0000000036274914e-15
20240301,11,7,5,4992,1.0000000036274914e-15
20240301,11,7,6,3714,1.0000000036274914e-15
20240301,11,8,1,3957,1.0000000036274914e-15
20240301,11,8,2,4204,1.0000000036274914e-15
20240301,11,8,3,4743,1.0000000036274914e-15
20240301,11,8,4,4462,1.0000000036274914e-15
20240301,11,8,5,4898,1.0000000036274914e-15
20240301,11,8,6,5302,1.0000000036274914e-15
20240301,11,9,1,3629,1.0000000036274914e-15
20240301,11,9,2,4593,1.0000000036274914e-15
20240301,11,9,3,3808,1.0000000036274914e-15
20240301,11,9,4,4793,1.0000000036274914e-15
20240301,11,9,5,3315,1.0000000036274914e-15
20240301,11,9,6,5325,1.0000000036274914e-15
20240301,15,10,1,4549,1.0000000036274914e-15
20240301,15,10,2,3898,1.0000000036274914e-15
20240301,15,10,3,3637,1.0000000036274914e-15
20240301,15,10,4,4883,1.0000000036274914e-15
20240301,15,10,5,4515,1.0000000036274914e-15
20240301,15,10,6,3832,1.0000000036274914e-15
20240301,15,11,1,4288,1.0000000036274914e-15
20240301,15,11,2,4948,1.0000000036274914e-15
20240301,15,11,3,4425,1.0000000036274914e-15
20240301,15,11,4,4423,1.0000000036274914e-15
20240301,15,11,5,4526,1.0000000036274914e-15
20240301,15,11,6,4572,1.0000000036274914e-15
20240301,15,12,1,4910,1.0000000036274914e-15
20240301,15,12,2,4083,1.0000000036274914e-15
20240301,15,12,3,4985,1.0000000036274914e-15
20240301,15,12,4,5170,1.0000000036274914e-15
20240301,15,12,5,4189,1.0000000036274914e-15
20240301,15,12,6,4209,1.0000000036274914e-15
20240301,15,1,1,3243,1.0000000036274914e-15
20240301,15,1,2,3832,1.0000000036274914e-15
20240301,15,1,3,4396,1.0000000036274914e-15
20240301,15,1,4,5271,1.0000000036274914e-15
20240301,15,1,5,5053,1.0000000036274914e-15
20240301,15,1,6,4010,1.0000000036274914e-15
20240301,15,2,1,4226,1.0000000036274914e-15
20240301,15,2,2,4241,1.0000000036274914e-15
20240301,15,2,3,3558,1.0000000036274914e-15
20240301,15,2,4,4009,1.0000000036274914e-15
20240301,15,2,5,3637,1.0000000036274914e-15
20240301,15,2,6,4423,1.0000000036274914e-15
20240301,15,3,1,3523,1.0000000036274914e-15
20240301,15,3,2,5036,1.0000000036274914e-15
20240301,15,3,3,3948,1.0000000036274914e-15
20240301,15,3,4,4910,1.0000000036274914e-15
20240301,15,3,5,3514,1.0000000036274914e-15
20240301,15,3,6,4425,1.0000000036274914e-15
20240301,15,4,1,3891,1.0000000036274914e-15
20240301,15,4,2,4526,1.0000000036274914e-15
20240301,15,4,3,4549,1.0000000036274914e-15
20240301,15,4,4,4912,1.0000000036274914e-15
20240301,15,4,5,5170,1.0000000036274914e-15
20240301,15,4,6,3709,1.0000000036274914e-15
20240301,15,5,1,4301,1.0000000036274914e-15
20240301,15,5,2,4985,1.0000000036274914e-15
20240301,15,5,3,4515,1.0000000036274914e-15
20240301,15,5,4,4572,1.0000000036274914e-15
20240301,15,5,5,5271,1.0000000036274914e-15
20240301,15,5,6,3517,1.0000000036274914e-15
20240301,15,6,1,4948,1.0000000036274914e-15
20240301,15,6,2,4396,1.0000000036274914e-15
20240301,15,6,3,4209,1.0000000036274914e-15
20240301,15,6,4,3898,1.0000000036274914e-15
20240301,15,6,5,4727,1.0000000036274914e-15
20240301,15,6,6,5299,1.0000000036274914e-15
20240301,15,7,1,4062,1.0000000036274914e-15
20240301,15,7,2,3514,1.0000000036274914e-15
20240301,15,7,3,4288,1.0000000036274914e-15
20240301,15,7,4,4226,1.0000000036274914e-15
20240301,15,7,5,3243,1.0000000036274914e-15
20240301,15,7,6,4083,1.0000000036274914e-15
20240301,15,8,1,4189,1.0000000036274914e-15
20240301,15,8,2,4009,1.0000000036274914e-15
20240301,15,8,3,3891,1.0000000036274914e-15
20240301,15,8,4,4306,1.0000000036274914e-15
20240301,15,8,5,5036,1.0000000036274914e-15
20240301,15,8,6,5053,1.0000000036274914e-15
20240301,15,9,1,3558,1.0000000036274914e-15
20240301,15,9,2,4154,1.0000000036274914e-15
20240301,15,9,3,4822,1.0000000036274914e-15
20240301,15,9,4,3517,1.0000000036274914e-15
20240301,15,9,5,3662,1.0000000036274914e-15
20240301,15,9,6,4342,1.0000000036274914e-15
20240301,17,10,1,3801,1.0000000036274914e-15
20240301,17,10,2,4071,1.0000000036274914e-15
20240301,17,10,3,5227,1.0000000036274914e-15
20240301,17,10,4,5045,1.0000000036274914e-15
20240301,17,10,5,5335,1.0000000036274914e-15
20240301,17,10,6,3693,1.0000000036274914e-15
20240301,17,11,1,4501,1.0000000036274914e-15
20240301,17,11,2,4525,1.0000000036274914e-15
20240301,17,11,3,3470,1.0000000036274914e-15
20240301,17,11,4,4536,1.0000000036274914e-15
20240301,17,11,5,4534,1.0000000036274914e-15
20240301,17,11,6,5146,1.0000000036274914e-15
20240301,17,12,1,4065,1.0000000036274914e-15
20240301,17,12,2,5231,1.0000000036274914e-15
20240301,17,12,3,3674,1.0000000036274914e-15
20240301,17,12,4,4819,1.0000000036274914e-15
20240301,17,12,5,4947,1.0000000036274914e-15
20240301,17,12,6,4349,1.0000000036274914e-15
20240301,17,1,1,4499,1.0000000036274914e-15
20240301,17,1,2,3334,1.0000000036274914e-15
20240301,17,1,3,5231,1.0000000036274914e-15
20240301,17,1,4,5148,1.0000000036274914e-15
20240301,17,1,5,4733,1.0000000036274914e-15
20240301,17,1,6,5306,1.0000000036274914e-15
20240301,17,2,1,3551,1.0000000036274914e-15
20240301,17,2,2,3355,1.0000000036274914e-15
20240301,17,2,3,4501,1.0000000036274914e-15
20240301,17,2,4,4275,1.0000000036274914e-15
20240301,17,2,5,4400,1.0000000036274914e-15
20240301,17,2,6,5335,1.0000000036274914e-15
20240301,17,3,1,5013,1.0000000036274914e-15
20240301,17,3,2,5045,1.0000000036274914e-15
20240301,17,3,3,5198,1.0000000036274914e-15
20240301,17,3,4,5213,1.0000000036274914e-15
20240301,17,3,5,3674,1.0000000036274914e-15
20240301,17,3,6,4987,1.0000000036274914e-15
20240301,17,4,1,5227,1.0000000036274914e-15
20240301,17,4,2,4720,1.0000000036274914e-15
20240301,17,4,3,4819,1.0000000036274914e-15
20240301,17,4,4,5241,1.0000000036274914e-15
20240301,17,4,5,4525,1.0000000036274914e-15
20240301,17,4,6,5326,1.0000000036274914e-15
20240301,17,5,1,5148,1.0000000036274914e-15
20240301,17,5,2,5146,1.0000000036274914e-15
20240301,17,5,3,4065,1.0000000036274914e-15
20240301,17,5,4,4071,1.0000000036274914e-15
20240301,17,5,5,5334,1.0000000036274914e-15
20240301,17,5,6,5193,1.0000000036274914e-15
20240301,17,6,1,4536,1.0000000036274914e-15
20240301,17,6,2,4947,1.0000000036274914e-15
20240301,17,6,3,4733,1.0000000036274914e-15
20240301,17,6,4,4941,1.0000000036274914e-15
20240301,17,6,5,5069,1.0000000036274914e-15
20240301,17,6,6,5156,1.0000000036274914e-15
