hd,jcd,rno,lane,regno,proba_win
20240305,21,3,4,4315,1.0000000036274914e-15
20240305,21,3,5,4092,1.0000000036274914e-15
20240305,21,3,6,4892,1.0000000036274914e-15
20240305,21,4,1,4184,1.0000000036274914e-15
20240305,21,4,2,4904,1.0000000036274914e-15
20240305,21,4,3,4466,1.0000000036274914e-15
20240305,21,4,4,4905,1.0000000036274914e-15
20240305,21,4,5,4977,1.0000000036274914e-15
20240305,21,4,6,5276,1.0000000036274914e-15
20240305,21,5,1,4387,1.0000000036274914e-15
20240305,21,5,2,5203,1.0000000036274914e-15
20240305,21,5,3,4464,1.0000000036274914e-15
20240305,21,5,4,5265,1.0000000036274914e-15
20240305,21,5,5,4927,1.0000000036274914e-15
20240305,21,5,6,4456,1.0000000036274914e-15
20240305,21,6,1,4880,1.0000000036274914e-15
20240305,21,6,2,4351,1.0000000036274914e-15
20240305,21,6,3,5105,1.0000000036274914e-15
20240305,21,6,4,5007,1.0000000036274914e-15
20240305,21,6,5,4340,1.0000000036274914e-15
20240305,21,6,6,3771,1.0000000036274914e-15
20240305,21,7,1,4315,1.0000000036274914e-15
20240305,21,7,2,4676,1.0000000036274914e-15
20240305,21,7,3,4274,1.0000000036274914e-15
20240305,21,7,4,4213,1.0000000036274914e-15
20240305,21,7,5,4684,1.0000000036274914e-15
20240305,21,7,6,4381,1.0000000036274914e-15
20240305,21,8,1,4615,1.0000000036274914e-15
20240305,21,8,2,4092,1.0000000036274914e-15
20240305,21,8,3,4094,1.0000000036274914e-15
20240305,21,8,4,5060,1.0000000036274914e-15
20240305,21,8,5,4466,1.0000000036274914e-15
20240305,21,8,6,3684,1.0000000036274914e-15
20240305,21,9,1,3892,1.0000000036274914e-15
20240305,21,9,2,4674,1.0000000036274914e-15
20240305,21,9,3,4866,1.0000000036274914e-15
20240305,21,9,4,4892,1.0000000036274914e-15
20240305,21,9,5,5203,1.0000000036274914e-15
20240305,21,9,6,4551,1.0000000036274914e-15
20240305,22,10,1,4652,1.0000000036274914e-15
20240305,22,10,2,4000,1.0000000036274914e-15
20240305,22,10,3,4666,1.0000000036274914e-15
20240305,22,10,4,3977,1.0000000036274914e-15
20240305,22,10,5,3251,1.0000000036274914e-15
20240305,22,10,6,3436,1.0000000036274914e-15
20240305,22,11,1,4434,1.0000000036274914e-15
20240305,22,11,2,4458,1.0000000036274914e-15
20240305,22,11,3,3915,1.0000000036274914e-15
20240305,22,11,4,4543,1.0000000036274914e-15
20240305,22,11,5,3075,1.0000000036274914e-15
20240305,22,11,6,4027,1.0000000036274914e-15
20240305,22,12,1,3876,1.0000000036274914e-15
20240305,22,12,2,4256,1.0000000036274914e-15
20240305,22,12,3,4413,1.0000000036274914e-15
20240305,22,12,4,4513,1.0000000036274914e-15
20240305,22,12,5,4424,1.0000000036274914e-15
20240305,22,12,6,4584,1.0000000036274914e-15
20240305,22,1,1,3915,1.0000000036274914e-15
20240305,22,1,2,4272,1.0000000036274914e-15
20240305,22,1,3,3690,1.0000000036274914e-15
20240305,22,1,4,4175,1.0000000036274914e-15
20240305,22,1,5,3699,1.0000000036274914e-15
20240305,22,1,6,4562,1.0000000036274914e-15
20240305,22,2,1,3974,1.0000000036274914e-15
20240305,22,2,2,3906,1.0000000036274914e-15
20240305,22,2,3,3831,1.0000000036274914e-15
20240305,22,2,4,4000,1.0000000036274914e-15
20240305,22,2,5,5239,1.0000000036274914e-15
20240305,22,2,6,4020,1.0000000036274914e-15
20240305,22,3,1,3797,1.0000000036274914e-15
20240305,22,3,2,4731,1.0000000036274914e-15
20240305,22,3,3,4543,1.0000000036274914e-15
20240305,22,3,4,4666,1.0000000036274914e-15
20240305,22,3,5,3578,1.0000000036274914e-15
20240305,22,3,6,5337,1.0000000036274914e-15
20240305,22,4,1,5138,1.0000000036274914e-15
20240305,22,4,2,3436,1.0000000036274914e-15
20240305,22,4,3,3708,1.0000000036274914e-15
20240305,22,4,4,3660,1.0000000036274914e-15
20240305,22,4,5,4434,1.0000000036274914e-15
20240305,22,4,6,4735,1.0000000036274914e-15
20240305,22,5,1,3773,1.0000000036274914e-15
20240305,22,5,2,3251,1.0000000036274914e-15
20240305,22,5,3,3075,1.0000000036274914e-15
20240305,22,5,4,4458,1.0000000036274914e-15
20240305,22,5,5,4293,1.0000000036274914e-15
20240305,22,5,6,4607,1.0000000036274914e-15
20240305,22,6,1,3977,1.0000000036274914e-15
20240305,22,6,2,3699,1.0000000036274914e-15
20240305,22,6,3,4201,1.0000000036274914e-15
20240305,22,6,4,3974,1.0000000036274914e-15
20240305,22,6,5,4652,1.0000000036274914e-15
20240305,22,6,6,5239,1.0000000036274914e-15
20240305,22,7,1,3880,1.0000000036274914e-15
20240305,22,7,2,4027,1.0000000036274914e-15
20240305,22,7,3,4175,1.0000000036274914e-15
20240305,22,7,4,4272,1.0000000036274914e-15
20240305,22,7,5,5337,1.0000000036274914e-15
20240305,22,7,6,3831,1.0000000036274914e-15
20240305,22,8,1,4661,1.0000000036274914e-15
20240305,22,8,2,3578,1.0000000036274914e-15
20240305,22,8,3,4735,1.0000000036274914e-15
20240305,22,8,4,5138,1.0000000036274914e-15
20240305,22,8,5,4731,1.0000000036274914e-15
20240305,22,8,6,4159,1.0000000036274914e-15
20240305,22,9,1,4562,1.0000000036274914e-15
20240305,22,9,2,4293,1.0000000036274914e-15
20240305,22,9,3,3660,1.0000000036274914e-15
20240305,22,9,4,3708,1.0000000036274914e-15
20240305,22,9,5,3906,1.0000000036274914e-15
20240305,22,9,6,3773,1.0000000036274914e-15
20240305,24,10,1,3070,1.0000000036274914e-15
20240305,24,10,2,4263,1.0000000036274914e-15
20240305,24,10,3,4363,1.0000000036274914e-15
20240305,24,10,4,4485,1.0000000036274914e-15
20240305,24,10,5,4855,1.0000000036274914e-15
20240305,24,10,6,4403,1.0000000036274914e-15
20240305,24,11,1,4096,1.0000000036274914e-15
20240305,24,11,2,4051,1.0000000036274914e-15
20240305,24,11,3,4811,1.0000000036274914e-15
20240305,24,11,4,5152,1.0000000036274914e-15
20240305,24,11,5,3872,1.0000000036274914e-15
20240305,24,11,6,3796,1.0000000036274914e-15
20240305,24,12,1,3702,1.0000000036274914e-15
20240305,24,12,2,4364,1.0000000036274914e-15
20240305,24,12,3,4967,1.0000000036274914e-15
20240305,24,12,4,4237,1.0000000036274914e-15
20240305,24,12,5,4193,1.0000000036274914e-15
20240305,24,12,6,4570,1.0000000036274914e-15
20240305,24,1,1,3964,1.0000000036274914e-15
20240305,24,1,2,3273,1.0000000036274914e-15
20240305,24,1,3,4380,1.0000000036274914e-15
20240305,24,1,4,5147,1.0000000036274914e-15
20240305,24,1,5,5309,1.0000000036274914e-15
20240305,24,1,6,4176,1.0000000036274914e-15
20240305,24,2,1,3282,1.0000000036274914e-15
20240305,24,2,2,4855,1.0000000036274914e-15
20240305,24,2,3,4355,1.0000000036274914e-15
20240305,24,2,4,3372,1.0000000036274914e-15
20240305,24,2,5,4681,1.0000000036274914e-15
20240305,24,2,6,5107,1.0000000036274914e-15
20240305,24,3,1,4695,1.0000000036274914e-15
20240305,24,3,2,5152,1.0000000036274914e-15
20240305,24,3,3,4263,1.0000000036274914e-15
20240305,24,3,4,3981,1.0000000036274914e-15
20240305,24,3,5,3536,1.0000000036274914e-15
20240305,24,3,6,3853,1.0000000036274914e-15
20240305,24,4,1,3564,1.0000000036274914e-15
20240305,24,4,2,3796,1.0000000036274914e-15
20240305,24,4,3,4031,1.0000000036274914e-15
20240305,24,4,4,3631,1.0000000036274914e-15
20240305,24,4,5,4729,1.0000000036274914e-15
20240305,24,4,6,3070,1.0000000036274914e-15
20240305,24,5,1,4811,1.0000000036274914e-15
20240305,24,5,2,4903,1.0000000036274914e-15
20240305,24,5,3,4485,1.0000000036274914e-15
20240305,24,5,4,4380,1.0000000036274914e-15
20240305,24,5,5,3964,1.0000000036274914e-15
20240305,24,5,6,5311,1.0000000036274914e-15
20240305,24,6,1,4403,1.0000000036274914e-15
20240305,24,6,2,5147,1.0000000036274914e-15
20240305,24,6,3,3872,1.0000000036274914e-15
20240305,24,6,4,4681,1.0000000036274914e-15
20240305,24,6,5,3282,1.0000000036274914e-15
20240305,24,6,6,3550,1.0000000036274914e-15
20240305,24,7,1,3536,1.0000000036274914e-15
20240305,24,7,2,5107,1.0000000036274914e-15
20240305,24,7,3,4051,1.0000000036274914e-15
20240305,24,7,4,4363,1.0000000036274914e-15
20240305,24,7,5,4695,1.0000000036274914e-15
20240305,24,7,6,5309,1.0000000036274914e-15
20240305,24,8,1,4564,1.0000000036274914e-15
20240305,24,8,2,3981,1.0000000036274914e-15
20240305,24,8,3,4096,1.0000000036274914e-15
20240305,24,8,4,4729,1.0000000036274914e-15
20240305,24,8,5,4355,1.0000000036274914e-15
20240305,24,8,6,4650,1.0000000036274914e-15
20240305,24,9,1,4122,1.0000000036274914e-15
20240305,24,9,2,4635,1.0000000036274914e-15
20240305,24,9,3,3853,1.0000000036274914e-15
20240305,24,9,4,3878,1.0000000036274914e-15
20240305,24,9,5,4557,1.0000000036274914e-15
20240305,24,9,6,3631,1.0000000036274914e-15
20240306,01,10,1,4012,1.0000000036274914e-15
20240306,01,10,2,4772,1.0000000036274914e-15
20240306,01,10,3,4191,1.0000000036274914e-15
20240306,01,10,4,5023,1.0000000036274914e-15
20240306,01,10,5,5087,1.0000000036274914e-15
20240306,01,10,6,3790,1.0000000036274914e-15
20240306,01,11,1,4218,1.0000000036274914e-15
20240306,01,11,2,4238,1.0000000036274914e-15
20240306,01,11,3,3543,1.0000000036274914e-15
20240306,01,11,4,3800,1.0000000036274914e-15
20240306,01,11,5,3918,1.0000000036274914e-15
20240306,01,11,6,3614,1.0000000036274914e-15
20240306,01,12,1,4121,1.0000000036274914e-15
20240306,01,12,2,4452,1.0000000036274914e-15
20240306,01,12,3,3445,1.0000000036274914e-15
20240306,01,12,4,3686,1.0000000036274914e-15
20240306,01,12,5,4376,1.0000000036274914e-15
20240306,01,12,6,3905,1.0000000036274914e-15
20240306,01,1,1,3652,1.0000000036274914e-15
20240306,01,1,2,5087,1.0000000036274914e-15
20240306,01,1,3,4495,1.0000000036274914e-15
20240306,01,1,4,4740,1.0000000036274914e-15
20240306,01,1,5,5234,1.0000000036274914e-15
20240306,01,1,6,3918,1.0000000036274914e-15
20240306,01,2,1,4203,1.0000000036274914e-15
20240306,01,2,2,3905,1.0000000036274914e-15
20240306,01,2,3,4995,1.0000000036274914e-15
20240306,01,2,4,3614,1.0000000036274914e-15
20240306,01,2,5,5023,1.0000000036274914e-15
20240306,01,2,6,5141,1.0000000036274914e-15
20240306,01,3,1,3567,1.0000000036274914e-15
20240306,01,3,2,4944,1.0000000036274914e-15
20240306,01,3,3,5074,1.0000000036274914e-15
20240306,01,3,4,4218,1.0000000036274914e-15
20240306,01,3,5,3659,1.0000000036274914e-15
20240306,01,3,6,3445,1.0000000036274914e-15
20240306,01,4,1,3297,1.0000000036274914e-15
20240306,01,4,2,3885,1.0000000036274914e-15
20240306,01,4,3,4637,1.0000000036274914e-15
20240306,01,4,4,4382,1.0000000036274914e-15
20240306,01,4,5,3686,1.0000000036274914e-15
20240306,01,4,6,4772,1.0000000036274914e-15
20240306,01,5,1,3967,1.0000000036274914e-15
20240306,01,5,2,4012,1.0000000036274914e-15
20240306,01,5,3,4376,1.0000000036274914e-15
20240306,01,5,4,4779,1.0000000036274914e-15
20240306,01,5,5,4495,1.0000000036274914e-15
20240306,01,5,6,4238,1.0000000036274914e-15
20240306,01,6,1,4191,1.0000000036274914e-15
20240306,01,6,2,4046,1.0000000036274914e-15
20240306,01,6,3,3922,1.0000000036274914e-15
20240306,01,6,4,4203,1.0000000036274914e-15
20240306,01,6,5,4740,1.0000000036274914e-15
20240306,01,6,6,5304,1.0000000036274914e-15
20240306,01,7,1,3543,1.0000000036274914e-15
20240306,01,7,2,5212,1.0000000036274914e-15
20240306,01,7,3,4121,1.0000000036274914e-15
20240306,01,7,4,3652,1.0000000036274914e-15
20240306,01,7,5,3567,1.0000000036274914e-15
20240306,01,7,6,3538,1.0000000036274914e-15
20240306,01,8,1,3659,1.0000000036274914e-15
20240306,01,8,2,4382,1.0000000036274914e-15
20240306,01,8,3,3970,1.0000000036274914e-15
20240306,01,8,4,4995,1.0000000036274914e-15
20240306,01,8,5,4452,1.0000000036274914e-15
20240306,01,8,6,3869,1.0000000036274914e-15
20240306,01,9,1,4779,1.0000000036274914e-15
20240306,01,9,2,5141,1.0000000036274914e-15
20240306,01,9,3,5234,1.0000000036274914e-15
20240306,01,9,4,4348,1.0000000036274914e-15
20240306,01,9,5,4944,1.0000000036274914e-15
20240306,01,9,6,3885,1.0000000036274914e-15
20240306,05,10,1,3502,1.0000000036274914e-15
20240306,05,10,2,5096,1.0000000036274914e-15
20240306,05,10,3,3838,1.0000000036274914e-15
20240306,05,10,4,3065,1.0000000036274914e-15
20240306,05,10,5,4580,1.0000000036274914e-15
20240306,05,10,6,5088,1.0000000036274914e-15
20240306,05,11,1,4134,1.0000000036274914e-15
20240306,05,11,2,4700,1.0000000036274914e-15
20240306,05,11,3,3246,1.0000000036274914e-15
20240306,05,11,4,5057,1.0000000036274914e-15
20240306,05,11,5,5039,1.0000000036274914e-15
20240306,05,11,6,4323,1.0000000036274914e-15
20240306,05,12,1,4566,1.0000000036274914e-15
20240306,05,12,2,3161,1.0000000036274914e-15
20240306,05,12,3,3902,1.0000000036274914e-15
20240306,05,12,4,4537,1.0000000036274914e-15
20240306,05,12,5,4653,1.0000000036274914e-15
20240306,05,12,6,4776,1.0000000036274914e-15
20240306,05,1,1,4303,1.0000000036274914e-15
20240306,05,1,2,5242,1.0000000036274914e-15
20240306,05,1,3,3643,1.0000000036274914e-15
20240306,05,1,4,3339,1.0000000036274914e-15
20240306,05,1,5,4781,1.0000000036274914e-15
20240306,05,1,6,5331,1.0000000036274914e-15
20240306,05,2,1,2538,1.0000000036274914e-15
20240306,05,2,2,4580,1.0000000036274914e-15
20240306,05,2,3,4323,1.0000000036274914e-15
20240306,05,2,4,4103,1.0000000036274914e-15
20240306,05,2,5,5116,1.0000000036274914e-15
20240306,05,2,6,4128,1.0000000036274914e-15
20240306,05,3,1,4104,1.0000000036274914e-15
20240306,05,3,2,3902,1.0000000036274914e-15
20240306,05,3,3,4419,1.0000000036274914e-15
20240306,05,3,4,5184,1.0000000036274914e-15
20240306,05,3,5,4544,1.0000000036274914e-15
20240306,05,3,6,3246,1.0000000036274914e-15
20240306,05,4,1,4984,1.0000000036274914e-15
20240306,05,4,2,4672,1.0000000036274914e-15
20240306,05,4,3,3502,1.0000000036274914e-15
20240306,05,4,4,4592,1.0000000036274914e-15
20240306,05,4,5,3277,1.0000000036274914e-15
20240306,05,4,6,4653,1.0000000036274914e-15
20240306,05,5,1,4976,1.0000000036274914e-15
20240306,05,5,2,3828,1.0000000036274914e-15
20240306,05,5,3,5039,1.0000000036274914e-15
20240306,05,5,4,5088,1.0000000036274914e-15
20240306,05,5,5,5331,1.0000000036274914e-15
20240306,05,5,6,4537,1.0000000036274914e-15
20240306,05,6,1,4511,1.0000000036274914e-15
20240306,05,6,2,3556,1.0000000036274914e-15
20240306,05,6,3,3065,1.0000000036274914e-15
20240306,05,6,4,4566,1.0000000036274914e-15
20240306,05,6,5,4836,1.0000000036274914e-15
20240306,05,6,6,4781,1.0000000036274914e-15
20240306,05,7,1,4260,1.0000000036274914e-15
20240306,05,7,2,5116,1.0000000036274914e-15
20240306,05,7,3,4700,1.0000000036274914e-15
20240306,05,7,4,4104,1.0000000036274914e-15
20240306,05,7,5,4776,1.0000000036274914e-15
20240306,05,7,6,5242,1.0000000036274914e-15
20240306,05,8,1,3161,1.0000000036274914e-15
20240306,05,8,2,3277,1.0000000036274914e-15
20240306,05,8,3,4544,1.0000000036274914e-15
20240306,05,8,4,4900,1.0000000036274914e-15
20240306,05,8,5,3339,1.0000000036274914e-15
20240306,05,8,6,5135,1.0000000036274914e-15
20240306,05,9,1,3828,1.0000000036274914e-15
20240306,05,9,2,2538,1.0000000036274914e-15
20240306,05,9,3,4672,1.0000000036274914e-15
20240306,05,9,4,3643,1.0000000036274914e-15
20240306,05,9,5,4419,1.0000000036274914e-15
20240306,05,9,6,4360,1.0000000036274914e-15
20240306,06,10,1,3548,1.0000000036274914e-15
20240306,06,10,2,3268,1.0000000036274914e-15
20240306,06,10,3,3401,1.0000000036274914e-15
20240306,06,10,4,3478,1.0000000036274914e-15
20240306,06,10,5,3692,1.0000000036274914e-15
20240306,06,10,6,3559,1.0000000036274914e-15
20240306,06,11,1,3156,1.0000000036274914e-15
20240306,06,11,2,3284,1.0000000036274914e-15
20240306,06,11,3,3233,1.0000000036274914e-15
20240306,06,11,4,3600,1.0000000036274914e-15
20240306,06,11,5,3617,1.0000000036274914e-15
20240306,06,11,6,3850,1.0000000036274914e-15
20240306,06,12,1,3577,1.0000000036274914e-15
20240306,06,12,2,3752,1.0000000036274914e-15
20240306,06,12,3,3661,1.0000000036274914e-15
20240306,06,12,4,3107,1.0000000036274914e-15
20240306,06,12,5,3881,1.0000000036274914e-15
20240306,06,12,6,3462,1.0000000036274914e-15
20240306,06,1,1,3461,1.0000000036274914e-15
20240306,06,1,2,3211,1.0000000036274914e-15
20240306,06,1,3,3546,1.0000000036274914e-15
20240306,06,1,4,3620,1.0000000036274914e-15
20240306,06,1,5,3340,1.0000000036274914e-15
20240306,06,1,6,3730,1.0000000036274914e-15
20240306,06,2,1,3692,1.0000000036274914e-15
20240306,06,2,2,3107,1.0000000036274914e-15
20240306,06,2,3,2014,1.0000000036274914e-15
20240306,06,2,4,3233,1.0000000036274914e-15
20240306,06,2,5,3857,1.0000000036274914e-15
20240306,06,2,6,3353,1.0000000036274914e-15
20240306,06,3,1,3559,1.0000000036274914e-15
20240306,06,3,2,3478,1.0000000036274914e-15
20240306,06,3,3,3605,1.0000000036274914e-15
20240306,06,3,4,3501,1.0000000036274914e-15
20240306,06,3,5,3284,1.0000000036274914e-15
20240306,06,3,6,3544,1.0000000036274914e-15
20240306,06,4,1,3600,1.0000000036274914e-15
20240306,06,4,2,3535,1.0000000036274914e-15
20240306,06,4,3,3697,1.0000000036274914e-15
20240306,06,4,4,3752,1.0000000036274914e-15
20240306,06,4,5,3268,1.0000000036274914e-15
20240306,06,4,6,3212,1.0000000036274914e-15
20240306,06,5,1,3462,1.0000000036274914e-15
20240306,06,5,2,3477,1.0000000036274914e-15
20240306,06,5,3,3620,1.0000000036274914e-15
20240306,06,5,4,3430,1.0000000036274914e-15
20240306,06,5,5,3548,1.0000000036274914e-15
20240306,06,5,6,3156,1.0000000036274914e-15
20240306,06,6,1,3850,1.0000000036274914e-15
20240306,06,6,2,3400,1.0000000036274914e-15
20240306,06,6,3,3587,1.0000000036274914e-15
20240306,06,6,4,3401,1.0000000036274914e-15
20240306,06,6,5,3461,1.0000000036274914e-15
20240306,06,6,6,3577,1.0000000036274914e-15
20240306,06,7,1,3617,1.0000000036274914e-15
20240306,06,7,2,3661,1.0000000036274914e-15
20240306,06,7,3,3664,1.0000000036274914e-15
20240306,06,7,4,3419,1.0000000036274914e-15
20240306,06,7,5,3211,1.0000000036274914e-15
20240306,06,7,6,3775,1.0000000036274914e-15
20240306,06,8,1,3881,1.0000000036274914e-15
20240306,06,8,2,3370,1.0000000036274914e-15
20240306,06,8,3,3501,1.0000000036274914e-15
20240306,06,8,4,3697,1.0000000036274914e-15
20240306,06,8,5,3546,1.0000000036274914e-15
20240306,06,8,6,3352,1.0000000036274914e-15
20240306,06,9,1,3340,1.0000000036274914e-15
20240306,06,9,2,3430,1.0000000036274914e-15
20240306,06,9,3,3680,1.0000000036274914e-15
20240306,06,9,4,3535,1.0000000036274914e-15
20240306,06,9,5,3605,1.0000000036274914e-15
20240306,06,9,6,3857,1.0000000036274914e-15
20240306,07,10,1,5075,1.0000000036274914e-15
20240306,07,10,2,5034,1.0000000036274914e-15
20240306,07,10,3,4983,1.0000000036274914e-15
20240306,07,10,4,5191,1.0000000036274914e-15
20240306,07,10,5,5081,1.0000000036274914e-15
20240306,07,10,6,5083,1.0000000036274914e-15
20240306,07,11,1,5121,1.0000000036274914e-15
20240306,07,11,2,5029,1.0000000036274914e-15
20240306,07,11,3,5051,1.0000000036274914e-15
20240306,07,11,4,4958,1.0000000036274914e-15
20240306,07,11,5,5181,1.0000000036274914e-15
20240306,07,11,6,5125,1.0000000036274914e-15
20240306,07,12,1,5032,1.0000000036274914e-15
20240306,07,12,2,5232,1.0000000036274914e-15
20240306,07,12,3,5090,1.0000000036274914e-15
20240306,07,12,4,5109,1.0000000036274914e-15
20240306,07,12,5,5169,1.0000000036274914e-15
20240306,07,12,6,5257,1.0000000036274914e-15
20240306,07,1,1,5067,1.0000000036274914e-15
20240306,07,1,2,5262,1.0000000036274914e-15
20240306,07,1,3,5083,1.0000000036274914e-15
20240306,07,1,4,5186,1.0000000036274914e-15
20240306,07,1,5,5178,1.0000000036274914e-15
20240306,07,1,6,5292,1.0000000036274914e-15
20240306,07,2,1,5125,1.0000000036274914e-15
20240306,07,2,2,5068,1.0000000036274914e-15
20240306,07,2,3,5191,1.0000000036274914e-15
20240306,07,2,4,5257,1.0000000036274914e-15
20240306,07,2,5,5243,1.0000000036274914e-15
20240306,07,2,6,5082,1.0000000036274914e-15
20240306,07,3,1,5081,1.0000000036274914e-15
20240306,07,3,2,5090,1.0000000036274914e-15
20240306,07,3,3,5033,1.0000000036274914e-15
20240306,07,3,4,4959,1.0000000036274914e-15
20240306,07,3,5,5285,1.0000000036274914e-15
20240306,07,3,6,5166,1.0000000036274914e-15
20240306,07,4,1,5169,1.0000000036274914e-15
20240306,07,4,2,5075,1.0000000036274914e-15
20240306,07,4,3,5214,1.0000000036274914e-15
20240306,07,4,4,5089,1.0000000036274914e-15
20240306,07,4,5,5076,1.0000000036274914e-15
20240306,07,4,6,5064,1.0000000036274914e-15
20240306,07,5,1,5181,1.0000000036274914e-15
20240306,07,5,2,5139,1.0000000036274914e-15
20240306,07,5,3,5216,1.0000000036274914e-15
20240306,07,5,4,5178,1.0000000036274914e-15
20240306,07,5,5,4983,1.0000000036274914e-15
20240306,07,5,6,5301,1.0000000036274914e-15
20240306,07,6,1,5034,1.0000000036274914e-15
20240306,07,6,2,5154,1.0000000036274914e-15
20240306,07,6,3,5252,1.0000000036274914e-15
20240306,07,6,4,5232,1.0000000036274914e-15
20240306,07,6,5,5292,1.0000000036274914e-15
20240306,07,6,6,5121,1.0000000036274914e-15
20240306,07,7,1,4958,1.0000000036274914e-15
20240306,07,7,2,5243,1.0000000036274914e-15
20240306,07,7,3,5032,1.0000000036274914e-15
20240306,07,7,4,5051,1.0000000036274914e-15
20240306,07,7,5,5262,1.0000000036274914e-15
20240306,07,7,6,5285,1.0000000036274914e-15
20240306,07,8,1,5029,1.0000000036274914e-15
20240306,07,8,2,5098,1.0000000036274914e-15
20240306,07,8,3,5044,1.0000000036274914e-15
20240306,07,8,4,5159,1.0000000036274914e-15
20240306,07,8,5,5033,1.0000000036274914e-15
20240306,07,8,6,5109,1.0000000036274914e-15
20240306,07,9,1,5166,1.0000000036274914e-15
20240306,07,9,2,4959,1.0000000036274914e-15
20240306,07,9,3,5089,1.0000000036274914e-15
20240306,07,9,4,5216,1.0000000036274914e-15
20240306,07,9,5,5067,1.0000000036274914e-15
20240306,07,9,6,5068,1.0000000036274914e-15
20240306,08,10,1,4050,1.0000000036274914e-15
20240306,08,10,2,4965,1.0000000036274914e-15
20240306,08,10,3,5079,1.0000000036274914e-15
20240306,08,10,4,4123,1.0000000036274914e-15
20240306,08,10,5,4893,1.0000000036274914e-15
20240306,08,10,6,5317,1.0000000036274914e-15
20240306,08,11,1,4208,1.0000000036274914e-15
20240306,08,11,2,4569,1.0000000036274914e-15
20240306,08,11,3,4443,1.0000000036274914e-15
20240306,08,11,4,4730,1.0000000036274914e-15
20240306,08,11,5,4450,1.0000000036274914e-15
20240306,08,11,6,4936,1.0000000036274914e-15
20240306,08,12,1,4482,1.0000000036274914e-15
20240306,08,12,2,3845,1.0000000036274914e-15
20240306,08,12,3,4190,1.0000000036274914e-15
20240306,08,12,4,3999,1.0000000036274914e-15
20240306,08,12,5,4964,1.0000000036274914e-15
20240306,08,12,6,5056,1.0000000036274914e-15
20240306,08,1,1,5151,1.0000000036274914e-15
20240306,08,1,2,5194,1.0000000036274914e-15
20240306,08,1,3,3994,1.0000000036274914e-15
20240306,08,1,4,5277,1.0000000036274914e-15
20240306,08,1,5,4678,1.0000000036274914e-15
20240306,08,1,6,4965,1.0000000036274914e-15
20240306,08,2,1,5030,1.0000000036274914e-15
20240306,08,2,2,5019,1.0000000036274914e-15
20240306,08,2,3,5140,1.0000000036274914e-15
20240306,08,2,4,4843,1.0000000036274914e-15
20240306,08,2,5,5317,1.0000000036274914e-15
20240306,08,2,6,4891,1.0000000036274914e-15
20240306,08,3,1,4443,1.0000000036274914e-15
20240306,08,3,2,5192,1.0000000036274914e-15
20240306,08,3,3,3518,1.0000000036274914e-15
20240306,08,3,4,4050,1.0000000036274914e-15
20240306,08,3,5,4993,1.0000000036274914e-15
20240306,08,3,6,5305,1.0000000036274914e-15
20240306,08,4,1,4963,1.0000000036274914e-15
20240306,08,4,2,5182,1.0000000036274914e-15
20240306,08,4,3,4936,1.0000000036274914e-15
20240306,08,4,4,5314,1.0000000036274914e-15
20240306,08,4,5,5287,1.0000000036274914e-15
20240306,08,4,6,5079,1.0000000036274914e-15
20240306,08,5,1,4893,1.0000000036274914e-15
20240306,08,5,2,3302,1.0000000036274914e-15
20240306,08,5,3,4208,1.0000000036274914e-15
20240306,08,5,4,3845,1.0000000036274914e-15
20240306,08,5,5,5277,1.0000000036274914e-15
20240306,08,5,6,5003,1.0000000036274914e-15
20240306,08,6,1,4909,1.0000000036274914e-15
20240306,08,6,2,4123,1.0000000036274914e-15
20240306,08,6,3,5194,1.0000000036274914e-15
20240306,08,6,4,5295,1.0000000036274914e-15
20240306,08,6,5,4690,1.0000000036274914e-15
20240306,08,6,6,4730,1.0000000036274914e-15
20240306,08,7,1,4450,1.0000000036274914e-15
20240306,08,7,2,5140,1.0000000036274914e-15
20240306,08,7,3,5151,1.0000000036274914e-15
20240306,08,7,4,5305,1.0000000036274914e-15
20240306,08,7,5,4482,1.0000000036274914e-15
20240306,08,7,6,5195,1.0000000036274914e-15
20240306,08,8,1,4843,1.0000000036274914e-15
20240306,08,8,2,4678,1.0000000036274914e-15
20240306,08,8,3,4791,1.0000000036274914e-15
20240306,08,8,4,4190,1.0000000036274914e-15
20240306,08,8,5,5314,1.0000000036274914e-15
20240306,08,8,6,3518,1.0000000036274914e-15
20240306,08,9,1,3994,1.0000000036274914e-15
20240306,08,9,2,3528,1.0000000036274914e-15
20240306,08,9,3,4891,1.0000000036274914e-15
20240306,08,9,4,4963,1.0000000036274914e-15
20240306,08,9,5,5327,1.0000000036274914e-15
20240306,08,9,6,3302,1.0000000036274914e-15
20240306,10,10,1,5054,1.0000000036274914e-15
20240306,10,10,2,3812,1.0000000036274914e-15
20240306,10,10,3,3439,1.0000000036274914e-15
20240306,10,10,4,5126,1.0000000036274914e-15
20240306,10,10,5,4738,1.0000000036274914e-15
20240306,10,10,6,4961,1.0000000036274914e-15
20240306,10,11,1,4949,1.0000000036274914e-15
20240306,10,11,2,4546,1.0000000036274914e-15
20240306,10,11,3,5219,1.0000000036274914e-15
20240306,10,11,4,4930,1.0000000036274914e-15
20240306,10,11,5,3900,1.0000000036274914e-15
20240306,10,11,6,4498,1.0000000036274914e-15
20240306,10,12,1,4851,1.0000000036274914e-15
20240306,10,12,2,3635,1.0000000036274914e-15
20240306,10,12,3,3257,1.0000000036274914e-15
20240306,10,12,4,4528,1.0000000036274914e-15
