hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240304,2,10,1,3072,西田 靖,SASHI,31.2,58.3,0.15,0.0002,6.77,3,2,50.34,63.45,35.07,49.25,4.0,2.0,0.0,0.0,0.0,1.0,18.672,15.576333333333332,143165589.025,143165573.44866666,0,0,1
20240304,2,10,2,4552,杉山 勝匡,SASHI,12.5,43.7,0.17,0.09,6.68,1,5,45.04,58.78,39.84,55.47,4.0,2.0,1.0,2.0,0.0,1.0,15.822,15.576333333333332,143165589.025,143165573.44866666,0,0,1
20240304,2,10,3,4957,竹之内 極,SASHI,11.1,60.0,0.16,0.04,6.74,2,4,30.37,48.89,45.45,63.64,4.0,2.0,1.0,1.0,2.0,1.0,12.235000000000001,15.576333333333332,143165589.025,143165573.44866666,0,0,1
20240304,2,10,4,3873,別府 昌樹,SASHI,6.2,53.1,0.15,0.0007000000000000001,6.93,6,3,34.65,48.03,38.81,52.99,4.0,2.0,0.0,2.0,0.0,0.0,13.918999999999999,15.576333333333332,143165589.025,143165573.44866666,1,0,1
20240304,2,10,5,4133,高橋 正男,SASHI,2.0,38.7,0.16,0.11,6.8,4,6,26.13,45.95,27.48,41.98,4.0,2.0,0.0,0.0,0.0,1.0,429496740.789,15.576333333333332,143165589.025,143165573.44866666,0,0,1
20240304,2,10,6,4588,田中 京介,SASHI,0.0,25.8,0.18,0.0001,6.88,5,1,29.41,42.86,35.2,49.6,4.0,2.0,0.0,0.0,0.0,0.0,12.367,15.576333333333332,143165589.025,143165573.44866666,0,0,1
20240304,2,1,1,3293,宮内 由紀英,MAKURI,7.4,55.5,0.17,0.15,6.79,5,4,22.32,41.07,25.22,39.13,1.0,1.0,0.0,0.0,0.0,1.0,9.165999999999999,12.826666666666666,14.023333333333332,1.1966666666666654,0,0,0
20240304,2,1,2,4555,富永 大一,MAKURI,13.5,56.7,0.18,0.01,6.78,4,2,35.09,43.86,27.2,48.0,1.0,1.0,1.0,3.0,0.0,1.0,13.923000000000002,12.826666666666666,14.023333333333332,1.1966666666666654,0,0,0
20240304,2,1,3,4439,近藤 友宝,MAKURI,3.2,32.2,0.16,0.0003,6.71,1,1,40.61,63.64,28.3,41.51,1.0,1.0,0.0,0.0,0.0,0.0,15.391,12.826666666666666,14.023333333333332,1.1966666666666654,0,0,0
20240304,2,1,4,4981,牧山 敦也,MAKURI,5.1,51.2,0.17,0.0003,6.72,2,1,44.81,61.69,34.38,46.88,1.0,1.0,1.0,0.0,1.0,0.0,17.148999999999997,12.826666666666666,14.023333333333332,1.1966666666666654,0,0,0
20240304,2,1,5,4952,吉武 真也,MAKURI,3.2,45.1,0.15,0.0003,6.71,1,1,29.08,46.81,30.66,54.01,1.0,1.0,0.0,0.0,1.0,0.0,11.542,12.826666666666666,14.023333333333332,1.1966666666666654,0,0,0
20240304,2,1,6,3377,塚田 修二,MAKURI,3.5,17.8,0.2,0.06,6.76,3,3,34.69,53.06,32.62,47.52,1.0,1.0,0.0,0.0,1.0,0.0,13.378999999999998,12.826666666666666,14.023333333333332,1.1966666666666654,0,0,0
20240304,2,2,1,4588,田中 京介,NIGE,56.2,71.8,0.14,0.01,6.68,1,1,29.41,42.86,35.2,49.6,1.0,1.0,0.0,0.0,0.0,1.0,12.367,12.214666666666666,143165586.70466667,143165574.49,0,0,0
20240304,2,2,2,4532,秋元 哲,NIGE,23.6,71.0,0.14,0.12,6.84,5,4,25.76,39.39,35.38,51.54,1.0,1.0,3.0,5.0,0.0,0.0,11.926,12.214666666666666,143165586.70466667,143165574.49,0,0,0
