hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240229,3,10,1,4688,,0.09,5,3,0.14,76.0,84.7
20240229,3,10,2,4839,,0.15,6,5,0.15,15.7,63.1
20240229,3,10,3,3541,,,2,6,0.14,17.2,65.5
20240229,3,10,4,4483,,0.11,4,4,0.12,8.5,68.5
20240229,3,10,5,3959,,0.03,1,1,0.15,6.9,67.4
20240229,3,10,6,4504,,0.07,3,2,0.13,2.5,35.0
20240229,3,11,1,4024,,,1,1,0.14,68.8,82.2
20240229,3,11,2,4269,,,1,1,0.15,18.3,75.5
20240229,3,11,3,4061,,,1,1,0.13,16.0,76.0
20240229,3,11,4,4608,,,1,1,0.17,11.7,61.7
20240229,3,11,5,4118,,,1,1,0.14,6.3,42.5
20240229,3,11,6,4500,,,1,1,0.16,0.0,23.5
20240229,3,12,1,4418,,0.01,2,1,0.13,81.8,92.4
20240229,3,12,2,4044,,0.05,1,2,0.15,18.0,63.9
20240229,3,12,3,4266,,0.14,2,3,0.13,35.7,83.3
20240229,3,12,4,4459,,0.15,3,4,0.11,22.4,59.1
20240229,3,12,5,4337,,0.19,5,5,0.15,9.0,45.4
20240229,3,12,6,4371,,0.24,4,6,0.19,3.7,33.3
20240229,3,1,1,4441,,,2,3,0.14,67.7,87.1
20240229,3,1,2,3940,,,1,3,0.15,18.3,79.5
20240229,3,1,3,3783,,,3,3,0.14,20.5,66.6
20240229,3,1,4,4292,,,4,3,0.14,12.5,77.5
20240229,3,1,5,4808,,0.07,5,2,0.16,8.0,48.0
20240229,3,1,6,4828,,0.01,6,1,0.18,2.4,31.7
20240229,3,2,1,4769,,0.12,5,2,0.12,70.8,97.9
20240229,3,2,2,4409,,,6,3,0.15,28.2,71.7
20240229,3,2,3,4294,,0.01,2,1,0.15,34.0,84.0
20240229,3,2,4,4907,,,3,3,0.12,21.2,72.7
20240229,3,2,5,4504,,,1,3,0.13,20.9,51.1
20240229,3,2,6,3983,,,4,3,0.18,10.3,48.2
20240229,3,3,1,4486,,,1,1,0.13,61.2,91.8
20240229,3,3,2,4361,,,1,1,0.16,26.0,69.5
20240229,3,3,3,4839,,,1,1,0.14,20.0,57.1
20240229,3,3,4,4084,,,1,1,0.15,24.4,68.8
20240229,3,3,5,4024,,,1,1,0.15,16.2,53.4
20240229,3,3,6,4468,,,1,1,0.15,7.5,47.5
20240229,3,4,1,4610,,0.07,1,2,0.18,67.3,81.6
20240229,3,4,2,4013,,0.26,3,6,0.14,9.6,73.0
20240229,3,4,3,4388,,0.06,2,1,0.15,15.6,68.6
20240229,3,4,4,4118,,0.1,4,3,0.15,12.6,60.5
20240229,3,4,5,4688,,0.17,6,5,0.13,9.3,60.4
20240229,3,4,6,3562,,0.11,5,4,0.2,2.5,27.5
20240229,3,5,1,4704,,,2,3,0.13,68.9,93.1
20240229,3,5,2,3499,,,4,3,0.13,16.3,77.5
20240229,3,5,3,4608,,,1,3,0.17,32.5,67.4
20240229,3,5,4,3952,,0.21,3,2,0.14,25.6,71.7
20240229,3,5,5,4418,,0.02,3,1,0.14,17.0,65.8
20240229,3,5,6,4483,,0.02,5,1,0.15,6.2,25.0
20240229,3,6,1,4459,,0.15,4,2,0.13,67.3,86.5
20240229,3,6,2,4907,,0.22,4,4,0.14,33.3,71.4
20240229,3,6,3,4500,,0.21,2,3,0.14,26.0,68.0
20240229,3,6,4,4441,,0.09,1,1,0.14,14.5,56.2
20240229,3,6,5,4324,,0.23,3,5,0.15,9.8,60.7
20240229,3,6,6,4575,,0.3,5,6,0.14,5.5,33.3
20240229,3,7,1,3996,,,2,3,0.16,76.0,92.0
20240229,3,7,2,4808,,,6,3,0.16,19.0,76.1
20240229,3,7,3,4468,,,4,3,0.13,15.5,64.4
20240229,3,7,4,4294,,,3,3,0.15,13.9,62.7
20240229,3,7,5,4148,,0.05,5,1,0.13,10.4,60.4
20240229,3,7,6,4586,,0.22,1,2,0.14,0.0,36.3
20240229,3,8,1,4296,,0.1,2,1,0.12,76.3,92.7
20240229,3,8,2,4828,,0.11,4,2,0.13,13.9,74.4
20240229,3,8,3,4933,,0.11,4,2,0.1,30.2,72.0
20240229,3,8,4,4361,,,5,4,0.14,28.3,65.0
20240229,3,8,5,4610,,,1,4,0.16,27.2,59.0
20240229,3,8,6,3716,,0.19,3,3,0.14,2.3,38.1
20240229,3,9,1,3783,,0.22,1,2,0.14,64.7,88.2
20240229,3,9,2,4826,,0.28,3,4,0.14,28.2,71.7
20240229,3,9,3,4704,,0.2,2,1,0.13,14.2,69.6
20240229,3,9,4,4388,,0.3,4,5,0.15,16.6,57.4
20240229,3,9,5,3983,,0.32,5,6,0.15,5.0,35.0
20240229,3,9,6,4095,,0.24,5,3,0.14,5.4,40.5
20240229,5,10,1,3518,,0.01,4,1,0.23,15.3,46.1
20240229,5,10,2,4244,,0.06,1,2,0.16,11.7,52.9
20240229,5,10,3,4117,,0.07,5,3,0.16,14.7,64.7
20240229,5,10,4,3175,,0.21,2,5,0.16,10.0,56.6
20240229,5,10,5,5079,,0.16,6,4,0.17,5.5,22.2
20240229,5,10,6,3289,,0.69,3,6,0.21,0.0,9.0
20240229,5,11,1,4240,,0.21,1,5,0.14,53.1,85.1
20240229,5,11,2,4286,,0.04,2,1,0.16,11.1,48.8
20240229,5,11,3,4642,,,2,6,0.14,16.0,48.0
20240229,5,11,4,4961,,0.07,1,2,0.15,17.5,72.5
20240229,5,11,5,4994,,0.13,2,3,0.18,0.0,37.8
20240229,5,11,6,4680,,0.14,3,4,0.23,3.4,20.6
20240229,5,12,1,4939,,0.02,4,1,0.13,85.0,96.6
20240229,5,12,2,3941,,,3,5,0.12,25.5,79.0
20240229,5,12,3,4573,,,1,5,0.15,14.5,77.0
20240229,5,12,4,3960,,0.03,5,2,0.11,30.0,67.5
20240229,5,12,5,4851,,0.06,4,3,0.16,13.0,58.7
20240229,5,12,6,4116,,0.21,2,4,0.19,3.2,32.2
20240229,5,1,1,4596,,0.1,4,4,0.15,49.0,90.5
20240229,5,1,2,4081,,0.15,2,6,0.2,2.2,54.5
20240229,5,1,3,3226,,0.12,5,5,0.19,6.5,45.6
20240229,5,1,4,4016,,0.09,3,3,0.16,9.6,54.8
20240229,5,1,5,5332,,0.07,3,2,0.0,0.0,0.0
20240229,5,1,6,5315,,0.05,1,1,0.21,0.0,5.0
20240229,5,2,1,4300,,0.09,5,4,0.16,46.3,75.6
20240229,5,2,2,5079,,0.09,4,4,0.19,12.9,41.9
20240229,5,2,3,3528,,0.09,2,4,0.23,3.5,17.8
20240229,5,2,4,5277,,0.06,4,2,0.0,0.0,0.0
20240229,5,2,5,4283,,0.07,1,3,0.21,0.0,8.3
