hd,jcd,rno,lane,regno,st_sec,st_is_f,st_is_late,st_penalized,st_observed,tenji_st_sec,tenji_is_f,tenji_f_over_sec,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240109,02,10,1,3319,0.17,0,0,0,1,0.16,0,,3,1,0.15,52.2,84.0
20240109,02,10,2,3075,0.19,0,0,0,1,0.21,0,,4,2,0.15,9.3,56.2
20240109,02,10,3,5051,0.17,0,0,0,1,0.01,0,,1,1,0.16,21.7,71.7
20240109,02,10,4,4700,0.22,0,0,0,1,,1,0.07,5,4,0.18,8.1,45.9
20240109,02,10,5,3983,0.21,0,0,0,1,0.01,0,,1,3,0.15,5.0,35.0
20240109,02,10,6,3696,0.24,0,0,0,1,0.11,0,,2,5,0.23,0.0,38.1
20240109,02,11,1,4532,0.08,0,0,0,1,,1,0.04,5,1,0.13,72.5,88.2
20240109,02,11,2,3251,0.17,0,0,0,1,0.07,0,,2,4,0.19,14.0,54.3
20240109,02,11,3,4230,0.12,0,0,0,1,0.01,0,,1,2,0.12,34.0,61.3
20240109,02,11,4,5112,0.15,0,0,0,1,0.09,0,,3,3,0.13,12.5,72.5
20240109,02,11,5,4505,0.15,0,0,0,1,0.13,0,,4,3,0.15,11.4,51.4
20240109,02,11,6,5042,0.23,0,0,0,1,,1,0.05,5,5,0.14,3.1,37.5
20240109,02,12,1,3952,0.13,0,0,0,1,0.07,0,,3,1,0.13,57.3,92.6
20240109,02,12,2,4547,0.15,0,0,0,1,0.02,0,,1,2,0.14,17.5,82.5
20240109,02,12,3,3412,0.22,0,0,0,1,0.09,0,,4,5,0.18,15.5,55.5
20240109,02,12,4,3664,0.16,0,0,0,1,,1,0.02,6,3,0.16,25.8,38.7
20240109,02,12,5,5191,0.19,0,0,0,1,0.04,0,,2,4,0.16,12.2,38.7
20240109,02,12,6,4488,0.19,0,0,0,1,0.29,0,,5,4,0.2,0.0,36.3
20240109,02,1,1,4091,0.13,0,0,0,1,0.08,0,,4,1,0.15,58.6,82.7
20240109,02,1,2,5005,0.15,0,0,0,1,0.08,0,,4,3,0.16,8.1,63.2
20240109,02,1,3,3381,0.16,0,0,0,1,,1,0.1,5,4,0.14,7.5,45.0
20240109,02,1,4,5259,0.14,0,0,0,1,0.01,0,,1,2,0.19,0.0,16.6
20240109,02,1,5,5315,0.14,0,0,0,1,0.03,0,,2,2,0.0,0.0,0.0
20240109,02,1,6,5132,0.24,0,0,0,1,0.06,0,,3,5,0.17,7.6,30.7
20240109,02,2,1,4836,0.27,0,0,0,1,0.01,0,,1,4,0.17,40.9,63.6
20240109,02,2,2,3503,0.19,0,0,0,1,0.01,0,,1,2,0.17,0.0,33.3
20240109,02,2,3,4700,0.18,0,0,0,1,0.09,0,,3,1,0.17,10.5,68.4
20240109,02,2,4,3251,0.23,0,0,0,1,0.12,0,,4,3,0.2,5.5,57.4
