hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240214,03,10,1,4608,0.02,0.13,22,11,0.15,54.3,85.9
20240214,03,10,2,5279,0.03,0.11,17,9,0.16,11.1,33.3
20240214,03,10,3,3503,0.07,0.39,23,36,0.16,8.3,37.5
20240214,03,10,4,5120,0.06,0.14,11,12,0.16,0.0,50.0
20240214,03,10,5,5102,0.11,0.19,21,17,0.2,0.0,25.0
20240214,03,10,6,4958,0.11,0.21,11,19,0.17,10.3,34.4
20240214,03,11,1,4352,0.12,,52,42,0.14,69.3,89.8
20240214,03,11,2,4360,0.17,,52,42,0.19,11.7,44.1
20240214,03,11,3,4345,0.19,,52,42,0.15,10.3,48.2
20240214,03,11,4,4251,0.17,,52,42,0.2,2.7,48.6
20240214,03,11,5,4257,0.11,,52,42,0.14,8.3,31.2
20240214,03,11,6,4725,0.12,,52,42,0.21,0.0,31.2
20240214,03,12,1,4084,0.14,0.22,27,20,0.16,71.8,90.6
20240214,03,12,2,4401,0.11,0.11,28,9,0.15,18.6,76.7
20240214,03,12,3,3339,0.08,0.01,34,42,0.13,17.8,67.8
20240214,03,12,4,3584,0.03,0.13,38,11,0.17,9.0,29.5
20240214,03,12,5,3581,0.03,0.09,32,7,0.18,0.0,19.4
20240214,03,12,6,3075,0.02,0.1,29,8,0.17,0.0,19.2
20240214,03,1,1,5219,0.31,0.0005,2,42,0.26,0.0,0.0
20240214,03,1,2,5243,0.14,0.15,13,13,0.0,0.0,0.0
20240214,03,1,3,5102,0.18,0.0008,12,42,0.17,19.3,48.3
20240214,03,1,4,4697,0.08,0.0002,2,42,0.16,4.3,26.0
20240214,03,1,5,4201,0.07,0.32,9,30,0.14,9.3,44.1
20240214,03,1,6,5253,0.04,0.0023,15,42,0.25,0.0,5.2
20240214,03,2,1,4345,0.11,,52,42,0.16,46.8,71.8
20240214,03,2,2,3065,0.12,,52,42,0.19,10.5,47.3
20240214,03,2,3,4084,0.07,,52,42,0.14,6.1,63.2
20240214,03,2,4,4992,0.24,,52,42,0.16,7.5,45.0
20240214,03,2,5,4574,0.22,,52,42,0.19,5.4,27.0
20240214,03,2,6,5266,0.16,,52,42,0.19,0.0,2.7
20240214,03,3,1,3370,0.23,0.0002,11,42,0.2,23.5,70.5
20240214,03,3,2,3699,0.19,0.22,18,20,0.2,10.7,32.1
20240214,03,3,3,4608,0.15,0.02,18,42,0.17,32.5,67.4
20240214,03,3,4,4942,0.13,0.0006,2,42,0.22,7.6,50.0
20240214,03,3,5,4401,0.14,0.02,15,42,0.15,0.0,36.6
20240214,03,3,6,4422,0.21,0.05,20,3,0.25,0.0,7.8
20240214,03,4,1,4257,0.19,0.11,10,9,0.15,60.4,88.3
20240214,03,4,2,3584,0.21,0.11,23,9,0.16,6.9,53.4
20240214,03,4,3,4046,0.19,0.02,6,42,0.19,0.0,22.2
20240214,03,4,4,5070,0.13,0.05,1,3,0.16,5.0,15.0
20240214,03,4,5,3503,0.15,0.01,5,42,0.17,0.0,21.4
20240214,03,4,6,4076,0.21,0.0003,3,42,0.2,0.0,27.9
20240214,03,5,1,4251,0.07,0.07,10,5,0.18,45.7,77.1
20240214,03,5,2,3581,0.08,0.11,19,9,0.19,12.2,58.5
20240214,03,5,3,4677,0.11,0.09,4,7,0.15,21.4,59.5
20240214,03,5,4,4958,0.09,0.02,11,42,0.13,9.3,58.1
20240214,03,5,5,4697,0.21,0.03,13,1,0.2,0.0,33.3
20240214,03,5,6,3647,0.26,0.16,21,14,0.2,0.0,15.1
20240214,03,6,1,5279,0.11,0.1,14,8,0.14,42.8,42.8
20240214,03,6,2,4352,0.12,0.13,9,11,0.13,9.3,78.1
20240214,03,6,3,4649,0.11,0.02,3,42,0.13,9.6,51.6
20240214,03,6,4,5253,0.13,0.28,14,26,0.25,3.7,7.4
20240214,03,6,5,5266,0.11,0.03,13,1,0.16,0.0,0.0
20240214,03,6,6,3527,0.15,0.21,22,19,0.16,6.5,50.0
20240214,03,7,1,4201,0.13,0.12,13,10,0.16,43.7,65.6
20240214,03,7,2,4725,0.24,0.06,5,4,0.2,13.6,52.2
20240214,03,7,3,4942,0.14,0.001,5,42,0.17,2.8,51.4
20240214,03,7,4,3934,0.16,0.0009,19,42,0.15,6.9,51.7
20240214,03,7,5,3065,0.15,0.0004,22,42,0.24,0.0,26.6
20240214,03,7,6,4930,0.18,0.0015,1,42,0.16,4.1,25.0
20240214,03,8,1,5243,0.09,0.08,16,6,0.0,0.0,0.0
20240214,03,8,2,4828,0.15,0.05,12,3,0.13,13.9,74.4
20240214,03,8,3,5070,0.11,0.09,3,7,0.21,15.0,40.0
20240214,03,8,4,4574,0.07,0.22,23,20,0.21,5.7,42.8
20240214,03,8,5,3075,0.06,0.19,15,17,0.14,0.0,37.0
20240214,03,8,6,3699,0.05,0.4,13,37,0.22,0.0,5.2
20240214,03,9,1,4677,0.19,,52,42,0.14,71.4,85.7
20240214,03,9,2,5095,0.23,,52,42,0.13,20.5,61.7
20240214,03,9,3,4992,,,52,42,0.15,11.1,52.7
20240214,03,9,4,4076,0.27,,52,42,0.18,18.7,62.5
20240214,03,9,5,4422,0.32,,52,42,0.2,0.0,5.5
20240214,03,9,6,3107,0.17,,52,42,0.18,0.0,28.0
20240214,04,10,1,5018,0.12,,52,42,0.16,62.2,83.0
20240214,04,10,2,4953,0.07,,52,42,0.15,7.5,55.0
20240214,04,10,3,3656,0.08,,52,42,0.17,7.5,42.5
20240214,04,10,4,3054,0.06,,52,42,0.18,14.7,47.0
20240214,04,10,5,3347,0.07,,52,42,0.18,10.0,40.0
20240214,04,10,6,4960,0.1,,52,42,0.15,2.8,37.1
20240214,04,11,1,3489,0.09,0.01,24,42,0.16,61.0,93.2
20240214,04,11,2,4956,0.1,0.0001,23,42,0.18,5.2,26.3
20240214,04,11,3,5066,0.1,0.09,22,7,0.12,36.3,72.7
20240214,04,11,4,2878,0.11,0.06,39,4,0.18,12.2,63.4
20240214,04,11,5,3514,0.11,0.16,31,14,0.17,10.8,41.3
20240214,04,11,6,4954,0.07,0.06,33,4,0.13,10.5,42.1
20240214,04,12,1,3960,0.11,0.17,23,15,0.11,79.3,92.0
