hd,jcd,rno,label_3t,win_lane
20240214,3,1,5-3-4,5
20240214,3,2,3-4-2,3
20240214,3,3,3-5-4,3
20240214,3,4,1-3-6,1
20240214,3,5,3-1-6,3
20240214,3,6,1-2-3,1
20240214,3,7,3-1-4,3
20240214,3,8,1-2-3,1
20240214,3,9,1-6-5,1
20240214,3,10,1-4-6,1
20240214,3,11,1-2-3,1
20240214,3,12,1-3-2,1
20240214,4,1,4-3-5,4
20240214,4,2,1-2-4,1
20240214,4,3,1-2-4,1
20240214,4,4,3-1-5,3
20240214,4,5,1-3-2,1
20240214,4,6,6-2-1,6
20240214,4,7,5-6-2,5
20240214,4,8,1-3-4,1
20240214,4,9,1-2-4,1
20240214,4,10,2-1-3,2
20240214,4,11,1-3-2,1
20240214,4,12,1-3-4,1
20240214,9,1,1-3-5,1
20240214,9,2,2-5-4,2
20240214,9,3,1-4-2,1
20240214,9,4,2-1-3,2
20240214,9,5,1-2-6,1
20240214,9,6,2-4-3,2
20240214,9,7,2-3-5,2
20240214,9,8,1-3-2,1
20240214,9,9,3-1-5,3
20240214,9,10,5-6-3,5
20240214,9,11,3-1-4,3
20240214,9,12,3-1-2,3
20240214,11,1,1-2-5,1
20240214,11,2,2-1-3,2
20240214,11,3,1-3-5,1
20240214,11,4,1-3-2,1
20240214,11,5,1-3-2,1
20240214,11,6,1-3-4,1
20240214,11,7,5-1-2,5
20240214,11,8,1-2-5,1
20240214,11,9,3-4-2,3
20240214,11,10,2-4-1,2
20240214,11,11,1-3-6,1
20240214,11,12,1-5-2,1
20240214,13,1,1-4-3,1
20240214,13,2,1-4-5,1
20240214,13,3,1-2-4,1
20240214,13,4,1-3-2,1
20240214,13,5,1-2-6,1
20240214,13,6,1-5-3,1
20240214,13,7,1-5-2,1
20240214,13,8,1-3-5,1
20240214,13,9,1-3-5,1
20240214,13,10,1-2-4,1
20240214,13,11,1-3-4,1
20240214,13,12,1-2-4,1
20240214,14,1,1-2-6,1
20240214,14,2,6-3-2,6
20240214,14,3,3-2-5,3
20240214,14,4,3-1-5,3
20240214,14,5,4-3-5,4
20240214,14,6,1-5-6,1
20240214,14,7,2-1-5,2
20240214,14,8,3-5-1,3
20240214,14,9,6-4-1,6
20240214,14,10,1-5-4,1
20240214,14,11,1-6-2,1
20240214,14,12,4-1-3,4
20240214,15,1,2-5-3,2
20240214,15,2,1-5-4,1
20240214,15,3,1-2-6,1
20240214,15,4,3-1-2,3
20240214,15,5,1-4-2,1
20240214,15,6,2-1-6,2
20240214,15,7,3-1-6,3
20240214,15,8,1-6-2,1
20240214,15,9,3-1-4,3
20240214,15,10,1-2-6,1
20240214,15,11,1-2-4,1
20240214,15,12,3-1-4,3
20240214,16,1,2-6-4,2
20240214,16,2,3-2-1,3
20240214,16,3,1-5-6,1
20240214,16,4,3-4-2,3
20240214,16,5,1-4-3,1
20240214,16,6,4-3-1,4
20240214,16,7,1-3-2,1
20240214,16,8,6-3-1,6
20240214,16,9,4-2-5,4
20240214,16,10,1-6-5,1
20240214,16,11,1-2-3,1
20240214,16,12,3-1-4,3
20240214,17,1,1-4-2,1
20240214,17,2,1-2-3,1
20240214,17,3,4-3-2,4
20240214,17,4,2-1-4,2
20240214,17,5,4-2-5,4
20240214,17,6,1-3-4,1
20240214,17,7,1-2-3,1
20240214,17,8,1-2-3,1
20240214,17,9,1-2-6,1
20240214,17,10,2-3-1,2
20240214,17,11,1-5-6,1
20240214,17,12,1-3-2,1
20240214,19,1,4-3-1,4
20240214,19,2,1-2-5,1
20240214,19,3,1-4-2,1
20240214,19,4,1-2-3,1
20240214,19,5,2-5-4,2
20240214,19,6,1-2-5,1
20240214,19,7,2-3-1,2
20240214,19,8,1-2-4,1
20240214,19,9,1-3-2,1
20240214,19,10,1-2-3,1
20240214,19,11,1-3-2,1
20240214,19,12,1-2-5,1
20240214,23,1,5-4-1,5
20240214,23,2,1-5-4,1
20240214,23,3,1-3-5,1
20240214,23,4,1-6-2,1
20240214,23,5,1-5-3,1
20240214,23,6,2-5-1,2
20240214,23,7,4-3-6,4
20240214,23,8,3-1-2,3
20240214,23,9,3-4-1,3
20240214,23,10,4-2-1,4
20240214,23,11,1-3-2,1
20240214,23,12,2-6-5,2
20240214,24,1,1-4-5,1
20240214,24,2,4-2-3,4
20240214,24,3,1-4-2,1
20240214,24,4,4-2-3,4
20240214,24,5,5-6-3,5
20240214,24,6,1-2-4,1
20240214,24,7,1-3-4,1
20240214,24,8,4-3-1,4
20240214,24,9,1-3-6,1
20240214,24,10,2-1-3,2
20240214,24,11,4-5-3,4
20240214,24,12,2-6-3,2
