hd,jcd,rno,combo,is_hit,p1_lane,p1_grade,p1_national_win,p1_motor_rate2,p1_tenji_st,p1_tenji_rank,p1_st_rank,p1_course_first_rate,p2_lane,p2_grade,p2_national_win,p2_motor_rate2,p2_tenji_st,p2_tenji_rank,p2_st_rank,p3_lane,p3_grade,p3_motor_rate2,p3_tenji_st,p3_tenji_rank,p3_st_rank,diff_p1p2_st,sum_p1p2_motor,outer_push,in_cover,wind_speed_m,wave_height_cm,is_strong_wind,is_crosswind
20240317,01,10,1-2-3,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,2,A1,6.77,35.29,0.17,3.0,5.0,3,A2,22.73,0.02,2.0,4.0,-0.16920000000000002,58.55,0,0,5.0,4.0,0,0
20240317,01,10,1-2-4,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,2,A1,6.77,35.29,0.17,3.0,5.0,4,A2,25.49,0.0014000000000000002,3.0,3.0,-0.16920000000000002,58.55,0,0,5.0,4.0,0,0
20240317,01,10,1-2-5,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,2,A1,6.77,35.29,0.17,3.0,5.0,5,B1,8.89,0.0005,3.0,1.0,-0.16920000000000002,58.55,0,0,5.0,4.0,0,0
20240317,01,10,1-2-6,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,2,A1,6.77,35.29,0.17,3.0,5.0,6,B1,25.0,0.24,2.0,6.0,-0.16920000000000002,58.55,0,0,5.0,4.0,0,0
20240317,01,10,1-3-2,1,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,3,A2,4.91,22.73,0.02,2.0,4.0,2,A1,35.29,0.17,3.0,5.0,-0.019200000000000002,45.99,0,0,5.0,4.0,0,0
20240317,01,10,1-3-4,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,3,A2,4.91,22.73,0.02,2.0,4.0,4,A2,25.49,0.0014000000000000002,3.0,3.0,-0.019200000000000002,45.99,0,0,5.0,4.0,0,0
20240317,01,10,1-3-5,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,3,A2,4.91,22.73,0.02,2.0,4.0,5,B1,8.89,0.0005,3.0,1.0,-0.019200000000000002,45.99,0,0,5.0,4.0,0,0
20240317,01,10,1-3-6,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,3,A2,4.91,22.73,0.02,2.0,4.0,6,B1,25.0,0.24,2.0,6.0,-0.019200000000000002,45.99,0,0,5.0,4.0,0,0
20240317,01,10,1-4-2,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,4,A2,5.11,25.49,0.0014000000000000002,3.0,3.0,2,A1,35.29,0.17,3.0,5.0,-0.0006000000000000002,48.75,0,0,5.0,4.0,0,0
20240317,01,10,1-4-3,0,1,A2,4.67,23.26,0.0008,1.0,2.0,50.0,4,A2,5.11,25.49,0.0014000000000000002,3.0,3.0,3,A2,22.73,0.02,2.0,4.0,-0.0006000000000000002,48.75,0,0,5.0,4.0,0,0
