hd,jcd,rno,lane,racer_id,st,tenji_st,course_avg_st,st_rank,power_lane
20240301,02,10,1,3939,0.21,0.06,0.14,4,15.283
20240301,02,10,2,3873,0.22,0.03,0.18,3,13.918999999999999
20240301,02,10,3,4709,0.23,0.0006,0.15,2,9.132000000000001
20240301,02,10,4,4981,0.23,0.0006,0.17,2,17.049
20240301,02,10,5,3663,0.32,0.09,0.17,5,13.125
20240301,02,10,6,4619,0.37,0.0002,0.22,1,10.879
20240301,02,11,1,4099,0.24,0.01,0.16,1,16.489
20240301,02,11,2,4133,0.18,0.11,0.15,4,11.389
20240301,02,11,3,4588,0.14,0.01,0.14,1,12.367
20240301,02,11,4,3072,0.23,0.03,0.13,2,18.672
20240301,02,11,5,4173,0.25,0.03,0.17,2,17.307
20240301,02,11,6,4298,0.26,0.04,0.17,3,12.251
20240301,02,12,1,4760,0.17,0.13,0.13,5,15.777
20240301,02,12,2,4532,0.18,0.13,0.14,5,11.826
20240301,02,12,3,4357,0.17,0.05,0.19,4,15.363999999999999
20240301,02,12,4,3813,0.2,0.0004,0.19,2,13.515
20240301,02,12,5,3679,0.18,0.0003,0.16,1,11.988999999999999
20240301,02,12,6,3576,0.16,0.0009,0.19,3,15.248
20240301,02,1,1,4439,0.2,0.16,0.16,3,15.190999999999999
20240301,02,1,2,4957,0.11,0.0002,0.18,1,12.535000000000002
20240301,02,1,3,4837,0.37,0.07,0.16,2,9.678
20240301,02,1,4,3569,0.16,0.19,0.18,4,9.187
20240301,02,1,5,3313,0.13,0.16,0.2,3,12.404
20240301,02,1,6,5316,0.15,0.25,0.19,5,11.738999999999999
20240301,02,2,1,4981,0.11,0.09,0.14,1,17.148999999999997
20240301,02,2,2,4555,0.16,0.29,0.18,6,429496743.123
20240301,02,2,3,4215,0.13,0.22,0.14,4,11.817999999999998
20240301,02,2,4,4357,0.17,0.21,0.19,3,15.463999999999999
20240301,02,2,5,4133,0.19,0.18,0.16,2,11.589
20240301,02,2,6,5008,0.17,0.26,0.13,5,13.643999999999998
20240301,02,3,1,3072,0.07,,0.15,1,18.772
20240301,02,3,2,4552,0.09,,0.17,1,16.221999999999998
20240301,02,3,3,4790,0.05,,0.15,1,16.413999999999998
20240301,02,3,4,3377,0.26,,0.18,1,13.578999999999999
20240301,02,3,5,5012,0.18,,0.13,1,12.397
20240301,02,3,6,4709,0.25,,0.16,1,9.232000000000001
20240301,02,4,1,3505,0.1,0.04,0.18,2,16.005
20240301,02,4,2,4298,0.16,0.06,0.15,3,12.251
20240301,02,4,3,4532,0.15,0.0005,0.14,1,12.226
20240301,02,4,4,3508,0.26,0.11,0.18,4,15.136
20240301,02,4,5,3873,0.23,0.06,0.16,3,13.918999999999999
20240301,02,4,6,4952,0.31,0.06,0.16,3,11.341999999999999
20240301,02,5,1,4230,0.24,,0.13,1,10.102
20240301,02,5,2,4619,0.24,,0.2,1,10.879
20240301,02,5,3,3569,0.24,,0.19,1,9.487
20240301,02,5,4,4760,0.13,,0.13,1,16.177
20240301,02,5,5,4588,0.15,,0.16,1,12.367
20240301,02,5,6,4899,0.21,,0.15,1,11.608
20240301,02,6,1,3761,0.06,0.07,0.14,4,12.063999999999998
20240301,02,6,2,5124,0.15,0.0005,0.17,2,15.474
