hd,jcd,rno,lane,regno,st,tenji_st,tenji_rank,st_rank,course_avg_st,course_first_rate,course_3rd_rate
20240129,1,10,1,4748,,0.18,2,5,0.16,45.8,79.1
20240129,1,10,2,3790,,0.09,5,2,0.17,18.9,59.4
20240129,1,10,3,4429,,0.49,3,6,0.16,2.7,18.9
20240129,1,10,4,5220,,0.06,1,1,0.18,7.8,44.7
20240129,1,10,5,3907,,0.11,4,4,0.17,2.5,28.2
20240129,1,10,6,4370,,0.1,6,3,0.17,0.0,48.1
20240129,1,11,1,3679,,0.07,2,3,0.13,71.1,97.7
20240129,1,11,2,3532,,0.05,1,1,0.17,15.7,68.4
20240129,1,11,3,4949,,0.11,4,5,0.16,1.7,56.1
20240129,1,11,4,4518,,0.06,2,2,0.15,22.2,66.6
20240129,1,11,5,4233,,0.31,3,6,0.17,0.0,35.1
20240129,1,11,6,4331,,0.08,4,4,0.18,8.3,25.0
20240129,1,12,1,4760,,0.01,1,1,0.13,68.6,88.0
20240129,1,12,2,4659,,0.06,5,3,0.15,20.7,71.7
20240129,1,12,3,3686,,0.03,2,2,0.16,2.5,65.0
20240129,1,12,4,4512,,0.16,2,5,0.15,22.2,68.8
20240129,1,12,5,4420,,0.01,3,1,0.16,6.7,33.9
20240129,1,12,6,4318,,0.11,4,4,0.15,0.0,31.2
20240129,1,1,1,3839,,0.18,5,5,0.15,32.4,59.4
20240129,1,1,2,4822,,0.12,2,3,0.18,13.3,63.3
20240129,1,1,3,3692,,0.07,3,1,0.15,15.9,63.6
20240129,1,1,4,4233,,0.09,1,2,0.15,9.3,65.1
20240129,1,1,5,4821,,0.16,1,4,0.18,4.5,31.8
20240129,1,1,6,3912,,0.18,4,5,0.15,0.0,28.5
20240129,1,2,1,5070,,0.21,1,5,0.18,42.1,63.1
20240129,1,2,2,4902,,0.11,2,4,0.2,9.3,39.5
20240129,1,2,3,4331,,0.06,2,2,0.13,12.1,54.5
20240129,1,2,4,4318,,0.03,1,1,0.15,12.8,53.8
20240129,1,2,5,3419,,0.08,3,3,0.25,3.8,19.2
20240129,1,2,6,3808,,0.08,4,3,0.18,0.0,11.1
20240129,1,3,1,5220,,0.04,4,1,0.18,50.0,83.3
20240129,1,3,2,3268,,0.14,3,4,0.18,11.4,45.7
20240129,1,3,3,4866,,0.11,2,3,0.16,9.3,41.8
20240129,1,3,4,3679,,0.09,6,2,0.15,11.9,69.0
20240129,1,3,5,3411,,,5,6,0.18,0.0,10.8
20240129,1,3,6,3686,,0.17,1,5,0.18,2.7,44.4
20240129,1,4,1,4429,,0.21,4,3,0.15,28.0,68.0
20240129,1,4,2,3563,,0.01,2,1,0.18,10.0,58.0
20240129,1,4,3,3532,,,1,4,0.15,14.5,64.5
20240129,1,4,4,4128,,,3,4,0.15,5.0,47.5
20240129,1,4,5,4626,,0.18,2,2,0.2,0.0,46.4
20240129,1,4,6,4420,,,5,4,0.17,2.3,30.2
20240129,1,5,1,4293,,,4,4,0.16,60.0,91.4
20240129,1,5,2,4760,,,1,4,0.13,17.7,68.8
20240129,1,5,3,5222,,,2,4,0.14,11.1,70.3
20240129,1,5,4,4114,,0.02,3,2,0.17,34.2,63.1
20240129,1,5,5,3839,,0.08,5,3,0.17,2.2,25.0
20240129,1,5,6,3907,,0.01,5,1,0.17,2.9,26.4
20240129,1,6,1,4518,,0.19,1,6,0.14,67.5,95.0
20240129,1,6,2,4506,,0.13,5,3,0.16,17.9,64.1
