hd,jcd,rno,lane,regno,wind_speed_m,kimarite_sashi,is_crosswind,boat_rate3,is_strong_wind,racer_id,dash_attack_flag,kimarite_makuri,power_lane,power_outer,course_avg_st,outer_over_inner,wave_height_cm,power_inner,decision4,motor_rate2,racer_name,kimarite_nuki,tenji_st,boat_rate2,motor_rate3,course_first_rate,kimarite_makuri_sashi,st_rank,tenji_sec,course_3rd_rate,tenji_rank
20240331,02,10,1,4276,2.0,0.0,0,45.8,0,4276,0,0.0,13.771999999999998,143165591.30133334,0.15,143165576.48433334,1.0,14.817,NIGE,32.28,鈴木 勝博,3.0,0.09,29.77,54.43,69.8,0.0,3,6.64,84.9,1
20240331,02,10,2,3933,2.0,13.0,0,39.83,0,3933,0,1.0,15.286,143165591.30133334,0.17,143165576.48433334,1.0,14.817,NIGE,38.82,山地 正樹,2.0,0.05,26.27,53.95,14.2,0.0,1,6.81,58.9,3
20240331,02,10,3,4191,2.0,2.0,0,45.89,0,4191,0,3.0,15.392999999999999,143165591.30133334,0.16,143165576.48433334,1.0,14.817,NIGE,37.87,赤羽 克也,1.0,0.06,33.56,53.85,27.9,6.0,2,6.76,76.7,2
20240331,02,10,4,4159,2.0,0.0,0,53.06,0,4159,0,1.0,429496743.72,143165591.30133334,0.18,143165576.48433334,1.0,14.817,NIGE,35.4,向後 龍一,0.0,0.26,40.14,52.17,6.8,2.0,6,6.81,52.2,3
20240331,02,10,5,3832,2.0,0.0,0,42.45,0,3832,0,0.0,15.785999999999998,143165591.30133334,0.17,143165576.48433334,1.0,14.817,NIGE,42.58,下田 哲也,0.0,0.15,25.9,60.65,5.0,2.0,5,6.9,27.5,5
20240331,02,10,6,4081,2.0,0.0,0,62.41,0,4081,0,0.0,14.397999999999998,143165591.30133334,0.2,143165576.48433334,1.0,14.817,NIGE,38.82,樋口 範政,0.0,0.14,46.81,55.29,0.0,0.0,4,6.83,20.6,4
20240331,02,11,1,4737,2.0,0.0,0,48.28,0,4737,0,0.0,14.388,15.226333333333331,0.17,-143165573.82366666,1.0,143165589.04999998,NIGE,34.64,竹井 貴史,1.0,0.16,30.17,54.25,65.3,0.0,5,6.69,84.6,1
20240331,02,11,2,3569,2.0,1.0,0,47.62,0,3569,0,2.0,11.775,15.226333333333331,0.19,-143165573.82366666,1.0,143165589.04999998,NIGE,29.93,増田 進,0.0,0.11,31.29,53.74,9.5,0.0,2,6.8,40.4,5
20240331,02,11,3,4144,2.0,1.0,0,36.17,0,4144,0,6.0,429496740.987,15.226333333333331,0.16,-143165573.82366666,1.0,143165589.04999998,NIGE,25.33,石塚 久也,0.0,0.17,20.57,43.33,29.0,2.0,6,6.78,74.1,4
20240331,02,11,4,4486,2.0,2.0,0,51.35,0,4486,0,6.0,13.651999999999997,15.226333333333331,0.15,-143165573.82366666,1.0,143165589.04999998,NIGE,33.12,野村 誠,0.0,0.14,35.14,53.25,19.2,2.0,3,6.74,57.6,2
20240331,02,11,5,5095,2.0,0.0,0,48.18,0,5095,0,1.0,16.932999999999996,15.226333333333331,0.16,-143165573.82366666,1.0,143165589.04999998,NIGE,44.91,小原 聡将,0.0,0.09,27.74,62.28,2.8,0.0,1,6.76,28.5,3
20240331,02,11,6,4201,2.0,0.0,0,53.69,0,4201,0,1.0,15.094,15.226333333333331,0.15,-143165573.82366666,1.0,143165589.04999998,NIGE,40.38,佐竹 友樹,0.0,0.15,34.9,58.97,7.1,1.0,4,6.83,32.1,6
20240331,02,12,1,4109,4.0,0.0,0,48.28,0,4109,0,0.0,12.555,12.890999999999998,0.13,-143165578.17733335,3.0,143165591.06833336,SASHI,28.57,谷津 幸宏,3.0,0.0008,33.1,44.81,62.0,0.0,2,6.84,92.0,4
20240331,02,12,2,4877,4.0,6.0,0,49.66,0,4877,0,0.0,14.263,12.890999999999998,0.12,-143165578.17733335,3.0,143165591.06833336,SASHI,33.33,鈴谷 一平,0.0,0.0006,34.23,45.39,15.7,0.0,1,6.74,78.9,1
20240331,02,12,3,4748,4.0,2.0,0,56.55,0,4748,0,4.0,429496746.387,12.890999999999998,0.16,-143165578.17733335,3.0,143165591.06833336,SASHI,43.11,渡邉 雄朗,1.0,0.14,35.86,61.08,21.9,2.0,6,6.8,58.5,3
20240331,02,12,4,3929,4.0,1.0,0,54.97,0,3929,0,0.0,14.277,12.890999999999998,0.16,-143165578.17733335,3.0,143165591.06833336,SASHI,37.43,杢野 誓良,0.0,0.13,40.4,61.45,7.5,2.0,5,6.78,47.5,2
20240331,02,12,5,4025,4.0,0.0,0,37.68,0,4025,0,1.0,10.557999999999998,12.890999999999998,0.17,-143165578.17733335,3.0,143165591.06833336,SASHI,22.22,山本 隆幸,0.0,0.11,21.74,37.25,1.8,0.0,4,6.78,56.3,2
20240331,02,12,6,4407,4.0,0.0,0,48.12,0,4407,0,0.0,13.837999999999997,12.890999999999998,0.23,-143165578.17733335,3.0,143165591.06833336,SASHI,35.48,鹿島 敏弘,0.0,0.09,24.06,55.48,0.0,0.0,3,6.88,28.5,5
