hd,jcd,rno,win_lane,win_racer_id,decision
20240122,01,10,1,4080,逃げ
20240122,01,11,1,4654,逃げ
20240122,01,12,4,4715,まくり
20240122,01,1,1,5011,逃げ
20240122,01,2,4,4792,まくり
20240122,01,3,4,3303,抜き
20240122,01,4,2,3771,逃げ
20240122,01,5,2,4790,まくり
20240122,01,6,1,4475,逃げ
20240122,01,7,2,4779,差し
20240122,01,8,4,4766,まくり
20240122,01,9,1,3771,逃げ
20240122,04,10,1,3813,逃げ
20240122,04,11,3,4213,まくり
20240122,04,12,1,4148,逃げ
20240122,04,1,4,5253,まくり
20240122,04,2,4,4640,恵まれ
20240122,04,3,5,4148,差し
20240122,04,4,1,4145,逃げ
20240122,04,5,1,4544,逃げ
20240122,04,6,1,3327,逃げ
20240122,04,7,3,3024,差し
20240122,04,8,1,3412,逃げ
20240122,04,9,2,4640,差し
20240122,05,10,5,4819,まくり差し
20240122,05,11,1,4190,逃げ
20240122,05,12,3,4804,まくり
20240122,05,1,1,4499,逃げ
20240122,05,2,3,5195,まくり
20240122,05,3,4,4900,差し
20240122,05,4,4,4519,まくり
20240122,05,5,3,4050,まくり
20240122,05,6,2,4443,差し
20240122,05,7,1,4900,逃げ
20240122,05,8,1,3579,逃げ
20240122,05,9,1,4964,逃げ
20240122,08,10,6,4906,まくり差し
20240122,08,11,4,5056,まくり
20240122,08,12,6,4983,恵まれ
20240122,08,1,3,4088,まくり
20240122,08,2,1,4248,逃げ
20240122,08,3,6,3347,抜き
20240122,08,4,2,4672,まくり
20240122,08,5,1,4983,逃げ
20240122,08,6,4,3715,差し
20240122,08,7,3,4516,まくり差し
20240122,08,8,3,4502,差し
20240122,08,9,1,4526,逃げ
20240122,13,10,2,3577,差し
20240122,13,11,1,4794,逃げ
20240122,13,12,3,4463,まくり差し
20240122,13,1,2,4977,差し
20240122,13,2,1,4925,逃げ
20240122,13,3,5,4189,まくり差し
20240122,13,4,2,4403,抜き
20240122,13,5,1,4648,逃げ
20240122,13,6,1,4375,逃げ
20240122,13,7,1,4962,逃げ
20240122,13,8,6,3623,差し
20240122,13,9,1,5066,逃げ
20240122,14,10,4,4601,まくり
20240122,14,11,4,3697,まくり
20240122,14,12,1,4847,逃げ
20240122,14,1,1,3939,逃げ
20240122,14,2,4,4942,まくり
20240122,14,3,5,4090,まくり
20240122,14,4,4,5237,まくり差し
20240122,14,5,1,4881,逃げ
20240122,14,6,3,3697,抜き
20240122,14,7,1,4905,逃げ
20240122,14,8,4,5036,差し
20240122,14,9,3,5034,差し
20240122,16,10,1,3872,逃げ
20240122,16,11,1,4710,逃げ
20240122,16,12,1,4566,逃げ
20240122,16,1,1,3994,逃げ
20240122,16,2,1,3775,逃げ
20240122,16,3,1,4563,逃げ
20240122,16,4,1,4513,逃げ
20240122,16,5,2,4941,まくり
20240122,16,6,1,3436,逃げ
20240122,16,7,1,4069,逃げ
20240122,16,8,4,4911,差し
20240122,16,9,1,4828,逃げ
20240122,19,10,2,4604,差し
20240122,19,11,4,3783,まくり差し
20240122,19,12,1,4371,逃げ
20240122,19,1,3,4324,まくり差し
20240122,19,2,3,4932,まくり
20240122,19,3,2,4075,まくり
20240122,19,4,1,5121,抜き
20240122,19,5,1,4391,逃げ
20240122,19,6,1,4500,抜き
20240122,19,7,1,4643,逃げ
20240122,19,8,1,4266,逃げ
20240122,19,9,1,4933,逃げ
20240122,21,10,1,3822,逃げ
20240122,21,11,1,3811,逃げ
20240122,21,12,1,4398,逃げ
20240122,21,1,4,3294,まくり差し
20240122,21,2,5,4325,まくり差し
20240122,21,3,1,3837,逃げ
20240122,21,4,1,4236,逃げ
20240122,21,5,1,4452,逃げ
20240122,21,6,1,4555,逃げ
20240122,21,7,2,3286,差し
20240122,21,8,1,4325,逃げ
20240122,21,9,4,3873,まくり
20240122,24,10,1,4079,逃げ
20240122,24,11,1,4352,抜き
20240122,24,12,4,4009,まくり差し
20240122,24,1,4,4957,抜き
20240122,24,2,1,3787,逃げ
20240122,24,3,4,4875,まくり差し
20240122,24,4,2,4509,差し
20240122,24,5,1,4119,逃げ
20240122,24,6,1,4588,逃げ
20240122,24,7,1,4009,逃げ
20240122,24,8,1,4053,逃げ
20240122,24,9,1,3828,逃げ
