hd,jcd,rno,win_lane,win_racer_id,decision
20240106,01,10,1,3159,逃げ
20240106,01,11,3,4539,まくり
20240106,01,12,2,3619,逃げ
20240106,01,1,4,4420,まくり
20240106,01,2,1,3419,逃げ
20240106,01,3,3,3619,差し
20240106,01,4,3,5006,まくり
20240106,01,5,1,4407,逃げ
20240106,01,6,1,4491,逃げ
20240106,01,7,3,4420,まくり差し
20240106,01,8,3,3653,まくり
20240106,01,9,1,4486,逃げ
20240106,02,10,1,4528,逃げ
20240106,02,11,3,4505,恵まれ
20240106,02,12,1,3952,逃げ
20240106,02,1,1,3696,逃げ
20240106,02,2,4,4230,まくり差し
20240106,02,3,2,5066,まくり
20240106,02,4,2,5051,抜き
20240106,02,5,1,5112,逃げ
20240106,02,6,1,4159,逃げ
20240106,02,7,3,3664,差し
20240106,02,8,3,3251,まくり
20240106,02,9,4,5042,まくり
20240106,03,10,5,4619,まくり
20240106,03,11,1,5007,逃げ
20240106,03,12,2,4928,差し
20240106,03,1,1,3105,逃げ
20240106,03,2,4,4728,まくり差し
20240106,03,3,5,4945,抜き
20240106,03,4,1,3226,逃げ
20240106,03,5,2,4318,まくり
20240106,03,6,3,4748,まくり差し
20240106,03,7,1,5044,逃げ
20240106,03,8,1,5103,逃げ
20240106,03,9,2,3716,差し
20240106,04,10,1,3641,逃げ
20240106,04,11,3,4075,抜き
20240106,04,12,1,4468,逃げ
20240106,04,1,4,3293,差し
20240106,04,2,2,3641,差し
20240106,04,3,2,4083,まくり
20240106,04,4,2,4575,差し
20240106,04,5,1,4759,逃げ
20240106,04,6,3,4792,まくり差し
20240106,04,7,1,4560,逃げ
20240106,04,8,4,4468,まくり差し
20240106,04,9,3,4152,まくり差し
20240106,05,10,1,4573,逃げ
20240106,05,11,1,3978,逃げ
20240106,05,12,2,3590,差し
20240106,05,1,5,3863,差し
20240106,05,2,1,4535,逃げ
20240106,05,3,5,4573,差し
20240106,05,4,2,3945,差し
20240106,05,5,2,5087,抜き
20240106,05,6,3,3699,差し
20240106,05,7,1,4103,逃げ
20240106,05,8,1,5167,逃げ
20240106,05,9,1,3681,逃げ
20240106,06,10,4,4385,まくり
20240106,06,11,1,3717,逃げ
20240106,06,12,2,4290,まくり
20240106,06,1,1,4327,抜き
20240106,06,2,3,4448,まくり
20240106,06,3,5,4828,まくり差し
20240106,06,4,2,4710,まくり
20240106,06,5,1,4980,逃げ
20240106,06,6,4,4166,まくり差し
20240106,06,7,1,3580,逃げ
20240106,06,8,1,4651,逃げ
