hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240309,1,10,1,3659,藤生 雄人,NIGE,62.5,93.7,0.15,0.04,6.86,3,2,48.72,64.1,29.82,42.11,4.0,4.0,0.0,0.0,0.0,3.0,18.786,15.344,13.601999999999999,-1.7420000000000009,0,0,1
20240309,1,10,2,4772,石丸 海渡,NIGE,26.3,71.0,0.12,0.17,6.88,4,3,35.29,50.0,33.33,52.63,4.0,4.0,6.0,4.0,0.0,0.0,14.968999999999998,15.344,13.601999999999999,-1.7420000000000009,0,0,1
20240309,1,10,3,3686,鳥居塚 孝博,NIGE,2.5,65.0,0.16,0.03,6.83,2,1,28.13,43.75,32.79,54.1,4.0,4.0,1.0,0.0,0.0,0.0,12.277000000000001,15.344,13.601999999999999,-1.7420000000000009,0,0,1
20240309,1,10,4,4218,吉川 喜継,NIGE,15.2,57.6,0.18,0.19,6.88,4,4,23.81,47.62,25.0,42.86,4.0,4.0,1.0,4.0,3.0,1.0,11.232999999999999,15.344,13.601999999999999,-1.7420000000000009,0,0,1
20240309,1,10,5,5141,大澤 風葵,NIGE,2.2,43.1,0.11,0.17,6.91,5,3,41.86,51.16,43.14,52.94,4.0,4.0,0.0,0.0,1.0,0.0,16.256,15.344,13.601999999999999,-1.7420000000000009,0,0,1
20240309,1,10,6,3297,藤丸 光一,NIGE,0.0,33.3,0.22,0.38,6.76,1,5,33.33,50.0,29.41,37.25,4.0,4.0,0.0,0.0,0.0,0.0,13.316999999999998,15.344,13.601999999999999,-1.7420000000000009,0,0,1
20240309,1,11,1,4238,毒島 誠,NIGE,84.4,93.1,0.1,,,1,1,28.57,40.0,35.0,48.33,3.0,2.0,0.0,0.0,0.0,1.0,13.327,15.809999999999997,15.693,-0.11699999999999733,0,0,1
20240309,1,11,2,4376,藤田 靖弘,NIGE,16.0,66.0,0.15,,,1,1,46.15,71.79,30.91,47.27,3.0,2.0,1.0,7.0,0.0,0.0,17.964999999999996,15.809999999999997,15.693,-0.11699999999999733,0,0,1
20240309,1,11,3,4121,富永 修一,NIGE,11.6,51.1,0.13,,,1,1,40.0,45.0,34.62,55.77,3.0,2.0,3.0,0.0,1.0,1.0,16.137999999999998,15.809999999999997,15.693,-0.11699999999999733,0,0,1
20240309,1,11,4,3905,天野 友和,NIGE,13.0,63.0,0.15,,,1,1,45.0,62.5,30.51,42.37,3.0,2.0,4.0,1.0,1.0,0.0,17.38,15.809999999999997,15.693,-0.11699999999999733,,0,1
20240309,1,11,5,3790,佐口 達也,NIGE,8.8,35.2,0.18,,,1,1,31.25,56.25,32.76,46.55,3.0,2.0,0.0,0.0,3.0,0.0,12.799000000000001,15.809999999999997,15.693,-0.11699999999999733,0,0,1
20240309,1,11,6,3538,菊池 峰晴,NIGE,0.0,37.5,0.2,,,1,1,44.12,64.71,25.0,36.67,3.0,2.0,0.0,0.0,0.0,0.0,16.9,15.809999999999997,15.693,-0.11699999999999733,0,0,1
20240309,1,12,1,3918,深井 利寿,NIGE,58.9,83.9,0.16,0.0007000000000000001,6.85,3,2,24.32,43.24,40.3,53.73,2.0,1.0,0.0,0.0,0.0,2.0,11.28,12.424,143165588.12833333,143165575.70433334,0,0,1
20240309,1,12,2,5074,大澤 誠也,NIGE,6.9,34.8,0.16,0.0002,6.92,6,1,29.73,54.05,20.0,38.18,2.0,1.0,2.0,1.0,0.0,0.0,11.797,12.424,143165588.12833333,143165575.70433334,0,0,1
20240309,1,12,3,4452,松尾 祭,NIGE,13.6,75.0,0.15,0.01,6.82,2,3,33.33,52.78,28.57,50.0,2.0,1.0,5.0,0.0,1.0,0.0,14.194999999999999,12.424,143165588.12833333,143165575.70433334,0,0,1
20240309,1,12,4,3869,井芹 大志,NIGE,7.4,29.6,0.21,0.33,6.87,4,6,34.15,53.66,38.3,42.55,2.0,1.0,1.0,0.0,0.0,1.0,429496742.181,12.424,143165588.12833333,143165575.70433334,0,0,1
20240309,1,12,5,3922,菅沼 佳昭,NIGE,2.5,15.3,0.19,0.13,6.71,1,4,27.5,47.5,30.91,49.09,2.0,1.0,0.0,0.0,1.0,0.0,10.516,12.424,143165588.12833333,143165575.70433334,0,0,1
20240309,1,12,6,5212,西川 拓利,NIGE,0.0,10.2,0.18,0.2,6.88,5,5,31.58,50.0,48.28,60.34,2.0,1.0,0.0,0.0,0.0,0.0,11.687999999999999,12.424,143165588.12833333,143165575.70433334,0,0,1
20240309,1,1,1,4944,田代 達也,NIGE,24.1,55.1,0.18,0.11,6.95,1,3,52.78,66.67,37.04,51.85,8.0,7.0,0.0,0.0,0.0,1.0,18.008,15.939333333333332,15.279333333333334,-0.6599999999999984,0,1,1
20240309,1,1,2,3567,吉岡 誠,NIGE,0.0,30.4,0.16,0.04,7.11,5,1,43.24,70.27,31.03,41.38,8.0,7.0,0.0,0.0,0.0,0.0,15.85,15.939333333333332,15.279333333333334,-0.6599999999999984,0,1,1
20240309,1,1,3,3614,谷 勝幸,NIGE,11.6,32.5,0.17,0.04,7.04,4,1,35.9,53.85,33.33,51.85,8.0,7.0,2.0,1.0,1.0,1.0,13.959999999999999,15.939333333333332,15.279333333333334,-0.6599999999999984,0,1,1
