hd,jcd,rno,lane,racer_id,racer_name,decision4,course_first_rate,course_3rd_rate,course_avg_st,tenji_st,tenji_sec,tenji_rank,st_rank,motor_rate2,motor_rate3,boat_rate2,boat_rate3,wind_speed_m,wave_height_cm,kimarite_makuri,kimarite_sashi,kimarite_makuri_sashi,kimarite_nuki,power_lane,power_inner,power_outer,outer_over_inner,dash_attack_flag,is_strong_wind,is_crosswind
20240204,2,10,1,4076,杉田 篤光,MAKURI_SASHI,56.2,77.0,0.2,0.14,6.82,6,4,20.59,39.22,25.89,41.96,0.0,0.0,0.0,0.0,0.0,1.0,9.673,14.751333333333333,143165590.79999998,143165576.04866666,0,0,0
20240204,2,10,2,3992,関口 智久,MAKURI_SASHI,11.1,33.3,0.16,0.19,6.62,1,5,51.18,64.57,42.31,61.54,0.0,0.0,1.0,1.0,0.0,0.0,17.927999999999997,14.751333333333333,143165590.79999998,143165576.04866666,0,0,0
20240204,2,10,3,4983,前田 篤哉,MAKURI_SASHI,18.7,70.8,0.16,0.02,6.65,2,2,41.35,54.14,36.21,51.72,0.0,0.0,4.0,0.0,5.0,0.0,16.653,14.751333333333333,143165590.79999998,143165576.04866666,0,0,0
20240204,2,10,4,4700,金子 和之,MAKURI_SASHI,8.1,45.9,0.18,0.01,6.74,3,1,35.34,47.41,32.28,56.69,0.0,0.0,1.0,1.0,0.0,1.0,14.26,14.751333333333333,143165590.79999998,143165576.04866666,0,0,0
20240204,2,10,5,4898,菊地 敬介,MAKURI_SASHI,7.1,14.2,0.18,0.22,6.8,5,6,33.03,51.38,28.57,46.43,0.0,0.0,1.0,0.0,0.0,0.0,429496741.497,14.751333333333333,143165590.79999998,143165576.04866666,0,0,0
20240204,2,10,6,3381,滝沢 芳行,MAKURI_SASHI,5.5,44.4,0.13,0.06,6.78,4,3,44.17,61.67,29.2,39.82,0.0,0.0,1.0,0.0,0.0,0.0,16.642999999999997,14.751333333333333,143165590.79999998,143165576.04866666,0,0,0
20240204,2,11,1,4532,秋元 哲,NIGE,72.5,88.2,0.13,0.0001,6.66,3,1,20.49,35.25,44.55,59.09,0.0,0.0,0.0,0.0,0.0,3.0,10.513,13.637666666666666,15.822333333333333,2.1846666666666668,0,0,0
20240204,2,11,2,4109,谷津 幸宏,NIGE,16.0,78.0,0.12,0.06,6.71,4,4,38.84,61.98,25.77,41.24,0.0,0.0,1.0,7.0,0.0,0.0,15.532,13.637666666666666,15.822333333333333,2.1846666666666668,0,0,0
20240204,2,11,3,4809,外崎 悟,NIGE,21.6,62.1,0.15,0.14,6.65,2,5,37.4,52.85,26.09,46.09,0.0,0.0,0.0,0.0,6.0,2.0,14.867999999999999,13.637666666666666,15.822333333333333,2.1846666666666668,0,0,0
20240204,2,11,4,3327,野長瀬 正孝,NIGE,4.4,46.2,0.16,0.0002,6.71,4,2,43.94,60.61,35.14,45.95,0.0,0.0,0.0,2.0,1.0,0.0,16.962,13.637666666666666,15.822333333333333,2.1846666666666668,1,0,0
20240204,2,11,5,4973,栗原 直也,NIGE,2.7,22.2,0.18,0.01,6.61,1,3,34.19,47.01,33.64,48.18,0.0,0.0,0.0,1.0,0.0,0.0,12.598999999999998,13.637666666666666,15.822333333333333,2.1846666666666668,0,0,0
20240204,2,11,6,4324,海野 康志郎,NIGE,6.6,26.6,0.16,0.01,6.72,5,3,45.04,64.89,26.13,46.85,0.0,0.0,1.0,0.0,0.0,0.0,17.906,13.637666666666666,15.822333333333333,2.1846666666666668,0,0,0
20240204,2,12,1,4505,島田 賢人,MAKURI,77.5,93.8,0.14,,,1,1,37.98,53.49,47.37,64.21,0.0,0.0,0.0,0.0,0.0,2.0,15.669999999999998,13.738,12.104,-1.6340000000000003,0,0,0
20240204,2,12,2,4150,山田 雄太,MAKURI,19.4,66.6,0.13,,,1,1,30.91,42.73,30.7,43.86,0.0,0.0,0.0,7.0,0.0,0.0,13.609,13.738,12.104,-1.6340000000000003,0,0,0
20240204,2,12,3,3445,加藤 高史,MAKURI,18.5,44.4,0.18,,,1,1,27.83,50.43,36.84,57.89,0.0,0.0,3.0,0.0,0.0,2.0,11.934999999999999,13.738,12.104,-1.6340000000000003,0,0,0
20240204,2,12,4,4826,井上 一輝,MAKURI,30.0,55.0,0.15,,,1,1,20.65,40.22,33.33,49.55,0.0,0.0,3.0,2.0,4.0,2.0,10.944999999999999,13.738,12.104,-1.6340000000000003,,0,0
